,TSS_7::NC_013691.1:18031-18231(),TSS_8::NC_013691.1:35174-35374(),TSS_9::NC_013691.1:39276-39476(),TSS_10::NC_013691.1:66501-66701(),mean
-65,0.06137389223946262,0.07980324608169012,0.13023598202710224,0.09754986394380101,0.092240746073014
-64,0.06315223083641135,0.08493772267360214,0.13037623217900016,0.1042253221827076,0.0956728769679303
-63,0.06441037840977992,0.09040006842055309,0.12996342020001836,0.11047426170918366,0.09881203218488376
-62,0.06484189505441806,0.09641403168921558,0.12894251109604166,0.1159791714149381,0.10154440231365336
-61,0.06413131865597642,0.10250167780086146,0.12783905565403625,0.12066544591668196,0.10378437450688902
-60,0.06313084577897758,0.10804591455738306,0.12589282462377754,0.12490933062126161,0.10549472889534994
-59,0.06236237768772006,0.11302727244864164,0.12275626957829566,0.12910320035094555,0.10681228001640072
-58,0.0620945815697071,0.11807712740584002,0.11818504990372329,0.1333371288274602,0.10792347192668267
-57,0.06236564537054641,0.12284777291966235,0.11256850373647889,0.13756997780934055,0.10883797495900704
-56,0.06342411817093255,0.12740840329524147,0.10843938217878235,0.14190428120231252,0.11029404621181722
-55,0.06508614323042589,0.13184230398727242,0.10569978683656892,0.14580087808337122,0.1121072780344096
-54,0.06744704068711763,0.13631411819370415,0.10391817951608943,0.1489860685307684,0.1141663517319199
-53,0.07102715006778351,0.14051565158618695,0.10269628356481386,0.1511042176881939,0.11633582572674456
-52,0.07540243802293481,0.14378793068471402,0.10204845593432436,0.15184456570557797,0.11827084758688779
-51,0.07947978182550512,0.14649224449374362,0.10155144995599123,0.15072262062559225,0.11956152422520805
-50,0.08359519466327969,0.14804608240674028,0.10185959445170054,0.1477959322802181,0.12032420095048464
-49,0.08751550203431896,0.14815881846521292,0.1029262001677655,0.14339105074825567,0.12049789285388826
-48,0.0912532315729774,0.14706744188103188,0.10428017049493803,0.1379649748536253,0.12014145470064315
-47,0.09501770378174082,0.14431181312622526,0.10567334058368691,0.13220612590128714,0.11930224584823504
-46,0.0984166834378519,0.14015292892992098,0.10663858318678923,0.12590068068221733,0.11777721905919486
-45,0.10135330774153588,0.13453470582196028,0.10743728480435652,0.11902687232884553,0.11558804267417454
-44,0.10428382469075956,0.1276797003396541,0.10858694467244075,0.11262588067057806,0.11329408759335811
-43,0.1071711289216271,0.12010618153927033,0.110456347179444,0.10682297974596659,0.11113915934657702
-42,0.11019633603518544,0.11173155955358756,0.11303932365510645,0.10176383406881837,0.10918276332817445
-41,0.11367640443434084,0.10327682994157916,0.11647566828982943,0.09760526750686785,0.10775854254315431
-40,0.11761430906770243,0.09520069439048995,0.12040873959413001,0.09428978361263589,0.10687838166623957
-39,0.121946851574035,0.08770068356703278,0.12514062402144405,0.09155204728399786,0.10658505161162742
-38,0.12548511233949664,0.08066371980999021,0.1310289593854319,0.08892179031326955,0.10652489546204708
-37,0.12695887808026002,0.07401389192573885,0.13828290919545783,0.08630866269543663,0.10639108547422334
-36,0.12588111960042356,0.06792699340102852,0.14473287827361142,0.08292306430850195,0.10536601389589136
-35,0.1235203880549598,0.0625514297083128,0.1499106655702366,0.07929842787416752,0.10382022780191918
-34,0.12171075650724868,0.05779026370845971,0.15289969393089914,0.07543324655461671,0.10195849017530606
-33,0.12009146448566144,0.054019907726208995,0.1529461234344131,0.07151184743348432,0.09964233576994196
-32,0.11838227187639813,0.05235757266670271,0.14974187075340545,0.06788668087330205,0.09709209904245208
-31,0.11662420569871476,0.051940198298024154,0.14512860648125286,0.06528560786551062,0.09474465458587561
-30,0.11469351348981671,0.05291181220419516,0.14170509998884956,0.06366191442660846,0.09324308502736747
-29,0.11233402147189123,0.05540741278696011,0.13970996145023318,0.06251676042506363,0.09249203903353703
-28,0.10941366210046902,0.059467760012836435,0.13953330173199002,0.061981261620142905,0.09259899636635958
-27,0.10587152490003489,0.06513234305557804,0.1409236586347515,0.061481339709514936,0.09335221657496984
-26,0.10160070501466327,0.07239705167359534,0.14382033489624046,0.06102603394616304,0.09471103138266553
-25,0.09764176144525898,0.08113911178894138,0.14829037369149545,0.06089484948988476,0.09699152410389514
-24,0.09449699069437938,0.0912279218356254,0.1537531422322209,0.06091803737079782,0.10009902303325588
-23,0.09258032645110441,0.10147096938787858,0.15941497729346912,0.06123581826408878,0.10367552284913524
-22,0.0914923779599947,0.11074338302146333,0.1645659304774394,0.061522867306256335,0.10708113969128844
-21,0.0909730999979786,0.11897116279573931,0.16896118633951548,0.06129162452955149,0.11004926841569623
-20,0.09089637340151648,0.12646376503216752,0.17314808047925628,0.060268652621403504,0.11269421788358595
-19,0.09147294348863481,0.13338260330765053,0.17718152536760118,0.058061063983598137,0.11502453403687116
-18,0.09344325880857307,0.13982284121668304,0.18096795732098286,0.05470748113664496,0.11723538462072099
-17,0.09703940193742208,0.14638157022671458,0.18448017673669878,0.05115438643738075,0.11976388383455404
-16,0.10246339252778094,0.15262796230283615,0.18748926146668987,0.04818775709018584,0.1226920933468732
-15,0.10821042072891282,0.1586947004161455,0.19061147975875514,0.04583353104630199,0.12583753298752887
-14,0.11232501928160135,0.1649332473226907,0.1951441708078468,0.04455891434738108,0.12924033793988
-13,0.11438414382306254,0.1712676198809298,0.2022343775954039,0.04401848697805767,0.1329761570693635
-12,0.11515472641522495,0.17747958015657442,0.2123620880559675,0.04421015059368906,0.137301636305364
-11,0.11535916587329323,0.1841109275419776,0.22373023196820604,0.044729434709248735,0.14198244002318142
-10,0.1152683659422733,0.19013720037010692,0.23252345066255095,0.045875633076116064,0.14595116251276183
-9,0.11524684590995471,0.1949745492029634,0.2382524943100682,0.047754073427666556,0.14905699071266323
-8,0.11562047989882984,0.19840822401751157,0.24101727601871453,0.04987576699740666,0.15123043673311568
-7,0.11675201195676772,0.20058755562021052,0.24132919468184033,0.052744302867880885,0.15285326628167487
-6,0.11872948008009136,0.2017486631930036,0.23981109200314052,0.05597225957457793,0.15406537371270337
-5,0.12063443256175141,0.20164240659095528,0.23613204290229217,0.05899642882614235,0.1543513277202853
-4,0.1215638338281753,0.2001997448849754,0.2312249811456367,0.06211628974454124,0.15377621240083214
-3,0.12150661408312795,0.1984854604696926,0.22615014823973079,0.06525934029429922,0.15285039077171264
-2,0.12104373536060928,0.19779185436853813,0.2214863008433762,0.06886911567631232,0.15229775156220898
-1,0.12049288170718161,0.19805507292379113,0.21761708968712107,0.07344308904137703,0.15240203333986774
0,0.11969370477293347,0.19932692033749733,0.21432949191341605,0.07924149600950496,0.15314790325833794
1,0.11839604156592813,0.20133144069807668,0.21076539848483106,0.08594024439247097,0.1541082812853267
2,0.11641847599622128,0.20313586049671573,0.2062006417219564,0.09359226120582236,0.15483680985517892
3,0.11386648272084485,0.20345070892169909,0.20037377276847304,0.10194078193460668,0.1549079365864059
4,0.11063362578403262,0.20237368001489675,0.19333364096872896,0.11139283016900806,0.15443344423416658
5,0.10654543633245268,0.1997800374022521,0.18436178335936243,0.12186059425873104,0.15313696283819955
6,0.10213890698992892,0.19523962146619175,0.17327518573490364,0.1322170376835163,0.15071768796863516
7,0.09772824065917703,0.18894001753793704,0.16308334431175617,0.14172456744618828,0.14786904248876465
8,0.09363552824594293,0.18111564278426737,0.1538199380444952,0.14932184800315668,0.14447323926946554
9,0.0902119643373901,0.1721379560824397,0.145244676359669,0.15492734796493807,0.14063048618610924
10,0.08716157640470254,0.16315334196712594,0.1383509343405887,0.158183391139766,0.1367123109630458
11,0.08417762885938745,0.15433227376279443,0.13351876294681392,0.15967466024547822,0.13292583145361853
12,0.08102434323791356,0.14552200254123265,0.13053771474276402,0.1595083325568848,0.12914809826969875
13,0.07771144066391995,0.13670310552407247,0.12893733310716735,0.15678015390492056,0.12503300830002007
14,0.07402641540333658,0.1275496200056886,0.1284764423984248,0.1516834751545703,0.12043398824050507
15,0.07011096860555852,0.11881149345328135,0.12978982284827273,0.14898415397469572,0.11692410972045207
16,0.06622097189023624,0.11090261276764665,0.1322373574115201,0.14873515766600465,0.11452402493385191
17,0.06282725026499103,0.1033917156386738,0.13495551217146787,0.14980235522044538,0.11274420832389452
18,0.059293545838819205,0.0952076554179639,0.1378864021420822,0.1504615082911504,0.11071227792250392
19,0.056026348235305244,0.08657066329202637,0.14076450857895995,0.15027767820720825,0.10840979957837496
20,0.05353792774048953,0.07865149077769955,0.14357161887450925,0.14902394248785483,0.10619624497013828
21,0.05185224185040523,0.0717721065596558,0.14557434292780017,0.1471832783529112,0.10409549242269311
22,0.05112150538528789,0.06678354352532365,0.14718422909570072,0.1452600987088384,0.10258734417878768
23,0.051158062042158205,0.06438481223782858,0.14868016357178332,0.1426521807347053,0.10171880464661884
24,0.05234736852379075,0.06422673020092472,0.14997191802849028,0.13781781994197892,0.10109095917379618
25,0.05482296197320069,0.0657541768104285,0.15098338150310164,0.13134374052603398,0.1007260652031912
26,0.05840651402281605,0.06872438978983826,0.15234338365481204,0.12409956242094966,0.100893462472104
27,0.06345498493818608,0.07286859832496632,0.15209480789805946,0.11819455532849565,0.10165323662242688
28,0.06953808168992652,0.07707737372007684,0.1508930525203727,0.11531335373007127,0.10320546541511184
29,0.07512743092011817,0.08023192566874385,0.14909011442542094,0.11548493576228695,0.10498360169414249
30,0.07938084711847343,0.08175941204830087,0.14682963877454996,0.11855170458404854,0.10663040063134319
31,0.0824230758144554,0.08209708848031981,0.14293981159970243,0.1230100476479149,0.10761750588559814
32,0.08422066867717196,0.08194178537834984,0.13782182179468994,0.12797019603608778,0.10798861797157487
33,0.08494176393623201,0.08263007266872924,0.13174484879804135,0.1341888670079049,0.10837638810272687
34,0.0848816243305914,0.0851291366452171,0.12448391069700397,0.142076194422558,0.10914271652384261
35,0.08415973252655533,0.08897011559393245,0.11547207644925106,0.14775826450186566,0.10909004726790111
36,0.08364593017970569,0.09322099384617843,0.10504014528713787,0.15124542183603365,0.10828812278726391
37,0.08377679945387367,0.0979907112540114,0.0944734416723327,0.15295870330228256,0.10729991392062509
38,0.08531452451181326,0.1039678984647903,0.08423886493516856,0.15402153615778055,0.10688570601738817
39,0.08756328492972287,0.11040673971605588,0.07444678414400221,0.1544777369024229,0.10672363642305097
40,0.08946722873693377,0.11554724743494935,0.0652271008211798,0.15434646092793022,0.1061470094802483
41,0.09119157676805094,0.11927427446403531,0.058282373776694464,0.1541109166950609,0.10571478542596041
42,0.09292910333859071,0.12181125376169137,0.0536861787630745,0.15348416916341207,0.10547767625669216
43,0.09441739840009486,0.12325990479267031,0.051035873409888674,0.15241169686451242,0.10528121836679158
44,0.09527691404158145,0.1239450648395817,0.04996607290099549,0.15246460334446588,0.10541316378165613
45,0.09603391857249845,0.12465200877059512,0.05046904150545552,0.15319999604267237,0.10608874122280536
46,0.09725067757137637,0.1257917686519879,0.05240386886523539,0.15396039051734692,0.10735167640148666
47,0.0991840245975724,0.1273616849700033,0.05513186280340354,0.15368933899950787,0.10884172784262178
48,0.1022275811129795,0.12953754064934658,0.057845180015742716,0.15144494305782102,0.11026381120897245
49,0.1074069384387812,0.1332175259985861,0.0606883358001563,0.14726195582849252,0.11214368901650404
50,0.11433379485192621,0.13894429415328546,0.06396806770952979,0.14082876683692497,0.1145187308879166
51,0.12201956143591622,0.14687569014881213,0.06926785851297029,0.1331875246166342,0.11783765867858322
52,0.13043413455935718,0.15700858371746995,0.0762894507052512,0.1250754658662618,0.12220190871208503
53,0.13928679455717902,0.16819431502801063,0.08503444843846636,0.11703386982723003,0.12738735696272152
54,0.14854851524769228,0.17943860900458916,0.0956770948985414,0.1102171425882397,0.13347034043476563
55,0.15723587759797858,0.19045322809840556,0.10712132042335076,0.10440570884911701,0.13980403374221298
56,0.16334567590433652,0.2006099114440151,0.11843262242782429,0.09893439580315791,0.14533065139483345
57,0.16623109389642227,0.20901029804970855,0.12888708579359348,0.09404718428605338,0.14954391550644444
58,0.16607204638315168,0.21496475369072968,0.13826762476420346,0.08998973932658272,0.15232354104116688
59,0.163842013770015,0.21880411019948878,0.14573684755722754,0.08651859299232692,0.15372539112976458
60,0.16168053528128448,0.220940367777167,0.15157816295518048,0.08353228922593478,0.1544328388098917
61,0.1602490100951882,0.2215306829618367,0.1556767385628221,0.0807626018523291,0.154554758368044
62,0.1592439657716256,0.22023796590020978,0.15844654643366907,0.07771269497748266,0.1539102932707468
63,0.15893798606116719,0.21750228485628664,0.1598551018441473,0.07501956419799768,0.1528287342398997
64,0.1590280330469144,0.21413783477982343,0.15995614962183644,0.07261476098316536,0.1514341946079349
65,0.1583245066659138,0.21065482724188134,0.1597893309579687,0.07079981974091573,0.14989212115166992
66,0.15626332050949385,0.20704982524342802,0.15911310818607666,0.06998230548365413,0.14810213985566317
67,0.15236696387515433,0.20338891399714018,0.157615712942179,0.06994174103911599,0.14582833296339737
68,0.14564869588658863,0.20022135406549596,0.15596675138572047,0.07064058393574194,0.14311934631838674
69,0.13617271362823796,0.19748262493959443,0.15460120792263735,0.0717750764838179,0.1400079057435719
70,0.1248874314870068,0.1951323302719556,0.15346194567371482,0.07334419563694264,0.13670647576740497
71,0.11306832857504712,0.1932668299361347,0.1520344334378176,0.07527027646609254,0.13340996710377298
72,0.1027341385762048,0.19150259604046993,0.1497185864662789,0.07769933671519116,0.1304136644495362
73,0.09437014659761563,0.1899210323778194,0.14647242762268742,0.07990993972642686,0.12766838658113733
74,0.08760761935231176,0.1882808307264317,0.14243934121743745,0.08044852031917521,0.12469407790383903
75,0.08259779610177474,0.1866544890521217,0.1386777353013867,0.07938969492939502,0.12182992884616954
76,0.0804113314564999,0.1863930852665845,0.13514858297820023,0.07712615721988189,0.11976978923029163
77,0.0806007677701508,0.1879615506991647,0.1312683685057113,0.07404745052712591,0.11846953437553817
78,0.08268479253659465,0.19201198135988493,0.12656901788451427,0.07079152791492223,0.11801432992397902
79,0.08575590355940026,0.19865386668301582,0.12171119292664294,0.06797272174029634,0.11852342122733885
80,0.08768736694946831,0.20761503999669073,0.11638785362186166,0.06539009592737309,0.11927008912384846
81,0.08829102128439717,0.21787775410003213,0.11080915329232277,0.06310575807210808,0.12002092168721504
82,0.08815299963696388,0.2284406800009084,0.10537599336285905,0.06161721937660266,0.12089672309433348
83,0.08797841536908305,0.23819272501751082,0.10068717035140037,0.060656483145482776,0.12187869847086927
84,0.0886102854026126,0.24670036000077927,0.09788967642643673,0.05985603621953427,0.12326408951234072
85,0.09097811232473266,0.25302613942960966,0.09654377246865772,0.058981916604651054,0.1248824852069128
86,0.09523562987181547,0.2566164950973603,0.09650198583687028,0.05786200394227725,0.12655402868708082
87,0.10087255456621966,0.2576217242056303,0.09721344810468309,0.056469638976386995,0.12804434146323
88,0.10793122732369362,0.25577303614166924,0.09782240668811934,0.05465404447939211,0.1290451786582186
89,0.11602369794008331,0.2511119637902927,0.0978743595945086,0.05252989004600302,0.12938497784272193
90,0.11413023715950196,0.2429382428618812,0.09212952766610381,0.04822030846402416,0.12435457903787778
91,0.11341087585720236,0.2336115358630892,0.08513203438235119,0.044437183224515474,0.11914790733178955
92,0.11188436883630304,0.22316159650582965,0.07753318442997284,0.04109324624583524,0.11341809900448518
93,0.1089373123067325,0.21134695997729475,0.06941026566192103,0.038067146634961975,0.10694042114522756
94,0.1047958910743664,0.19822863739423674,0.06063762718392372,0.03567018623226771,0.09983308547119865
95,0.09993228926901584,0.1840118279423041,0.05148445096996447,0.03392155860228652,0.09233753169589273
96,0.09440447319850223,0.16852166699269516,0.04273228015907806,0.03278877293657283,0.08461179832171208
97,0.08861341585509949,0.15216843235136773,0.03506536713401175,0.03215759807002163,0.07700120335262514
98,0.08276505953861975,0.13512073230914823,0.02890668142883306,0.031377244549424185,0.06954242945650631
99,0.0771236823056943,0.11732638156184101,0.024305340715342145,0.030054377068178602,0.06220244541276402
