,TSS_5::NC_013691.1:26542-26742(),TSS_6::NC_013691.1:28760-28960(),TSS_8::NC_013691.1:59661-59861(),mean
-64,-1.2986666666666664,-1.562,-1.692,-1.5175555555555553
-63,-1.2653333333333332,-1.526,-1.6546666666666667,-1.482
-62,-1.2653333333333334,-1.49,-1.6546666666666667,-1.47
-61,-1.2839999999999998,-1.5046666666666666,-1.644,-1.4775555555555553
-60,-1.332,-1.506,-1.6393333333333333,-1.4924444444444445
-59,-1.312,-1.5326666666666666,-1.6173333333333335,-1.4873333333333336
-58,-1.3126666666666664,-1.4746666666666668,-1.5946666666666667,-1.4606666666666666
-57,-1.3593333333333333,-1.4413333333333334,-1.5686666666666667,-1.4564444444444444
-56,-1.348,-1.4793333333333334,-1.5553333333333335,-1.4608888888888891
-55,-1.3120000000000003,-1.5273333333333334,-1.5933333333333333,-1.4775555555555557
-54,-1.276,-1.5373333333333332,-1.5826666666666669,-1.4653333333333336
-53,-1.254,-1.5326666666666668,-1.5266666666666668,-1.437777777777778
-52,-1.2579999999999998,-1.5326666666666668,-1.4626666666666666,-1.4177777777777776
-51,-1.2206666666666668,-1.5686666666666667,-1.4033333333333333,-1.3975555555555557
-50,-1.1913333333333334,-1.6313333333333333,-1.3473333333333335,-1.39
-49,-1.2486666666666666,-1.5686666666666667,-1.3326666666666669,-1.3833333333333335
-48,-1.3313333333333335,-1.5686666666666667,-1.359333333333333,-1.4197777777777778
-47,-1.358,-1.6313333333333333,-1.359333333333333,-1.4495555555555555
-46,-1.3393333333333335,-1.6179999999999999,-1.3593333333333333,-1.4388888888888889
-45,-1.3193333333333335,-1.6179999999999999,-1.3373333333333333,-1.4248888888888889
-44,-1.2913333333333334,-1.5913333333333335,-1.3,-1.3942222222222223
-43,-1.2533333333333334,-1.6273333333333333,-1.2853333333333334,-1.3886666666666667
-42,-1.2533333333333334,-1.7100000000000002,-1.3333333333333333,-1.4322222222222223
-41,-1.2546666666666666,-1.6986666666666668,-1.3426666666666667,-1.4319999999999997
-40,-1.2266666666666666,-1.708,-1.3313333333333333,-1.422
-39,-1.2360000000000002,-1.7073333333333336,-1.3313333333333333,-1.4248888888888889
-38,-1.2360000000000002,-1.648,-1.3313333333333333,-1.4051111111111112
-37,-1.2853333333333334,-1.648,-1.3313333333333335,-1.4215555555555557
-36,-1.3133333333333332,-1.6119999999999999,-1.3313333333333333,-1.4188888888888886
-35,-1.3053333333333332,-1.5213333333333336,-1.3033333333333335,-1.376666666666667
-34,-1.276,-1.5306666666666666,-1.3146666666666667,-1.3737777777777778
-33,-1.1933333333333331,-1.54,-1.3739999999999999,-1.369111111111111
-32,-1.204,-1.4573333333333334,-1.4300000000000002,-1.3637777777777778
-31,-1.26,-1.4093333333333333,-1.4406666666666665,-1.3699999999999999
-30,-1.3426666666666667,-1.4193333333333333,-1.4140000000000001,-1.3920000000000001
-29,-1.3893333333333333,-1.3820000000000001,-1.4246666666666665,-1.3986666666666665
-28,-1.4266666666666667,-1.3553333333333335,-1.4059999999999997,-1.396
-27,-1.4906666666666666,-1.3286666666666667,-1.3573333333333333,-1.3922222222222222
-26,-1.4893333333333334,-1.366,-1.4106666666666665,-1.422
-25,-1.4693333333333334,-1.3926666666666667,-1.4480000000000002,-1.4366666666666668
-24,-1.47,-1.3966666666666667,-1.448,-1.4382222222222223
-23,-1.4326666666666665,-1.3980000000000001,-1.448,-1.426222222222222
-22,-1.322,-1.4246666666666667,-1.448,-1.3982222222222223
-21,-1.302,-1.4246666666666667,-1.5073333333333332,-1.4113333333333333
-20,-1.3300000000000003,-1.4246666666666665,-1.5686666666666667,-1.4411111111111115
-19,-1.4126666666666667,-1.4246666666666667,-1.5306666666666666,-1.4560000000000002
-18,-1.4326666666666668,-1.4513333333333334,-1.4819999999999998,-1.4553333333333331
-17,-1.4233333333333333,-1.5339999999999998,-1.4819999999999998,-1.4797777777777776
-16,-1.3966666666666667,-1.618,-1.5353333333333334,-1.5166666666666668
-15,-1.3433333333333335,-1.608,-1.526,-1.4924444444444445
-14,-1.358,-1.5813333333333335,-1.5166666666666668,-1.4853333333333334
-13,-1.3286666666666667,-1.5813333333333333,-1.5993333333333335,-1.5031111111111113
-12,-1.276,-1.5813333333333333,-1.59,-1.4824444444444442
-11,-1.276,-1.5546666666666666,-1.4993333333333332,-1.4433333333333334
-10,-1.304,-1.528,-1.4433333333333331,-1.425111111111111
-9,-1.3033333333333332,-1.5506666666666669,-1.4540000000000002,-1.436
-8,-1.3673333333333335,-1.6133333333333333,-1.4873333333333334,-1.4893333333333334
-7,-1.4140000000000001,-1.5493333333333335,-1.4986666666666666,-1.4873333333333336
-6,-1.4433333333333331,-1.5586666666666666,-1.4766666666666668,-1.4928888888888887
-5,-1.4793333333333332,-1.622666666666667,-1.4633333333333334,-1.5217777777777777
-4,-1.43,-1.6493333333333335,-1.4633333333333334,-1.5142222222222224
-3,-1.43,-1.6266666666666667,-1.4633333333333336,-1.5066666666666668
-2,-1.4433333333333331,-1.5360000000000003,-1.4633333333333336,-1.480888888888889
-1,-1.4340000000000002,-1.4986666666666664,-1.4633333333333336,-1.4653333333333334
0,-1.4340000000000002,-1.4986666666666666,-1.4633333333333334,-1.4653333333333336
1,-1.4193333333333333,-1.5366666666666664,-1.4733333333333334,-1.4764444444444444
2,-1.4753333333333332,-1.5633333333333335,-1.4686666666666668,-1.5024444444444445
3,-1.4653333333333334,-1.526,-1.5046666666666666,-1.4986666666666668
4,-1.4466666666666665,-1.4966666666666666,-1.546,-1.4964444444444445
5,-1.4386666666666665,-1.486,-1.566,-1.496888888888889
6,-1.4386666666666668,-1.4486666666666668,-1.6193333333333333,-1.5022222222222223
7,-1.4386666666666668,-1.3846666666666667,-1.6046666666666667,-1.476
8,-1.476,-1.444,-1.5746666666666667,-1.4982222222222221
9,-1.4653333333333334,-1.444,-1.5480000000000003,-1.4857777777777779
10,-1.4093333333333333,-1.4173333333333333,-1.5573333333333332,-1.4613333333333334
11,-1.4053333333333335,-1.3906666666666667,-1.584,-1.4600000000000002
12,-1.4413333333333334,-1.3293333333333333,-1.6106666666666667,-1.4604444444444444
13,-1.4413333333333334,-1.3673333333333333,-1.5746666666666667,-1.461111111111111
14,-1.4213333333333333,-1.4266666666666665,-1.522,-1.4566666666666668
15,-1.392,-1.4400000000000002,-1.5800000000000003,-1.4706666666666666
16,-1.3733333333333335,-1.43,-1.6326666666666665,-1.4786666666666666
17,-1.3373333333333335,-1.403333333333333,-1.6106666666666667,-1.4504444444444446
18,-1.4,-1.3846666666666667,-1.6326666666666667,-1.4724444444444444
19,-1.4200000000000002,-1.4140000000000001,-1.6553333333333335,-1.496444444444445
20,-1.4280000000000002,-1.4513333333333334,-1.6646666666666665,-1.5146666666666666
21,-1.4286666666666668,-1.466,-1.6113333333333335,-1.502
22,-1.402,-1.4473333333333334,-1.6219999999999999,-1.4904444444444442
23,-1.4020000000000001,-1.3693333333333333,-1.6219999999999999,-1.4644444444444444
24,-1.4020000000000001,-1.36,-1.6219999999999999,-1.4613333333333334
25,-1.4313333333333336,-1.3599999999999999,-1.6486666666666667,-1.4799999999999998
26,-1.4353333333333333,-1.3493333333333333,-1.6633333333333333,-1.4826666666666666
27,-1.4093333333333333,-1.3973333333333333,-1.6073333333333333,-1.4713333333333332
28,-1.3946666666666667,-1.3593333333333333,-1.6173333333333333,-1.457111111111111
29,-1.3946666666666667,-1.2813333333333332,-1.6653333333333333,-1.447111111111111
30,-1.424,-1.248,-1.6433333333333335,-1.4384444444444444
31,-1.4533333333333334,-1.2466666666666666,-1.594,-1.4313333333333336
32,-1.4626666666666668,-1.2953333333333332,-1.538,-1.4320000000000002
33,-1.4360000000000002,-1.3513333333333333,-1.4899999999999998,-1.4257777777777776
34,-1.4720000000000002,-1.3513333333333333,-1.4526666666666666,-1.4253333333333333
35,-1.528,-1.2953333333333332,-1.4233333333333333,-1.4155555555555555
36,-1.5273333333333334,-1.2806666666666666,-1.4126666666666665,-1.4068888888888889
37,-1.4713333333333334,-1.3366666666666667,-1.4033333333333333,-1.4037777777777778
38,-1.415333333333333,-1.3553333333333333,-1.4233333333333333,-1.3979999999999997
39,-1.3686666666666667,-1.3539999999999999,-1.4273333333333333,-1.3833333333333335
40,-1.3693333333333333,-1.3806666666666667,-1.4013333333333333,-1.3837777777777778
41,-1.3546666666666667,-1.4400000000000002,-1.424,-1.4062222222222225
42,-1.3433333333333333,-1.476,-1.48,-1.433111111111111
43,-1.4026666666666665,-1.5133333333333332,-1.47,-1.4619999999999997
44,-1.4586666666666666,-1.4853333333333334,-1.412,-1.452
45,-1.4586666666666668,-1.5053333333333334,-1.3853333333333333,-1.449777777777778
46,-1.4586666666666666,-1.5159999999999998,-1.352,-1.442222222222222
47,-1.512,-1.4673333333333334,-1.3813333333333333,-1.4535555555555557
48,-1.476,-1.4673333333333334,-1.4073333333333333,-1.4502222222222223
49,-1.44,-1.494,-1.4446666666666665,-1.4595555555555555
50,-1.4133333333333333,-1.5233333333333334,-1.474,-1.4702222222222223
51,-1.4133333333333336,-1.4766666666666666,-1.4273333333333333,-1.4391111111111112
52,-1.4426666666666668,-1.4406666666666665,-1.4273333333333333,-1.4368888888888887
53,-1.4426666666666668,-1.5046666666666666,-1.49,-1.479111111111111
54,-1.5,-1.564,-1.4766666666666668,-1.5135555555555555
55,-1.5033333333333334,-1.5373333333333334,-1.4766666666666668,-1.5057777777777777
56,-1.4766666666666666,-1.4593333333333334,-1.4986666666666666,-1.4782222222222223
57,-1.4766666666666668,-1.422,-1.4720000000000002,-1.456888888888889
58,-1.4186666666666667,-1.4113333333333336,-1.4520000000000002,-1.4273333333333333
59,-1.3826666666666667,-1.4393333333333334,-1.4506666666666668,-1.4242222222222223
60,-1.3826666666666665,-1.4193333333333333,-1.44,-1.4139999999999997
61,-1.372,-1.4193333333333333,-1.44,-1.4104444444444446
62,-1.3079999999999998,-1.4233333333333333,-1.4400000000000002,-1.3904444444444444
63,-1.3173333333333332,-1.3593333333333333,-1.4666666666666666,-1.3811111111111112
64,-1.3306666666666667,-1.3219999999999998,-1.4306666666666668,-1.3611111111111114
65,-1.2933333333333332,-1.3113333333333332,-1.4213333333333333,-1.3419999999999999
66,-1.236,-1.358,-1.5053333333333334,-1.3664444444444446
67,-1.2066666666666668,-1.3566666666666667,-1.5186666666666668,-1.360666666666667
68,-1.2266666666666668,-1.2740000000000002,-1.466,-1.3222222222222222
69,-1.2266666666666666,-1.2146666666666666,-1.4646666666666666,-1.3019999999999998
70,-1.2226666666666666,-1.2413333333333334,-1.4346666666666665,-1.2995555555555554
71,-1.2866666666666666,-1.2613333333333332,-1.3753333333333335,-1.307777777777778
72,-1.3013333333333332,-1.2726666666666666,-1.4020000000000001,-1.3253333333333333
73,-1.3113333333333332,-1.3099999999999998,-1.422,-1.3477777777777777
74,-1.3099999999999998,-1.3286666666666667,-1.4233333333333331,-1.3539999999999999
75,-1.3099999999999998,-1.3286666666666667,-1.4340000000000002,-1.3575555555555556
76,-1.3246666666666664,-1.3286666666666669,-1.4340000000000002,-1.3624444444444446
77,-1.2979999999999998,-1.3513333333333333,-1.4233333333333333,-1.3575555555555556
78,-1.2873333333333334,-1.442,-1.4186666666666667,-1.3826666666666665
79,-1.2726666666666666,-1.4433333333333336,-1.4546666666666668,-1.3902222222222225
80,-1.2993333333333335,-1.4246666666666667,-1.468,-1.3973333333333333
81,-1.4053333333333333,-1.426,-1.412,-1.4144444444444444
82,-1.488,-1.4899999999999998,-1.4086666666666665,-1.4622222222222223
83,-1.4866666666666668,-1.5459999999999998,-1.4566666666666668,-1.4964444444444445
84,-1.4866666666666668,-1.5473333333333334,-1.5206666666666666,-1.5182222222222224
85,-1.5133333333333332,-1.5113333333333334,-1.5393333333333332,-1.5213333333333334
86,-1.54,-1.5473333333333334,-1.55,-1.5457777777777777
87,-1.5253333333333332,-1.6000000000000003,-1.5766666666666667,-1.5673333333333332
88,-1.4953333333333334,-1.564,-1.634666666666667,-1.5646666666666669
89,-1.4953333333333334,-1.5653333333333335,-1.6706666666666667,-1.5771111111111111
90,-1.4846666666666668,-1.5946666666666667,-1.724,-1.6011111111111112
91,-1.4700000000000002,-1.5946666666666667,-1.744,-1.6028888888888888
92,-1.556,-1.568,-1.7453333333333334,-1.6231111111111112
93,-1.5933333333333335,-1.4573333333333336,-1.7006666666666668,-1.583777777777778
94,-1.604,-1.4373333333333336,-1.6646666666666667,-1.5686666666666669
95,-1.5853333333333335,-1.4293333333333333,-1.6646666666666667,-1.559777777777778
96,-1.5366666666666666,-1.4280000000000002,-1.6646666666666667,-1.543111111111111
97,-1.51,-1.4013333333333335,-1.6546666666666667,-1.522
98,-1.574,-1.4233333333333333,-1.6593333333333333,-1.5522222222222224
