,TSS_1::NC_011703.1:18599-18799(),mean
-37,0.22635616133804656,0.22635616133804656
-36,0.20725906612173434,0.20725906612173434
-35,0.18900914377677586,0.18900914377677586
-34,0.17149709823809173,0.17149709823809173
-33,0.15644421429165856,0.15644421429165856
-32,0.14507559848311063,0.14507559848311063
-31,0.13798400565952124,0.13798400565952124
-30,0.13416458244944754,0.13416458244944754
-29,0.13128428323997754,0.13128428323997754
-28,0.12826086569508116,0.12826086569508116
-27,0.12613708372424792,0.12613708372424792
-26,0.12348636409391159,0.12348636409391159
-25,0.12006514085595035,0.12006514085595035
-24,0.11534629608681565,0.11534629608681565
-23,0.11110691517561633,0.11110691517561633
-22,0.10788322090047073,0.10788322090047073
-21,0.10578931621901903,0.10578931621901903
-20,0.1036504385537228,0.1036504385537228
-19,0.10303537380925346,0.10303537380925346
-18,0.10419845026814176,0.10419845026814176
-17,0.10780926478079382,0.10780926478079382
-16,0.11369763608518986,0.11369763608518986
-15,0.12016693091336514,0.12016693091336514
-14,0.12655921537379605,0.12655921537379605
-13,0.13142534681567364,0.13142534681567364
-12,0.13390035849836832,0.13390035849836832
-11,0.1350886709876525,0.1350886709876525
-10,0.13684774434996777,0.13684774434996777
-9,0.13900020242285263,0.13900020242285263
-8,0.14133486313745086,0.14133486313745086
-7,0.14285615914183217,0.14285615914183217
-6,0.14561666919151295,0.14561666919151295
-5,0.14987912717273422,0.14987912717273422
-4,0.15533734513648342,0.15533734513648342
-3,0.15981785709626212,0.15981785709626212
-2,0.1628933818954518,0.1628933818954518
-1,0.16593303322593864,0.16593303322593864
0,0.16973399543039405,0.16973399543039405
1,0.17383815830290664,0.17383815830290664
2,0.17849347266966986,0.17849347266966986
3,0.1802674992958401,0.1802674992958401
4,0.18020535080825095,0.18020535080825095
5,0.17840517317619345,0.17840517317619345
6,0.1749004377403623,0.1749004377403623
7,0.17187851405575222,0.17187851405575222
8,0.16973090941620353,0.16973090941620353
9,0.16842537160143872,0.16842537160143872
10,0.16723413350649868,0.16723413350649868
11,0.1677233246842368,0.1677233246842368
12,0.1721853176565163,0.1721853176565163
13,0.1795966310463763,0.1795966310463763
14,0.1869443160418192,0.1869443160418192
15,0.19454769040427514,0.19454769040427514
16,0.20258562407211547,0.20258562407211547
17,0.21094814229048073,0.21094814229048073
18,0.21838186667384302,0.21838186667384302
19,0.2233086525086215,0.2233086525086215
20,0.22647552373805957,0.22647552373805957
21,0.22813780688927618,0.22813780688927618
22,0.22676647749147674,0.22676647749147674
23,0.22361930906427702,0.22361930906427702
24,0.22171330202420467,0.22171330202420467
25,0.21971415997749819,0.21971415997749819
26,0.21838672171606127,0.21838672171606127
27,0.21677755663505147,0.21677755663505147
28,0.21344929851214686,0.21344929851214686
29,0.208890655169668,0.208890655169668
30,0.20391245363259242,0.20391245363259242
31,0.20001276231527712,0.20001276231527712
32,0.19426975623800044,0.19426975623800044
33,0.1888918545139317,0.1888918545139317
34,0.18394181489589664,0.18394181489589664
35,0.1796879306360492,0.1796879306360492
36,0.1771631688477326,0.1771631688477326
37,0.1745533446984362,0.1745533446984362
38,0.1733387974126156,0.1733387974126156
39,0.1747140367585004,0.1747140367585004
40,0.17656811149300541,0.17656811149300541
41,0.17743132376086518,0.17743132376086518
42,0.17877113532183245,0.17877113532183245
43,0.1809491825033329,0.1809491825033329
44,0.1818398613693159,0.1818398613693159
45,0.18353661252911885,0.18353661252911885
46,0.18473575017460636,0.18473575017460636
47,0.18718370039994647,0.18718370039994647
48,0.19170615604674962,0.19170615604674962
49,0.19771545452624273,0.19771545452624273
50,0.20474786393527658,0.20474786393527658
51,0.2105227290804054,0.2105227290804054
52,0.21585405792413778,0.21585405792413778
53,0.22044707825236473,0.22044707825236473
54,0.22608713865168548,0.22608713865168548
55,0.23081752830675795,0.23081752830675795
56,0.23424293744407346,0.23424293744407346
57,0.23799046760868908,0.23799046760868908
58,0.24164039393232253,0.24164039393232253
59,0.24330269757041054,0.24330269757041054
60,0.24491231861387214,0.24491231861387214
61,0.24828948886010757,0.24828948886010757
62,0.25337951720427,0.25337951720427
63,0.2585203135787141,0.2585203135787141
64,0.2629053602174999,0.2629053602174999
65,0.2661558911688471,0.2661558911688471
66,0.26972197763455386,0.26972197763455386
67,0.2706409990731241,0.2706409990731241
68,0.2694430193083984,0.2694430193083984
69,0.26698358053194765,0.26698358053194765
70,0.26206891642783164,0.26206891642783164
71,0.2575312845058332,0.2575312845058332
72,0.2515009987297484,0.2515009987297484
73,0.24525553887895932,0.24525553887895932
74,0.23785231684244912,0.23785231684244912
75,0.2289714215173261,0.2289714215173261
76,0.21798372760572565,0.21798372760572565
77,0.20568982089449755,0.20568982089449755
78,0.19362302096325057,0.19362302096325057
79,0.1824264007980391,0.1824264007980391
80,0.17340281018584822,0.17340281018584822
81,0.16771470259720173,0.16771470259720173
82,0.16269291588550033,0.16269291588550033
83,0.1606611743618676,0.1606611743618676
84,0.16034303158608285,0.16034303158608285
85,0.16175678322531808,0.16175678322531808
86,0.16423089422144255,0.16423089422144255
87,0.16852358352538294,0.16852358352538294
88,0.17463804653577852,0.17463804653577852
89,0.1809726420787599,0.1809726420787599
90,0.17625803595289274,0.17625803595289274
91,0.1706298336871019,0.1706298336871019
92,0.16605454040624698,0.16605454040624698
93,0.16016536874378817,0.16016536874378817
94,0.1534500889383188,0.1534500889383188
95,0.1472798917903815,0.1472798917903815
96,0.14148715029032183,0.14148715029032183
97,0.1356814850475388,0.1356814850475388
98,0.12892932402478108,0.12892932402478108
99,0.12182557155609461,0.12182557155609461
