,TSS_1::NC_013691.1:0-200(),TSS_2::NC_013691.1:711-911(),TSS_3::NC_013691.1:3582-3782(),TSS_4::NC_013691.1:3615-3815(),TSS_5::NC_013691.1:8160-8360(),TSS_6::NC_013691.1:9444-9644(),mean
-70,0.11023637301608316,0.07967452673442904,0.07628894224846189,0.18599377429919764,0.1970031930001644,0.14274404481298977,0.13199014235188763
-69,0.11023637301608316,0.07967452673442904,0.07628894224846189,0.18599377429919764,0.1970031930001644,0.14274404481298977,0.13199014235188763
-68,0.11023637301608316,0.07967452673442904,0.07628894224846189,0.18599377429919764,0.1970031930001644,0.14274404481298977,0.13199014235188763
-67,0.11023637301608316,0.07967452673442904,0.08194115951130035,0.18599377429919764,0.1970031930001644,0.14274404481298977,0.13293217856236073
-66,0.11023637301608316,0.07967452673442904,0.08579090570238418,0.18752636603615314,0.1970031930001644,0.14274404481298977,0.1338292348837006
-65,0.11023637301608316,0.07967452673442904,0.08830066236416223,0.20314434981434668,0.1970031930001644,0.13805681145437115,0.13606931939725944
-64,0.11023637301608316,0.08396761849859773,0.09057976977461389,0.24238739751006455,0.20791838328477535,0.135083034649291,0.14502876278890428
-63,0.11023637301608316,0.08396761849859773,0.09077846138620455,0.27936525502408754,0.21390612695973438,0.13172614580882758,0.15166333011558916
-62,0.11023637301608316,0.09173935908477283,0.09077846138620455,0.27936525502408754,0.22636022725312271,0.12897857383378247,0.15457637493300888
-61,0.11769551835483949,0.11181139193139378,0.09077846138620455,0.27936525502408754,0.2375280490226341,0.12531272755201103,0.16041523387852843
-60,0.1205072521379354,0.15688085881969033,0.10864510891456337,0.27936525502408754,0.2447680650123822,0.1237850419772201,0.17232526364764653
-59,0.1205072521379354,0.2061119869633921,0.14556687221727904,0.27936525502408754,0.24788564305134814,0.12364154385720103,0.1871797588752072
-58,0.12116929855145384,0.24110730254678114,0.19145988031084835,0.27936525502408754,0.24788564305134814,0.12321865214278103,0.20070100527121668
-57,0.12236899696142965,0.2577369936994722,0.23398958302358477,0.27936525502408754,0.24788564305134814,0.12114144628411745,0.21041465300733994
-56,0.12954301115187353,0.2627256480093628,0.27672418163894164,0.27936525502408754,0.24788564305134814,0.11763991082628819,0.2189806082836503
-55,0.1281959419040714,0.2627256480093628,0.2814058190762044,0.27936525502408754,0.2404639357728428,0.11763991082628819,0.2182994184354762
-54,0.1281959419040714,0.2627256480093628,0.2814058190762044,0.27936525502408754,0.23598347700883196,0.11763991082628819,0.21755267530814107
-53,0.12233666575244834,0.2627256480093628,0.2814058190762044,0.27595011880876885,0.22059348996523492,0.11763991082628819,0.21344194207305126
-52,0.11920992251302684,0.2627256480093628,0.2814058190762044,0.2277612924685995,0.20791838328477535,0.11516356512055913,0.20236410507875466
-51,0.1075692588447274,0.2627256480093628,0.2814058190762044,0.15125310391157423,0.20758980842238264,0.11137879830732399,0.18698707276192925
-50,0.1075692588447274,0.2627256480093628,0.2814058190762044,0.11689476068819624,0.20758980842238264,0.10828272887121192,0.18074467065201424
-49,0.11920992251302684,0.2627256480093628,0.2814058190762044,0.11689476068819624,0.20758980842238264,0.10198579298808422,0.18163529194954287
-48,0.1269962434940956,0.2627256480093628,0.2814058190762044,0.11689476068819624,0.20758980842238264,0.09464474226613542,0.1817095036593962
-47,0.13358925534130375,0.2627256480093628,0.2814058190762044,0.11689476068819624,0.20758980842238264,0.09464474226613542,0.1828083389672642
-46,0.13653227863575124,0.2594714132268607,0.2814058190762044,0.11689476068819624,0.20758980842238264,0.09464474226613542,0.18275647038592177
-45,0.14455207074758827,0.2594714132268607,0.23142336805858205,0.11689476068819624,0.20758980842238264,0.09464474226613542,0.17576269390162422
-44,0.15172434871425605,0.2576514165089795,0.1926441209996264,0.11689476068819624,0.19401622459353624,0.09464474226613542,0.1679292689617883
-43,0.15934489228095827,0.2576514165089795,0.18599377429919256,0.11689476068819624,0.16328835712534673,0.09464474226613542,0.16296965719480147
-42,0.17534894884759583,0.2576514165089795,0.18599377429919256,0.11689476068819624,0.15103292353389547,0.09464474226613542,0.16359442769066582
-41,0.18709703743929096,0.2576514165089795,0.18599377429919256,0.11689476068819624,0.15103292353389547,0.09464474226613542,0.16555244245594836
-40,0.19890533912121444,0.2576514165089795,0.18599377429919256,0.14927462088491428,0.15103292353389547,0.09464474226613542,0.1729171361023886
-39,0.20659464334713534,0.2511597206673861,0.18599377429919256,0.17658535636832434,0.15103292353389547,0.09867492714687462,0.17834022422713472
-38,0.2003349936707921,0.24382769447849528,0.18599377429919256,0.17658535636832434,0.15103292353389547,0.1049464018073449,0.17712019069300744
-37,0.19064288730680456,0.2406996570246365,0.18599377429919256,0.17658535636832434,0.15103292353389547,0.11631756285190281,0.17687869356412603
-36,0.19064288730680456,0.2384288129618833,0.18599377429919256,0.17658535636832434,0.15103292353389547,0.1355254236933398,0.1797015296939067
-35,0.19064288730680456,0.2348612760974036,0.18599377429919256,0.17658535636832434,0.15103292353389547,0.1583763159137192,0.1829154222532233
-34,0.19064288730680456,0.23217779785078357,0.18599377429919256,0.17658535636832434,0.15103292353389547,0.19940023637793458,0.18930549595615584
-33,0.19064288730680456,0.23217779785078357,0.1875263660361548,0.17658535636832434,0.15103292353389547,0.19940023637793458,0.18956092791231624
-32,0.19064288730680456,0.23217779785078357,0.20314434981434953,0.17658535636832434,0.17432546841436677,0.19940023637793458,0.1960460160220939
-31,0.19064288730680456,0.23217779785078357,0.24238739751006466,0.17658535636832434,0.21539443010291215,0.19940023637793458,0.20943135091947063
-30,0.19064288730680456,0.23217779785078357,0.2793652550240834,0.17658535636832434,0.2468669241028787,0.19940023637793458,0.2208397428384682
-29,0.19064288730680456,0.23005820866084456,0.2793652550240834,0.16511175896341523,0.24749078294320181,0.19940023637793458,0.21867818821271404
-28,0.18265466282538323,0.2283729382075102,0.2793652550240834,0.1615283983824713,0.24749078294320181,0.19940023637793458,0.21646871229343076
-27,0.17407231795934197,0.21828757258925496,0.2793652550240834,0.1615283983824713,0.24749078294320181,0.19940023637793458,0.21335742721271467
-26,0.1688773210039236,0.1939207347172022,0.2793652550240834,0.1615283983824713,0.24749078294320181,0.19940023637793458,0.20843045474146948
-25,0.1684040988406354,0.17821460441590792,0.2793652550240834,0.1615283983824713,0.24749078294320181,0.19940023637793458,0.20573389599737238
-24,0.16732972499539256,0.17821460441590792,0.2793652550240834,0.1615283983824713,0.24749078294320181,0.1953013685687056,0.20487168905496045
-23,0.1612659991818567,0.17821460441590792,0.2793652550240834,0.1615283983824713,0.24749078294320181,0.14260215699578443,0.1950778661572176
-22,0.1553730867134889,0.17821460441590792,0.2793652550240834,0.15765540771828823,0.24749078294320181,0.09983194873394097,0.1863218475914852
-21,0.14811637598614574,0.17821460441590792,0.2793652550240834,0.14694221106585648,0.24749078294320181,0.08074061994575676,0.18014497489682535
-20,0.14060321578261364,0.17821460441590792,0.27595011880876535,0.1389644829724021,0.24749078294320181,0.07588251627880133,0.17618428686694868
-19,0.13743884049685523,0.17821460441590792,0.22776129246859866,0.13134220117805068,0.22799800269747006,0.0732439305410115,0.16266647863298236
-18,0.13475155537222516,0.17028097397134812,0.1512531039115717,0.12158157622080815,0.1950655491909826,0.0732439305410115,0.14102944820132454
-17,0.130344848758387,0.17028097397134812,0.1168947606881936,0.11420242838046873,0.16122380905077363,0.0732439305410115,0.12769845856503045
-16,0.12557692623645972,0.16631292309527848,0.1168947606881936,0.11420242838046873,0.1605841228959224,0.0732439305410115,0.12613584863955574
-15,0.11314397217662717,0.16463525310232807,0.1168947606881936,0.11420242838046873,0.1605841228959224,0.0732439305410115,0.12378407796409192
-14,0.09095540487822301,0.16463525310232807,0.1168947606881936,0.11420242838046873,0.1605841228959224,0.0732439305410115,0.12008598341435789
-13,0.07831703196282483,0.16710417579523698,0.1168947606881936,0.11420242838046873,0.1605841228959224,0.0732439305410115,0.11839107504394301
-12,0.07831703196282483,0.17236942219154044,0.1168947606881936,0.11420242838046873,0.1605841228959224,0.0732439305410115,0.11926861610999358
-11,0.07831703196282483,0.17666314351123746,0.1168947606881936,0.12127937178932971,0.1605841228959224,0.0732439305410115,0.12116372689808658
-10,0.07831703196282483,0.1785750828822055,0.1168947606881936,0.12150970464678919,0.1605841228959224,0.07448948073080086,0.1217283639677894
-9,0.07831703196282483,0.1798231132075433,0.1168947606881936,0.11951736498714499,0.1605841228959224,0.07712498230722882,0.12204356267480965
-8,0.07831703196282483,0.1798231132075433,0.1168947606881936,0.11951736498714499,0.1605841228959224,0.08173060804942028,0.12281116696517487
-7,0.07831703196282483,0.1798231132075433,0.14927462088491456,0.11951736498714499,0.1605841228959224,0.0859184665454458,0.1289057867472993
-6,0.07831703196282483,0.1798231132075433,0.17658535636832784,0.11951736498714499,0.18036165546684835,0.08778932970533865,0.13706564194967133
-5,0.07831703196282483,0.1798231132075433,0.17658535636832784,0.11951736498714499,0.2038730970366277,0.09386608814751438,0.1419970086183305
-4,0.07831703196282483,0.1785750828822055,0.17658535636832784,0.11951736498714499,0.23524634306878253,0.0999522201739435,0.14803223324053819
-3,0.09729978161563882,0.17666314351123746,0.17658535636832784,0.11951736498714499,0.26222855161163355,0.10188073205356635,0.15569582169125817
-2,0.11633027769802999,0.17350155304005666,0.17658535636832784,0.11951736498714499,0.26222855161163355,0.10188073205356635,0.15834063929312658
-1,0.12378830998267361,0.1699139766367036,0.17658535636832784,0.11545167798791187,0.26222855161163355,0.10188073205356635,0.15830810077346946
0,0.13266526723861713,0.16710417579523698,0.17658535636832784,0.11545167798791187,0.26222855161163355,0.10188073205356635,0.15931929350921561
1,0.1404336637935333,0.16710417579523698,0.17658535636832784,0.1210792291699227,0.26222855161163355,0.10188073205356635,0.16155195146537013
2,0.14489652762787733,0.1699139766367036,0.17658535636832784,0.12549004842300965,0.26222855161163355,0.10188073205356635,0.16349919878685307
3,0.1465388535637705,0.1699139766367036,0.17658535636832784,0.13185831672661072,0.26222855161163355,0.10188073205356635,0.16483429782676876
4,0.15486748521532548,0.17216059816493726,0.16511175896341165,0.13869248857618244,0.26222855161163355,0.10188073205356635,0.1658236024308428
5,0.17227598710322423,0.1746160437197741,0.16152839838246347,0.13965779539368878,0.26222855161163355,0.10188073205356635,0.16869791804405843
6,0.18650238795714139,0.1746160437197741,0.16152839838246347,0.13965779539368878,0.26222855161163355,0.10188073205356635,0.17106898485304464
7,0.19123370353035402,0.17216059816493726,0.16152839838246347,0.1398369408734536,0.24631457048658456,0.10188073205356635,0.16882582391522657
8,0.19321604548487084,0.17150808133455253,0.16152839838246347,0.14105273682392946,0.18257862945487674,0.10439916541965306,0.15904717615005767
9,0.19321604548487084,0.17150808133455253,0.16152839838246347,0.14425097715639457,0.1290868021442218,0.10635037303761649,0.1509901129233533
10,0.19321604548487084,0.16766074600629208,0.16152839838246347,0.14681130565932973,0.11149210889281957,0.11125496603323759,0.14866059507650223
11,0.19321604548487084,0.1635684587384664,0.15765540771828257,0.14886702887820882,0.10702898058113078,0.1190211164425653,0.1482261729739208
12,0.19123370353035402,0.15644755892180773,0.14694221106585442,0.1507666484358345,0.09832986542984853,0.1249718111179384,0.1447819664169396
13,0.18536133169972588,0.15144453332283309,0.13896448297240305,0.15121151188700022,0.09101146441481361,0.14230047897420064,0.14338230054516274
14,0.18023205570599768,0.15144453332283309,0.13134220117804843,0.1518564398329768,0.09101146441481361,0.16841151252395536,0.14571636782977082
15,0.17543539967387395,0.15144453332283309,0.12158157622080629,0.1518564398329768,0.09101146441481361,0.18051529625844445,0.14530745162062472
16,0.17543539967387395,0.15144453332283309,0.11420242838046482,0.1518564398329768,0.09101146441481361,0.1816877942285896,0.14427300997559198
17,0.17543539967387395,0.15144453332283309,0.11420242838046482,0.1518564398329768,0.09101146441481361,0.18258665498718615,0.14442282010202476
18,0.17543539967387395,0.15144453332283309,0.11420242838046482,0.1563752431785781,0.09101146441481361,0.185214526510971,0.14561393258025576
19,0.17543539967387395,0.15144453332283309,0.11420242838046482,0.16720832404774888,0.09101146441481361,0.185214526510971,0.1474194460584509
20,0.17543539967387395,0.14721745692364724,0.11420242838046482,0.18395229086994191,0.09832986542984853,0.185214526510971,0.15072532796479124
21,0.16343677231835818,0.1233436080247319,0.11420242838046482,0.18395229086994191,0.1044310133008155,0.185214526510971,0.14576343990088056
22,0.1514829211251254,0.11228651686258381,0.1212793717893293,0.18395229086994191,0.10800876817089368,0.185214526510971,0.14370406588814086
23,0.14632141155778947,0.10910975967921485,0.12150970464679109,0.18487766254636534,0.11149210889281957,0.185214526510971,0.14308752897232524
24,0.14428802660554024,0.10723186026665053,0.11951736498714532,0.19839752811457342,0.11637060523328306,0.185214526510971,0.1451699852863606
25,0.14182532805249887,0.10723186026665053,0.11951736498714532,0.20421201724592375,0.14259498373122767,0.18479956525400176,0.15003018658957465
26,0.14182532805249887,0.1071228475761932,0.11951736498714532,0.21180083947891104,0.17029260261121631,0.18431566575237446,0.1558124414097232
27,0.14182532805249887,0.10560335877230764,0.11951736498714532,0.22164923931352742,0.17029260261121631,0.18051529625844445,0.15656719833252333
28,0.14182532805249887,0.10157925432815029,0.11951736498714532,0.23606185694057236,0.17029260261121631,0.17171874417583613,0.15683252518256988
29,0.14182532805249887,0.09480386758846941,0.11951736498714532,0.24820289146956095,0.17029260261121631,0.16948047554222523,0.15735375504185267
30,0.14182532805249887,0.08794053252175621,0.11951736498714532,0.24820289146956095,0.17029260261121631,0.16948047554222523,0.15620986586406715
31,0.14182532805249887,0.08098136638041271,0.11951736498714532,0.24820289146956095,0.17029260261121631,0.16948047554222523,0.1550500048405099
32,0.14044863434272215,0.08098136638041271,0.11545167798791475,0.24820289146956095,0.17981132809604689,0.16948047554222523,0.15572939563648044
33,0.14044863434272215,0.08098136638041271,0.11545167798791475,0.23401343785536716,0.19503744633714215,0.16948047554222523,0.15590217307429735
34,0.14044863434272215,0.08098136638041271,0.12107922916992095,0.2196008202283222,0.21814663115810534,0.16948047554222523,0.15828952613695144
35,0.14182532805249887,0.08098136638041271,0.12549004842300837,0.21059886878598916,0.23112792627719503,0.16948047554222523,0.15991733557688823
36,0.14044863434272215,0.08098136638041271,0.13185831672661302,0.19839752811457342,0.24832559139763966,0.16948047554222523,0.16158198541736438
37,0.13842342941632912,0.08412551093454035,0.13869248857618405,0.18487766254636534,0.26364050795819294,0.16948047554222523,0.16320667916230616
38,0.13605980827223907,0.08813752272973643,0.13965779539369277,0.1837484703375185,0.26364050795819294,0.16948047554222523,0.16345409670560082
39,0.13605980827223907,0.09630894504909734,0.13965779539369277,0.1837484703375185,0.26364050795819294,0.2141286773114798,0.17225736738703676
40,0.13605980827223907,0.10308433178877822,0.13983694087346002,0.17621468128359424,0.26364050795819294,0.28377889378064985,0.18376919399281907
41,0.13605980827223907,0.10702280660019964,0.14105273682392744,0.17621468128359424,0.26364050795819294,0.3532720687053583,0.1962104349405853
42,0.13360867270560872,0.11000008363386304,0.1442509771563913,0.17621468128359424,0.26364050795819294,0.42690565623193855,0.2091034298282648
43,0.1311590165848988,0.111456552390029,0.14681130565933098,0.17258081162520236,0.26364050795819294,0.4831970788145631,0.21814087883870284
44,0.12532526832914814,0.11147301386914224,0.1488670288782078,0.16547112836355216,0.28325723328379315,0.4841121391811528,0.21975096865083268
45,0.11575927404238237,0.11227984652559506,0.15076664843583285,0.15394946106627444,0.320781721985832,0.4841121391811528,0.22294151520617822
46,0.10825439363399722,0.11307798933255479,0.15121151188699705,0.13839295901441323,0.36229850679578046,0.4841121391811528,0.2262245833074826
47,0.10072613900709136,0.11369943153255893,0.15185643983297448,0.13002934271901356,0.39673722687574836,0.4841121391811528,0.22952678652475655
48,0.08850693617621586,0.11464606712795322,0.15185643983297448,0.13002934271901356,0.39673722687574836,0.4841121391811528,0.227648025318843
49,0.07805851687602439,0.11515480549771642,0.15185643983297448,0.13002934271901356,0.39673722687574836,0.4841121391811528,0.22599141183043833
50,0.075946463648127,0.11913758900407213,0.15185643983297448,0.13002934271901356,0.39673722687574836,0.4841121391811528,0.22630320021018138
51,0.075946463648127,0.12399052726904632,0.15637524317858026,0.13002934271901356,0.39673722687574836,0.4841121391811528,0.22786515714527802
52,0.07325653864855017,0.12555913279833988,0.16720832404774838,0.13839295901441323,0.39673722687574836,0.4841121391811528,0.2308777200943255
53,0.07325653864855017,0.12670038331238145,0.1839522908699398,0.15394946106627444,0.39673722687574836,0.4841121391811528,0.23645133999234114
54,0.07325653864855017,0.12830252339760004,0.1839522908699398,0.16934936388895266,0.39673722687574836,0.4346821738404848,0.231046686253546
55,0.07325653864855017,0.14327531871277505,0.1839522908699398,0.1804562682637887,0.39673722687574836,0.39817111348987055,0.22930812614344545
56,0.07325653864855017,0.166342002122209,0.18487766254636478,0.18799005731771293,0.39673722687574836,0.37115921306284405,0.23006045009557155
57,0.07325653864855017,0.18947919758015805,0.198397528114577,0.19575482967967145,0.3745380550466024,0.33997730318663427,0.22856724204269888
58,0.07325653864855017,0.20656827082248086,0.2042120172459273,0.2076843764690225,0.34048272906795474,0.324568552223507,0.2261287474129071
59,0.07325653864855017,0.21493169814297744,0.21180083947891226,0.2155147536943053,0.34048272906795474,0.31051897051364474,0.22775092159105745
60,0.075946463648127,0.2348763911036204,0.22164923931352645,0.2155147536943053,0.33000281185761393,0.29946918635273895,0.22957647432832198
61,0.08316209139561273,0.23687011788761375,0.23606185694057025,0.2155147536943053,0.319735724596825,0.29489841336412614,0.2310404929798422
62,0.09094809056740322,0.23687011788761375,0.24820289146956054,0.2155147536943053,0.31201278840131164,0.27698826649192687,0.2300894847520202
63,0.09445577002384525,0.23687011788761375,0.24820289146956054,0.2155147536943053,0.30518019379899575,0.2518793231827525,0.2253505083428455
64,0.09767482294612673,0.23687011788761375,0.24820289146956054,0.2155147536943053,0.303388311827366,0.24081661530163173,0.2237445855211007
65,0.11366481255443325,0.23687011788761375,0.24820289146956054,0.2155147536943053,0.29969897533761286,0.23910751626945823,0.2255098445354973
66,0.14405413212085982,0.23687011788761375,0.23401343785536577,0.2155147536943053,0.29452285197148914,0.23362381949375133,0.22643318550389754
67,0.14405413212085982,0.23687011788761375,0.21960082022832195,0.2155147536943053,0.28725403078571876,0.21354192129372998,0.21947262933509157
68,0.14405413212085982,0.23687011788761375,0.21059886878599307,0.2155147536943053,0.2756006904831114,0.1975411677795053,0.21336328845856478
69,0.14405413212085982,0.23687011788761375,0.198397528114577,0.20866127219810193,0.2756006904831114,0.18212394210952712,0.20761794715229853
70,0.14405413212085982,0.23687011788761375,0.18487766254636478,0.20866127219810193,0.2756006904831114,0.19005718936776578,0.20668684410063629
71,0.14405413212085982,0.20763801421559955,0.1837484703375174,0.20866127219810193,0.2756006904831114,0.1975411677795053,0.20287395785578258
72,0.14405413212085982,0.16892547840420327,0.1837484703375174,0.20866127219810193,0.2756006904831114,0.21354192129372998,0.19908866080625398
73,0.14405413212085982,0.1438762584972354,0.17621468128359213,0.20866127219810193,0.2756006904831114,0.23386898411208273,0.19704600311583056
74,0.14405413212085982,0.1438762584972354,0.17621468128359213,0.20866127219810193,0.2655650088020005,0.24081661530163173,0.1965313280339036
75,0.14405413212085982,0.1438762584972354,0.17621468128359213,0.20866127219810193,0.23394615557272608,0.2431880237434841,0.19165675390266657
76,0.13868717395000266,0.1438762584972354,0.17258081162520195,0.20866127219810193,0.21125793533792278,0.2431880237434841,0.18637524589199148
77,0.11156531201628447,0.1438762584972354,0.165471128363553,0.20623635679681823,0.19781760720578506,0.2431880237434841,0.17802578110386003
78,0.10248228902993865,0.1438762584972354,0.15394946106627375,0.19129678724966626,0.18415088164984886,0.2431880237434841,0.16982395020607452
79,0.09143541326014487,0.1438762584972354,0.13839295901441184,0.1780287462779815,0.15723829699338265,0.2431880237434841,0.15869328296444007
80,0.07831548467116739,0.1438762584972354,0.13002934271901428,0.17244526524540674,0.12836569265007133,0.2431880237434841,0.14937001125439656
81,0.06878768996556706,0.1438762584972354,0.13002934271901428,0.17244526524540674,0.11045233223342234,0.2451714374815432,0.14512705435703152
82,0.06878768996556706,0.1438762584972354,0.13002934271901428,0.17244526524540674,0.10249003472739929,0.2451714374815432,0.1438000047726943
83,0.06878768996556706,0.1478203247461744,0.13002934271901428,0.17244526524540674,0.10249003472739929,0.2451714374815432,0.14445734914751748
84,0.06878768996556706,0.16202958830537834,0.13002934271901428,0.17244526524540674,0.10249003472739929,0.2451714374815432,0.14682555974071812
85,0.06878768996556706,0.19447624721713086,0.13839295901441184,0.17244526524540674,0.10249003472739929,0.2451714374815432,0.15362727227524317
86,0.06878768996556706,0.22795961777073723,0.15394946106627375,0.17244526524540674,0.10249003472739929,0.2451714374815432,0.16180058437615452
87,0.06878768996556706,0.23819525543152406,0.1693493638889516,0.17244526524540674,0.10249003472739929,0.2451714374815432,0.16607317445673198
88,0.06878768996556706,0.23819525543152406,0.18045626826378713,0.17231800640639705,0.10249003472739929,0.2451714374815432,0.16790311537936964
89,0.08669825112795028,0.23819525543152406,0.1879900573177124,0.15817925577493888,0.10249003472739929,0.2451714374815432,0.16978738197684465
90,0.08669825112795028,0.23819525543152406,0.1879900573177124,0.1498406888850391,0.09415287846990125,0.2451714374815432,0.1670080947856117
91,0.08669825112795028,0.23819525543152406,0.18045626826378713,0.14548260295116117,0.08062862777968557,0.2369480451366299,0.16140150844845638
92,0.08669825112795028,0.23819525543152406,0.1693493638889516,0.1363534362278025,0.07160412796669291,0.22395612603720036,0.1543594267800203
93,0.08669825112795028,0.23819525543152406,0.14558584477087616,0.12851961064607134,0.06753442169893836,0.20774577474587688,0.14571319307020617
94,0.08669825112795028,0.23819525543152406,0.12740056781286968,0.12270938501120776,0.06753442169893836,0.18330701194919402,0.1376408155052807
95,0.0661612567822996,0.23819525543152406,0.11330060585625615,0.11180969707329916,0.05311105172739147,0.16791535436345087,0.12508220353903687
96,0.056797591742257035,0.23819525543152406,0.11291266619726917,0.10239127917806701,0.05311105172739147,0.1669491919506349,0.12172617270452395
97,0.05358895258210121,0.2243174327225775,0.11291266619726917,0.09731614727586652,0.05311105172739147,0.16193919626997827,0.1171975744625307
98,0.04926132316468874,0.21146963727743567,0.11291266619726917,0.09359349678920309,0.05311105172739147,0.15195793961007886,0.11205101912767783
99,0.0218358269352449,0.10424007887029786,0.06293456335564482,0.04544156944908657,0.03395658240950015,0.07328165321312614,0.05694837903881674
