,TSS_5::NC_013691.1:26542-26742(),TSS_6::NC_013691.1:28760-28960(),TSS_8::NC_013691.1:59661-59861(),mean
-60,0.14237491044688744,0.14472872653035573,0.07975124215859142,0.12228495971194486
-59,0.14237491044688744,0.14529764007723267,0.07975124215859142,0.12247459756090384
-58,0.14237491044688744,0.1500303121651243,0.07975124215859142,0.12405215492353439
-57,0.14237491044688744,0.15584250288784118,0.07975124215859142,0.1259895518311067
-56,0.14237491044688744,0.1600512553976901,0.07975124215859142,0.12739246933438966
-55,0.14237491044688744,0.16756862357111688,0.07975124215859142,0.12989825872553193
-54,0.14237491044688744,0.1767195081292831,0.07975124215859142,0.132948553578254
-53,0.13265106536219473,0.18197957761165873,0.07975124215859142,0.13146062837748163
-52,0.13265106536219473,0.18197957761165873,0.08036646821774789,0.1316657037305338
-51,0.13265106536219473,0.18197957761165873,0.08715796201783943,0.13392953499723095
-50,0.1411878306578399,0.18197957761165873,0.08735393294380342,0.13684044707110068
-49,0.1411878306578399,0.16861994054364354,0.08889601780975798,0.13290126300374713
-48,0.1411878306578399,0.16861994054364354,0.09108284268741769,0.1336302046296337
-47,0.1411878306578399,0.16861994054364354,0.09424090237213156,0.134682891191205
-46,0.1411878306578399,0.16861994054364354,0.0981314453444376,0.13597973884864034
-45,0.1411878306578399,0.16861994054364354,0.10180805433140128,0.13720527517762823
-44,0.1411878306578399,0.16861994054364354,0.10423594252358107,0.13801457124168817
-43,0.1300501640521067,0.15924110808790465,0.10655057513862276,0.13194728242621137
-42,0.11951395506187704,0.12219815786531446,0.10879601944244899,0.11683604412321351
-41,0.1171690962990456,0.12219815786531446,0.10925783221641078,0.1162083621269236
-40,0.1171690962990456,0.12219815786531446,0.11547491667031835,0.11828072361155946
-39,0.1171690962990456,0.12219815786531446,0.12504705086920057,0.12147143501118689
-38,0.1171690962990456,0.12219815786531446,0.1374186203837227,0.12559529151602758
-37,0.1171690962990456,0.12219815786531446,0.15213675557490872,0.13050133657975627
-36,0.1171690962990456,0.12219815786531446,0.17067916614401574,0.13668214010279192
-35,0.1171690962990456,0.12219815786531446,0.1893685472003525,0.14291193378823752
-34,0.1171690962990456,0.12219815786531446,0.19476436800903152,0.14471054072446385
-33,0.1171690962990456,0.12219815786531446,0.19690232695341112,0.14542319370592371
-32,0.1177905589677378,0.13127054980825137,0.19949840627118232,0.14951983834905716
-31,0.12520612438799694,0.1615526247536379,0.20241147909438095,0.1630567427453386
-30,0.12520612438799694,0.17020037396853271,0.2070917198456279,0.16749940606738586
-29,0.1531171004229542,0.1774564226713019,0.21116433353563585,0.18057928554329736
-28,0.17271606681005763,0.1774564226713019,0.2138615453496504,0.18801134494367
-27,0.17271606681005763,0.1774564226713019,0.2138615453496504,0.18801134494367
-26,0.17271606681005763,0.1774564226713019,0.2138615453496504,0.18801134494367
-25,0.17271606681005763,0.1774564226713019,0.2138615453496504,0.18801134494367
-24,0.17271606681005763,0.1774564226713019,0.2138615453496504,0.18801134494367
-23,0.1731400854738215,0.1774564226713019,0.21189210260992822,0.1874962035850172
-22,0.1731400854738215,0.1774564226713019,0.2078194889199203,0.18613866568834792
-21,0.1731400854738215,0.1774564226713019,0.20241147909438095,0.18433599574650147
-20,0.1731400854738215,0.17665829335523747,0.19949840627118232,0.1830989283667471
-19,0.1731400854738215,0.1650670955972411,0.19820195683606917,0.17880304596904395
-18,0.17196759364578162,0.12256445336897395,0.19476436800903152,0.16309880500792903
-17,0.16382608486292372,0.09595369563123123,0.19736044732680272,0.15238007594031922
-16,0.15322391570954796,0.08951000250779435,0.19736044732680272,0.14669812184804834
-15,0.14575833873766164,0.08587757200337306,0.19801266714921784,0.1432161926300842
-14,0.14575833873766164,0.08559398722696222,0.20685826580179478,0.14607019725547288
-13,0.14575833873766164,0.07880639852171645,0.20685826580179478,0.14380766768705763
-12,0.14575833873766164,0.06463615295760053,0.20685826580179478,0.13908425249901898
-11,0.14070747909812564,0.06399126298878384,0.20685826580179478,0.13718566929623474
-10,0.13916763787601344,0.06399126298878384,0.20685826580179478,0.13667238888886402
-9,0.13449435079026248,0.06399126298878384,0.20685826580179478,0.13511462652694703
-8,0.13083127471211403,0.06399126298878384,0.20685826580179478,0.1338936011675642
-7,0.13083127471211403,0.06399126298878384,0.21120252466621092,0.13534168745570294
-6,0.13083127471211403,0.07151340527283924,0.2356304089051203,0.14599169629669118
-5,0.13083127471211403,0.07765571563491201,0.2388074115174575,0.14909813395482785
-4,0.13083127471211403,0.08430381891497253,0.2388074115174575,0.15131416838151468
-3,0.13083127471211403,0.08430381891497253,0.2388074115174575,0.15131416838151468
-2,0.13083127471211403,0.08430381891497253,0.2388074115174575,0.15131416838151468
-1,0.13556423031044323,0.08430381891497253,0.2388074115174575,0.1528918202476244
0,0.1404665415625307,0.08601636344469737,0.2388074115174575,0.15509677217489518
1,0.15211679304504594,0.09242921967443667,0.2388074115174575,0.16111780807898005
2,0.1668555735595094,0.09242921967443667,0.2388074115174575,0.16603073491713452
3,0.18437765005303802,0.09242921967443667,0.2388074115174575,0.17187142708164407
4,0.2015434213703602,0.09242921967443667,0.2388074115174575,0.17759335085408479
5,0.24168458219780167,0.09242921967443667,0.21734377829217577,0.18381919338813804
6,0.2732259137225942,0.09715731317988809,0.19323634903824363,0.18787319198024197
7,0.2732259137225942,0.0992937666693493,0.17439401899668683,0.18230456646287677
8,0.2732259137225942,0.10381323128366649,0.16950687462832037,0.18218200654486036
9,0.2732259137225942,0.10896576614370898,0.15140067189072665,0.17786411725234327
10,0.2732259137225942,0.11250271062591352,0.1312884688528721,0.17233903106712659
11,0.2732259137225942,0.11737975239237364,0.12767010271089513,0.172758589608621
12,0.2732259137225942,0.12040493418504539,0.12529287704108028,0.1729745749829066
13,0.2732259137225942,0.12040493418504539,0.12297273807634265,0.17220119532799408
14,0.2732259137225942,0.12087038790547538,0.11773126023514645,0.17060918728773866
15,0.2732259137225942,0.12279261231217786,0.10713629647240427,0.1677182741690588
16,0.25711114996377676,0.12883656810141497,0.10083027369801517,0.16225933058773565
17,0.23212035776947615,0.12883656810141497,0.10083027369801517,0.15392906652296875
18,0.20846265584738155,0.12883656810141497,0.10083027369801517,0.14604316588227056
19,0.1853929064454222,0.12728577194967144,0.10083027369801517,0.1378363173643696
20,0.16129050083447105,0.1269143436947125,0.10083027369801517,0.12967837274239957
21,0.13878219071265646,0.13563105262665948,0.10083027369801517,0.12508117234577704
22,0.12617424394136134,0.13905863385349715,0.10083027369801517,0.12202105049762456
23,0.12454295959756487,0.14153218548553903,0.10083027369801517,0.12230180626037303
24,0.12273498651579473,0.14311187951577203,0.10083027369801517,0.12222571324319398
25,0.11743810921642624,0.143707254333598,0.10083027369801517,0.12065854574934647
26,0.1104737828182217,0.1444464682790508,0.11789319505036072,0.12427114871587774
27,0.10133740490446884,0.1444464682790508,0.11789319505036072,0.12122568941129346
28,0.0940439181148916,0.1444464682790508,0.11789319505036072,0.11879452714810106
29,0.0940439181148916,0.1444464682790508,0.11789319505036072,0.11879452714810106
30,0.0940439181148916,0.1456957062766262,0.11789319505036072,0.11921093981395951
31,0.0940439181148916,0.15171277530664096,0.11789319505036072,0.1212166294906311
32,0.0940439181148916,0.16208363749793875,0.11765649421966465,0.12459468327749834
33,0.0940439181148916,0.16208363749793875,0.11765649421966465,0.12459468327749834
34,0.0940439181148916,0.156066568467924,0.11765649421966465,0.12258899360082676
35,0.0940439181148916,0.15569033060301915,0.11765649421966465,0.1224635809791918
36,0.09958477750126277,0.15569033060301915,0.11548506428008894,0.1235867241281236
37,0.10872115541501563,0.15569033060301915,0.09156563812084231,0.11865904137962568
38,0.11743810921642624,0.15569033060301915,0.08708606517180556,0.12007150166375032
39,0.13063867567495768,0.15569033060301915,0.08708606517180556,0.1244716904832608
40,0.14791114303623137,0.15569033060301915,0.08708606517180556,0.13022917960368535
41,0.16994044453656273,0.15569033060301915,0.08708606517180556,0.13757228010379582
42,0.1883997790599734,0.14906454760933732,0.08708606517180556,0.1415167972803721
43,0.21184957960282078,0.10710591513432137,0.08708606517180556,0.1353471866363159
44,0.23131301857273906,0.08190557874598657,0.08708606517180556,0.13343488749684373
45,0.23131301857273906,0.07848546500358397,0.08708606517180556,0.1322948495827095
46,0.23131301857273906,0.06772072402422621,0.08708606517180556,0.12870660258959027
47,0.23131301857273906,0.05515310211116416,0.08708606517180556,0.12451739528523625
48,0.23131301857273906,0.05515310211116416,0.10402165895375723,0.1301625932125535
49,0.23131301857273906,0.05515310211116416,0.1388467988233334,0.14177097316907886
50,0.23131301857273906,0.05515310211116416,0.17656613257436063,0.15434408441942127
51,0.23958608007791057,0.05515310211116416,0.2088108647254247,0.16785001563816648
52,0.2604057581001135,0.05515310211116416,0.2235599927731119,0.17970628432812985
53,0.2846044249177889,0.05515310211116416,0.2235599927731119,0.18777250660068834
54,0.2985241827598112,0.06772072402422621,0.2235599927731119,0.19660163318571644
55,0.31227537264435473,0.07848546500358397,0.2235599927731119,0.2047736101403502
56,0.31208964504492503,0.08190557874598657,0.2235599927731119,0.20585173885467448
57,0.30288758339179067,0.08858908573500279,0.2235599927731119,0.2050122206333018
58,0.2985241827598112,0.10576443395078429,0.2235599927731119,0.20928286982790245
59,0.28421157828481614,0.12567154489338045,0.2235599927731119,0.21114770531710284
60,0.2651586279377906,0.1467141613204293,0.2235599927731119,0.21181092734377727
61,0.25164448220395763,0.18311728283750703,0.2235599927731119,0.21944058593819218
62,0.23958608007791057,0.21171166123075486,0.20801874661214595,0.21977216264027044
63,0.2290449476166923,0.23703199125228358,0.18867734255844593,0.21825142714247395
64,0.2156755082544186,0.2705189566959363,0.18589962286470688,0.22403136260502057
65,0.2156755082544186,0.2956909137876276,0.1811864519454885,0.23085095799584487
66,0.2156755082544186,0.3288101402257606,0.17748213077630662,0.2406559264188286
67,0.2156755082544186,0.33065137391039623,0.17589493078181834,0.24074060431554437
68,0.2156755082544186,0.33065137391039623,0.1682388783289438,0.23818858683125288
69,0.2156755082544186,0.33065137391039623,0.16071253494916496,0.23567980570465993
70,0.20674232710952695,0.33065137391039623,0.15745998658959093,0.23161789586983805
71,0.2028332450889543,0.33065137391039623,0.15067732831812894,0.22805398243915984
72,0.2028332450889543,0.33065137391039623,0.14375911854918616,0.2257479125161789
73,0.2028332450889543,0.33065137391039623,0.1374628426865832,0.22364915389531123
74,0.2028332450889543,0.33065137391039623,0.1326513996762126,0.22204533955852104
75,0.2028332450889543,0.33065137391039623,0.13088478269312115,0.2214564672308239
76,0.20217424383061575,0.33065137391039623,0.12514145721114012,0.21932235831738403
77,0.20096491608011752,0.28656318633388866,0.12006653435910916,0.20253154559103845
78,0.20096491608011752,0.23118201776967462,0.11410685182521559,0.18208459522500256
79,0.19267609142233566,0.16876081647487445,0.10791159149969713,0.15644949979896908
80,0.18781035865824997,0.1260809861244609,0.10791159149969713,0.14060097876080266
81,0.1842526562391319,0.1017567767324245,0.10791159149969713,0.13130700815708451
82,0.1842526562391319,0.08693027973158868,0.10791159149969713,0.12636484249013924
83,0.1842526562391319,0.08301311001642217,0.10791159149969713,0.12505911925175042
84,0.1842526562391319,0.08037516654682236,0.10791159149969713,0.1241798047618838
85,0.1842526562391319,0.08037516654682236,0.10791159149969713,0.1241798047618838
86,0.1842526562391319,0.07868080463476457,0.11138314668382412,0.12477220251924019
87,0.1842526562391319,0.07684107176390398,0.11138314668382412,0.12415895822895333
88,0.1842526562391319,0.07628380195124448,0.11138314668382412,0.1239732016247335
89,0.1842526562391319,0.07628380195124448,0.11138314668382412,0.1239732016247335
90,0.1583895209985004,0.076197854229406,0.11138314668382412,0.11532350730391017
91,0.13096691662100862,0.075117436428045,0.11138314668382412,0.10582249991095925
92,0.1238080529531149,0.07199372421959685,0.11138314668382412,0.10239497461884528
93,0.11539799935897284,0.0697703089752143,0.11059252431519351,0.0985869442164602
94,0.10111213772909297,0.0650412055801098,0.1044013005033977,0.09018488127086682
95,0.08702185169706025,0.05832369096581246,0.1005464685757825,0.08196400374621841
96,0.07774198339491428,0.05595257798631073,0.09693380314171324,0.07687612150764608
97,0.07211475890591942,0.05257120506865241,0.0925451305457767,0.07241036484011619
98,0.06546055661714,0.03625693329963086,0.08908234071926278,0.06359994354534454
99,0.030534350824828162,0.011546935741763768,0.04185419021546761,0.02797849226068651
