,TSS_7::NC_013691.1:18031-18231(),TSS_8::NC_013691.1:35174-35374(),TSS_9::NC_013691.1:39276-39476(),TSS_10::NC_013691.1:66501-66701(),mean
-50,6.25,5.7,6.5,5.75,6.05
-49,6.25,5.7,6.5,5.75,6.05
-48,6.25,5.7,6.5,5.75,6.05
-47,6.2,5.7,6.5,5.75,6.0375
-46,6.2,5.7,6.5,5.7,6.0249999999999995
-45,5.95,5.7,6.5,5.7,5.9624999999999995
-44,5.95,5.7,6.5,5.75,5.975
-43,5.95,5.95,6.4,5.75,6.0125
-42,6.25,5.7,6.4,5.8,6.0375000000000005
-41,6.35,5.7,6.3,5.8,6.0375000000000005
-40,6.35,5.7,6.3,5.8,6.0375000000000005
-39,6.35,5.65,6.05,5.8,5.9625
-38,6.35,5.7,5.75,5.8,5.9
-37,6.25,5.7,5.75,5.8,5.875
-36,5.95,5.7,5.75,5.8,5.8
-35,5.95,5.65,5.75,5.8,5.7875000000000005
-34,5.7,5.7,5.75,5.8,5.7375
-33,5.45,5.7,5.75,5.8,5.675
-32,5.45,5.7,5.7,5.8,5.6625000000000005
-31,5.7,5.7,5.45,5.8,5.6625000000000005
-30,5.7,5.65,5.45,6.0,5.7
-29,5.7,5.7,5.45,5.8,5.6625000000000005
-28,5.7,5.7,5.7,5.5,5.65
-27,5.7,5.7,5.7,5.5,5.65
-26,5.7,5.65,5.7,6.0,5.7625
-25,5.95,5.6,5.7,6.0,5.8125
-24,6.35,5.65,5.7,5.8,5.875
-23,6.35,5.65,5.7,6.0,5.925
-22,5.7,5.7,5.7,5.5,5.65
-21,5.15,5.7,5.45,5.2,5.375
-20,5.2,5.7,5.7,5.2,5.45
-19,5.4,5.7,5.45,5.5,5.5125
-18,5.9,5.7,5.15,5.5,5.5625
-17,5.4,5.7,5.4,5.2,5.425
-16,5.4,5.7,5.4,5.2,5.425
-15,5.2,5.7,5.95,5.2,5.5125
-14,5.2,5.7,5.95,5.2,5.5125
-13,5.4,5.7,5.4,5.2,5.425
-12,5.4,5.7,5.4,5.5,5.5
-11,5.2,5.7,5.95,5.2,5.5125
-10,5.2,5.7,5.95,5.15,5.5
-9,5.2,5.7,6.25,5.2,5.5874999999999995
-8,4.75,5.7,6.25,5.5,5.55
-7,5.2,5.7,5.95,5.5,5.5875
-6,5.2,5.7,5.95,5.2,5.5125
-5,4.75,5.7,5.65,5.15,5.3125
-4,4.75,5.7,5.449999999999999,5.15,5.262499999999999
-3,4.75,5.7,5.449999999999999,5.1,5.25
-2,5.2,5.7,5.449999999999999,5.15,5.375
-1,5.2,5.75,5.449999999999999,5.1,5.375
0,5.2,5.75,5.449999999999999,5.1,5.375
1,5.2,5.75,5.8,5.1,5.4625
2,4.75,5.7,5.8,5.1,5.3375
3,5.15,5.7,5.449999999999999,5.1,5.35
4,5.2,5.7,5.8,5.1,5.449999999999999
5,5.2,5.75,5.8,5.1,5.4625
6,5.2,5.75,5.8,5.449999999999999,5.55
7,5.2,6.0,5.8,5.1,5.525
8,5.15,6.2,6.05,5.1,5.625
9,5.15,6.0,6.05,5.1,5.574999999999999
10,5.2,5.75,5.8,5.4,5.5375
11,5.2,5.75,5.8,5.4,5.5375
12,5.2,5.7,5.8,5.1,5.449999999999999
13,5.2,5.7,5.8,5.1,5.449999999999999
14,5.2,5.75,5.8,5.4,5.5375
15,5.2,5.75,5.8,5.75,5.625
16,5.2,5.7,6.1,5.4,5.6
17,5.2,5.7,6.45,5.4,5.6875
18,5.4,5.7,6.5,5.1,5.675000000000001
19,5.4,5.7,6.5,5.15,5.6875
20,5.4,5.7,6.5,5.15,5.6875
21,5.4,5.7,6.45,5.15,5.675000000000001
22,5.4,5.7,6.5,5.15,5.6875
23,5.699999999999999,5.7,6.55,5.45,5.85
24,5.699999999999999,5.7,6.5,5.45,5.8374999999999995
25,5.699999999999999,5.7,6.5,5.45,5.8374999999999995
26,5.4,5.7,6.5,5.45,5.7625
27,5.65,5.7,6.4,5.95,5.925
28,5.95,5.7,6.4,5.95,6.0
29,6.2,5.7,6.25,5.95,6.0249999999999995
30,6.2,5.7,6.25,6.25,6.1
31,6.2,5.7,6.4,6.9,6.300000000000001
32,6.0,5.7,6.4,6.9,6.25
33,5.75,5.7,6.4,7.5,6.3375
34,6.0,5.7,6.4,7.5,6.4
35,6.0,5.95,6.25,7.05,6.3125
36,5.75,5.95,6.2,7.05,6.2375
37,5.45,6.35,6.2,7.05,6.2625
38,5.45,5.95,6.0,7.05,6.1125
39,5.45,5.95,6.2,7.05,6.1625000000000005
40,5.45,5.7,6.0,7.05,6.05
41,5.45,5.7,5.8,6.6,5.887499999999999
42,5.45,5.7,5.699999999999999,6.55,5.8500000000000005
43,5.45,5.65,5.699999999999999,6.5,5.825
44,5.15,5.4,5.6,6.55,5.675
45,5.45,5.699999999999999,5.699999999999999,6.5,5.8374999999999995
46,5.75,5.699999999999999,5.8,6.45,5.925
47,5.5,6.15,5.8,6.45,5.975
48,5.45,6.15,5.699999999999999,6.1,5.85
49,5.45,5.699999999999999,5.699999999999999,6.45,5.824999999999999
50,5.75,5.4,5.8,6.1,5.762499999999999
51,5.75,5.4,5.8,6.1,5.762499999999999
52,5.75,5.4,5.8,6.1,5.762499999999999
53,6.0,5.2,5.8,6.1,5.775
54,6.0,5.2,6.0,6.1,5.824999999999999
55,5.75,5.15,5.449999999999999,6.1,5.612500000000001
56,5.75,5.15,5.8,6.1,5.699999999999999
57,6.0,4.35,5.8,6.1,5.5625
58,6.0,4.35,5.8,6.1,5.5625
59,6.0,4.35,5.449999999999999,5.8,5.3999999999999995
60,6.2,4.35,5.449999999999999,5.8,5.45
61,6.2,4.35,5.449999999999999,5.8,5.45
62,6.25,4.35,5.449999999999999,6.1,5.5375
63,6.4,5.15,5.449999999999999,6.300000000000001,5.825
64,6.4,5.2,6.0,6.0,5.9
65,6.3,5.2,6.0,6.0,5.875
66,6.3,4.95,5.5,6.0,5.6875
67,6.3,4.95,5.5,6.0,5.6875
68,6.3,4.15,5.5,6.0,5.4875
69,6.25,4.9,5.2,6.0,5.5875
70,6.2,5.15,5.2,6.35,5.725
71,6.25,5.15,5.2,5.95,5.6375
72,6.2,5.15,5.15,6.2,5.675
73,6.2,5.2,5.15,5.95,5.625
74,6.25,5.2,5.15,5.65,5.5625
75,6.25,5.2,5.2,5.6,5.5625
76,6.25,5.45,5.15,5.6,5.612500000000001
77,6.25,6.050000000000001,5.2,5.6,5.775
78,6.2,6.050000000000001,5.4,5.4,5.762499999999999
79,6.2,5.45,5.699999999999999,5.4,5.6875
80,6.2,5.45,5.699999999999999,5.4,5.6875
81,6.25,5.45,5.699999999999999,5.4,5.699999999999999
82,6.2,5.45,5.699999999999999,5.2,5.6375
83,6.2,5.2,5.699999999999999,5.15,5.5625
84,6.2,5.2,5.699999999999999,5.2,5.575
85,6.25,5.2,5.699999999999999,5.2,5.5874999999999995
86,6.35,5.45,6.0,5.4,5.800000000000001
87,6.4,6.0,6.0,5.4,5.949999999999999
88,6.4,6.0,6.25,5.4,6.012499999999999
89,6.4,6.0,6.25,5.4,6.012499999999999
90,6.4,5.65,6.0,5.4,5.862500000000001
91,6.35,5.4,5.699999999999999,5.4,5.7125
92,6.4,5.4,5.699999999999999,5.4,5.725
93,6.35,5.65,6.0,5.2,5.8
94,6.449999999999999,5.949999999999999,6.0,5.5,5.975
95,6.449999999999999,6.3,6.2,5.5,6.1125
96,6.449999999999999,6.3,6.25,5.2,6.05
97,6.25,6.3,6.35,5.2,6.0249999999999995
98,6.25,5.949999999999999,6.2,5.2,5.8999999999999995
99,5.95,5.949999999999999,5.9,5.2,5.749999999999999
