,TSS_1::NC_013691.1:0-200(),TSS_2::NC_013691.1:711-911(),TSS_3::NC_013691.1:3582-3782(),TSS_4::NC_013691.1:3615-3815(),TSS_5::NC_013691.1:8160-8360(),TSS_6::NC_013691.1:9444-9644(),mean
-65,-1.475,-1.29,-1.29,-1.28,-1.44,-1.3,-1.3458333333333334
-64,-1.4449999999999998,-1.29,-1.28,-1.28,-1.44,-1.3,-1.3391666666666666
-63,-1.4449999999999998,-1.29,-1.1400000000000001,-1.28,-1.37,-1.3,-1.3041666666666667
-62,-1.645,-1.3,-1.0,-1.28,-1.37,-1.3,-1.3158333333333334
-61,-1.645,-1.3,-1.0,-1.28,-1.3,-1.3,-1.3041666666666667
-60,-1.645,-1.3,-1.0,-1.28,-1.3,-1.3,-1.3041666666666667
-59,-1.645,-1.3,-1.0,-1.28,-1.29,-1.3,-1.3025
-58,-1.4449999999999998,-1.3,-1.0,-1.28,-1.29,-1.3,-1.2691666666666668
-57,-1.4449999999999998,-1.3,-1.0,-1.28,-1.29,-1.3,-1.2691666666666668
-56,-1.4449999999999998,-1.29,-1.0,-1.28,-1.37,-1.3,-1.2808333333333333
-55,-1.6400000000000001,-1.28,-1.1400000000000001,-1.29,-1.37,-1.3,-1.336666666666667
-54,-1.6400000000000001,-1.28,-1.28,-1.29,-1.3,-1.37,-1.36
-53,-1.6400000000000001,-1.29,-1.28,-1.29,-1.37,-1.37,-1.3733333333333333
-52,-1.47,-1.3,-1.28,-1.3,-1.3,-1.37,-1.3366666666666667
-51,-1.44,-1.29,-1.28,-1.3,-1.3,-1.37,-1.3299999999999998
-50,-1.44,-1.29,-1.1400000000000001,-1.37,-1.37,-1.44,-1.3416666666666668
-49,-1.44,-1.3,-1.1400000000000001,-1.37,-1.44,-1.44,-1.3549999999999998
-48,-1.44,-1.3,-1.1400000000000001,-1.37,-1.37,-1.44,-1.3433333333333335
-47,-1.44,-1.29,-1.1400000000000001,-1.44,-1.37,-1.44,-1.3533333333333335
-46,-1.44,-1.29,-1.28,-1.4449999999999998,-1.37,-1.44,-1.3775000000000002
-45,-1.44,-1.29,-1.28,-1.45,-1.3,-1.44,-1.3666666666666665
-44,-1.37,-1.29,-1.28,-1.45,-1.37,-1.44,-1.366666666666667
-43,-1.3,-1.37,-1.28,-1.45,-1.44,-1.44,-1.38
-42,-1.3,-1.3,-1.28,-1.4449999999999998,-1.44,-1.44,-1.3674999999999997
-41,-1.3,-1.29,-1.29,-1.44,-1.44,-1.44,-1.3666666666666665
-40,-1.3,-1.28,-1.37,-1.44,-1.44,-1.44,-1.3783333333333332
-39,-1.3,-1.29,-1.3599999999999999,-1.4449999999999998,-1.44,-1.37,-1.3674999999999997
-38,-1.3,-1.3,-1.28,-1.4449999999999998,-1.44,-1.3,-1.3441666666666665
-37,-1.37,-1.29,-1.28,-1.44,-1.44,-1.37,-1.3650000000000002
-36,-1.37,-1.29,-1.28,-1.37,-1.44,-1.44,-1.365
-35,-1.3,-1.3,-1.28,-1.37,-1.44,-1.37,-1.343333333333333
-34,-1.37,-1.29,-1.28,-1.44,-1.44,-1.3,-1.3533333333333335
-33,-1.44,-1.28,-1.28,-1.44,-1.37,-1.37,-1.3633333333333333
-32,-1.37,-1.28,-1.28,-1.37,-1.44,-1.37,-1.3516666666666666
-31,-1.37,-1.28,-1.28,-1.3,-1.37,-1.3,-1.3166666666666667
-30,-1.37,-1.28,-1.28,-1.3,-1.37,-1.3,-1.3166666666666667
-29,-1.37,-1.28,-1.28,-1.3,-1.37,-1.3,-1.3166666666666667
-28,-1.37,-1.28,-1.28,-1.3,-1.37,-1.3,-1.3166666666666667
-27,-1.3599999999999999,-1.29,-1.28,-1.3,-1.37,-1.3,-1.3166666666666667
-26,-1.28,-1.29,-1.28,-1.3,-1.44,-1.29,-1.3133333333333332
-25,-1.28,-1.29,-1.28,-1.3,-1.44,-1.28,-1.3116666666666668
-24,-1.3599999999999999,-1.3,-1.28,-1.3,-1.44,-1.29,-1.3283333333333334
-23,-1.44,-1.3,-1.28,-1.3,-1.44,-1.29,-1.3416666666666668
-22,-1.44,-1.29,-1.29,-1.3,-1.44,-1.29,-1.3416666666666668
-21,-1.44,-1.29,-1.29,-1.3,-1.44,-1.29,-1.3416666666666668
-20,-1.44,-1.29,-1.29,-1.3,-1.44,-1.28,-1.3399999999999999
-19,-1.44,-1.29,-1.3,-1.3,-1.44,-1.28,-1.3416666666666666
-18,-1.44,-1.29,-1.3,-1.3,-1.37,-1.28,-1.33
-17,-1.3599999999999999,-1.29,-1.37,-1.3,-1.37,-1.28,-1.3283333333333334
-16,-1.3599999999999999,-1.29,-1.37,-1.3,-1.44,-1.28,-1.3399999999999999
-15,-1.3599999999999999,-1.29,-1.37,-1.3,-1.44,-1.28,-1.3399999999999999
-14,-1.3599999999999999,-1.37,-1.44,-1.3,-1.44,-1.28,-1.365
-13,-1.3599999999999999,-1.44,-1.4449999999999998,-1.3,-1.44,-1.28,-1.3774999999999997
-12,-1.44,-1.37,-1.45,-1.3,-1.44,-1.28,-1.38
-11,-1.4449999999999998,-1.37,-1.45,-1.3,-1.4449999999999998,-1.28,-1.3816666666666666
-10,-1.4449999999999998,-1.44,-1.45,-1.3,-1.475,-1.29,-1.3999999999999997
-9,-1.44,-1.37,-1.4449999999999998,-1.37,-1.4449999999999998,-1.29,-1.3933333333333333
-8,-1.44,-1.37,-1.44,-1.44,-1.4449999999999998,-1.29,-1.4041666666666668
-7,-1.44,-1.37,-1.44,-1.44,-1.475,-1.29,-1.4091666666666665
-6,-1.47,-1.44,-1.4449999999999998,-1.44,-1.475,-1.29,-1.4266666666666665
-5,-1.47,-1.44,-1.4449999999999998,-1.44,-1.4449999999999998,-1.3,-1.4233333333333336
-4,-1.67,-1.44,-1.44,-1.44,-1.37,-1.29,-1.4416666666666667
-3,-1.67,-1.44,-1.37,-1.44,-1.37,-1.29,-1.43
-2,-1.84,-1.44,-1.37,-1.44,-1.37,-1.29,-1.4583333333333333
-1,-1.84,-1.44,-1.44,-1.44,-1.3,-1.28,-1.4566666666666668
0,-1.67,-1.44,-1.44,-1.44,-1.37,-1.29,-1.4416666666666667
1,-1.5,-1.44,-1.37,-1.44,-1.37,-1.37,-1.415
2,-1.5,-1.44,-1.3,-1.44,-1.44,-1.37,-1.4149999999999998
3,-1.5,-1.44,-1.3,-1.44,-1.44,-1.37,-1.4149999999999998
4,-1.5,-1.44,-1.3,-1.44,-1.44,-1.29,-1.4016666666666666
5,-1.5,-1.44,-1.3,-1.44,-1.44,-1.29,-1.4016666666666666
6,-1.5,-1.44,-1.3,-1.37,-1.37,-1.29,-1.3783333333333332
7,-1.47,-1.44,-1.3,-1.37,-1.37,-1.29,-1.3733333333333333
8,-1.47,-1.44,-1.3,-1.37,-1.3,-1.28,-1.36
9,-1.47,-1.44,-1.3,-1.44,-1.3,-1.28,-1.3716666666666668
10,-1.5,-1.44,-1.3,-1.37,-1.3,-1.28,-1.365
11,-1.5,-1.44,-1.3,-1.3,-1.3,-1.28,-1.3533333333333333
12,-1.5,-1.44,-1.3,-1.3,-1.3,-1.28,-1.3533333333333333
13,-1.5,-1.44,-1.3,-1.3,-1.29,-1.28,-1.3516666666666666
14,-1.475,-1.44,-1.3,-1.3,-1.28,-1.1400000000000001,-1.3225
15,-1.475,-1.37,-1.3,-1.3,-1.29,-1.0,-1.2891666666666668
16,-1.475,-1.3,-1.3,-1.3,-1.37,-1.0,-1.2908333333333333
17,-1.45,-1.3,-1.3,-1.3,-1.37,-1.0,-1.2866666666666666
18,-1.4449999999999998,-1.3,-1.3,-1.3,-1.29,-1.0,-1.2725
19,-1.4449999999999998,-1.29,-1.3,-1.3,-1.3599999999999999,-1.0,-1.2825
20,-1.45,-1.29,-1.3,-1.29,-1.3599999999999999,-1.0,-1.2816666666666665
21,-1.45,-1.3,-1.3,-1.3,-1.3599999999999999,-1.0,-1.285
22,-1.4449999999999998,-1.3,-1.3,-1.3,-1.28,-1.0,-1.2708333333333333
23,-1.4449999999999998,-1.29,-1.3,-1.3,-1.28,-1.0,-1.2691666666666668
24,-1.4449999999999998,-1.3,-1.37,-1.3,-1.28,-1.0,-1.2825
25,-1.37,-1.3,-1.44,-1.3,-1.28,-1.0,-1.2816666666666665
26,-1.375,-1.29,-1.44,-1.3,-1.29,-1.0,-1.2825
27,-1.375,-1.29,-1.44,-1.3,-1.37,-1.0,-1.2958333333333334
28,-1.29,-1.28,-1.44,-1.3,-1.44,-1.0,-1.2916666666666667
29,-1.29,-1.28,-1.44,-1.3,-1.37,-1.0,-1.28
30,-1.28,-1.28,-1.44,-1.29,-1.3,-1.0,-1.265
31,-1.28,-1.28,-1.44,-1.29,-1.37,-1.0,-1.2766666666666666
32,-1.28,-1.28,-1.44,-1.28,-1.47,-1.0,-1.2916666666666667
33,-1.28,-1.28,-1.44,-1.28,-1.47,-1.0,-1.2916666666666667
34,-1.28,-1.28,-1.44,-1.28,-1.47,-1.0,-1.2916666666666667
35,-1.28,-1.28,-1.44,-1.29,-1.37,-1.0,-1.2766666666666666
36,-1.28,-1.28,-1.44,-1.3,-1.37,-1.0,-1.2783333333333333
37,-1.28,-1.28,-1.44,-1.3,-1.3,-1.0,-1.2666666666666666
38,-1.28,-1.28,-1.44,-1.3,-1.3,-1.0,-1.2666666666666666
39,-1.28,-1.28,-1.37,-1.3,-1.3,-1.0,-1.2550000000000001
40,-1.28,-1.28,-1.37,-1.3,-1.29,-1.0,-1.2533333333333334
41,-1.28,-1.28,-1.37,-1.29,-1.29,-1.0,-1.2516666666666667
42,-1.28,-1.28,-1.44,-1.29,-1.29,-1.1400000000000001,-1.2866666666666668
43,-1.28,-1.29,-1.37,-1.29,-1.29,-1.0,-1.2533333333333334
44,-1.29,-1.29,-1.3,-1.3,-1.29,-1.0,-1.2449999999999999
45,-1.3,-1.28,-1.3,-1.29,-1.29,-1.0,-1.2433333333333334
46,-1.29,-1.29,-1.3,-1.29,-1.29,-1.1400000000000001,-1.2666666666666666
47,-1.3,-1.29,-1.3,-1.29,-1.29,-1.28,-1.2916666666666667
48,-1.37,-1.3,-1.3,-1.3,-1.28,-1.29,-1.3066666666666666
49,-1.3,-1.3,-1.3,-1.3,-1.28,-1.29,-1.2950000000000002
50,-1.3,-1.3,-1.3,-1.37,-1.1400000000000001,-1.15,-1.26
51,-1.37,-1.3,-1.3,-1.37,-1.1400000000000001,-1.15,-1.2716666666666667
52,-1.44,-1.37,-1.3,-1.37,-1.1400000000000001,-1.3,-1.32
53,-1.37,-1.37,-1.29,-1.37,-1.1400000000000001,-1.3,-1.3066666666666669
54,-1.37,-1.37,-1.3,-1.37,-1.28,-1.3,-1.3316666666666668
55,-1.37,-1.3,-1.3,-1.3,-1.1400000000000001,-1.3,-1.285
56,-1.37,-1.3,-1.3,-1.3,-1.1400000000000001,-1.3,-1.285
57,-1.3,-1.3,-1.3,-1.3,-1.1400000000000001,-1.3,-1.2733333333333332
58,-1.3,-1.37,-1.3,-1.3,-1.28,-1.3,-1.3083333333333333
59,-1.29,-1.44,-1.3,-1.3,-1.28,-1.3,-1.3183333333333334
60,-1.3,-1.37,-1.3,-1.3,-1.29,-1.3,-1.3099999999999998
61,-1.3,-1.37,-1.3,-1.3,-1.3,-1.3,-1.3116666666666665
62,-1.3,-1.3,-1.3,-1.3,-1.3,-1.29,-1.2983333333333333
63,-1.3,-1.3,-1.29,-1.3,-1.3,-1.29,-1.2966666666666666
64,-1.3,-1.3,-1.29,-1.3,-1.3,-1.3,-1.2983333333333333
65,-1.37,-1.37,-1.28,-1.37,-1.29,-1.3,-1.33
66,-1.37,-1.37,-1.28,-1.3,-1.29,-1.29,-1.3166666666666667
67,-1.3,-1.37,-1.28,-1.3,-1.29,-1.28,-1.3033333333333335
68,-1.29,-1.3,-1.29,-1.3,-1.3,-1.28,-1.2933333333333332
69,-1.29,-1.29,-1.3,-1.3,-1.3,-1.28,-1.2933333333333332
70,-1.29,-1.3,-1.3,-1.3,-1.3,-1.28,-1.295
71,-1.28,-1.37,-1.3,-1.3,-1.37,-1.29,-1.3183333333333334
72,-1.28,-1.37,-1.3,-1.3,-1.44,-1.28,-1.3283333333333334
73,-1.29,-1.44,-1.3,-1.3,-1.44,-1.28,-1.3416666666666666
74,-1.28,-1.44,-1.29,-1.3,-1.44,-1.28,-1.3383333333333332
75,-1.28,-1.44,-1.29,-1.3,-1.44,-1.28,-1.3383333333333332
76,-1.28,-1.44,-1.29,-1.3,-1.44,-1.28,-1.3383333333333332
77,-1.28,-1.4449999999999998,-1.3,-1.3,-1.44,-1.28,-1.340833333333333
78,-1.28,-1.44,-1.29,-1.3,-1.44,-1.28,-1.3383333333333332
79,-1.28,-1.44,-1.29,-1.3,-1.44,-1.28,-1.3383333333333332
80,-1.28,-1.44,-1.29,-1.375,-1.37,-1.28,-1.3391666666666666
81,-1.28,-1.4449999999999998,-1.3,-1.375,-1.37,-1.28,-1.3416666666666666
82,-1.28,-1.4449999999999998,-1.3,-1.3,-1.37,-1.28,-1.3291666666666666
83,-1.28,-1.4449999999999998,-1.37,-1.3,-1.44,-1.28,-1.3524999999999998
84,-1.28,-1.44,-1.37,-1.3,-1.44,-1.28,-1.3516666666666666
85,-1.28,-1.44,-1.37,-1.3,-1.44,-1.28,-1.3516666666666666
86,-1.28,-1.44,-1.37,-1.3,-1.44,-1.28,-1.3516666666666666
87,-1.28,-1.44,-1.37,-1.375,-1.44,-1.28,-1.3641666666666665
88,-1.28,-1.44,-1.3,-1.45,-1.44,-1.28,-1.365
89,-1.28,-1.44,-1.3,-1.45,-1.44,-1.3599999999999999,-1.3783333333333332
90,-1.28,-1.44,-1.3,-1.45,-1.44,-1.3599999999999999,-1.3783333333333332
91,-1.28,-1.37,-1.3,-1.45,-1.44,-1.3599999999999999,-1.3666666666666665
92,-1.28,-1.37,-1.3,-1.45,-1.44,-1.44,-1.38
93,-1.28,-1.37,-1.3,-1.45,-1.4449999999999998,-1.44,-1.3808333333333334
94,-1.28,-1.3,-1.3,-1.45,-1.4449999999999998,-1.44,-1.3691666666666666
95,-1.28,-1.37,-1.3,-1.45,-1.4449999999999998,-1.44,-1.3808333333333334
96,-1.3599999999999999,-1.3,-1.3,-1.45,-1.45,-1.44,-1.3833333333333335
97,-1.44,-1.3,-1.3,-1.45,-1.4449999999999998,-1.44,-1.3958333333333333
98,-1.44,-1.3,-1.37,-1.45,-1.4449999999999998,-1.44,-1.4075
99,-1.44,-1.3,-1.3,-1.375,-1.4449999999999998,-1.44,-1.383333333333333
