,TSS_7::NC_013691.1:18031-18231(),TSS_8::NC_013691.1:35174-35374(),TSS_9::NC_013691.1:39276-39476(),TSS_10::NC_013691.1:66501-66701(),mean
-69,-1.614,-1.5480000000000003,-1.4706666666666666,-1.4906666666666666,-1.5308333333333335
-68,-1.640666666666667,-1.584,-1.4706666666666666,-1.444,-1.5348333333333333
-67,-1.6393333333333333,-1.5613333333333335,-1.4706666666666666,-1.4346666666666665,-1.5265
-66,-1.6486666666666667,-1.5253333333333334,-1.4666666666666666,-1.4573333333333334,-1.5245000000000002
-65,-1.622,-1.552,-1.4666666666666666,-1.52,-1.540166666666667
-64,-1.6366666666666667,-1.6360000000000001,-1.4553333333333334,-1.5466666666666666,-1.5686666666666667
-63,-1.6073333333333333,-1.6453333333333333,-1.4553333333333331,-1.5933333333333335,-1.5753333333333333
-62,-1.5546666666666666,-1.5893333333333333,-1.502,-1.6026666666666667,-1.5621666666666667
-61,-1.614,-1.5053333333333334,-1.492,-1.6253333333333333,-1.5591666666666666
-60,-1.6406666666666667,-1.4693333333333336,-1.4653333333333334,-1.6513333333333335,-1.5566666666666669
-59,-1.614,-1.4466666666666668,-1.4546666666666668,-1.6293333333333335,-1.536166666666667
-58,-1.5693333333333332,-1.4373333333333334,-1.4413333333333334,-1.6026666666666667,-1.5126666666666668
-57,-1.532,-1.4933333333333332,-1.4413333333333334,-1.5986666666666667,-1.5163333333333333
-56,-1.5426666666666666,-1.4933333333333332,-1.4413333333333331,-1.6513333333333333,-1.5321666666666665
-55,-1.6066666666666665,-1.4666666666666666,-1.4639999999999997,-1.6293333333333335,-1.5416666666666665
-54,-1.596,-1.444,-1.4633333333333334,-1.656,-1.5398333333333334
-53,-1.5426666666666666,-1.3880000000000001,-1.4366666666666668,-1.7026666666666666,-1.5175
-52,-1.6066666666666667,-1.3466666666666667,-1.4413333333333334,-1.6826666666666668,-1.5193333333333334
-51,-1.6333333333333333,-1.3453333333333333,-1.432,-1.6560000000000001,-1.5166666666666666
-50,-1.5973333333333335,-1.3453333333333333,-1.4520000000000002,-1.6026666666666667,-1.4993333333333334
-49,-1.556,-1.3453333333333333,-1.4666666666666666,-1.5466666666666666,-1.4786666666666668
-48,-1.528,-1.334666666666667,-1.4480000000000002,-1.5573333333333332,-1.467
-47,-1.528,-1.3533333333333333,-1.4493333333333334,-1.5573333333333335,-1.472
-46,-1.5279999999999998,-1.4373333333333334,-1.4626666666666668,-1.5013333333333336,-1.4823333333333335
-45,-1.5279999999999998,-1.4733333333333332,-1.4706666666666668,-1.4639999999999997,-1.4839999999999998
-44,-1.5279999999999998,-1.4959999999999998,-1.472,-1.4266666666666665,-1.4806666666666666
-43,-1.5506666666666666,-1.496,-1.5346666666666666,-1.4266666666666667,-1.502
-42,-1.588,-1.4600000000000002,-1.5233333333333334,-1.4266666666666665,-1.4995
-41,-1.588,-1.4866666666666668,-1.464,-1.3733333333333335,-1.4780000000000002
-40,-1.5386666666666668,-1.5133333333333332,-1.4860000000000002,-1.3506666666666667,-1.4721666666666668
-39,-1.512,-1.5093333333333334,-1.5126666666666668,-1.2946666666666669,-1.457166666666667
-38,-1.4826666666666666,-1.528,-1.5393333333333332,-1.296,-1.4615
-37,-1.4186666666666667,-1.592,-1.5126666666666668,-1.3786666666666667,-1.4755
-36,-1.4186666666666667,-1.5933333333333333,-1.522,-1.4053333333333333,-1.4848333333333332
-35,-1.4186666666666667,-1.5673333333333335,-1.502,-1.3960000000000001,-1.471
-34,-1.4186666666666667,-1.5673333333333335,-1.4686666666666668,-1.3960000000000001,-1.4626666666666668
-33,-1.4466666666666665,-1.6046666666666667,-1.498,-1.3866666666666667,-1.484
-32,-1.4353333333333333,-1.6640000000000001,-1.5113333333333332,-1.4133333333333333,-1.506
-31,-1.3760000000000001,-1.6413333333333333,-1.478,-1.4426666666666668,-1.4845
-30,-1.338666666666667,-1.6153333333333333,-1.498,-1.4533333333333334,-1.4763333333333333
-29,-1.3013333333333335,-1.578,-1.5113333333333334,-1.468,-1.4646666666666666
-28,-1.2746666666666668,-1.5766666666666669,-1.4206666666666665,-1.4386666666666665,-1.4276666666666666
-27,-1.328,-1.6126666666666667,-1.3739999999999999,-1.4293333333333333,-1.436
-26,-1.3766666666666665,-1.6126666666666667,-1.3753333333333335,-1.4293333333333333,-1.4485
-25,-1.3726666666666667,-1.634666666666667,-1.3533333333333333,-1.3679999999999999,-1.4321666666666668
-24,-1.41,-1.6613333333333336,-1.3533333333333333,-1.398,-1.4556666666666667
-23,-1.4926666666666668,-1.7253333333333332,-1.38,-1.398,-1.4989999999999999
-22,-1.552,-1.7253333333333332,-1.38,-1.3153333333333335,-1.4931666666666665
-21,-1.5786666666666667,-1.7613333333333334,-1.4286666666666668,-1.2893333333333332,-1.5145
-20,-1.636666666666667,-1.7873333333333332,-1.5113333333333332,-1.3253333333333333,-1.5651666666666666
-19,-1.674,-1.7873333333333332,-1.53,-1.344,-1.5838333333333334
-18,-1.6926666666666668,-1.75,-1.5006666666666668,-1.3426666666666667,-1.5715
-17,-1.73,-1.6906666666666668,-1.4860000000000002,-1.3426666666666667,-1.5623333333333331
-16,-1.7893333333333332,-1.7133333333333336,-1.5420000000000003,-1.3913333333333333,-1.609
-15,-1.8533333333333333,-1.7613333333333334,-1.5420000000000003,-1.418,-1.6436666666666666
-14,-1.9126666666666665,-1.7986666666666666,-1.5286666666666666,-1.4140000000000001,-1.6635
-13,-1.9660000000000002,-1.8359999999999999,-1.6193333333333335,-1.4140000000000001,-1.7088333333333332
-12,-1.9033333333333333,-1.8359999999999999,-1.7253333333333332,-1.4233333333333333,-1.722
-11,-1.8553333333333335,-1.8359999999999999,-1.7613333333333332,-1.4233333333333331,-1.7189999999999999
-10,-1.904,-1.8406666666666667,-1.788,-1.4513333333333334,-1.746
-9,-1.9306666666666665,-1.8033333333333335,-1.7506666666666666,-1.4400000000000002,-1.7311666666666667
-8,-1.8773333333333333,-1.7206666666666668,-1.6866666666666668,-1.4400000000000002,-1.6811666666666667
-7,-1.7993333333333335,-1.694,-1.6493333333333335,-1.432,-1.6436666666666668
-6,-1.746,-1.6713333333333333,-1.5713333333333332,-1.4020000000000001,-1.5976666666666668
-5,-1.6973333333333334,-1.6153333333333333,-1.4886666666666668,-1.346,-1.5368333333333335
-4,-1.668,-1.5513333333333335,-1.4886666666666666,-1.346,-1.5135
-3,-1.6786666666666668,-1.562,-1.5666666666666667,-1.4053333333333333,-1.5531666666666666
-2,-1.6786666666666668,-1.5726666666666667,-1.5813333333333333,-1.4053333333333333,-1.5594999999999999
-1,-1.6300000000000001,-1.5459999999999998,-1.5173333333333332,-1.3606666666666667,-1.5135
0,-1.5766666666666667,-1.5013333333333336,-1.4973333333333334,-1.2966666666666666,-1.4680000000000002
1,-1.5546666666666666,-1.4453333333333334,-1.4493333333333334,-1.2673333333333332,-1.4291666666666667
2,-1.5013333333333334,-1.3813333333333335,-1.3666666666666667,-1.2966666666666666,-1.3865000000000003
3,-1.4813333333333332,-1.3253333333333335,-1.3186666666666667,-1.3006666666666666,-1.3565
4,-1.47,-1.288,-1.2813333333333334,-1.2713333333333334,-1.3276666666666668
5,-1.4480000000000002,-1.2253333333333332,-1.1706666666666665,-1.2913333333333334,-1.2838333333333334
6,-1.47,-1.2066666666666666,-1.182,-1.3553333333333333,-1.3035
7,-1.474,-1.2266666666666666,-1.1833333333333333,-1.3913333333333333,-1.3188333333333335
8,-1.474,-1.2306666666666668,-1.1846666666666665,-1.4193333333333333,-1.3271666666666666
9,-1.4746666666666666,-1.2173333333333334,-1.218,-1.4393333333333334,-1.3373333333333335
10,-1.5233333333333334,-1.2733333333333334,-1.238,-1.4953333333333334,-1.3824999999999998
11,-1.5526666666666669,-1.3373333333333333,-1.2753333333333332,-1.5326666666666666,-1.4244999999999999
12,-1.542,-1.364,-1.2266666666666666,-1.488,-1.4051666666666667
13,-1.506,-1.3906666666666667,-1.2226666666666666,-1.432,-1.3878333333333335
14,-1.4766666666666666,-1.3946666666666667,-1.2600000000000002,-1.390666666666667,-1.3805000000000003
15,-1.4673333333333334,-1.3813333333333335,-1.2786666666666666,-1.4280000000000002,-1.3888333333333334
16,-1.4446666666666668,-1.4373333333333334,-1.3253333333333333,-1.4613333333333334,-1.4171666666666667
17,-1.4353333333333333,-1.5013333333333334,-1.2973333333333332,-1.432,-1.4165
18,-1.518,-1.5306666666666666,-1.2593333333333334,-1.3986666666666667,-1.4266666666666667
19,-1.5193333333333332,-1.5413333333333332,-1.2699999999999998,-1.4286666666666668,-1.439833333333333
20,-1.4633333333333334,-1.5773333333333333,-1.3539999999999999,-1.4646666666666666,-1.4648333333333334
21,-1.4153333333333333,-1.6106666666666667,-1.4066666666666667,-1.4006666666666665,-1.458333333333333
22,-1.438,-1.620666666666667,-1.4053333333333335,-1.3739999999999999,-1.4595
23,-1.4566666666666668,-1.6433333333333335,-1.404,-1.4366666666666668,-1.4851666666666667
24,-1.4453333333333336,-1.6793333333333333,-1.3906666666666667,-1.4726666666666666,-1.4970000000000003
25,-1.4233333333333333,-1.6793333333333333,-1.3706666666666665,-1.4353333333333333,-1.4771666666666667
26,-1.472,-1.6420000000000001,-1.3346666666666667,-1.4086666666666667,-1.4643333333333333
27,-1.5093333333333334,-1.5859999999999999,-1.334666666666667,-1.458,-1.4720000000000002
28,-1.5453333333333332,-1.5300000000000002,-1.324,-1.4766666666666668,-1.469
29,-1.6280000000000001,-1.4686666666666668,-1.3146666666666667,-1.5139999999999998,-1.4813333333333332
30,-1.6266666666666667,-1.4406666666666665,-1.296,-1.5406666666666666,-1.476
31,-1.5933333333333335,-1.3566666666666667,-1.2693333333333332,-1.59,-1.4523333333333333
32,-1.5919999999999999,-1.2926666666666666,-1.3266666666666669,-1.6460000000000001,-1.4643333333333333
33,-1.5873333333333335,-1.2353333333333332,-1.3679999999999999,-1.6646666666666667,-1.4638333333333335
34,-1.6233333333333335,-1.1980000000000002,-1.3686666666666667,-1.6640000000000001,-1.4635000000000002
35,-1.6566666666666667,-1.114,-1.3326666666666669,-1.641333333333333,-1.4361666666666666
36,-1.646666666666667,-1.0806666666666667,-1.25,-1.6426666666666667,-1.405
37,-1.646666666666667,-1.0706666666666669,-1.2613333333333332,-1.6466666666666667,-1.4063333333333334
38,-1.6573333333333333,-1.048,-1.2613333333333334,-1.556,-1.3806666666666667
39,-1.6106666666666667,-1.0219999999999998,-1.2413333333333334,-1.5186666666666668,-1.3481666666666667
40,-1.5746666666666667,-1.022,-1.2706666666666668,-1.5186666666666668,-1.3465000000000003
41,-1.526,-1.0813333333333333,-1.28,-1.5079999999999998,-1.3488333333333333
42,-1.47,-1.1106666666666667,-1.2506666666666666,-1.5033333333333334,-1.3336666666666668
43,-1.4326666666666668,-1.1106666666666667,-1.2506666666666668,-1.518,-1.328
44,-1.406,-1.1386666666666667,-1.2493333333333334,-1.4806666666666668,-1.3186666666666667
45,-1.406,-1.1653333333333333,-1.2493333333333334,-1.3966666666666667,-1.3043333333333333
46,-1.4246666666666665,-1.2713333333333334,-1.2866666666666666,-1.344,-1.3316666666666666
47,-1.4840000000000002,-1.3086666666666666,-1.2906666666666666,-1.344,-1.3568333333333336
48,-1.462,-1.3659999999999999,-1.2493333333333332,-1.3813333333333333,-1.3646666666666665
49,-1.462,-1.4073333333333333,-1.238,-1.372,-1.3698333333333332
50,-1.5113333333333334,-1.4273333333333333,-1.2366666666666668,-1.3686666666666667,-1.3860000000000001
51,-1.5473333333333334,-1.446,-1.2553333333333332,-1.3686666666666667,-1.4043333333333334
52,-1.51,-1.4460000000000002,-1.244,-1.3653333333333333,-1.3913333333333333
53,-1.4993333333333334,-1.4046666666666665,-1.2546666666666666,-1.3920000000000001,-1.3876666666666668
54,-1.5473333333333334,-1.3746666666666665,-1.3106666666666666,-1.392,-1.4061666666666666
55,-1.5273333333333334,-1.3186666666666664,-1.3639999999999999,-1.3933333333333333,-1.4008333333333334
56,-1.4980000000000002,-1.2406666666666666,-1.4126666666666667,-1.3666666666666667,-1.3795000000000002
57,-1.5180000000000002,-1.2113333333333332,-1.4460000000000002,-1.318,-1.3733333333333335
58,-1.582,-1.2113333333333332,-1.4273333333333333,-1.3406666666666667,-1.3903333333333332
59,-1.546,-1.1833333333333333,-1.4006666666666667,-1.4046666666666667,-1.3836666666666666
60,-1.5473333333333334,-1.1646666666666665,-1.4193333333333333,-1.462,-1.3983333333333332
61,-1.5620000000000003,-1.1166666666666667,-1.4460000000000002,-1.4506666666666668,-1.3938333333333335
62,-1.476,-1.1433333333333335,-1.4906666666666666,-1.4133333333333333,-1.3808333333333334
63,-1.4493333333333334,-1.134,-1.5813333333333335,-1.3760000000000001,-1.3851666666666667
64,-1.476,-1.1206666666666665,-1.5813333333333335,-1.412,-1.3975
65,-1.412,-1.162,-1.5346666666666666,-1.4020000000000001,-1.3776666666666666
66,-1.356,-1.1633333333333333,-1.546,-1.412,-1.3693333333333333
67,-1.356,-1.1993333333333331,-1.5833333333333333,-1.4006666666666667,-1.3848333333333334
68,-1.3933333333333333,-1.2366666666666668,-1.6320000000000001,-1.3820000000000001,-1.411
69,-1.4513333333333334,-1.2366666666666668,-1.6320000000000001,-1.3820000000000001,-1.4255
70,-1.5073333333333332,-1.2553333333333332,-1.5786666666666669,-1.3806666666666667,-1.4304999999999999
71,-1.5406666666666666,-1.274,-1.4726666666666666,-1.418,-1.4263333333333332
72,-1.5406666666666666,-1.246,-1.4393333333333334,-1.4446666666666668,-1.4176666666666666
73,-1.4873333333333334,-1.276,-1.4593333333333334,-1.4220000000000002,-1.411166666666667
74,-1.4393333333333334,-1.36,-1.4966666666666668,-1.3960000000000001,-1.423
75,-1.4493333333333331,-1.4160000000000001,-1.4966666666666666,-1.4226666666666667,-1.4461666666666666
76,-1.494,-1.406,-1.5186666666666668,-1.424,-1.4606666666666666
77,-1.5353333333333334,-1.3419999999999999,-1.5233333333333332,-1.4053333333333335,-1.4515000000000002
78,-1.526,-1.3513333333333335,-1.4593333333333334,-1.4166666666666667,-1.4383333333333335
79,-1.4993333333333334,-1.364666666666667,-1.47,-1.4166666666666667,-1.4376666666666669
80,-1.5633333333333332,-1.3313333333333335,-1.5313333333333334,-1.4153333333333333,-1.4603333333333333
81,-1.5833333333333333,-1.3113333333333335,-1.5213333333333334,-1.4146666666666665,-1.4576666666666667
82,-1.5946666666666667,-1.2553333333333334,-1.4946666666666668,-1.4293333333333331,-1.4435
83,-1.5573333333333335,-1.226,-1.4353333333333333,-1.4293333333333331,-1.412
84,-1.5086666666666666,-1.2459999999999998,-1.398,-1.4406666666666668,-1.3983333333333332
85,-1.5353333333333334,-1.31,-1.3873333333333333,-1.442,-1.4186666666666667
86,-1.5206666666666666,-1.31,-1.4353333333333333,-1.4326666666666665,-1.4246666666666665
87,-1.4726666666666666,-1.3673333333333333,-1.4353333333333333,-1.41,-1.4213333333333333
88,-1.4433333333333331,-1.3706666666666665,-1.4353333333333333,-1.3686666666666665,-1.4044999999999996
89,-1.4713333333333334,-1.3446666666666667,-1.4393333333333334,-1.3573333333333333,-1.4031666666666665
90,-1.4713333333333334,-1.3446666666666667,-1.4206666666666667,-1.3213333333333332,-1.3895
91,-1.4493333333333331,-1.4026666666666665,-1.3726666666666667,-1.2933333333333332,-1.3794999999999997
92,-1.436,-1.4933333333333332,-1.346,-1.312,-1.3968333333333334
93,-1.4360000000000002,-1.4839999999999998,-1.346,-1.338,-1.401
94,-1.4093333333333333,-1.4706666666666666,-1.3459999999999999,-1.302,-1.3820000000000001
95,-1.356,-1.5533333333333335,-1.3686666666666665,-1.3133333333333332,-1.3978333333333335
96,-1.392,-1.5733333333333333,-1.3820000000000001,-1.3619999999999999,-1.4273333333333333
97,-1.418,-1.5933333333333333,-1.3726666666666667,-1.358,-1.4354999999999998
98,-1.4326666666666665,-1.6266666666666665,-1.3873333333333333,-1.358,-1.4511666666666665
