,TSS_5::NC_013691.1:26542-26742(),TSS_6::NC_013691.1:28760-28960(),TSS_8::NC_013691.1:59661-59861(),mean
-52,-1.37,-1.3,-1.45,-1.3733333333333333
-51,-1.3,-1.375,-1.4449999999999998,-1.373333333333333
-50,-1.3,-1.45,-1.4449999999999998,-1.3983333333333334
-49,-1.3,-1.45,-1.375,-1.375
-48,-1.3,-1.375,-1.29,-1.3216666666666665
-47,-1.29,-1.375,-1.28,-1.3150000000000002
-46,-1.28,-1.375,-1.28,-1.3116666666666668
-45,-1.28,-1.375,-1.28,-1.3116666666666668
-44,-1.28,-1.375,-1.28,-1.3116666666666668
-43,-1.28,-1.45,-1.28,-1.3366666666666667
-42,-1.28,-1.475,-1.28,-1.345
-41,-1.28,-1.45,-1.28,-1.3366666666666667
-40,-1.28,-1.45,-1.28,-1.3366666666666667
-39,-1.28,-1.4449999999999998,-1.28,-1.335
-38,-1.28,-1.4449999999999998,-1.28,-1.335
-37,-1.29,-1.45,-1.28,-1.34
-36,-1.3,-1.4449999999999998,-1.28,-1.3416666666666668
-35,-1.29,-1.4449999999999998,-1.28,-1.3383333333333332
-34,-1.28,-1.44,-1.28,-1.3333333333333333
-33,-1.1400000000000001,-1.44,-1.28,-1.2866666666666668
-32,-1.1400000000000001,-1.44,-1.28,-1.2866666666666668
-31,-1.28,-1.37,-1.28,-1.3100000000000003
-30,-1.29,-1.37,-1.28,-1.3133333333333335
-29,-1.28,-1.37,-1.28,-1.3100000000000003
-28,-1.28,-1.44,-1.28,-1.3333333333333333
-27,-1.29,-1.44,-1.3599999999999999,-1.3633333333333333
-26,-1.29,-1.44,-1.44,-1.39
-25,-1.29,-1.44,-1.44,-1.39
-24,-1.3,-1.44,-1.44,-1.3933333333333333
-23,-1.3,-1.44,-1.44,-1.3933333333333333
-22,-1.3,-1.44,-1.3599999999999999,-1.3666666666666665
-21,-1.29,-1.44,-1.3599999999999999,-1.3633333333333333
-20,-1.3,-1.44,-1.44,-1.3933333333333333
-19,-1.3,-1.44,-1.44,-1.3933333333333333
-18,-1.3,-1.44,-1.44,-1.3933333333333333
-17,-1.3,-1.44,-1.44,-1.3933333333333333
-16,-1.3,-1.44,-1.44,-1.3933333333333333
-15,-1.3,-1.44,-1.44,-1.3933333333333333
-14,-1.37,-1.44,-1.44,-1.4166666666666667
-13,-1.37,-1.44,-1.44,-1.4166666666666667
-12,-1.37,-1.4449999999999998,-1.44,-1.4183333333333332
-11,-1.3,-1.4449999999999998,-1.44,-1.3950000000000002
-10,-1.3,-1.44,-1.37,-1.37
-9,-1.3,-1.47,-1.37,-1.3800000000000001
-8,-1.3,-1.67,-1.44,-1.47
-7,-1.3,-1.47,-1.44,-1.4033333333333333
-6,-1.3,-1.44,-1.44,-1.3933333333333333
-5,-1.37,-1.44,-1.37,-1.3933333333333333
-4,-1.37,-1.44,-1.37,-1.3933333333333333
-3,-1.37,-1.47,-1.44,-1.4266666666666665
-2,-1.44,-1.44,-1.44,-1.4400000000000002
-1,-1.44,-1.44,-1.44,-1.4400000000000002
0,-1.44,-1.44,-1.44,-1.4400000000000002
1,-1.44,-1.4449999999999998,-1.44,-1.4416666666666664
2,-1.44,-1.4449999999999998,-1.4449999999999998,-1.4433333333333334
3,-1.44,-1.44,-1.4449999999999998,-1.4416666666666664
4,-1.44,-1.44,-1.4449999999999998,-1.4416666666666664
5,-1.37,-1.44,-1.4449999999999998,-1.4183333333333332
6,-1.37,-1.44,-1.45,-1.42
7,-1.44,-1.44,-1.4449999999999998,-1.4416666666666664
8,-1.44,-1.44,-1.4449999999999998,-1.4416666666666664
9,-1.44,-1.44,-1.4449999999999998,-1.4416666666666664
10,-1.44,-1.44,-1.4449999999999998,-1.4416666666666664
11,-1.44,-1.44,-1.4449999999999998,-1.4416666666666664
12,-1.44,-1.37,-1.4449999999999998,-1.4183333333333332
13,-1.44,-1.44,-1.44,-1.4400000000000002
14,-1.44,-1.44,-1.44,-1.4400000000000002
15,-1.37,-1.44,-1.4449999999999998,-1.4183333333333332
16,-1.3,-1.37,-1.45,-1.3733333333333333
17,-1.3,-1.37,-1.475,-1.3816666666666666
18,-1.3,-1.37,-1.475,-1.3816666666666666
19,-1.3,-1.44,-1.475,-1.405
20,-1.3,-1.44,-1.475,-1.405
21,-1.3,-1.44,-1.475,-1.405
22,-1.3,-1.44,-1.4449999999999998,-1.3950000000000002
23,-1.37,-1.44,-1.44,-1.4166666666666667
24,-1.37,-1.44,-1.44,-1.4166666666666667
25,-1.44,-1.44,-1.44,-1.4400000000000002
26,-1.44,-1.44,-1.44,-1.4400000000000002
27,-1.44,-1.44,-1.44,-1.4400000000000002
28,-1.37,-1.44,-1.4449999999999998,-1.4183333333333332
29,-1.37,-1.37,-1.45,-1.3966666666666667
30,-1.44,-1.3,-1.475,-1.405
31,-1.44,-1.3,-1.5,-1.4133333333333333
32,-1.44,-1.3,-1.475,-1.405
33,-1.44,-1.3,-1.475,-1.405
34,-1.44,-1.3,-1.475,-1.405
35,-1.44,-1.3,-1.45,-1.3966666666666667
36,-1.44,-1.29,-1.4449999999999998,-1.3916666666666666
37,-1.44,-1.29,-1.44,-1.39
38,-1.44,-1.29,-1.44,-1.39
39,-1.44,-1.28,-1.44,-1.3866666666666667
40,-1.44,-1.28,-1.44,-1.3866666666666667
41,-1.44,-1.28,-1.4449999999999998,-1.388333333333333
42,-1.44,-1.29,-1.45,-1.3933333333333333
43,-1.44,-1.3,-1.45,-1.3966666666666667
44,-1.44,-1.29,-1.45,-1.3933333333333333
45,-1.44,-1.29,-1.4449999999999998,-1.3916666666666666
46,-1.44,-1.3,-1.37,-1.37
47,-1.44,-1.37,-1.44,-1.4166666666666667
48,-1.44,-1.44,-1.44,-1.4400000000000002
49,-1.44,-1.44,-1.44,-1.4400000000000002
50,-1.44,-1.44,-1.44,-1.4400000000000002
51,-1.44,-1.44,-1.37,-1.4166666666666667
52,-1.44,-1.44,-1.37,-1.4166666666666667
53,-1.44,-1.44,-1.37,-1.4166666666666667
54,-1.44,-1.44,-1.37,-1.4166666666666667
55,-1.44,-1.44,-1.44,-1.4400000000000002
56,-1.44,-1.44,-1.44,-1.4400000000000002
57,-1.44,-1.44,-1.44,-1.4400000000000002
58,-1.44,-1.44,-1.44,-1.4400000000000002
59,-1.44,-1.44,-1.44,-1.4400000000000002
60,-1.44,-1.44,-1.44,-1.4400000000000002
61,-1.44,-1.44,-1.37,-1.4166666666666667
62,-1.44,-1.44,-1.37,-1.4166666666666667
63,-1.44,-1.37,-1.44,-1.4166666666666667
64,-1.44,-1.37,-1.44,-1.4166666666666667
65,-1.37,-1.37,-1.37,-1.37
66,-1.3,-1.29,-1.44,-1.343333333333333
67,-1.3,-1.28,-1.44,-1.3399999999999999
68,-1.3,-1.28,-1.44,-1.3399999999999999
69,-1.3,-1.28,-1.37,-1.3166666666666667
70,-1.3,-1.28,-1.3,-1.2933333333333332
71,-1.3,-1.28,-1.3,-1.2933333333333332
72,-1.3,-1.28,-1.37,-1.3166666666666667
73,-1.37,-1.28,-1.3,-1.3166666666666667
74,-1.3,-1.28,-1.3,-1.2933333333333332
75,-1.3,-1.28,-1.3,-1.2933333333333332
76,-1.37,-1.28,-1.3,-1.3166666666666667
77,-1.37,-1.28,-1.3,-1.3166666666666667
78,-1.37,-1.28,-1.3,-1.3166666666666667
79,-1.37,-1.29,-1.3,-1.32
80,-1.29,-1.29,-1.37,-1.3166666666666667
81,-1.37,-1.29,-1.37,-1.3433333333333335
82,-1.44,-1.29,-1.37,-1.3666666666666665
83,-1.37,-1.3,-1.37,-1.3466666666666667
84,-1.37,-1.3,-1.4449999999999998,-1.3716666666666668
85,-1.44,-1.3,-1.4449999999999998,-1.3950000000000002
86,-1.44,-1.3,-1.44,-1.3933333333333333
87,-1.44,-1.37,-1.44,-1.4166666666666667
88,-1.44,-1.37,-1.44,-1.4166666666666667
89,-1.44,-1.37,-1.4449999999999998,-1.4183333333333332
90,-1.3599999999999999,-1.37,-1.475,-1.4016666666666666
91,-1.28,-1.44,-1.475,-1.3983333333333334
92,-1.28,-1.44,-1.4449999999999998,-1.388333333333333
93,-1.28,-1.37,-1.475,-1.375
94,-1.3599999999999999,-1.37,-1.475,-1.4016666666666666
95,-1.28,-1.37,-1.5,-1.3833333333333335
96,-1.28,-1.3,-1.5,-1.36
97,-1.3599999999999999,-1.3,-1.5,-1.3866666666666667
98,-1.44,-1.3,-1.5,-1.4133333333333333
99,-1.44,-1.3,-1.475,-1.405
