,TSS_1::NC_013691.1:0-200(),TSS_2::NC_013691.1:711-911(),TSS_3::NC_013691.1:3582-3782(),TSS_4::NC_013691.1:3615-3815(),TSS_5::NC_013691.1:8160-8360(),TSS_6::NC_013691.1:9444-9644(),mean
-64,4.985,5.319999999999999,5.1049999999999995,5.235,5.569999999999999,6.279999999999999,5.415833333333333
-63,5.02,5.385,5.209999999999999,5.27,5.75,6.1,5.4558333333333335
-62,5.1,5.334999999999999,5.615,5.375,5.865,5.715,5.500833333333333
-61,5.115,5.59,5.79,5.325,5.6049999999999995,5.795,5.536666666666666
-60,4.925,5.335,6.145,5.17,5.825,5.74,5.523333333333333
-59,4.970000000000001,5.335,5.835,5.055000000000001,5.7749999999999995,5.71,5.446666666666666
-58,4.715,5.334999999999999,5.74,4.874999999999999,5.744999999999999,5.5,5.3183333333333325
-57,4.65,5.175,5.615,4.88,5.7749999999999995,5.445,5.256666666666667
-56,4.64,5.470000000000001,5.9,5.165,6.195,5.654999999999999,5.504166666666666
-55,4.575,5.63,5.7700000000000005,4.765,6.265,5.654999999999999,5.443333333333334
-54,4.725,5.869999999999999,5.495,4.744999999999999,6.3549999999999995,5.475,5.444166666666667
-53,4.74,5.8,5.625,4.89,6.205,5.200000000000001,5.41
-52,4.635,5.535,5.834999999999999,5.17,6.015,5.115,5.384166666666666
-51,4.35,5.675,5.83,5.175,6.074999999999999,5.085,5.364999999999999
-50,4.375,6.075,5.51,5.085,6.25,4.925,5.37
-49,4.59,5.924999999999999,5.369999999999999,5.145,6.1,4.92,5.341666666666666
-48,4.635,6.1,5.58,4.965,5.7,4.85,5.305
-47,4.585,6.385,5.425,4.79,5.765000000000001,4.765,5.285833333333334
-46,4.515000000000001,6.05,5.42,4.94,6.17,4.74,5.305833333333333
-45,4.26,6.38,5.92,5.195,6.505,4.709999999999999,5.495
-44,3.925,6.325,6.17,5.165,6.55,4.955,5.515000000000001
-43,4.1450000000000005,6.04,5.805000000000001,5.455,6.459999999999999,5.225,5.521666666666667
-42,4.195,6.214999999999999,5.755,5.380000000000001,6.3100000000000005,5.4399999999999995,5.549166666666667
-41,4.005,6.1049999999999995,5.77,5.430000000000001,6.545,5.735,5.598333333333333
-40,3.9300000000000006,6.425,5.5600000000000005,5.85,6.7700000000000005,5.735,5.711666666666667
-39,4.0649999999999995,6.279999999999999,5.46,5.74,6.769999999999999,5.45,5.6275
-38,4.275,6.06,5.4350000000000005,5.425,6.790000000000001,5.45,5.572500000000001
-37,4.334999999999999,6.35,5.45,5.375,6.775,5.455,5.623333333333332
-36,4.235,6.34,5.495,5.325,6.484999999999999,5.2,5.513333333333333
-35,4.51,5.9399999999999995,5.76,5.7,6.5200000000000005,5.390000000000001,5.636666666666667
-34,4.404999999999999,5.93,5.984999999999999,5.595000000000001,6.56,5.46,5.655833333333333
-33,4.395,5.9799999999999995,5.675,5.58,6.3100000000000005,5.43,5.561666666666667
-32,4.425,5.9799999999999995,5.180000000000001,5.51,6.3100000000000005,5.195,5.433333333333334
-31,4.79,5.89,5.234999999999999,5.575,6.45,5.1899999999999995,5.521666666666666
-30,4.8,5.71,5.27,5.5200000000000005,6.45,5.194999999999999,5.490833333333334
-29,4.56,5.790000000000001,5.375,5.3100000000000005,6.45,5.265000000000001,5.458333333333333
-28,4.465,5.59,5.325,5.49,6.45,5.37,5.448333333333333
-27,4.695,5.305,5.17,5.54,6.469999999999999,5.220000000000001,5.3999999999999995
-26,4.9399999999999995,5.64,5.055,5.6,6.0200000000000005,5.445,5.45
-25,5.415,5.745,4.875,5.665,5.869999999999999,5.555000000000001,5.520833333333333
-24,5.785,5.725,4.88,5.715,5.904999999999999,5.369999999999999,5.563333333333333
-23,5.845,5.77,5.165,5.705,5.709999999999999,5.1049999999999995,5.55
-22,6.014999999999999,5.59,4.765000000000001,5.869999999999999,5.685,5.05,5.495833333333333
-21,5.8999999999999995,5.735,4.745,6.039999999999999,5.53,4.755,5.450833333333333
-20,6.095,5.715,4.89,5.7749999999999995,5.305,4.7,5.413333333333333
-19,6.29,5.75,5.17,5.93,5.34,5.0200000000000005,5.583333333333333
-18,6.3100000000000005,5.965,5.175,6.24,5.39,5.27,5.724999999999999
-17,6.205,5.965,5.085,6.42,5.375,5.319999999999999,5.728333333333333
-16,6.25,5.965,5.145,6.505,5.3149999999999995,5.4350000000000005,5.769166666666667
-15,6.2299999999999995,6.125,4.965000000000001,6.3549999999999995,5.24,5.244999999999999,5.6933333333333325
-14,6.005,6.01,4.790000000000001,6.194999999999999,5.130000000000001,5.174999999999999,5.550833333333333
-13,6.1,6.075,4.94,6.295,5.13,5.075,5.6025
-12,6.3,6.319999999999999,5.194999999999999,6.32,5.29,5.335,5.793333333333333
-11,6.17,6.029999999999999,5.165000000000001,6.475,5.025,5.295,5.693333333333334
-10,6.06,5.79,5.455,6.584999999999999,4.84,5.285,5.6691666666666665
-9,6.11,5.84,5.38,6.745,4.84,5.1049999999999995,5.669999999999999
-8,5.91,5.59,5.43,6.534999999999999,5.05,4.744999999999999,5.543333333333333
-7,5.89,5.8149999999999995,5.85,6.545,4.744999999999999,5.0,5.640833333333333
-6,5.895,5.72,5.74,6.7,5.145,5.015000000000001,5.7025
-5,5.7299999999999995,5.575,5.425,6.374999999999999,4.86,5.06,5.504166666666666
-4,5.569999999999999,5.625,5.375,6.4799999999999995,4.76,5.18,5.498333333333334
-3,5.404999999999999,5.58,5.325,6.2,5.045,5.34,5.482499999999999
-2,5.235,5.635,5.699999999999999,6.235,5.115,5.395,5.552499999999999
-1,5.380000000000001,5.49,5.595,6.13,5.135,5.795,5.5874999999999995
0,5.404999999999999,5.01,5.58,6.205,4.96,5.914999999999999,5.5125
1,5.494999999999999,4.89,5.51,5.875,4.945,5.904999999999999,5.4366666666666665
2,5.4399999999999995,5.075,5.575,5.85,4.65,5.784999999999999,5.395833333333332
3,5.41,4.995,5.52,5.7700000000000005,4.65,5.84,5.364166666666667
4,5.444999999999999,4.755,5.3100000000000005,5.45,4.680000000000001,6.08,5.286666666666666
5,5.415,4.755,5.49,5.369999999999999,4.57,6.1049999999999995,5.284166666666667
6,5.545,4.575,5.54,5.444999999999999,4.64,6.165,5.318333333333333
7,5.444999999999999,4.54,5.6,5.25,4.7700000000000005,6.295,5.316666666666666
8,5.185,4.16,5.665,5.424999999999999,4.82,6.3999999999999995,5.275833333333332
9,5.24,4.540000000000001,5.715,4.9799999999999995,4.8950000000000005,6.55,5.32
10,5.285,4.96,5.705,5.0,4.86,6.234999999999999,5.340833333333333
11,5.055,4.93,5.87,4.74,4.8549999999999995,6.0249999999999995,5.245833333333333
12,5.279999999999999,5.1850000000000005,6.04,4.739999999999999,4.755,6.385,5.3975
13,5.005,5.36,5.775,4.76,4.975,6.494999999999999,5.395
14,5.015,5.0200000000000005,5.93,4.495,4.85,5.994999999999999,5.2175
15,4.96,5.095,6.24,4.825,5.135,5.5600000000000005,5.302500000000001
16,4.98,5.075,6.42,4.89,5.11,5.49,5.327500000000001
17,5.220000000000001,5.14,6.505,5.165,4.845000000000001,5.505,5.396666666666667
18,5.2299999999999995,5.040000000000001,6.355,4.755,4.995,5.29,5.2775
19,5.31,5.115,6.195,4.56,5.3950000000000005,4.89,5.244166666666667
20,5.11,5.615,6.295,4.75,5.569999999999999,4.5200000000000005,5.3100000000000005
21,4.82,5.795,6.319999999999999,5.01,5.265,4.209999999999999,5.236666666666667
22,4.895,5.779999999999999,6.475,5.01,5.235,4.255000000000001,5.2749999999999995
23,5.04,5.86,6.584999999999999,5.135,5.135,4.215,5.328333333333332
24,5.14,5.880000000000001,6.745,5.569999999999999,5.1899999999999995,4.035,5.426666666666667
25,5.2,5.9,6.534999999999999,5.89,5.295,3.725,5.424166666666667
26,5.0200000000000005,6.175,6.544999999999999,5.88,5.255,3.415,5.381666666666667
27,5.1,6.07,6.7,5.764999999999999,5.3549999999999995,3.21,5.366666666666666
28,5.2700000000000005,6.3,6.375,5.745,5.3,3.1,5.348333333333334
29,5.08,6.145,6.4799999999999995,6.195,5.22,3.0599999999999996,5.363333333333333
30,5.154999999999999,6.034999999999999,6.2,6.0649999999999995,5.175,3.2699999999999996,5.316666666666666
31,5.4,6.24,6.234999999999999,6.3100000000000005,5.26,3.275,5.453333333333333
32,5.62,6.435,6.13,6.5,5.425,2.915,5.504166666666666
33,5.619999999999999,6.39,6.205,6.194999999999999,5.605,2.5549999999999997,5.428333333333332
34,5.59,6.625,5.875,6.404999999999999,5.475,2.5599999999999996,5.421666666666667
35,5.66,6.5200000000000005,5.85,6.404999999999999,5.5,2.925,5.476666666666667
36,5.525,6.5200000000000005,5.7700000000000005,6.2299999999999995,5.45,2.95,5.4075
37,5.455,6.904999999999999,5.45,6.175,5.425,2.7950000000000004,5.3675
38,5.455,6.875,5.369999999999999,6.18,4.95,3.005,5.305833333333333
39,5.295,6.93,5.444999999999999,6.0,4.455,3.255,5.2299999999999995
40,5.2700000000000005,6.465000000000001,5.249999999999999,5.985,4.205,3.5650000000000004,5.123333333333333
41,5.425,6.369999999999999,5.425,5.965,4.205,3.935,5.220833333333333
42,5.49,6.145,4.9799999999999995,5.935,4.205,3.9899999999999998,5.124166666666666
43,5.425,5.79,5.0,5.535,4.305,3.6700000000000004,4.954166666666667
44,5.07,6.125,4.74,5.535,4.57,3.6700000000000004,4.951666666666667
45,5.1850000000000005,6.279999999999999,4.74,5.470000000000001,4.615,3.9900000000000007,5.046666666666667
46,5.5200000000000005,6.345,4.76,5.225,4.430000000000001,4.3149999999999995,5.099166666666666
47,5.630000000000001,6.325,4.494999999999999,5.535,4.44,4.635,5.176666666666667
48,5.49,6.255,4.825,5.52,4.55,4.56,5.2
49,5.569999999999999,6.25,4.89,5.374999999999999,4.340000000000001,4.72,5.190833333333333
50,5.53,6.225,5.165,5.295,4.285,4.995,5.2491666666666665
51,5.42,5.82,4.755000000000001,5.3,4.2,5.425,5.153333333333333
52,5.255,5.625,4.5600000000000005,5.11,4.154999999999999,5.795,5.083333333333333
53,5.7,5.545,4.75,5.335,4.220000000000001,6.005,5.259166666666667
54,5.765,5.3149999999999995,5.01,5.305,4.35,6.215,5.326666666666666
55,5.81,5.135,5.01,5.475,4.25,6.225,5.3175
56,6.145,5.105,5.135,5.46,4.25,6.1450000000000005,5.373333333333334
57,5.825,4.96,5.569999999999999,5.415,4.35,5.915,5.339166666666666
58,5.76,5.040000000000001,5.89,5.735,4.675,5.6049999999999995,5.450833333333333
59,6.159999999999999,4.965,5.88,5.99,4.905,5.455,5.559166666666666
60,6.26,5.26,5.765,5.715,5.1850000000000005,5.449999999999999,5.605833333333334
61,5.975,5.245,5.744999999999999,5.720000000000001,5.44,5.31,5.572499999999999
62,5.914999999999999,5.375,6.194999999999999,5.715,5.515,5.39,5.684166666666666
63,5.87,5.66,6.0649999999999995,5.76,5.21,5.705,5.711666666666666
64,6.245,5.484999999999999,6.3100000000000005,5.584999999999999,4.965,5.755,5.724166666666666
65,6.045,5.2,6.5,5.1850000000000005,5.135,5.665,5.621666666666666
66,5.819999999999999,5.085,6.195,5.46,5.375,5.545,5.580000000000001
67,5.575,5.1899999999999995,6.404999999999999,5.26,5.3149999999999995,5.475,5.536666666666666
68,5.720000000000001,5.295,6.404999999999999,5.2,5.1,5.62,5.556666666666666
69,5.75,5.055,6.2299999999999995,5.175,5.36,5.615,5.530833333333334
70,5.715,4.95,6.174999999999999,5.405,5.5200000000000005,5.42,5.530833333333333
71,5.79,5.13,6.18,5.365,5.485,5.0649999999999995,5.5025
72,5.6899999999999995,5.18,6.0,5.29,5.475,4.694999999999999,5.388333333333333
73,5.525,5.369999999999999,5.984999999999999,5.404999999999999,5.459999999999999,4.735,5.413333333333333
74,5.36,5.62,5.965,5.4350000000000005,5.15,4.845000000000001,5.395833333333333
75,4.99,5.62,5.9350000000000005,5.015,5.195,4.95,5.284166666666667
76,4.8100000000000005,5.59,5.535,4.994999999999999,5.25,4.675,5.1425
77,5.135,5.485,5.534999999999999,5.125,5.2,4.98,5.243333333333333
78,5.09,5.555,5.47,5.06,5.15,5.16,5.2475
79,4.845000000000001,5.630000000000001,5.225,5.09,5.24,5.159999999999999,5.198333333333333
80,4.825,5.45,5.535,4.915,5.435,5.140000000000001,5.216666666666667
81,4.959999999999999,5.385,5.5200000000000005,4.9,5.674999999999999,5.165,5.267499999999999
82,5.015000000000001,5.275,5.375,4.855,5.875,4.855,5.208333333333334
83,5.279999999999999,5.455,5.295,5.09,6.130000000000001,4.79,5.34
84,5.245,5.505000000000001,5.299999999999999,5.24,5.909999999999999,4.8549999999999995,5.3425
85,5.325,5.565,5.109999999999999,5.24,5.72,5.1,5.343333333333334
86,5.445,5.62,5.334999999999999,5.2700000000000005,5.46,5.265000000000001,5.399166666666666
87,5.515000000000001,5.675,5.305,5.319999999999999,5.459999999999999,5.325,5.433333333333334
88,5.67,5.79,5.475,5.154999999999999,5.459999999999999,5.4799999999999995,5.505
89,5.75,6.025,5.46,5.13,5.484999999999999,5.375,5.537499999999999
90,5.575,6.08,5.415,5.08,5.455,5.3,5.484166666666666
91,5.54,6.3,5.734999999999999,5.08,5.494999999999999,5.369999999999999,5.586666666666666
92,5.635,6.335,5.99,5.175,5.49,5.625,5.708333333333333
93,5.470000000000001,6.21,5.715,4.88,5.32,5.709999999999999,5.550833333333333
94,5.5200000000000005,6.295,5.720000000000001,4.859999999999999,5.71,5.885,5.665
95,5.855,6.505,5.715,5.09,5.775,5.585,5.754166666666666
96,5.635,6.68,5.76,5.01,5.585,5.55,5.703333333333333
97,5.72,6.445,5.585,4.904999999999999,5.805,5.55,5.668333333333333
98,5.51,6.115,5.15,4.6450000000000005,5.525,5.37,5.385833333333333
99,5.255,5.805,5.115,4.36,5.2,5.19,5.154166666666666
