,TSS_5::NC_013691.1:26542-26742(),TSS_6::NC_013691.1:28760-28960(),TSS_8::NC_013691.1:59661-59861(),mean
-50,5.24,6.255,4.57,5.355
-49,5.465,6.42,4.86,5.581666666666667
-48,5.52,6.325,4.66,5.501666666666666
-47,5.39,6.665000000000001,4.7,5.585
-46,5.105,6.664999999999999,4.86,5.543333333333333
-45,5.15,6.584999999999999,4.785,5.506666666666667
-44,5.2700000000000005,6.495,4.9350000000000005,5.566666666666667
-43,5.45,6.425,5.225,5.7
-42,5.7700000000000005,6.415000000000001,5.2299999999999995,5.805000000000001
-41,5.705,6.5649999999999995,5.22,5.829999999999999
-40,5.83,6.539999999999999,5.395,5.921666666666667
-39,5.785,6.445,5.295,5.841666666666666
-38,6.095000000000001,6.445,5.2700000000000005,5.936666666666667
-37,6.14,6.4,5.305000000000001,5.948333333333333
-36,6.075,6.545,5.355,5.991666666666667
-35,5.595000000000001,6.640000000000001,5.574999999999999,5.936666666666667
-34,5.365,6.67,5.625,5.886666666666667
-33,5.365,6.6,5.52,5.828333333333333
-32,5.220000000000001,6.68,5.455,5.785
-31,5.63,6.589999999999999,5.585,5.935
-30,5.635,6.3149999999999995,5.619999999999999,5.8566666666666665
-29,5.74,6.3149999999999995,5.375,5.81
-28,5.8,6.035,5.475,5.7700000000000005
-27,5.904999999999999,5.945,5.595000000000001,5.815
-26,6.289999999999999,5.75,5.694999999999999,5.911666666666666
-25,6.244999999999999,5.824999999999999,5.694999999999999,5.921666666666666
-24,5.859999999999999,5.87,5.575,5.7683333333333335
-23,6.069999999999999,5.775,5.54,5.794999999999999
-22,5.935,5.835,5.57,5.78
-21,5.709999999999999,5.79,5.58,5.6933333333333325
-20,5.59,5.935,5.4350000000000005,5.653333333333333
-19,5.93,5.6899999999999995,5.66,5.760000000000001
-18,6.0,5.79,5.4399999999999995,5.743333333333332
-17,5.725,6.165,5.5249999999999995,5.805
-16,5.63,5.765,5.51,5.635000000000001
-15,6.13,5.765,5.67,5.8549999999999995
-14,6.38,5.909999999999999,5.725,6.005
-13,6.15,5.865,5.95,5.988333333333333
-12,6.215,5.76,6.125,6.033333333333334
-11,6.015000000000001,5.779999999999999,5.785,5.859999999999999
-10,6.01,5.715,5.805000000000001,5.843333333333334
-9,5.904999999999999,5.645,6.225,5.925
-8,5.845000000000001,5.925,6.194999999999999,5.988333333333333
-7,6.01,6.119999999999999,6.08,6.07
-6,5.655,5.869999999999999,5.705,5.743333333333332
-5,5.6450000000000005,5.845000000000001,5.904999999999999,5.798333333333335
-4,5.875,5.824999999999999,6.13,5.9433333333333325
-3,5.8100000000000005,5.6899999999999995,5.91,5.803333333333334
-2,5.775,5.494999999999999,6.029999999999999,5.766666666666666
-1,5.665,5.56,6.114999999999999,5.78
0,5.630000000000001,5.465,6.275,5.79
1,5.565,5.6899999999999995,6.1,5.784999999999999
2,5.119999999999999,5.515,6.214999999999999,5.616666666666666
3,5.33,5.3149999999999995,6.115,5.586666666666666
4,4.99,5.534999999999999,6.07,5.531666666666666
5,4.925,5.425,5.904999999999999,5.418333333333333
6,5.045,5.32,5.904999999999999,5.423333333333333
7,5.375,5.575,5.74,5.563333333333333
8,5.51,5.575,5.615,5.566666666666667
9,5.51,5.575,5.904999999999999,5.663333333333334
10,5.51,5.83,5.874999999999999,5.738333333333333
11,5.17,5.74,5.6850000000000005,5.531666666666666
12,5.165,5.744999999999999,5.4399999999999995,5.45
13,4.9399999999999995,5.525,5.52,5.328333333333333
14,4.91,5.779999999999999,5.745,5.478333333333333
15,4.6049999999999995,5.825,5.525,5.318333333333333
16,4.485,5.615,5.5,5.2
17,4.475,5.515,5.615,5.201666666666666
18,4.5200000000000005,5.6450000000000005,5.3549999999999995,5.173333333333333
19,4.73,5.180000000000001,5.24,5.05
20,4.529999999999999,5.15,5.24,4.973333333333334
21,4.4799999999999995,5.1450000000000005,5.27,4.965
22,4.73,4.915,5.2,4.948333333333333
23,4.655,4.915,5.2,4.923333333333333
24,5.135,4.76,4.904999999999999,4.933333333333333
25,5.2,4.715,4.9,4.9383333333333335
26,5.1049999999999995,4.885,4.84,4.9433333333333325
27,4.795,5.029999999999999,4.71,4.845
28,4.77,4.77,4.659999999999999,4.733333333333333
29,4.87,4.4350000000000005,4.52,4.608333333333333
30,4.85,4.4,4.55,4.6000000000000005
31,5.154999999999999,4.369999999999999,4.495,4.673333333333333
32,4.88,4.2,4.54,4.54
33,4.91,4.2,4.3,4.47
34,5.1899999999999995,3.9899999999999998,4.25,4.476666666666667
35,5.445,3.915,4.29,4.55
36,5.3149999999999995,4.125,4.38,4.6066666666666665
37,5.005,4.279999999999999,4.709999999999999,4.665
38,4.995,4.3,4.885,4.726666666666667
39,5.005,4.575,4.904999999999999,4.828333333333333
40,5.025,4.415000000000001,4.825,4.755
41,5.095000000000001,4.3100000000000005,4.82,4.741666666666667
42,5.1,4.5649999999999995,4.775,4.8133333333333335
43,5.015,4.675,4.945,4.878333333333333
44,4.795,4.965,5.01,4.923333333333333
45,4.635,4.785,4.779999999999999,4.733333333333333
46,4.73,4.624999999999999,4.835,4.73
47,5.005000000000001,4.225,4.79,4.673333333333333
48,5.275,4.51,4.815,4.866666666666667
49,5.0649999999999995,4.765,4.925,4.918333333333333
50,5.115,4.83,4.9350000000000005,4.96
51,5.065,4.930000000000001,5.069999999999999,5.021666666666667
52,5.11,5.095000000000001,5.305,5.170000000000001
53,5.135,5.05,5.58,5.255
54,5.35,5.23,5.709999999999999,5.43
55,5.27,5.055,5.715,5.346666666666667
56,5.37,5.0,5.475,5.281666666666667
57,5.865,5.090000000000001,5.075000000000001,5.343333333333334
58,5.9799999999999995,4.97,5.005,5.3183333333333325
59,5.76,4.665,5.05,5.158333333333334
60,5.94,4.825,5.0,5.255
61,5.935,5.175,5.025,5.378333333333333
62,6.125,5.095000000000001,5.365,5.528333333333333
63,6.475,4.955,5.26,5.563333333333333
64,6.395,4.89,5.64,5.641666666666667
65,6.540000000000001,5.12,5.795,5.8183333333333325
66,6.529999999999999,5.105,5.795,5.81
67,6.365,5.28,6.04,5.895
68,5.985,5.25,5.8549999999999995,5.696666666666666
69,6.225,5.3,5.805000000000001,5.776666666666666
70,5.92,5.015000000000001,5.74,5.558333333333334
71,5.9399999999999995,4.965,5.66,5.521666666666666
72,6.14,4.91,5.380000000000001,5.476666666666667
73,5.93,4.93,5.485,5.448333333333333
74,5.909999999999999,4.88,5.245,5.345
75,6.2299999999999995,5.11,5.0649999999999995,5.468333333333334
76,6.2299999999999995,4.89,5.0600000000000005,5.3933333333333335
77,5.909999999999999,4.975,5.27,5.384999999999999
78,5.755,5.140000000000001,5.165,5.353333333333333
79,5.985,5.444999999999999,5.15,5.526666666666666
80,5.994999999999999,5.345,5.194999999999999,5.511666666666667
81,5.885,5.159999999999999,4.965,5.336666666666666
82,5.72,5.39,4.85,5.319999999999999
83,5.7,5.245,4.69,5.211666666666667
84,5.555,5.4,4.525,5.16
85,5.4799999999999995,5.305,4.77,5.185
86,5.43,5.39,4.834999999999999,5.218333333333333
87,5.43,5.555,4.77,5.251666666666666
88,5.584999999999999,5.779999999999999,4.819999999999999,5.395
89,5.57,5.569999999999999,5.02,5.386666666666667
90,5.865,5.875,5.14,5.626666666666666
91,5.845,5.825,5.31,5.66
92,5.715,5.885,5.6,5.733333333333333
93,5.875,6.015000000000001,5.45,5.78
94,5.475,5.805000000000001,5.675,5.651666666666667
95,5.285,5.675,5.85,5.603333333333334
96,5.14,5.95,5.805,5.631666666666667
97,5.37,5.6899999999999995,5.83,5.63
