,TSS_1::NC_013691.1:0-200(),TSS_2::NC_013691.1:711-911(),TSS_3::NC_013691.1:3582-3782(),TSS_4::NC_013691.1:3615-3815(),TSS_5::NC_013691.1:8160-8360(),TSS_6::NC_013691.1:9444-9644(),mean
-62,5.7,6.4,6.4,5.95,5.8,6.0,6.041666666666667
-61,5.7,6.4,6.85,5.45,5.8,6.0,6.033333333333334
-60,5.7,6.300000000000001,7.3,5.45,5.8,6.0,6.091666666666666
-59,5.7,6.300000000000001,6.85,5.45,5.8,5.8,5.983333333333333
-58,5.7,6.300000000000001,6.4,5.45,5.699999999999999,5.8,5.891666666666666
-57,5.7,6.300000000000001,6.300000000000001,5.45,5.699999999999999,5.8,5.875
-56,5.7,6.4,6.300000000000001,5.7,5.8,5.8,5.95
-55,5.7,6.4,6.0,5.45,6.15,5.8,5.916666666666667
-54,5.7,6.5,5.75,5.45,6.5,5.8,5.949999999999999
-53,5.7,6.4,6.0,5.7,6.5,5.75,6.008333333333333
-52,5.45,6.300000000000001,6.2,5.7,6.5,5.4,5.925
-51,5.2,6.300000000000001,6.2,5.7,6.55,5.15,5.8500000000000005
-50,5.2,6.4,5.95,5.65,6.6,5.15,5.825
-49,5.2,6.300000000000001,5.65,5.65,6.6,5.15,5.758333333333333
-48,5.2,6.4,5.95,5.65,6.55,5.15,5.816666666666667
-47,5.2,6.4,5.65,5.4,6.55,5.15,5.7250000000000005
-46,5.2,6.4,5.65,5.4,6.6,5.15,5.733333333333333
-45,5.15,6.4,5.95,5.4,6.6,5.15,5.7749999999999995
-44,4.35,6.4,5.95,5.4,6.6,5.2,5.650000000000001
-43,5.1,6.300000000000001,5.65,5.6,6.6,5.2,5.741666666666667
-42,5.1,6.4,5.65,5.4,6.6,5.4,5.758333333333333
-41,4.35,6.4,5.65,5.6,6.6,5.699999999999999,5.716666666666666
-40,3.95,6.5,5.35,5.65,6.6,5.699999999999999,5.625
-39,4.3,6.5,5.35,5.6,6.6,5.4,5.625
-38,4.3,6.5,5.1,5.4,6.6,5.4,5.55
-37,4.3,6.6,5.1,5.4,6.6,5.4,5.566666666666666
-36,4.3,6.5,5.1,5.2,6.55,5.2,5.4750000000000005
-35,4.3,6.4,5.65,5.4,6.55,5.2,5.583333333333333
-34,4.3,6.4,6.2,5.4,6.6,5.4,5.716666666666666
-33,4.3,6.4,5.65,5.4,6.55,5.4,5.616666666666667
-32,4.3,6.4,5.1,5.2,6.55,5.4,5.491666666666667
-31,4.699999999999999,6.4,5.65,5.4,6.55,5.4,5.683333333333334
-30,4.699999999999999,6.4,5.65,5.4,6.55,5.4,5.683333333333334
-29,4.699999999999999,6.4,5.95,5.2,6.55,5.4,5.7
-28,4.5,6.300000000000001,5.45,5.2,6.55,5.9,5.6499999999999995
-27,4.9,6.2,5.45,5.4,6.699999999999999,5.9,5.758333333333334
-26,5.15,6.300000000000001,5.45,5.4,6.55,6.25,5.850000000000001
-25,5.7,6.300000000000001,5.45,5.9,6.15,6.4,5.983333333333333
-24,6.2,6.300000000000001,5.45,6.2,6.15,6.3,6.099999999999999
-23,6.25,6.300000000000001,5.7,6.2,5.75,6.25,6.075
-22,6.3,6.0,5.45,6.2,5.75,5.7,5.8999999999999995
-21,6.3,6.300000000000001,5.45,6.25,5.75,5.2,5.875
-20,6.3,6.300000000000001,5.7,6.2,5.65,5.15,5.883333333333333
-19,6.35,6.300000000000001,5.7,6.25,5.65,5.2,5.908333333333334
-18,6.35,6.35,5.7,6.3,6.1,5.75,6.091666666666666
-17,6.35,6.35,5.65,6.4,5.95,6.25,6.158333333333334
-16,6.35,6.35,5.65,6.45,5.95,6.25,6.166666666666667
-15,6.35,6.35,5.65,6.35,5.75,6.0,6.075
-14,6.3,6.25,5.4,6.3,5.45,5.5,5.866666666666667
-13,6.35,6.35,5.4,6.35,5.45,5.5,5.900000000000001
-12,6.45,6.4,5.4,6.35,5.45,5.5,5.925
-11,6.35,6.35,5.4,6.35,5.2,5.5,5.858333333333334
-10,6.05,6.05,5.6,6.35,5.2,5.5,5.791666666666667
-9,6.25,6.25,5.4,6.45,5.2,5.2,5.791666666666667
-8,6.25,6.25,5.6,6.35,5.45,5.15,5.841666666666668
-7,6.2,6.25,5.65,6.4,5.2,5.15,5.808333333333334
-6,6.2,6.25,5.6,6.45,5.45,5.15,5.849999999999999
-5,6.2,6.0,5.4,6.4,5.2,5.15,5.7250000000000005
-4,6.0,6.25,5.4,6.4,5.2,5.15,5.733333333333333
-3,5.449999999999999,6.25,5.2,6.4,5.5,5.2,5.666666666666667
-2,5.449999999999999,6.25,5.4,6.4,6.0,5.5,5.833333333333333
-1,5.449999999999999,6.2,5.4,6.4,6.0,6.0,5.908333333333332
0,5.449999999999999,6.0,5.4,6.4,6.0,6.25,5.916666666666667
1,5.449999999999999,5.5,5.2,6.35,6.0,6.25,5.791666666666667
2,5.449999999999999,5.5,5.4,6.300000000000001,5.5,6.0,5.691666666666667
3,5.449999999999999,5.5,5.4,6.2,5.5,6.05,5.683333333333334
4,5.8,5.2,5.2,6.0,5.5,6.3,5.666666666666667
5,5.5,5.2,5.2,6.0,5.15,6.3,5.558333333333333
6,5.699999999999999,5.2,5.4,6.0,5.7,6.3,5.716666666666666
7,5.699999999999999,5.2,5.4,5.8,5.7,6.3,5.683333333333333
8,5.4,5.15,5.9,6.0,6.2,6.3,5.825
9,5.699999999999999,5.2,6.2,5.8,6.2,6.8,5.983333333333333
10,5.699999999999999,5.5,6.2,6.0,6.0,6.8,6.033333333333332
11,5.4,5.4,6.2,5.8,6.0,6.8,5.933333333333334
12,5.4,5.699999999999999,6.25,5.8,5.699999999999999,7.3,6.0249999999999995
13,5.2,5.8,6.2,5.8,5.699999999999999,7.3,6.0
14,5.2,5.699999999999999,6.25,5.8,5.699999999999999,7.3,5.991666666666666
15,5.2,5.699999999999999,6.3,5.8,5.75,6.8,5.925
16,5.2,5.699999999999999,6.4,5.8,5.7,6.8,5.933333333333333
17,5.2,5.699999999999999,6.45,6.0,5.65,6.8,5.966666666666666
18,5.2,5.4,6.35,5.8,5.65,6.8,5.866666666666667
19,5.2,5.4,6.3,5.8,5.7,6.3,5.783333333333334
20,5.2,5.699999999999999,6.35,5.8,5.7,6.3,5.841666666666666
21,5.2,6.0,6.35,5.8,5.65,5.25,5.708333333333333
22,5.2,6.0,6.35,5.8,5.65,5.699999999999999,5.783333333333334
23,5.2,6.1,6.35,5.8,5.35,5.699999999999999,5.75
24,5.2,6.1,6.45,6.0,5.35,4.65,5.625
25,5.2,6.1,6.35,6.2,5.65,4.2,5.616666666666667
26,5.2,6.300000000000001,6.4,6.2,5.65,3.1,5.4750000000000005
27,5.2,6.0,6.45,6.2,5.7,1.8,5.225
28,5.2,6.300000000000001,6.4,6.2,5.65,1.8,5.258333333333334
29,5.2,6.300000000000001,6.4,6.4,5.35,1.8,5.241666666666666
30,5.2,6.300000000000001,6.4,6.4,5.1,3.1,5.416666666666667
31,5.800000000000001,6.45,6.4,6.55,5.1,3.1,5.566666666666666
32,6.4,6.55,6.4,6.699999999999999,5.4,1.8,5.541666666666667
33,6.4,6.55,6.4,6.55,5.7,0.8500000000000001,5.408333333333334
34,6.300000000000001,6.55,6.35,6.55,5.4,0.8500000000000001,5.333333333333335
35,6.4,6.45,6.300000000000001,6.55,5.4,1.8,5.483333333333333
36,6.4,6.45,6.2,6.5,5.1,1.8,5.408333333333332
37,6.4,6.55,6.0,6.5,5.1,1.8,5.391666666666666
38,6.4,6.55,6.0,6.5,4.9,2.9000000000000004,5.541666666666667
39,6.4,6.55,6.0,6.5,4.7,4.2,5.7250000000000005
40,6.4,6.45,5.8,6.5,4.7,4.45,5.716666666666668
41,6.4,6.45,6.0,6.45,4.7,4.9,5.816666666666666
42,6.4,6.300000000000001,5.8,6.45,4.7,4.9,5.758333333333333
43,6.4,6.2,6.0,6.300000000000001,4.7,4.45,5.675000000000001
44,6.4,6.300000000000001,5.8,6.300000000000001,4.9,4.45,5.691666666666667
45,6.4,6.45,5.8,6.300000000000001,4.9,4.9,5.791666666666667
46,6.4,6.55,5.8,6.300000000000001,4.7,5.65,5.8999999999999995
47,6.4,6.55,5.8,6.45,4.7,6.2,6.016666666666667
48,6.4,6.45,5.8,6.45,4.7,6.2,6.0
49,6.4,6.4,5.8,6.45,4.7,6.2,5.991666666666667
50,6.300000000000001,6.4,6.0,6.45,4.45,6.25,5.9750000000000005
51,6.0,6.300000000000001,5.8,6.45,4.45,6.4,5.8999999999999995
52,6.0,6.0,5.8,6.300000000000001,4.45,6.5,5.841666666666666
53,6.25,6.0,5.8,6.300000000000001,4.45,6.5,5.883333333333333
54,6.35,6.0,5.8,6.1,5.45,6.5,6.033333333333334
55,6.35,6.0,5.8,6.1,4.45,6.5,5.866666666666667
56,6.4,5.8,5.8,6.0,4.45,6.4,5.808333333333334
57,6.35,5.8,6.0,6.0,5.45,6.4,6.0
58,6.05,5.8,6.2,6.300000000000001,6.2,6.4,6.158333333333334
59,6.35,5.5,6.2,6.300000000000001,6.2,6.25,6.133333333333333
60,6.35,5.8,6.2,6.0,6.2,6.2,6.125
61,6.25,5.8,6.2,6.0,6.2,6.2,6.108333333333333
62,6.0,6.0,6.4,6.0,6.2,6.2,6.133333333333333
63,6.0,6.300000000000001,6.4,6.0,5.95,6.300000000000001,6.158333333333334
64,6.25,6.0,6.55,5.699999999999999,5.45,6.300000000000001,6.041666666666667
65,6.0,5.8,6.699999999999999,5.4,5.45,6.2,5.925
66,5.5,5.5,6.55,5.699999999999999,5.95,5.7,5.816666666666666
67,5.15,5.8,6.55,5.4,5.45,5.15,5.583333333333333
68,5.5,6.0,6.55,5.4,5.2,5.7,5.7250000000000005
69,5.5,5.8,6.5,5.4,5.2,5.7,5.683333333333334
70,5.15,5.5,6.5,5.699999999999999,5.45,5.5,5.633333333333333
71,5.5,5.5,6.5,5.699999999999999,5.45,5.15,5.633333333333333
72,5.15,5.5,6.5,5.4,5.45,4.9,5.483333333333333
73,5.15,5.5,6.5,5.699999999999999,5.45,5.1,5.566666666666666
74,5.1,5.5,6.45,6.0,5.2,5.15,5.566666666666666
75,5.1,5.5,6.45,5.5,5.2,5.15,5.483333333333333
76,5.1,5.2,6.300000000000001,5.5,5.45,5.1,5.441666666666666
77,5.1,5.2,6.300000000000001,5.8,5.2,5.15,5.458333333333333
78,5.1,5.2,6.300000000000001,5.5,5.2,5.15,5.408333333333334
79,5.1,5.7,6.300000000000001,5.75,5.4,5.15,5.566666666666666
80,5.1,5.2,6.45,5.75,5.4,5.15,5.508333333333333
81,5.1,5.2,6.45,5.75,5.699999999999999,5.2,5.566666666666666
82,5.1,5.2,6.45,5.75,5.699999999999999,5.15,5.558333333333334
83,5.1,5.2,6.45,5.8,5.699999999999999,5.1,5.558333333333334
84,5.1,5.2,6.45,6.0,5.699999999999999,5.1,5.591666666666666
85,5.1,5.2,6.300000000000001,6.0,5.699999999999999,5.15,5.575
86,5.449999999999999,5.4,6.300000000000001,6.0,5.6,5.5,5.708333333333333
87,5.8,5.4,6.1,6.0,5.6,5.8,5.783333333333332
88,5.8,5.4,6.1,5.8,5.6,5.8,5.749999999999999
89,5.8,5.9,6.0,5.8,5.65,5.8,5.824999999999999
90,5.8,6.2,6.0,5.75,5.65,5.5,5.816666666666666
91,5.8,6.25,6.300000000000001,5.75,5.65,5.5,5.875
92,6.0,6.25,6.300000000000001,5.8,5.65,5.5,5.916666666666667
93,5.8,6.25,6.0,5.75,5.65,6.0,5.908333333333334
94,5.8,6.3,6.0,5.75,5.75,6.0,5.933333333333334
95,6.0,6.3,6.0,5.8,6.0,5.5,5.933333333333334
96,6.0,6.3,6.0,5.75,5.95,5.5,5.916666666666667
97,6.0,6.3,5.699999999999999,5.65,6.2,5.5,5.891666666666666
98,6.0,6.3,5.4,5.65,6.2,5.5,5.841666666666666
99,6.0,6.3,5.4,5.4,5.95,5.5,5.758333333333333
