,TSS_7::NC_013691.1:18031-18231(),TSS_8::NC_013691.1:35174-35374(),TSS_9::NC_013691.1:39276-39476(),TSS_10::NC_013691.1:66501-66701(),mean
-65,0.08572316539505587,0.22608068736574388,0.0913392231896176,0.11938309409481104,0.1306315425113071
-64,0.08572316539505587,0.25632924912392696,0.08858553511848728,0.11891645888275626,0.1373886021300566
-63,0.08572316539505587,0.26320715290785757,0.08858553511848728,0.11722087334928726,0.138684181692672
-62,0.08572316539505587,0.2689389660884054,0.0913392231896176,0.11597794585533622,0.14049482513210376
-61,0.08572316539505587,0.26915714631163146,0.0923769818562815,0.10934301326005409,0.13915007670575574
-60,0.08763307688162972,0.27444834375763694,0.09546904451663045,0.10254842253747568,0.1400247219233432
-59,0.08763307688162972,0.2796394330022137,0.09902079962020896,0.097490312462168,0.14094590549155508
-58,0.08763307688162972,0.2801014655226304,0.10307976882232471,0.09217174908686693,0.14074651507836294
-57,0.08763307688162972,0.2801014655226304,0.108354245175807,0.09117087907643624,0.14181491666412582
-56,0.08792099755929109,0.2801014655226304,0.108354245175807,0.08982219352827259,0.14154972544650024
-55,0.08792099755929109,0.2801014655226304,0.108354245175807,0.0838044659528844,0.14004529355265322
-54,0.08822515752268607,0.2801014655226304,0.108354245175807,0.07536730603379369,0.1380120435637293
-53,0.08822515752268607,0.2796394330022137,0.108354245175807,0.07536730603379369,0.13789653543362512
-52,0.08822515752268607,0.27444834375763694,0.10512992856004955,0.07536730603379369,0.13579268396854155
-51,0.09012694653167586,0.26919264017945166,0.10180730304943936,0.07536730603379369,0.13412354894859013
-50,0.09431753393261036,0.2690748757123247,0.09528794812633579,0.07536730603379369,0.13351191595126613
-49,0.09431753393261036,0.2688212016212784,0.08847603250830424,0.07536730603379369,0.13174551852399669
-48,0.09431753393261036,0.26320715290785757,0.08847603250830424,0.07536730603379369,0.13034200634564147
-47,0.09431753393261036,0.2479283997689518,0.08952540766168438,0.07536730603379369,0.12678466184926007
-46,0.09431753393261036,0.22488074422868337,0.09214180993314125,0.07536730603379369,0.12167684853205718
-45,0.09106837468424134,0.2077744038727306,0.09866116485624482,0.07536730603379369,0.1182178123617526
-44,0.08658986660564547,0.19943078787917573,0.10512992856004955,0.08935566146665841,0.12012656112788228
-43,0.08627181452486707,0.17938793561183308,0.11114983932845712,0.08935566146665841,0.11654131273295393
-42,0.0845554961002821,0.1623325056040757,0.11114983932845712,0.08846213344878931,0.11162499362040104
-41,0.08324208156327047,0.15801923968356274,0.11114983932845712,0.08846213344878931,0.1102183235060199
-40,0.08324208156327047,0.15558511111025008,0.11114983932845712,0.08846213344878931,0.10960979136269175
-39,0.08324208156327047,0.15558511111025008,0.11114983932845712,0.08846213344878931,0.10960979136269175
-38,0.08138177538746053,0.15558511111025008,0.11114983932845712,0.09654268126450821,0.11116485177266898
-37,0.08382160285557408,0.15558511111025008,0.11114983932845712,0.09654268126450821,0.11177480863969737
-36,0.08382160285557408,0.15558511111025008,0.1202121328172499,0.10846778832291704,0.11702165877649778
-35,0.08382160285557408,0.15558511111025008,0.13543805806139145,0.1151169857695871,0.12249043944920068
-34,0.08382160285557408,0.15558511111025008,0.15957045858719743,0.11646670586903465,0.12886096960551405
-33,0.08382160285557408,0.15558511111025008,0.19625567995893856,0.11646670586903465,0.13803227494844933
-32,0.08382160285557408,0.15558511111025008,0.22668690463402968,0.1154348794465314,0.14538212451159632
-31,0.08382160285557408,0.15761125912657092,0.23853401017650294,0.1154348794465314,0.14885043790129485
-30,0.08382160285557408,0.1614600119694578,0.25780696757983274,0.1154348794465314,0.15463086546284902
-29,0.08382160285557408,0.17066304642382896,0.25849228332217405,0.1154348794465314,0.15710295301202715
-28,0.0887727273932552,0.17357727936190775,0.25849228332217405,0.1154348794465314,0.15906929238096712
-27,0.08963632152755716,0.17357727936190775,0.25849228332217405,0.1154348794465314,0.15928519091454257
-26,0.09155628147374761,0.17357727936190775,0.25849228332217405,0.1154348794465314,0.1597651809010902
-25,0.0967289092105764,0.17357727936190775,0.25849228332217405,0.11625871536260293,0.16126429681431528
-24,0.10043056974774589,0.17357727936190775,0.25849228332217405,0.12420054154494184,0.1641751684941924
-23,0.10186589373230584,0.17357727936190775,0.25849228332217405,0.13317931518100112,0.1667786928993472
-22,0.10283797978598436,0.17357727936190775,0.25849228332217405,0.13794874554426273,0.16821407200358224
-21,0.10439722905746993,0.17357727936190775,0.25849228332217405,0.15194136965682611,0.17210204034959448
-20,0.10734358176594239,0.17357727936190775,0.25849228332217405,0.1712332194214987,0.17766159096788073
-19,0.11031565115797336,0.17357727936190775,0.24389331454813631,0.17849297308855155,0.17656980453914223
-18,0.11208373078689128,0.1646342348189978,0.23245215494628652,0.18061902797190543,0.17244728713102025
-17,0.1137810485249727,0.15318920379818052,0.2161440760888299,0.18297995436116463,0.16652357069328694
-16,0.1137810485249727,0.14612236516566254,0.18918605767172259,0.18558769708882877,0.15866929211279665
-15,0.1137810485249727,0.14462540092134812,0.152020021106073,0.1881563887084628,0.14964571481521416
-14,0.11201296889605478,0.14175653041450706,0.12027351426160421,0.18914408245642278,0.14079677400714719
-13,0.10734358176594239,0.1373205811936864,0.10854419432939547,0.19136768274480698,0.1361440100084578
-12,0.10734358176594239,0.13430808957720713,0.10854419432939547,0.19136768274480698,0.135390887104338
-11,0.11235039144693013,0.12700224600948049,0.10854419432939547,0.19136768274480698,0.13481612863265327
-10,0.11677977134067369,0.1200675622551694,0.10854419432939547,0.19136768274480698,0.13418980266751138
-9,0.11725843254652474,0.11943125894666146,0.10854419432939547,0.18914408245642278,0.1335944920697511
-8,0.11997914316673253,0.1151627597045587,0.10854419432939547,0.18914408245642278,0.13320754491427736
-7,0.12405899152604463,0.10969140183542227,0.10854419432939547,0.1881563887084628,0.13261274409983131
-6,0.12774799161238215,0.10969140183542227,0.10854419432939547,0.18914408245642278,0.13378191755840566
-5,0.12928720027492246,0.10666858016896306,0.10854419432939547,0.19372379251548122,0.13455594182219055
-4,0.13069080819015483,0.10255692596934757,0.10854419432939547,0.19372379251548122,0.13387893025109476
-3,0.13173186616758298,0.09867897013024565,0.12177049903106034,0.18914408245642278,0.13533135444632793
-2,0.13173186616758298,0.09706535699578817,0.12177049903106034,0.1881563887084628,0.13468102772572357
-1,0.1419623235358088,0.09182916942077055,0.12177049903106034,0.18353453468047837,0.1347741316670295
0,0.15790095979313082,0.0867028365163008,0.12177049903106034,0.17101065806745205,0.134346238351986
1,0.164736704768913,0.0867028365163008,0.12177049903106034,0.16206828605571982,0.1338195815929985
2,0.164736704768913,0.0867028365163008,0.12177049903106034,0.15541066835266276,0.13215517716723424
3,0.164736704768913,0.0867028365163008,0.12177049903106034,0.1432772818172094,0.1291218305333709
4,0.164736704768913,0.0867028365163008,0.12177049903106034,0.13684591341525432,0.1275139884328821
5,0.164736704768913,0.09182916942077055,0.12177049903106034,0.13684591341525432,0.12879557165899957
6,0.164736704768913,0.09706535699578817,0.12177049903106034,0.13684591341525432,0.13010461855275396
7,0.164736704768913,0.09867897013024565,0.11974954383866204,0.13684591341525432,0.13000278303826873
8,0.164736704768913,0.10255692596934757,0.10545351159357536,0.13684591341525432,0.12739826393677256
9,0.16502691783277795,0.10904129919136002,0.10466307170353001,0.1427609974560427,0.13037307154592767
10,0.17216723046976332,0.1098993977283044,0.10466307170353001,0.1427609974560427,0.1323726743394101
11,0.18396923780285807,0.1098993977283044,0.1016270742359555,0.1422483257943776,0.1344360088903739
12,0.18607502631695402,0.1098993977283044,0.09588593381476435,0.13611708969691605,0.1319943618892347
13,0.1785547653974826,0.1098993977283044,0.08803289829728843,0.1324003625351139,0.12722185598954733
14,0.17472593580830187,0.10811441367606692,0.08432561143317029,0.1281774323612937,0.12383584831970819
15,0.16758562317131653,0.11370975225399427,0.08432561143317029,0.12260646806474582,0.12205686373080674
16,0.16318552033710182,0.12130583603613929,0.08299069931805811,0.11883313241541514,0.12157879702667859
17,0.16060585557835497,0.1283370343589142,0.08299069931805811,0.11883313241541514,0.1226916804176856
18,0.155299656802655,0.1327897275396443,0.08432561143317029,0.12368174164327189,0.12402418435468537
19,0.15140642498938467,0.13457238807654365,0.08632440509884332,0.13167800746642275,0.1259953064077986
20,0.14969163549190453,0.13687261772580966,0.09003169196296146,0.13611708969691605,0.12817825871939792
21,0.1480219090596317,0.14009806018725454,0.09357468326422408,0.1422483257943776,0.13098574457637197
22,0.14346603004066422,0.14226027983658382,0.09357468326422408,0.1422483257943776,0.13038732973396241
23,0.14346603004066422,0.14226027983658382,0.09357468326422408,0.14203217373770446,0.13033329171979413
24,0.14346603004066422,0.14226027983658382,0.09357468326422408,0.14067612584339212,0.12999427974621605
25,0.14346603004066422,0.14226027983658382,0.0965152813717598,0.1303219595721104,0.12814088770527954
26,0.14346603004066422,0.14226027983658382,0.10239627109130964,0.12368174164327189,0.1279510806529574
27,0.14346603004066422,0.14226027983658382,0.1099832627029973,0.10910750912434738,0.12620427042614818
28,0.14346603004066422,0.14226027983658382,0.11697067703394369,0.09533314225493354,0.12450753229153132
29,0.13281213758637023,0.14251185690301105,0.12069150254825249,0.09093170900507724,0.12173680151067776
30,0.12502787726763515,0.15521923813963323,0.12169439152558617,0.08977856550626506,0.12293001810977991
31,0.12502787726763515,0.16819909327205326,0.12318782767183308,0.08977856550626506,0.1265483409294466
32,0.12502787726763515,0.18836084301915318,0.1281555663375223,0.09120652875630135,0.133187703845153
33,0.12502787726763515,0.22076775401667845,0.13699164645275463,0.10613403912452737,0.1472303292153989
34,0.12502787726763515,0.23473202178790872,0.1446296545298586,0.12325165614811132,0.15691030243337842
35,0.12502787726763515,0.23473202178790872,0.15001142288108282,0.1298918740769498,0.15991579900339412
36,0.12502787726763515,0.23473202178790872,0.15001142288108282,0.13457593953381097,0.1610868153676094
37,0.12502787726763515,0.23473202178790872,0.15001142288108282,0.13457593953381097,0.1610868153676094
38,0.1271978643336189,0.23473202178790872,0.15001142288108282,0.13457593953381097,0.16162931213410536
39,0.1271978643336189,0.23473202178790872,0.15001142288108282,0.13457593953381097,0.16162931213410536
40,0.1271978643336189,0.23473202178790872,0.15001142288108282,0.13457593953381097,0.16162931213410536
41,0.14448561044125413,0.23473202178790872,0.15001142288108282,0.13457593953381097,0.16595124866101416
42,0.16941892138277007,0.24089388978173992,0.14748296704847577,0.13712387558477,0.17372991344943894
43,0.16941892138277007,0.25185949870224417,0.15219265420775946,0.14973241102094934,0.18080087132843078
44,0.16941892138277007,0.2600724588380994,0.15883528602250319,0.14973241102094934,0.1845147693160805
45,0.16941892138277007,0.26426570145855544,0.16830764117344438,0.14973241102094934,0.18793116875892982
46,0.16941892138277007,0.26775401471755156,0.17370980644203765,0.14973241102094934,0.19015378839082717
47,0.16941892138277007,0.26775401471755156,0.17370980644203765,0.14973241102094934,0.19015378839082717
48,0.16941892138277007,0.26775401471755156,0.17370980644203765,0.14973241102094934,0.19015378839082717
49,0.16941892138277007,0.26775401471755156,0.17370980644203765,0.14973241102094934,0.19015378839082717
50,0.18164767132630405,0.26775401471755156,0.17370980644203765,0.14973241102094934,0.19321097587671066
51,0.18491181443675908,0.26775401471755156,0.17370980644203765,0.14973241102094934,0.19402701165432443
52,0.19040458268285032,0.26775401471755156,0.171512775306232,0.14973241102094934,0.1948509459318958
53,0.20487427754450704,0.27622935867516984,0.16204042015529083,0.14309644056176463,0.1965601242341831
54,0.20487427754450704,0.28160507543025476,0.15219265420775946,0.1221361856950342,0.19020204821938885
55,0.20487427754450704,0.28656547022314893,0.1389066344212595,0.1221361856950342,0.18812064197098743
56,0.20487427754450704,0.29668810226743886,0.1389066344212595,0.1221361856950342,0.19065129998205993
57,0.20487427754450704,0.328763683025153,0.1389066344212595,0.1221361856950342,0.19867019517148843
58,0.20487427754450704,0.33517946531241494,0.1389066344212595,0.1221361856950342,0.2002741407433039
59,0.20487427754450704,0.33517946531241494,0.1389066344212595,0.1221361856950342,0.2002741407433039
60,0.21751070717337798,0.33517946531241494,0.1389066344212595,0.1221361856950342,0.20343324815052166
61,0.2142067768683804,0.33517946531241494,0.1389066344212595,0.1221361856950342,0.20260726557427228
62,0.2142067768683804,0.33517946531241494,0.1389066344212595,0.1221361856950342,0.20260726557427228
63,0.2142067768683804,0.33517946531241494,0.11721228200189071,0.1221361856950342,0.19718367746943005
64,0.2142067768683804,0.33517946531241494,0.10577912882039972,0.1250409074998424,0.19505156962525938
65,0.2142067768683804,0.33517946531241494,0.10470014035649217,0.13826088315881074,0.1980868164240246
66,0.2142067768683804,0.33517946531241494,0.09567656342426312,0.1439965979048055,0.19726485087746598
67,0.2142067768683804,0.33517946531241494,0.09567656342426312,0.1439965979048055,0.19726485087746598
68,0.2142067768683804,0.26919485919757596,0.09443846714760522,0.1439965979048055,0.18045917527959177
69,0.2142067768683804,0.21110628303149753,0.08861515022615363,0.1447117742781936,0.1646599961010563
70,0.2142067768683804,0.19621035418176602,0.08653196247940764,0.15212151908907817,0.16226765315465808
71,0.16452991729284572,0.18615703038596507,0.08381494740253753,0.16240299966853056,0.14922622368746974
72,0.1412008720873526,0.1808248599876635,0.08095981397127075,0.16240299966853056,0.14134713642870436
73,0.13402818762330138,0.16974779518263938,0.08078748259271143,0.16426114818692197,0.13720615339639353
74,0.12487204330721513,0.15407410743979003,0.08078748259271143,0.16426114818692197,0.13099869538165962
75,0.12017089467846051,0.1447197649114188,0.08232037585250859,0.16469346738410787,0.12797612570662395
76,0.11687200917953783,0.14223570190235402,0.08381494740253753,0.16802396784974344,0.12773665658354322
77,0.11002262268656343,0.14223570190235402,0.08653196247940764,0.16802396784974344,0.12670356372951713
78,0.10490062109120177,0.14223570190235402,0.08861515022615363,0.16469346738410787,0.12511123515095432
79,0.10402884091792108,0.14223570190235402,0.0951268799889507,0.16269210473928677,0.12602088188712815
80,0.10314389922074393,0.14504842401698548,0.10218829318706019,0.16040163702370946,0.12769556336212476
81,0.10175840214856967,0.15407410743979003,0.10413499593582799,0.15835616727765073,0.12958091820045958
82,0.10175840214856967,0.16673310830779112,0.10540874682860207,0.1570666432378875,0.13274172513071258
83,0.10175840214856967,0.17586517563690074,0.11977391118916313,0.1498442196546702,0.13681042715732594
84,0.10314389922074393,0.17586517563690074,0.14672711909956632,0.14684934781271317,0.14314638544248104
85,0.10343272278657081,0.17586517563690074,0.16934606095611535,0.14684934781271317,0.14887332679807502
86,0.10343272278657081,0.17586517563690074,0.2043695606843996,0.15296956858383454,0.15915925692292643
87,0.10343272278657081,0.19026323337137235,0.2508216570640719,0.1570666432378875,0.17539606411497566
88,0.10343272278657081,0.19026323337137235,0.2930458730176725,0.15835616727765073,0.18627449911331662
89,0.10343272278657081,0.19026323337137235,0.2989338601883081,0.16040163702370946,0.1882578633424902
90,0.1001641096626579,0.19026323337137235,0.2989338601883081,0.16021431579604214,0.18739387975459512
91,0.093330973503062,0.19026323337137235,0.2989338601883081,0.1570666432378875,0.1848986775751575
92,0.093330973503062,0.19026323337137235,0.2989338601883081,0.15407177139593045,0.1841499596146682
93,0.093330973503062,0.19026323337137235,0.2989338601883081,0.1356326188415209,0.17954017147606582
94,0.093330973503062,0.19026323337137235,0.2989338601883081,0.11637578957767745,0.17472596416010497
95,0.093330973503062,0.19026323337137235,0.2989338601883081,0.09351474787759306,0.16901070373508387
96,0.093330973503062,0.19026323337137235,0.2989338601883081,0.06815253448927361,0.162670150388004
97,0.09249501309314742,0.18663219533519088,0.2989338601883081,0.04766100802662891,0.1564305191608188
98,0.08497613802385809,0.1542856462840337,0.2989338601883081,0.025234795852131783,0.14085761008708292
99,0.04360479397518636,0.07149143993918895,0.1417459909713869,0.007942093544278717,0.06619607960751024
