,TSS_1::NC_013691.1:27792-27992(-),TSS_2::NC_013691.1:29587-29787(-),TSS_3::NC_013691.1:36871-37071(-),TSS_4::NC_013691.1:41017-41217(-),TSS_5::NC_013691.1:53132-53332(-),TSS_6::NC_013691.1:53953-54153(-),TSS_7::NC_013691.1:55711-55911(-),TSS_8::NC_013691.1:57205-57405(-),TSS_9::NC_013691.1:62400-62600(-),TSS_10::NC_013691.1:62718-62918(-),TSS_11::NC_013691.1:64944-65144(-),TSS_12::NC_013691.1:65569-65769(-),TSS_13::NC_013691.1:68555-68755(-),mean
-76,5.51,5.15,5.255,6.1850000000000005,5.625,4.63,5.915,4.35,5.47,5.035,5.4399999999999995,5.175,5.430000000000001,5.320769230769231
-75,5.45,5.635,5.475,6.0649999999999995,5.35,4.5200000000000005,5.6450000000000005,4.345000000000001,5.545,4.779999999999999,5.375,5.425,5.1850000000000005,5.291923076923077
-74,5.05,5.715,5.284999999999999,5.909999999999999,5.455,4.52,5.865,4.5600000000000005,5.4350000000000005,4.735,5.475,5.425,5.22,5.2807692307692315
-73,4.86,5.78,5.37,5.885,5.455,4.315,5.744999999999999,4.720000000000001,5.265,4.985,5.61,5.425,5.4,5.293461538461538
-72,4.85,5.6,5.58,5.885,5.29,4.16,5.484999999999999,4.54,5.0649999999999995,5.09,5.5,5.385,5.42,5.2192307692307685
-71,4.85,5.535,5.6,5.74,5.735,4.11,5.86,4.49,4.9399999999999995,4.88,5.375,5.5649999999999995,5.455,5.241153846153846
-70,4.984999999999999,5.470000000000001,5.8549999999999995,5.819999999999999,5.85,4.07,5.765,4.765,5.1850000000000005,4.905,5.4,5.755,5.68,5.3465384615384615
-69,5.05,5.715,5.835,5.575,5.845,4.025,5.915,4.6899999999999995,5.0649999999999995,5.005,5.529999999999999,5.6,5.635,5.345000000000001
-68,5.155,5.83,5.88,5.25,6.005000000000001,4.135,6.045,4.595,5.09,4.83,5.529999999999999,5.545,5.82,5.362307692307693
-67,5.255,5.825,5.8549999999999995,5.180000000000001,6.195,4.01,5.9,4.694999999999999,5.119999999999999,4.765000000000001,5.319999999999999,5.415,5.8,5.333461538461538
-66,5.4799999999999995,5.984999999999999,5.545,5.279999999999999,5.994999999999999,3.725,5.42,4.824999999999999,5.119999999999999,5.075,5.034999999999999,5.45,5.48,5.262692307692307
-65,5.65,5.76,5.31,5.26,6.119999999999999,3.525,5.175,4.825,5.155,4.895,5.14,5.705,5.17,5.2069230769230765
-64,5.784999999999999,5.869999999999999,5.355,5.430000000000001,6.145,3.315,5.32,4.6,5.2,4.784999999999999,5.225,5.834999999999999,5.48,5.257307692307692
-63,5.82,5.739999999999999,5.425,5.6450000000000005,5.8549999999999995,3.7599999999999993,5.095,4.835,5.095000000000001,4.949999999999999,5.39,5.81,5.59,5.308461538461539
-62,5.789999999999999,5.925,5.345,5.59,6.015,3.4850000000000003,5.0600000000000005,5.3100000000000005,5.0,4.949999999999999,5.515,5.775,5.369999999999999,5.317692307692307
-61,5.58,5.845,5.505,5.745,6.255,3.7399999999999998,5.279999999999999,5.43,5.375,4.915,5.914999999999999,5.8100000000000005,5.39,5.444999999999999
-60,5.305,5.605,5.13,5.635,6.55,3.9800000000000004,5.265,5.435,5.1,5.04,5.795,5.765,5.635,5.403076923076924
-59,5.325,5.764999999999999,5.075,5.39,6.34,4.245,4.865,5.73,5.455,5.359999999999999,5.8,5.819999999999999,5.609999999999999,5.444615384615384
-58,5.515,5.659999999999999,5.185,5.484999999999999,6.58,3.7699999999999996,5.09,5.795,5.375,5.614999999999999,5.9799999999999995,5.819999999999999,5.59,5.496923076923077
-57,5.584999999999999,5.33,5.25,5.545,6.640000000000001,3.815,4.715,6.1049999999999995,5.465,5.569999999999999,6.049999999999999,5.765,5.345000000000001,5.475384615384614
-56,5.52,5.64,4.85,5.645,6.6450000000000005,3.7950000000000004,4.88,6.31,5.465,5.584999999999999,5.9399999999999995,5.785,5.445,5.500384615384615
-55,5.415,5.234999999999999,4.76,5.3950000000000005,6.95,3.85,4.905,6.369999999999999,5.4799999999999995,5.880000000000001,6.159999999999999,5.709999999999999,5.69,5.523076923076922
-54,5.624999999999999,5.1049999999999995,4.9799999999999995,5.15,6.7299999999999995,3.925,4.959999999999999,6.279999999999999,5.54,5.68,6.04,5.9350000000000005,5.680000000000001,5.51
-53,5.779999999999999,5.154999999999999,4.9,5.2,6.565,4.02,4.925,6.255,5.645,5.6049999999999995,6.034999999999999,6.124999999999999,5.680000000000001,5.529999999999999
-52,5.66,5.36,4.87,4.925,6.51,4.33,4.775,6.21,5.67,5.59,6.174999999999999,6.185,5.6899999999999995,5.5346153846153845
-51,5.6850000000000005,5.39,4.930000000000001,5.369999999999999,6.37,4.555,4.545,6.4,5.595,5.8,6.249999999999999,6.185,5.694999999999999,5.5976923076923075
-50,5.88,5.475,5.015000000000001,5.345000000000001,6.029999999999999,4.75,4.64,6.325,5.525,5.6,6.1899999999999995,5.885,5.3149999999999995,5.536538461538461
-49,5.54,5.3100000000000005,5.04,5.575,6.025,4.835,4.525,6.4,5.49,5.39,5.984999999999999,5.995,5.619999999999999,5.517692307692308
-48,5.494999999999999,5.325,5.115,5.825,5.875,4.55,4.65,6.495,5.365,5.720000000000001,5.8100000000000005,5.85,5.709999999999999,5.521923076923077
-47,5.615,5.495,5.215,5.779999999999999,5.91,4.45,4.904999999999999,6.3950000000000005,5.335,5.795,5.779999999999999,5.9799999999999995,5.8100000000000005,5.57423076923077
-46,5.615,5.195,5.265,5.57,5.885,4.545,5.195,6.220000000000001,5.305000000000001,5.705,5.865,5.945,5.665,5.536538461538462
-45,5.51,5.66,5.4,5.655,5.465,4.785,5.0200000000000005,6.215,5.3549999999999995,5.945,5.91,5.895,6.1,5.608846153846153
-44,5.675,5.835,5.359999999999999,5.494999999999999,5.385,5.05,4.95,6.345,5.6,6.045,5.81,5.88,6.275,5.669615384615385
-43,5.7749999999999995,5.734999999999999,5.295,5.255,5.5,4.57,5.03,6.475,5.67,6.08,5.67,5.87,6.375,5.638461538461538
-42,5.89,5.5249999999999995,5.165000000000001,5.36,5.43,4.715,4.925,6.0,5.455,5.805000000000001,5.715,5.63,6.33,5.534230769230769
-41,6.29,5.505000000000001,5.11,5.11,5.215,4.955,4.685,5.834999999999999,5.255,6.285,5.655,5.734999999999999,6.09,5.517307692307693
-40,6.5200000000000005,5.68,5.385,4.93,5.17,4.944999999999999,4.715,5.835,5.475,6.085,5.58,5.555,5.95,5.525
-39,6.5200000000000005,5.425,5.36,5.005,5.305,4.66,4.67,5.88,5.35,5.8950000000000005,5.41,5.55,6.005000000000001,5.464230769230769
-38,6.2,5.35,5.5200000000000005,4.630000000000001,5.3149999999999995,4.755000000000001,4.67,5.8149999999999995,5.404999999999999,5.92,5.28,5.630000000000001,6.0649999999999995,5.427307692307693
-37,5.92,5.415,5.235,4.665,5.495,5.005,4.975,5.505,5.56,5.8100000000000005,5.275,5.71,6.469999999999999,5.464615384615385
-36,5.970000000000001,5.444999999999999,5.42,4.73,5.515,5.005,4.785,5.55,5.7299999999999995,5.695,5.58,5.61,6.34,5.490384615384615
-35,6.32,5.654999999999999,5.44,5.159999999999999,5.255,4.845,4.869999999999999,5.5600000000000005,5.585,5.619999999999999,5.325,5.74,6.164999999999999,5.5030769230769225
-34,6.3100000000000005,5.475,5.4350000000000005,5.5649999999999995,5.095,5.175,5.045,5.63,5.81,5.695,5.534999999999999,5.68,6.215,5.589615384615385
-33,6.3149999999999995,5.635,5.385,5.694999999999999,5.424999999999999,5.45,4.97,5.38,6.055,5.32,5.595000000000001,5.765,6.265,5.635
-32,6.34,5.64,5.13,5.975,5.2,5.37,5.279999999999999,5.63,6.0,5.255,5.405,5.86,6.209999999999999,5.638076923076923
-31,6.505,5.675,5.1,5.8100000000000005,5.27,4.89,5.25,5.46,5.845,4.95,5.505000000000001,5.359999999999999,6.09,5.516153846153847
-30,6.385,5.630000000000001,4.76,6.055,5.55,4.615,5.2299999999999995,5.505,5.895,4.95,5.569999999999999,5.4350000000000005,6.3,5.529230769230769
-29,6.63,5.395,4.8549999999999995,5.779999999999999,5.720000000000001,4.485,5.45,5.319999999999999,5.875,5.11,5.825,5.31,5.995,5.519230769230769
-28,6.695,5.1049999999999995,4.74,5.9350000000000005,5.764999999999999,4.890000000000001,5.015,5.390000000000001,6.045,4.92,5.779999999999999,5.3100000000000005,5.880000000000001,5.497692307692308
-27,6.739999999999999,4.83,4.58,5.9399999999999995,5.85,4.8950000000000005,4.76,5.55,5.93,4.8100000000000005,5.86,5.48,5.55,5.444230769230769
-26,6.6899999999999995,4.904999999999999,4.715,5.99,5.744999999999999,5.085,4.795,5.709999999999999,6.08,4.975,5.885,5.325,5.52,5.493846153846153
-25,6.57,4.715,4.785,5.93,5.88,5.02,5.195,5.705,6.115,4.95,5.705,5.195,5.395,5.473846153846154
-24,6.3,4.3149999999999995,4.83,5.95,5.9350000000000005,4.66,4.975,5.525,5.955,4.64,5.680000000000001,5.180000000000001,5.409999999999999,5.334999999999999
-23,6.3100000000000005,4.445,4.65,6.1899999999999995,6.2,4.665,4.944999999999999,5.485,5.9350000000000005,4.31,5.705,5.4,5.2,5.3415384615384625
-22,6.265,4.155,4.825,6.084999999999999,6.165,4.49,5.135,5.734999999999999,6.095000000000001,4.375,5.545,5.4799999999999995,5.1450000000000005,5.34576923076923
-21,6.1,4.3,4.8950000000000005,6.284999999999999,6.194999999999999,4.199999999999999,5.25,5.735,6.165,4.285,5.56,5.180000000000001,5.21,5.335384615384616
-20,6.18,4.08,4.795,6.11,6.389999999999999,4.125,5.319999999999999,5.52,6.2,4.415,5.58,5.470000000000001,5.35,5.348846153846154
-19,6.26,4.485,4.925,6.0600000000000005,6.445,4.33,5.57,5.484999999999999,6.15,4.185,5.84,5.3950000000000005,5.35,5.421538461538461
-18,6.5649999999999995,4.59,4.93,6.1049999999999995,6.435,4.49,5.46,5.085,6.255,4.005,5.955,5.24,5.37,5.421923076923077
-17,7.0,4.970000000000001,5.38,5.7,6.419999999999999,4.5,5.380000000000001,5.345,6.15,4.295,6.07,5.235,5.175,5.509230769230769
-16,7.065,4.665,5.484999999999999,5.33,6.289999999999999,4.5,5.409999999999999,5.43,5.965,4.569999999999999,6.0200000000000005,5.31,5.335,5.490384615384615
-15,6.779999999999999,4.635,5.175,5.15,6.5200000000000005,4.43,5.41,5.4799999999999995,6.265,4.75,6.340000000000001,5.235,5.3,5.497692307692308
-14,6.790000000000001,4.875,5.18,5.165,6.57,4.385,5.1850000000000005,5.41,6.33,4.7299999999999995,6.0200000000000005,5.25,5.05,5.4569230769230765
-13,6.709999999999999,4.885,5.290000000000001,5.115,6.305,4.4,5.155,5.525,6.085,5.015,6.165,5.36,5.1049999999999995,5.470384615384616
-12,6.959999999999999,4.885,5.385,4.8999999999999995,6.584999999999999,4.1899999999999995,4.995,5.455,5.91,5.1899999999999995,6.43,5.41,5.355,5.511538461538462
-11,6.869999999999999,4.904999999999999,5.284999999999999,4.795,6.505,4.505,5.105,5.459999999999999,6.12,5.67,6.045,5.73,5.58,5.582692307692307
-10,6.68,4.64,5.615,4.625,6.5,4.779999999999999,5.155,5.57,6.17,6.075,5.9350000000000005,5.575,5.6450000000000005,5.612692307692308
-9,6.4799999999999995,4.89,5.6899999999999995,4.88,6.17,4.725,4.9350000000000005,5.955,6.145,5.8149999999999995,5.775,5.595000000000001,5.925,5.613846153846153
-8,6.234999999999999,5.08,5.96,4.55,6.01,4.815,5.345000000000001,5.475,5.98,5.89,6.02,6.0600000000000005,6.055,5.651923076923077
-7,6.045,5.084999999999999,6.2,4.59,5.915,4.909999999999999,5.48,5.105,6.3549999999999995,6.1,5.99,5.92,6.365,5.696923076923076
-6,5.9799999999999995,5.1450000000000005,6.24,4.9399999999999995,6.245,4.7,5.635,5.039999999999999,5.9799999999999995,5.9399999999999995,5.965,6.109999999999999,6.595000000000001,5.731923076923076
-5,5.805,5.045,6.235,5.159999999999999,6.0649999999999995,4.705,5.1899999999999995,4.765,5.915,5.904999999999999,6.145,6.34,6.545,5.678461538461539
-4,5.85,5.265,6.234999999999999,5.055,6.034999999999999,4.984999999999999,5.44,4.84,5.785,6.215,6.15,6.035,6.125,5.693461538461539
-3,5.835,5.244999999999999,6.305,4.84,5.8149999999999995,5.265,5.4399999999999995,4.8,5.76,6.544999999999999,6.1049999999999995,5.615,6.2,5.674615384615384
-2,5.655,5.459999999999999,6.199999999999999,4.945,5.779999999999999,5.295,5.42,4.83,5.784999999999999,6.4799999999999995,6.16,5.725,6.5200000000000005,5.7119230769230755
-1,5.6,5.34,6.185,4.7700000000000005,5.755,5.3950000000000005,5.41,5.029999999999999,5.765,6.43,6.11,5.8549999999999995,6.505,5.703846153846153
0,5.625,5.785,6.155,5.015,5.595000000000001,5.24,5.0,5.245,5.8149999999999995,6.325,6.165,5.74,6.105,5.677692307692308
1,5.27,5.875,5.97,5.255,5.694999999999999,5.215,5.15,5.385,5.93,6.529999999999999,6.234999999999999,5.845,6.075,5.725384615384616
2,5.069999999999999,5.84,5.795,5.654999999999999,5.6899999999999995,5.244999999999999,5.375,5.85,6.0,6.665000000000001,6.175,5.904999999999999,5.97,5.787307692307691
3,4.92,5.619999999999999,5.46,5.885,5.5200000000000005,5.085,5.525,5.869999999999999,5.66,6.484999999999999,5.955,5.925,6.07,5.69076923076923
4,4.805000000000001,5.735,5.36,6.1899999999999995,5.73,5.279999999999999,5.49,5.63,5.779999999999999,6.365,5.735,5.965000000000001,6.215,5.713846153846155
5,4.869999999999999,5.885,5.54,6.215,5.74,5.5200000000000005,5.32,5.6450000000000005,5.4799999999999995,6.25,5.549999999999999,6.21,6.409999999999999,5.741153846153845
6,4.89,5.9399999999999995,5.4799999999999995,5.975,5.85,5.415,5.275,5.72,5.27,6.220000000000001,5.58,6.32,6.65,5.737307692307693
7,4.86,5.96,5.31,5.785,5.67,5.175,5.5,6.005,5.305,6.185,5.1,6.115,6.575,5.657307692307692
8,4.59,5.93,5.424999999999999,5.945,5.665,5.335,5.6899999999999995,6.29,5.4799999999999995,5.85,5.1,5.89,6.525,5.670384615384616
9,4.515,5.805,5.625,5.8149999999999995,5.415,5.335,5.529999999999999,6.305,5.4,5.515,5.46,5.805,6.575,5.6230769230769235
10,4.745,6.08,5.295,5.87,5.365,5.24,5.52,6.239999999999999,5.1899999999999995,5.29,5.25,6.095,6.565,5.59576923076923
11,4.975,6.2299999999999995,5.245,5.945,5.475,5.385,5.775,6.01,5.26,5.63,5.15,6.085,6.33,5.653461538461538
12,4.955,6.265,5.244999999999999,5.944999999999999,5.54,5.165,5.515000000000001,6.220000000000001,5.27,5.3,4.875,5.6850000000000005,6.2,5.552307692307692
13,4.875,6.23,5.245,5.79,5.515,5.115,5.51,6.529999999999999,5.25,5.32,4.82,5.555000000000001,5.96,5.516538461538461
14,4.87,6.3999999999999995,5.235,5.7700000000000005,5.185,5.1850000000000005,5.285,6.534999999999999,5.535,5.3100000000000005,4.895,5.5200000000000005,6.015,5.518461538461538
15,5.1,6.58,5.27,5.58,5.5600000000000005,5.215,5.25,6.9799999999999995,5.484999999999999,5.3100000000000005,4.6,5.5,6.084999999999999,5.578076923076923
16,5.13,6.639999999999999,5.34,5.665,5.59,5.11,5.145,7.195,5.5649999999999995,5.32,4.744999999999999,5.755,6.24,5.649230769230768
17,5.1049999999999995,6.725,5.515,5.7,5.720000000000001,4.825,5.175,7.090000000000001,5.584999999999999,5.39,4.529999999999999,5.755,6.244999999999999,5.643076923076924
18,4.99,6.989999999999999,5.575,5.675,5.7,5.1,5.005,7.239999999999999,5.38,5.645,4.159999999999999,5.775,5.825,5.620000000000001
19,5.165000000000001,6.99,5.5200000000000005,5.675,5.67,5.165,5.05,6.865,5.38,5.585,4.13,5.84,5.7700000000000005,5.600384615384616
20,5.31,6.885000000000001,5.63,5.675,5.5649999999999995,5.4,5.46,6.859999999999999,5.3,5.635,4.34,5.845,6.015,5.686153846153845
21,5.665,6.864999999999999,5.709999999999999,5.485,5.49,5.35,5.0600000000000005,6.56,5.265,5.385,4.039999999999999,5.79,6.145,5.600769230769231
22,5.615,6.9,5.68,5.155,5.655,5.425,4.994999999999999,6.545,5.3549999999999995,5.49,3.905,5.755000000000001,6.3950000000000005,5.605384615384614
23,5.59,7.015000000000001,5.84,5.21,5.715000000000001,5.609999999999999,4.795,6.584999999999999,5.5,5.38,4.015,5.715,6.185,5.627307692307692
24,5.409999999999999,7.175,5.7,5.18,5.64,5.130000000000001,4.824999999999999,6.584999999999999,5.245,5.225,4.13,5.6049999999999995,6.2,5.542307692307692
25,5.135,6.975,5.71,5.0,5.8,4.8149999999999995,5.084999999999999,6.675,5.39,5.27,4.125,5.34,6.15,5.497692307692308
26,5.08,6.925,5.705,4.95,6.04,4.765,5.154999999999999,6.4799999999999995,5.58,5.375,4.15,5.1,6.264999999999999,5.505384615384615
27,5.43,6.840000000000001,5.635,5.11,6.1850000000000005,4.85,5.015,6.125,5.665000000000001,5.17,4.355,4.9,6.475,5.519615384615384
28,5.65,6.659999999999999,5.71,4.885,6.31,4.9,5.154999999999999,5.88,5.725,5.28,4.244999999999999,4.6450000000000005,6.32,5.4896153846153855
29,5.515,6.735000000000001,5.64,5.090000000000001,6.7299999999999995,4.835,5.555,6.05,5.995,5.165000000000001,4.17,4.665,5.9350000000000005,5.544615384615385
30,5.494999999999999,6.839999999999999,5.895,4.984999999999999,6.724999999999999,4.525,5.405,6.205,5.930000000000001,5.385,4.319999999999999,4.585,5.9,5.553461538461538
31,5.22,6.675,5.895,4.7,6.545,4.3,5.55,6.05,5.96,5.37,4.63,4.3,6.319999999999999,5.501153846153846
32,5.295,6.665000000000001,5.845000000000001,4.875,6.365,4.2299999999999995,5.4350000000000005,5.92,5.965,5.665,4.955,4.68,6.369999999999999,5.5588461538461535
33,5.165,6.965000000000001,5.49,5.275,6.285,4.225,5.41,5.915,5.8100000000000005,5.58,4.799999999999999,4.795,6.43,5.549615384615385
34,5.17,6.9799999999999995,5.459999999999999,5.1049999999999995,6.39,4.4,5.5649999999999995,5.635,5.9,5.595000000000001,4.83,4.82,6.455,5.561923076923076
35,5.095000000000001,6.845000000000001,5.555,4.895,6.2700000000000005,4.59,5.9399999999999995,5.465,5.955,5.59,4.83,4.82,6.44,5.56076923076923
36,5.14,6.739999999999999,5.6,4.835,6.17,4.91,6.194999999999999,5.245,6.145,5.52,4.705,4.9,6.685,5.599230769230768
37,5.3549999999999995,6.68,5.755,4.805,5.994999999999999,5.090000000000001,6.34,5.325,6.39,5.045,4.885,5.08,6.8,5.657307692307692
38,5.63,6.515000000000001,5.87,4.8,5.965,5.215,6.565,5.175,6.565,4.835,5.3149999999999995,5.005,7.034999999999999,5.7299999999999995
39,5.275,6.529999999999999,5.795,4.619999999999999,5.959999999999999,4.875,6.529999999999999,5.425,6.515000000000001,4.8149999999999995,5.505,5.0200000000000005,7.26,5.701923076923077
40,5.05,6.4799999999999995,5.685,4.63,5.955,4.970000000000001,6.43,5.15,6.57,4.795,5.1850000000000005,5.290000000000001,7.225,5.647307692307693
41,4.945,6.209999999999999,5.715000000000001,4.755,5.875,5.075,6.6049999999999995,5.28,6.640000000000001,5.015,5.44,5.029999999999999,7.154999999999999,5.672307692307692
42,4.995,6.15,5.694999999999999,4.6049999999999995,5.805,5.1899999999999995,6.609999999999999,4.875,6.29,4.680000000000001,5.76,5.06,6.989999999999999,5.592692307692307
43,5.0200000000000005,6.085,5.665,4.625,5.744999999999999,5.325,6.715000000000001,4.654999999999999,6.3999999999999995,4.58,5.6899999999999995,4.805,7.07,5.567692307692307
44,5.175,6.01,5.84,4.845000000000001,5.819999999999999,5.6,6.88,4.765,6.475,4.805,5.36,4.85,6.805,5.633076923076922
45,5.5600000000000005,6.279999999999999,5.76,5.075,5.66,5.695,6.505,4.595000000000001,6.359999999999999,4.9399999999999995,5.2299999999999995,4.715,6.85,5.632692307692308
46,5.625,6.33,5.76,5.180000000000001,5.42,5.694999999999999,6.63,4.680000000000001,6.195,4.83,5.494999999999999,4.46,6.790000000000001,5.622307692307692
47,5.415000000000001,6.484999999999999,5.97,5.279999999999999,5.39,5.465,6.769999999999999,4.975,6.195,4.75,5.595,4.635,6.665000000000001,5.660769230769231
48,5.46,6.555,5.9399999999999995,5.395,5.215000000000001,5.465,6.6,5.2,6.359999999999999,4.49,5.55,5.13,6.725,5.698846153846153
49,5.515000000000001,6.414999999999999,5.88,5.369999999999999,5.055000000000001,5.71,6.1049999999999995,4.9350000000000005,6.205,4.709999999999999,5.585,5.3100000000000005,6.914999999999999,5.670000000000001
50,5.615,6.244999999999999,5.9,5.1899999999999995,5.3,5.81,6.005,4.765,6.45,4.52,5.615,5.4350000000000005,7.065,5.68576923076923
51,5.955,6.11,5.615,5.42,5.475,5.889999999999999,5.83,4.845000000000001,6.3999999999999995,4.484999999999999,5.79,5.435,6.88,5.702307692307692
52,6.08,5.975,5.395,5.455,5.375,6.005,6.01,5.2,6.359999999999999,4.4350000000000005,5.825,5.265,6.980000000000001,5.720000000000001
53,6.435,5.805,5.734999999999999,5.235,5.65,6.08,6.135,5.18,6.455,4.37,5.725,5.2700000000000005,6.92,5.7688461538461535
54,6.465000000000001,5.34,5.885,5.235,5.715000000000001,6.045,5.76,5.225,6.28,4.074999999999999,5.819999999999999,5.315,6.8950000000000005,5.696538461538462
55,6.51,5.3950000000000005,5.654999999999999,5.4399999999999995,5.685,5.8549999999999995,5.694999999999999,5.17,6.374999999999999,4.185,6.285,5.279999999999999,6.76,5.714615384615385
56,6.470000000000001,5.265,5.57,5.215,5.685,5.535,5.470000000000001,5.39,6.27,3.9299999999999997,6.305,5.02,6.460000000000001,5.5834615384615365
57,6.1850000000000005,5.05,5.380000000000001,5.235,5.88,5.3549999999999995,5.36,5.4399999999999995,6.25,4.180000000000001,6.4399999999999995,5.05,6.585000000000001,5.5684615384615395
58,6.1899999999999995,4.945,5.234999999999999,4.9799999999999995,5.74,5.175,5.3149999999999995,5.235,6.2299999999999995,4.6,6.32,5.155,6.609999999999999,5.517692307692307
59,6.5,4.925,5.235,5.08,5.7749999999999995,5.465,5.265,5.24,6.279999999999999,4.6499999999999995,6.21,4.865,6.2299999999999995,5.516923076923077
60,6.56,5.1,5.555000000000001,5.08,5.82,5.265,5.21,5.6850000000000005,6.305,4.569999999999999,6.35,4.859999999999999,6.2700000000000005,5.586923076923077
61,6.534999999999999,5.07,5.745,4.9350000000000005,5.795,4.955,5.209999999999999,5.475,6.3950000000000005,4.64,6.175,5.234999999999999,6.45,5.58576923076923
62,6.484999999999999,4.8149999999999995,5.720000000000001,5.1899999999999995,5.7,4.73,4.994999999999999,5.675,6.5,4.965,5.91,5.3,6.610000000000001,5.5842307692307696
63,6.68,4.76,5.7,5.09,5.795,4.54,4.76,5.885,6.21,5.29,5.985,5.6049999999999995,6.45,5.596153846153846
64,6.735000000000001,5.025,5.654999999999999,4.904999999999999,5.4399999999999995,4.494999999999999,4.284999999999999,5.71,6.4399999999999995,5.035,6.295,5.444999999999999,6.295,5.52
65,6.664999999999999,5.025,5.735,4.985,5.43,4.875,4.5600000000000005,5.834999999999999,6.595000000000001,4.535,6.4,5.695,6.125,5.573846153846153
66,6.734999999999999,4.75,5.77,4.705,5.25,4.7,4.525,5.64,6.359999999999999,4.534999999999999,6.1850000000000005,5.9799999999999995,6.25,5.491153846153846
67,6.68,4.42,5.66,4.775,5.359999999999999,5.005,4.525,5.575,6.244999999999999,5.034999999999999,5.91,6.015,6.155,5.489230769230769
68,6.484999999999999,4.58,5.834999999999999,4.86,5.390000000000001,4.875,4.555,5.33,5.8,5.345,6.18,5.7700000000000005,6.075,5.467692307692308
69,6.534999999999999,4.805,6.055,4.91,5.2299999999999995,4.81,4.8100000000000005,5.575,5.909999999999999,5.3,6.09,5.545,5.9350000000000005,5.500769230769231
70,6.410000000000001,4.905,6.075,5.085,5.165,5.005,5.02,5.555,6.0649999999999995,5.11,6.220000000000001,5.345,5.865,5.5249999999999995
71,6.295,4.76,6.16,4.855,4.945,5.04,5.090000000000001,5.455,5.84,5.1,6.0649999999999995,5.62,5.925,5.473076923076922
72,5.9399999999999995,5.0600000000000005,6.2299999999999995,4.825,5.205,5.005000000000001,5.2,5.275,5.96,5.319999999999999,5.9350000000000005,5.64,5.995,5.506923076923077
73,5.51,5.0649999999999995,6.115,4.58,5.0,5.005,5.07,5.485,5.944999999999999,5.54,6.195,5.409999999999999,6.17,5.468461538461539
74,5.225,5.4399999999999995,5.96,4.609999999999999,5.18,5.04,5.295,5.84,6.1899999999999995,5.605,6.08,5.425,6.16,5.542307692307691
75,4.95,5.165,6.105,4.615,5.4,4.93,5.0200000000000005,6.0200000000000005,6.279999999999999,5.51,5.945,5.67,6.24,5.526923076923077
76,4.665,5.425,6.025,4.92,5.499999999999999,4.749999999999999,5.119999999999999,5.555,6.085,5.8,5.695,5.845000000000001,6.095000000000001,5.498461538461537
77,4.455,5.585,5.99,4.71,5.404999999999999,5.06,4.795,5.529999999999999,5.784999999999999,5.825,5.67,5.635,5.904999999999999,5.411538461538462
78,4.505000000000001,5.609999999999999,6.3100000000000005,5.1899999999999995,5.735,4.84,4.465,5.76,5.875,5.635,5.834999999999999,5.395,5.5649999999999995,5.4399999999999995
79,4.6,5.51,6.470000000000001,5.51,5.82,4.825,4.45,5.8,5.944999999999999,5.36,5.76,5.685,5.465,5.476923076923077
80,4.765,5.265,6.2299999999999995,5.4,5.975,4.895,4.2299999999999995,5.42,5.8950000000000005,5.63,5.654999999999999,5.525,5.39,5.4057692307692315
81,4.825,5.375,6.035,5.29,5.915,5.15,4.430000000000001,5.6,5.6850000000000005,5.54,5.61,5.41,5.39,5.40423076923077
