,TTS_1::Phage_LUZ100_full_genome:682-782(+),TTS_2::Phage_LUZ100_full_genome:2513-2613(+),TTS_3::Phage_LUZ100_full_genome:3935-4035(+),TTS_4::Phage_LUZ100_full_genome:7661-7761(+),TTS_5::Phage_LUZ100_full_genome:8633-8733(+),TTS_6::Phage_LUZ100_full_genome:9191-9291(+),TTS_7::Phage_LUZ100_full_genome:9993-10093(+),TTS_8::Phage_LUZ100_full_genome:10628-10728(+),TTS_9::Phage_LUZ100_full_genome:17146-17246(+),TTS_10::Phage_LUZ100_full_genome:19149-19249(+),TTS_11::Phage_LUZ100_full_genome:20332-20432(+),TTS_12::Phage_LUZ100_full_genome:20778-20878(+),TTS_13::Phage_LUZ100_full_genome:22144-22244(+),TTS_14::Phage_LUZ100_full_genome:37066-37166(+)
-27,0.21110867701589342,0.0754845074899807,0.13881248407725227,0.06645631781065317,0.18209907150460622,0.06240989941592806,0.1172317238054041,0.09292096249029233,0.10345726971093372,0.04916290103225178,0.16656124589360977,0.07305241217824801,0.20767856641238952,0.18383507239693503
-26,0.21651474698083462,0.06331086846891845,0.13877502928219174,0.0714532843364015,0.18057103157121943,0.07433943459630898,0.10784867148028139,0.09823159254981315,0.10689170941865997,0.052908110048643354,0.18238616576958983,0.06455460982223908,0.22499899572102838,0.20006282230764424
-25,0.2209656171588839,0.05371355545555928,0.13850881810614601,0.07760605373130464,0.1754468498524836,0.08727491643476581,0.0969894462558553,0.1051550582731666,0.10812524913626902,0.06401772733113822,0.1948068664571239,0.06034162365558806,0.24147071364088032,0.21818912830079484
-24,0.22044895863195352,0.04747267604385019,0.13791649142063414,0.08171135743849671,0.16789404738885177,0.09976209461672676,0.08572408180443533,0.11488982464489406,0.10666411129323417,0.0757534442346468,0.20371182014094602,0.06080368470675358,0.25915856908359675,0.23413362601584567
-23,0.21640872172988349,0.045454111736195985,0.13708892638687092,0.0833205891740886,0.16017305899405987,0.11153768275870288,0.07688261532318676,0.12667894152848805,0.10381573242216202,0.08750689876532183,0.2096540164822207,0.06477314340501424,0.2777140968825099,0.24568826815063688
-22,0.208762362648637,0.046903193952071306,0.13616060744202974,0.08311043403805206,0.15039610171169457,0.12238857193095658,0.0703297201255962,0.13820432890559314,0.10017330541020612,0.1004211826647724,0.21291265976228116,0.07197780723985125,0.29515667092225717,0.25124194742357026
-21,0.197658942113787,0.05215929890106846,0.1353314054455003,0.08212334329131647,0.1383401937953133,0.13423749257518258,0.06482146072531278,0.14704908804590006,0.09577521179935433,0.11526271445297298,0.21175159853985895,0.08262856487058375,0.31134589988820993,0.2512290623819571
-20,0.18491596628454982,0.05996849730404065,0.132900885949264,0.08090044520629332,0.12409727985601918,0.1456052064772472,0.059307442531662605,0.15163067406399522,0.09057708849831374,0.13201169314521666,0.20587205683849003,0.09689491841381447,0.32690416443529197,0.24749312841503043
-19,0.1703091699123599,0.07065240024619834,0.12869927948434615,0.0781273340706199,0.10848988135905066,0.15494397699240717,0.05398275953771253,0.15145782313765307,0.08514194339075162,0.15057697739407874,0.19655717723600966,0.11426497095155283,0.3429296323970014,0.24249826241211303
-18,0.15445890472009002,0.08425632327292813,0.12293000174961266,0.07510358819297605,0.0943098346335117,0.16230581750289452,0.04898071820677245,0.1482685985782047,0.08067187594171964,0.16962482842226537,0.18436071255909905,0.1281696599744035,0.3580363289870229,0.23701570256553067
-17,0.13764261485147014,0.09956214756808807,0.11577004411016283,0.07357126317496591,0.08217591115535341,0.16648766125908512,0.04538215556593047,0.14471230064593418,0.07832633654295565,0.18740098501389177,0.1706299561536594,0.13995245456772742,0.36962791273628165,0.23141130196641352
-16,0.12092712820403462,0.11665825796706267,0.10707100997396457,0.07506644912025744,0.07195994093857422,0.16793838879996661,0.0444109514127155,0.14093177168768112,0.07870583024361062,0.20196448402536618,0.15611558821056268,0.1490348764604415,0.37649929532502596,0.22701808616798114
-15,0.10538655456828769,0.13349401119875795,0.0975376954313456,0.07824650189880945,0.062434660226262206,0.1686679969869236,0.04751886878739675,0.13667495368143906,0.08060655900996466,0.2126752360805134,0.14409904682808788,0.1556608185906005,0.37883321941673465,0.22182194586546325
-14,0.09287667029638136,0.14819898890731492,0.08923187903484556,0.08294135052114424,0.053109058660484466,0.16747337899775414,0.05354804500937967,0.13028351426536788,0.08185602223329372,0.22044088640070383,0.13489810794615514,0.15774154859256742,0.37601833841135374,0.21519468680902434
-13,0.08299020854243186,0.16016118873369867,0.08349760761233464,0.0877770483967191,0.043340046539382504,0.16519108357319828,0.060618376940808516,0.1231991839926114,0.08146678039697311,0.22704687174739063,0.1276838218387006,0.15613947394867328,0.3668377864434042,0.20707390644371423
-12,0.07565714038543772,0.16901892599716176,0.0805814428363929,0.09496774767243596,0.037498217340108976,0.1615195993606711,0.06870748543978396,0.11870056994168066,0.0784228797099245,0.23330652411088457,0.12226386692683786,0.15170242703820835,0.35159906064932855,0.19789072420567705
-11,0.07118254657548087,0.1742288497309128,0.07885868316740967,0.10319243772911472,0.037009232454114444,0.15450937212002047,0.07714546590661928,0.1174991321313786,0.07289422770383207,0.23472012767914827,0.1198782144267934,0.14525055549278654,0.32941615306382654,0.18787682261641772
-10,0.06918681342284363,0.17636998820069147,0.07910891938041417,0.11224820204136896,0.04178410959692049,0.1462891027202308,0.08476471711520019,0.119953429034757,0.06608888777037857,0.2309619647302774,0.12129303265529008,0.13655750419979482,0.3005753340986174,0.17660900922475994
-9,0.0702205143744932,0.17556257548586984,0.08038379831032061,0.12341411529261744,0.05001576619468381,0.13810382921244949,0.0907139162516957,0.12474034109767626,0.059755829990290256,0.22172763437512027,0.125141518336265,0.1267589676949929,0.2664792673227629,0.1628824746712914
-8,0.07409043611182296,0.1710733948070075,0.08319578913415834,0.13376477689407903,0.05794111805636637,0.12735935153844186,0.09470736290434094,0.12901300180950842,0.054413513575358695,0.208033660604836,0.1308695018463357,0.11961258451541594,0.2324416129154015,0.1477873784807665
-7,0.08030246154400128,0.16397082650788478,0.08678200411070025,0.14267889207328285,0.06501021431296886,0.11462998851198425,0.09748927893306622,0.1315844991724629,0.04961148804176358,0.18993071338292788,0.1382138166425854,0.11442920616276879,0.20318647634373277,0.13321017965137738
-6,0.0881525501677467,0.15501154664533945,0.0899861067422724,0.14902121720023725,0.07226935041257468,0.10329004665753802,0.09820446578033318,0.1320060636145139,0.04470632643290947,0.1670318131133141,0.14639300678632047,0.11175480410490053,0.18051411024574907,0.11914225973782233
-5,0.09698958149377987,0.14677390745618496,0.09300157345505092,0.15327341162035119,0.08102822966030143,0.09579243072798141,0.09420557266020316,0.13062465226157124,0.03892305098214517,0.1475621017487015,0.15400742107487883,0.11148304984503037,0.16430103830299897,0.10633363229675268
-4,0.10492395808147861,0.14088749079353882,0.0963418115933681,0.15515237502277432,0.08969902265025712,0.09210915810370597,0.08698826424317167,0.1298467324648456,0.034690346094508384,0.1332098925805926,0.16099931441228157,0.11587145331452993,0.1542829181662875,0.09552725867369058
-3,0.11263877799317071,0.13689035588934412,0.1018821099939834,0.15598354112636964,0.09760871509768554,0.09215510655883724,0.07920801142838674,0.13000933009049342,0.032813696132736124,0.12377180583261027,0.16799593965559817,0.12162194610258625,0.14971117730168468,0.08682610264699248
-2,0.1206052440926734,0.13610040932601714,0.1084762356290454,0.15195599995135162,0.1003461240156821,0.0962394287261593,0.07158092356926692,0.12880434059151008,0.03413965725516217,0.11930672666983273,0.1754848480618679,0.12725190069894854,0.1496623818427331,0.07991009730346603
-1,0.12945904135583525,0.13697090792077488,0.11526616295320335,0.14489539419351122,0.09724333775897662,0.10515410477622208,0.06482142176043879,0.12486028371668108,0.03892724184938582,0.12005121584520617,0.18224599608486736,0.1328597943287086,0.15341049035243265,0.07433415355053445
0,0.1379884869356384,0.13951238214290876,0.1222887437364411,0.13492953195599983,0.09195679427805932,0.11817670206462075,0.059557209544707335,0.11880545880189801,0.04675289150136918,0.1259404538146025,0.18822222757907786,0.13924613843803768,0.15971505608008313,0.06974049066961922
1,0.14610093916728964,0.1442990779498528,0.12988943449906193,0.1216282131440412,0.08754384754549895,0.1329845304230509,0.05609104516559739,0.11234395199033272,0.05457753886184017,0.13772401539536952,0.19394853641512114,0.14594148795484327,0.16651192548329188,0.06660784125341272
2,0.153928384033125,0.15216656547688112,0.1379561700540009,0.10717706872140922,0.08294899197129588,0.14883765007837396,0.05456637476506036,0.10665778395420107,0.06114664812007041,0.15526876558496222,0.19991614036953753,0.15166505439073882,0.1694997014505675,0.06308563967390887
3,0.15976430073361023,0.1618108002450987,0.1466503977085038,0.09295316842114594,0.07739523230528264,0.1647195246664208,0.05479898560457743,0.10178634593120095,0.06689007884437119,0.17856219153701508,0.20512875887081972,0.15658103911533866,0.1668002608782524,0.05707916533792673
4,0.16394909833416488,0.17249798379848363,0.15679211688341826,0.08053738485452443,0.07047536497290151,0.17741292476806003,0.05569208475539755,0.09807859802471011,0.07250670094185446,0.2072165510025208,0.20975111421909962,0.15848956132726527,0.15848702390392833,0.04900023970600766
5,0.16672412456137758,0.18370877052507512,0.16743056914095217,0.0699210327822251,0.06250510780104807,0.18363276269895046,0.05704264166837447,0.09614282154961937,0.07704937614773617,0.23298288900278025,0.21400869026286978,0.15787353844053278,0.1479687695815885,0.04105195223058984
6,0.169911427852775,0.1950299892680713,0.1756200618324105,0.06123160399025239,0.05545534735967994,0.1847651408379953,0.05769690888819741,0.09528513120343847,0.0803861668475705,0.25154406062895607,0.21712071318339068,0.15362434520616527,0.13701766492230694,0.03514671679376525
7,0.17339616445838765,0.20628507616371441,0.17757309955689668,0.05464698942622469,0.05059777800279368,0.1818673223731961,0.05720534318076396,0.09460312678766518,0.08177531833562521,0.26203696657372755,0.21865096835840164,0.14837135820849823,0.1273985168880444,0.03168224180879777
8,0.1748734211557324,0.21446312913395818,0.17489772746448212,0.05237593368679787,0.050011448888423106,0.17526641079479055,0.057662692144067926,0.09527805544648159,0.0806001941625286,0.2654487743730294,0.21851084080035466,0.143569321245003,0.12045215055119773,0.03081372961038704
9,0.1722183294742668,0.22178681449000037,0.17094008412653636,0.05438907467441352,0.05430260483672482,0.1652106155312642,0.06009098349468149,0.0985389627217834,0.07736183502498754,0.2656613541948151,0.21788721878269043,0.13844794759569146,0.11646649272937828,0.03296729291816551
10,0.16715026755853962,0.22655228250040332,0.16426324781443863,0.06080944803687625,0.060075203738417904,0.15211966695710996,0.06515947164590737,0.10287132967218493,0.07198322175950721,0.2624499164199243,0.21684453504496917,0.13157579425477722,0.11529399497218258,0.038381272874402864
11,0.1595455724147327,0.227478388005881,0.15366321874656344,0.07163472035114038,0.06524497492742623,0.13825797450956206,0.07334304975615683,0.10561840730471206,0.06557407840085587,0.25348724034579856,0.2156586919594979,0.12371020635892065,0.1167152379498277,0.04600836324830803
12,0.14955777091603312,0.22427038141045283,0.13959946415657587,0.08455139723610985,0.07064885536354625,0.12727697483141692,0.08416427717632836,0.10685994106365823,0.05728327318548142,0.23874038098474398,0.21379744677339022,0.1133969065336939,0.12140272172661537,0.05389300117783563
13,0.14051089907843178,0.2178012360131573,0.12369967265315271,0.09879199884956408,0.07697938422783976,0.12009949736222265,0.09602976522075714,0.1061933725504837,0.04824431086985421,0.21863730051697158,0.2123767779621873,0.1005710382032746,0.12971765054280746,0.06219586094224141
14,0.13220914861646255,0.20857961190259763,0.10797425047828982,0.11369560424902395,0.08378928153507703,0.11675352097965815,0.10787761991938305,0.10453163528243892,0.041230866863688265,0.19467694044168432,0.21133863714715498,0.08789295825429547,0.14092879234861974,0.0705826051843944
15,0.12454596705315753,0.1954793117505226,0.09331274634144643,0.1296051215471416,0.0913658809680179,0.11651861632160534,0.11919274787051233,0.1015081213308919,0.039625519076277864,0.16773868034942885,0.20902641723051213,0.07566141100255765,0.15207230472760142,0.07846745475417317
16,0.11762268607315814,0.17808748118822226,0.08194951671255278,0.14657581079975146,0.0997717499860302,0.11808172439299232,0.12965735355720426,0.09767823747772901,0.04164080689532908,0.14201737163934813,0.20551704679062127,0.06554369736901958,0.16174141850725862,0.08486785554867984
17,0.1110116920852697,0.1563234024201538,0.07490809623394516,0.16329812807380253,0.10798980982554922,0.1206056575445545,0.13683374786110264,0.09458597996842302,0.0453511672190263,0.11883061270797082,0.20259023696895517,0.05900604492443999,0.1705243324295575,0.08956471419374612
18,0.10674726278040014,0.13288307599988758,0.07114722888394806,0.1782624131192147,0.11467919748929623,0.12304905518995193,0.13728258628087725,0.09306791747071927,0.05137390046610807,0.09860317171786502,0.20015118651074001,0.05525366297983678,0.17807570597735006,0.09273622057880075
19,0.10664480101647285,0.11208980446180035,0.06932323424303803,0.18886199988176303,0.11937874980025527,0.12437962146896779,0.13170848651981318,0.09253263013481985,0.05992613010300298,0.08066970758001644,0.19881942595403862,0.05488623739766043,0.18555149738386595,0.0934885276451917
20,0.10770668414293463,0.09423624602244104,0.06921992240619683,0.1948164787746448,0.12172636670008082,0.12356634021235177,0.12284606713237593,0.0936821584384226,0.07018686249915622,0.06380715912763593,0.1986867214390724,0.058956854680093394,0.19414074795013384,0.09127279734358874
21,0.10880076455651233,0.07969449014865587,0.07060542285506519,0.19665502826989095,0.12172373741920832,0.12031595230711183,0.11293450130961318,0.097556712888514,0.0826213320868267,0.04959485166237228,0.19952300789784966,0.06591537206508169,0.20327515679443092,0.08671914508654625
22,0.10899433609105018,0.06846357910966808,0.0732430999269781,0.1963110299941133,0.12050301681218185,0.11371957194051974,0.10316888304320604,0.1027863078742142,0.09858136694972094,0.038966587452431395,0.20079646568547896,0.07414239353642217,0.20948656451235032,0.08361425300784985
23,0.10679702899588081,0.06021757700496727,0.07697664617843042,0.19394485792977362,0.11852119948272385,0.10380033301727712,0.09472666631080437,0.10920721986028085,0.11664469636693293,0.03240296374284198,0.2013715226526544,0.08269070980924109,0.2108658540922344,0.08297512961356728
24,0.10219325554143646,0.054718894418908204,0.08146537085329568,0.1889593073286411,0.11709811418153078,0.09153087183938281,0.08828623718203635,0.11627889297723844,0.1345223267123207,0.03193529344240419,0.20159702677954444,0.09085717560191608,0.2068777857142941,0.08519798352405175
25,0.09663058159268609,0.05273496519471693,0.08617857890640966,0.18055251620275575,0.1164007991341692,0.07997206036800175,0.0815836863606932,0.12360267675012929,0.15156235563371256,0.03629643831234714,0.20272754538763132,0.09764553525358352,0.19691149868771424,0.09010791447318359
26,0.0907883363459743,0.05309601878968108,0.08952941463036343,0.1690206503822281,0.1162643341130257,0.06991582607210906,0.07444527146342664,0.1295700800868552,0.16729411928535545,0.043451449930510276,0.20543671693071425,0.10111939303702955,0.18153153242260192,0.09715028889100068
27,0.08522387805380652,0.05409913456881258,0.09092449226929464,0.15596048559861286,0.11750701690635099,0.06155853165259141,0.06682528530760137,0.13322196435770878,0.18317560291252896,0.052952760399068446,0.20726770524146984,0.0980583076138396,0.16154688370478104,0.10439047125073678
28,0.07977726955794978,0.05515430848795812,0.08847748441373537,0.14287306476660924,0.11996845476656977,0.05483744479857796,0.06151294775923747,0.13426195472565713,0.19848823139663865,0.06382853042328727,0.20809332855371973,0.09379241692834511,0.13936325189255083,0.1115733386126287
29,0.07356224815243295,0.05420765445035023,0.0818068825149341,0.13235413139380975,0.12197427394450489,0.049381938445913036,0.06150804510734129,0.13441572589803757,0.21130750774931548,0.0755211329930105,0.20588629987640514,0.09214869882954493,0.11635879643884203,0.11995477397604444
30,0.06996852525155482,0.05417018386148661,0.07291617298213085,0.12415778334208598,0.1230579439398456,0.04548189299169589,0.0648735471285774,0.13423167842769854,0.2230372608791801,0.08880402042442112,0.20193331653679397,0.09268799944499606,0.09391913180217974,0.12978143723082267
31,0.06972893814436443,0.056304572118915486,0.06450845579898803,0.11792641762820448,0.12328406237880096,0.04346399433883733,0.0687429994929035,0.1337735128255489,0.23122449808772502,0.10419399288433022,0.19675084178960872,0.09590722430655933,0.07249092995768906,0.14062222199394211
32,0.07399381905679732,0.06035380209140363,0.058345597722225716,0.11355641940566512,0.12291154102215066,0.04440554806313181,0.07202500606807281,0.1351695616711599,0.2352177309739584,0.12055445186925311,0.1916895174704871,0.10166982523789966,0.05358255124795176,0.15075086032851268
33,0.08289821349572529,0.06587006888435236,0.05452401183812833,0.11060226575747731,0.12163890075185839,0.04943246275380133,0.07534712796017135,0.1381592877452737,0.23528360281331548,0.13494338538932987,0.1878719934574164,0.109874090804655,0.04005602443693014,0.15735258561136345
34,0.0963070369510296,0.0731461731851561,0.05336790353420541,0.10797179684078997,0.11934327738021795,0.05776376937979526,0.07975686421730396,0.13909095708984395,0.23101837251918153,0.1433293970003735,0.18444876016587158,0.12113814067039572,0.03281016857528032,0.15917333633533443
35,0.1116452240245758,0.08291862652849209,0.054815655709117395,0.10611052792123958,0.1153245385985057,0.06703976995394403,0.08588440365801656,0.13812483928243338,0.22346789890131072,0.1467402876271856,0.18224488885589202,0.13606916856216447,0.032447637021874455,0.1557488666929195
36,0.12679236959288637,0.09511769221721737,0.05841324583387515,0.10457041231608802,0.10922852567839872,0.07664795747719538,0.09322117604171079,0.1365255733490089,0.21574385790721734,0.1460492285700949,0.18006486402875427,0.15525329013360947,0.038140074547836064,0.14697182577225526
37,0.13933827630119794,0.10787322705253785,0.06348986152583354,0.10267924809301976,0.1004946841256168,0.0856825304746843,0.10167656040246054,0.13429918455650608,0.20814032224971393,0.14308859593181036,0.17869927016988324,0.17844250152937172,0.048582526744569164,0.1352171099884359
38,0.1491080742747719,0.12093261180562072,0.07047432017324202,0.10022750910743661,0.09016973612685242,0.09443848007746636,0.10897658289272834,0.13089772877672914,0.2010970008378356,0.14040274039135697,0.178428693842451,0.1993357003967175,0.061716617560031696,0.12126614252790853
39,0.1563634002160751,0.131969991478097,0.07858536965888142,0.09773712272251156,0.08145098976826737,0.10535425650910757,0.11291286438124655,0.12226037515680957,0.1953333713204592,0.1380218453466234,0.1804647009759206,0.2146848166211503,0.07659103747474709,0.10493076164346198
40,0.14759227060473676,0.12747070895142965,0.07620414940536523,0.08700125804834162,0.06896635508569358,0.09997018005326061,0.10579681718268112,0.10916563484390021,0.1698692761669158,0.12126805356784869,0.16426746264202557,0.20159304183609458,0.07451772664973258,0.08722479802774365
41,0.1368251492684435,0.12007740173883179,0.07405624759033039,0.07588312128687151,0.057326441736940514,0.09470052598443354,0.09618506761832891,0.09498831031269381,0.14578700201857733,0.10384088466508438,0.1482827524301519,0.18375052608093095,0.07205373913212876,0.06945813939070726
42,0.12347256164383993,0.10998196541425267,0.07054211127698823,0.0640244042534835,0.046413000415455166,0.0888305337545784,0.08432836578270218,0.07894957758537222,0.12408268964192366,0.08586360768060683,0.13178975375687327,0.16411222764650768,0.07024330775011631,0.05206741380679096
43,0.10740263868871394,0.09764053966140653,0.06548608890105179,0.05169323494280413,0.03644892470911462,0.08108065109428231,0.07021052348262732,0.06171753896236163,0.10456645132357667,0.06940328107778307,0.11428611125714191,0.1437649994940338,0.06694114460887104,0.036685855979214005
44,0.08864854503117038,0.08270705697188332,0.058574267949595506,0.04069321705669961,0.027187243359902767,0.0712183846360637,0.05440054525199935,0.0463698751438555,0.0871349200254403,0.055982239731565686,0.09624343240411251,0.12172146890413404,0.06133577328154507,0.023922551339407815
45,0.06851464893363021,0.06468625045870421,0.04959682589277688,0.03099420361272105,0.019176681259875362,0.05923782868884665,0.03992621940481287,0.03282277865614135,0.07076771055654667,0.044921663591251444,0.07701590404030789,0.09796204084924968,0.052907904865669673,0.014005568395223721
46,0.04837317746305784,0.04519855228030837,0.03839966583035661,0.02255733653338086,0.012848982263009684,0.04573534661258176,0.027338073264752634,0.02108830991202413,0.0541253769980236,0.03561002818153395,0.05759529432128748,0.07272205681979016,0.04205871006968716,0.007306078094546822
47,0.030144350790410335,0.028124452757146746,0.025315077436197007,0.015041207071217927,0.008231989955251361,0.03143146614616449,0.01662889158096456,0.011142705129359373,0.03701195842945101,0.025915426816152033,0.038329791393057,0.04745057832178902,0.029412992219163225,0.0031233083482403424
48,0.014025157075850725,0.013294147206690555,0.012187753810864435,0.007900031080183525,0.004677274926189416,0.01659717722666007,0.008035667560240978,0.0031907002381879345,0.01902304206797672,0.013903025697185194,0.019097980181369982,0.023434758605366757,0.015518474185765779,0.0007828653181332143
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
