,TSS_POS_1::Phage_LUZ100_full_genome:335-435(+),TSS_POS_2::Phage_LUZ100_full_genome:536-636(+),TSS_POS_3::Phage_LUZ100_full_genome:2203-2303(+),TSS_POS_4::Phage_LUZ100_full_genome:4030-4130(+),TSS_POS_5::Phage_LUZ100_full_genome:6686-6786(+),TSS_POS_6::Phage_LUZ100_full_genome:6731-6831(+),TSS_POS_7::Phage_LUZ100_full_genome:8298-8398(+),TSS_POS_8::Phage_LUZ100_full_genome:8574-8674(+),TSS_POS_9::Phage_LUZ100_full_genome:8716-8816(+),TSS_POS_10::Phage_LUZ100_full_genome:8867-8967(+),TSS_POS_11::Phage_LUZ100_full_genome:16340-16440(+),TSS_POS_12::Phage_LUZ100_full_genome:36729-36829(+)
-24,0.10091036221400548,0.06941528072053157,0.13121035792590802,0.1392296563633049,0.1123487121947366,0.0754333812077405,0.20849933699923268,0.060283588182258985,0.05256749944996505,0.09892266892818583,0.11575803866144327,0.11427276308752662
-23,0.09510378474584412,0.06425149345574505,0.12277669274713754,0.1443104212940001,0.11173797543233774,0.08828688653356365,0.20875611918772888,0.0691901075729075,0.05099966888544163,0.09695815020838801,0.1061584394898196,0.10618881066245796
-22,0.09187944030443364,0.06338949781618554,0.11736445020053313,0.15161263791667362,0.11461508782331147,0.1044873018467174,0.2067626294757941,0.08266983362407518,0.05070523464645087,0.09684772812069503,0.1002908831925714,0.10177089998144122
-21,0.09149719141847869,0.06658549138734174,0.11415469159779776,0.1631239635753452,0.12230399806437915,0.12425678399559166,0.20559287913341637,0.10089735903952568,0.05164939258106539,0.09843556538545811,0.09940946093485123,0.10120756203689527
-20,0.0935963082104346,0.07319252323373795,0.11333367113896746,0.17914009314740703,0.1347421320442883,0.14700070893185535,0.2056036366734702,0.12330396988915485,0.05417524640209529,0.1014484353802513,0.10332460222012115,0.10497671151980725
-19,0.09848300054102807,0.08297852195718824,0.1165648038012372,0.1984018583944945,0.152225190976833,0.1722055365231985,0.2055283502307376,0.14799933296299583,0.05744660188771148,0.10660361030862583,0.11209781392135221,0.1131454373164135
-18,0.10682399864845873,0.09573519994941682,0.12567786285502894,0.21837740776520134,0.1719451898161965,0.1970331683408241,0.205617746935924,0.17307819266388874,0.06159773507882897,0.11232718020192796,0.12543913892136677,0.12510505799824986
-17,0.11857965679268793,0.11180859559180038,0.13932670399896788,0.2351253285383626,0.18842922427121414,0.21999051503056358,0.2051074993424001,0.19361818698993877,0.06548404110509776,0.11747525057648918,0.14264189236239794,0.1390564166241323
-16,0.13417917253070605,0.13082856002300808,0.15741989125172473,0.24693398585802803,0.19905888489400062,0.23935964311551344,0.2044278779922625,0.20900510438825082,0.06817675230472592,0.12373420564339974,0.1622966962477355,0.15445774516580038
-15,0.15285274616434794,0.15229629461527033,0.1793720312077992,0.2537872724740088,0.2035825051272937,0.2522099756945345,0.20146793007507605,0.21901271873757736,0.0694977803373725,0.13329126970636623,0.18278411744465745,0.17032227823076673
-14,0.17131265522533262,0.1715609436753668,0.2028801298744754,0.2544270330294963,0.20462448723834092,0.25850187628171234,0.19852356324060672,0.22445262523638174,0.07025904758062342,0.14266737307286342,0.20029799748125696,0.18454880527706574
-13,0.18518156840779693,0.1852695509038978,0.22118885214759354,0.2481068559157623,0.2029256734774673,0.2594113277378306,0.19594743648717033,0.22475374991699018,0.07092591359180082,0.14956149429426763,0.21236157445594891,0.19598649922380132
-12,0.1928013955501096,0.19280139555011072,0.2332830580885863,0.2368070706082594,0.19742809166677247,0.254718066575892,0.19388755580286415,0.21971657354938015,0.07173594446039547,0.1546741272140285,0.21848572600111454,0.20293595070520035
-11,0.19378464826395686,0.19399261919930483,0.23963623771287948,0.22003502055250368,0.18713429005075305,0.24410473457273096,0.1909462118588063,0.2084335735462679,0.07273249432492437,0.1576566572256911,0.2188504437822613,0.20431985068924083
-10,0.18879331173038436,0.18935886010443642,0.24052545398474243,0.1988780354023801,0.17209252447491158,0.23022541012127012,0.18730274719289217,0.19105733930908797,0.07277064867011326,0.15847461885723127,0.21322965035183192,0.19993632101458278
-9,0.17950490154739412,0.18043372865192242,0.23582994809069366,0.17579907106334466,0.15238073991076026,0.21279001333608782,0.18423424350888157,0.16946854575926187,0.07250388711942211,0.155507558273253,0.20137504378460988,0.19084196974600756
-8,0.16579238219087564,0.16806393356278312,0.22512759355631945,0.15373381589014667,0.13198209870373867,0.19241590576080367,0.1819296655867225,0.14690504908736127,0.07123344436574165,0.14984676159644336,0.18404988556265756,0.17878645032595009
-7,0.14685111174879517,0.15238099404797242,0.20906427238816444,0.1348768482279789,0.1130595317504089,0.16882679798902392,0.18044995144558285,0.12541004433170394,0.06974958774142241,0.1427249815597101,0.1634298925645248,0.16646437334499103
-6,0.12755458480068038,0.13639141344607114,0.18831266396624968,0.11923596451606451,0.09543320922729893,0.14447653574297167,0.1793810623357371,0.10477010366246756,0.06833678546830971,0.13439512067867485,0.1426024213665023,0.1558242544448724
-5,0.11129558532222436,0.12214405729803776,0.16386533253055677,0.1063135358566436,0.07972700035512084,0.12183826248451743,0.18088836765172484,0.08586729478281896,0.06548389376078118,0.1261758638029803,0.1235909142832321,0.14613216667699724
-4,0.09895377555523881,0.11015225120085734,0.13814759932843604,0.0959950832916813,0.06723832892884465,0.1009798131041123,0.18179151185048534,0.0711648712811554,0.06185886158687839,0.12098437293340034,0.10625371343780014,0.13665883100462464
-3,0.08954619682101803,0.09993537952226644,0.114141828562206,0.08919330783816885,0.058488246546866275,0.08226547110852402,0.18055923549982916,0.06143463359407429,0.06056944446226385,0.11964821354130879,0.0907033478237365,0.1274463649814066
-2,0.08318632053585584,0.0922481921603073,0.09321849555149174,0.08507910320767947,0.05366181596206534,0.06835491729264379,0.17798206197130795,0.05669865500820685,0.06164210532268456,0.12207550263697757,0.07640689581794932,0.11967208433943119
-1,0.07977520162258578,0.08670594856278797,0.0758463464765449,0.08391786604508611,0.05283878962643793,0.05996968093165663,0.17469472037279582,0.05665148761165384,0.06277108303188109,0.12871123070324608,0.06404952955453279,0.11448563950442163
0,0.07907154747634239,0.08291186574007982,0.062264243153594655,0.08428925411453608,0.05619060662153691,0.05621662875682559,0.17084422885079853,0.0614687071473682,0.06336426319952818,0.13815563008346168,0.05396381574044329,0.11192723764721693
1,0.08096288029547216,0.08091973460993203,0.05307546913844473,0.08524664887041067,0.062213352918412304,0.056600326748509455,0.1662740684669275,0.07034534481915375,0.06309415659311164,0.14967675776979367,0.046978173528977964,0.11177179587053773
2,0.08590718272407144,0.08207886602265566,0.048397197903331676,0.08539639598069916,0.06970106179069649,0.061130045053984894,0.16030686326356744,0.0824206192913163,0.062127038057764504,0.1633206802925367,0.0440774802212204,0.11476364500595722
3,0.0947317379850991,0.08601424224777993,0.048279369742994474,0.08407866622461777,0.0778849058340613,0.06921078692046037,0.15453468715183788,0.09700878058119886,0.060378194850598386,0.1789241709324236,0.045775334846609686,0.12081672531532046
4,0.10199720583429168,0.08957107530818238,0.05220869163070905,0.08160413578690942,0.08677577916106996,0.07999291099673964,0.1493515288995492,0.11407177355960382,0.058764200028735725,0.19545978223367577,0.05160554072791786,0.12828610424397874
5,0.10477706582316051,0.09052907580977343,0.05871192095180507,0.07839749026396567,0.09428422384540511,0.09262316438805508,0.1439755700488833,0.13172509144214983,0.05774941601283774,0.21092672742395946,0.06100954560105084,0.13827000503853193
6,0.10474569354454173,0.09090260071671809,0.06619870731343083,0.07554795752012948,0.09815758044325368,0.10718008277208471,0.1402128034700703,0.14581840315585426,0.056653590797318854,0.22444008737120483,0.07430855205784023,0.15086424615217653
7,0.10612840363091762,0.09305565289275256,0.07398089747229367,0.07211099860854986,0.09753616466224145,0.12141117522469476,0.13936423117520683,0.15695914631533683,0.053953047856678184,0.23551432745148598,0.09138356662739391,0.1645358176106296
8,0.11042744582008016,0.09547034254516866,0.08195444825861194,0.06872343096369535,0.09277853980538668,0.13061681395018593,0.13968130867735645,0.16531560593381617,0.050199473958578045,0.24297257274901235,0.11264774825653485,0.17801351051622855
9,0.11772925941182166,0.09754485084544175,0.09012113675993853,0.06486465270006778,0.08703820714432074,0.13380624877492242,0.14078785642156547,0.17208569976964244,0.047085280948595286,0.24575269533657945,0.13819270367367645,0.19057647374454473
10,0.1280240472995844,0.10029774475095417,0.09835513825639587,0.06155466370865671,0.0819716237229466,0.1310916461016903,0.1420540714135262,0.1770491719414708,0.04571226144826919,0.2452858784737006,0.16778814127028918,0.20210043779715736
11,0.14087086796849277,0.10433195836814937,0.10503146838212671,0.058458967853559404,0.07733443112703595,0.12393273804509211,0.142849049528521,0.1805326535276718,0.046346815150253934,0.24257818103467338,0.19940969995372232,0.2105847195321095
12,0.1560471911284071,0.10686672664396384,0.11037489979147493,0.05719789520780969,0.0726915701065071,0.1125161276776417,0.14252689532248436,0.18209907150460497,0.04798409597429046,0.23653319671763526,0.2294724125482706,0.21322955774484303
13,0.17216208227683283,0.10895228657482599,0.11295642258635971,0.0583529873539518,0.06815870985928382,0.10040145280835647,0.14068629286323234,0.18057103157121837,0.050035523376842396,0.2270886460499805,0.2548851922034143,0.20807129813997793
14,0.1899428357969668,0.11119599195277119,0.11178042996202948,0.06172045383462584,0.06360485989701056,0.08939163998713161,0.13757762520770878,0.17544684985248282,0.05154137066969041,0.21477050018075192,0.2741397552100265,0.1970694382948433
15,0.209161811254726,0.11231693793721027,0.10775270315699323,0.06693411182436007,0.05892985011754596,0.07979854243170739,0.13489987242101864,0.16789404738885133,0.053267827449454644,0.2014220363063087,0.2870432245936093,0.18164396554749637
16,0.23039061078510498,0.11261907987140045,0.10199151645470268,0.07363591051832877,0.05438099134682382,0.0717611816497308,0.13368015550159243,0.1601730589940598,0.0541982630981377,0.1875863427395396,0.2929013710657078,0.16578752622244508
17,0.24958533190525803,0.11189223779966369,0.09599278537478897,0.08245820716233024,0.05257656618594073,0.06647062048811368,0.13381084230195434,0.15039610171169399,0.05301803511472899,0.1740677308154074,0.29108057945728133,0.15221199331159335
18,0.26411904826235605,0.11083862167077183,0.08926838597038762,0.09311454620898593,0.05506997927332996,0.06482362255349922,0.13659485752732065,0.1383401937953133,0.05223921835362714,0.1627133253071848,0.2816941754480376,0.14204207783104356
19,0.2737075715635112,0.11104144206217345,0.08158600669399473,0.10660675314104526,0.05964293740753013,0.0676553616298414,0.14306440640146104,0.124171132231689,0.053807994746586804,0.15438316147834624,0.26266341281037164,0.1354024889099547
20,0.2525490846773569,0.10015770039603009,0.06976593685773043,0.10141087762521919,0.053103053907920784,0.060666619569851796,0.12828376882772807,0.10613579059826173,0.04735384805391772,0.1321192595959928,0.23018022166402713,0.11217359762619213
21,0.22871414152973527,0.08865554951892277,0.05820747732506717,0.09644947025661721,0.0461252661778408,0.05662408460734256,0.11429014704360108,0.0881834373111599,0.03994029260399485,0.11156149335694059,0.1953739332894056,0.0913217279528786
22,0.2029027407554151,0.07792815037719887,0.04639371156849088,0.09039404708068859,0.03941551944581463,0.05525632674343291,0.10211395129776017,0.0706768459817935,0.032478163863810375,0.09351499582226533,0.16046599078922436,0.07447872710131716
23,0.1761663735164701,0.06685196246445088,0.03564728843205987,0.0825049535492485,0.03277746284180659,0.053698025717127416,0.09113688688075831,0.05462965181743097,0.025778098352676915,0.07796681247255643,0.12738467340387832,0.0627556884094859
24,0.1481252537520103,0.0547495792847563,0.026714647878585247,0.07278392324503909,0.026492575604141637,0.05006081558180235,0.08062879690070321,0.04074297668483191,0.0199964943602254,0.06511495984775768,0.09717322528710416,0.05485358590773455
25,0.11914248324748104,0.043675054410402134,0.019339790679043435,0.06163490337957367,0.021900779180891818,0.04403658693804448,0.06911510348964892,0.028884099747537983,0.015425335315563216,0.053339062845303785,0.06979213632174357,0.04883072545887416
26,0.08822280345039511,0.03292713135413638,0.013314361587446522,0.049015054292970706,0.018852464959629216,0.035569165463061846,0.055627025905866656,0.018277119489282106,0.012379993890728193,0.04155659927306301,0.04572351981703322,0.041205844270890045
27,0.057235561153676694,0.021900403104019132,0.00806816558980725,0.03477059754362502,0.015051339276086054,0.024870272653689546,0.0400147234538926,0.00985753258977429,0.010893913089232215,0.02919244483422003,0.025623007989206848,0.030732016696334997
28,0.027710017297876803,0.011173855347752575,0.003647435926044014,0.01864256340849197,0.008827344164930473,0.013076974923469875,0.021767994694736788,0.0038662675994954577,0.00733681001748792,0.015329862646840674,0.009817720986495491,0.017012680255137344
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
