,TTS_1::Phage_LUZ100_full_genome:682-782(+),TTS_2::Phage_LUZ100_full_genome:2513-2613(+),TTS_3::Phage_LUZ100_full_genome:3935-4035(+),TTS_4::Phage_LUZ100_full_genome:7661-7761(+),TTS_5::Phage_LUZ100_full_genome:8633-8733(+),TTS_6::Phage_LUZ100_full_genome:9191-9291(+),TTS_7::Phage_LUZ100_full_genome:9993-10093(+),TTS_8::Phage_LUZ100_full_genome:10628-10728(+),TTS_9::Phage_LUZ100_full_genome:17146-17246(+),TTS_10::Phage_LUZ100_full_genome:19149-19249(+),TTS_11::Phage_LUZ100_full_genome:20332-20432(+),TTS_12::Phage_LUZ100_full_genome:20778-20878(+),TTS_13::Phage_LUZ100_full_genome:22144-22244(+),TTS_14::Phage_LUZ100_full_genome:37066-37166(+)
-15,-1.4525000000000001,-1.4849999999999999,-1.4015,-1.7355,-1.72,-1.5195000000000003,-1.498,-1.5925,-1.7009999999999998,-1.5945,-1.5215,-1.578,-1.4645000000000001,-1.5755000000000001
-14,-1.4525000000000001,-1.484,-1.4004999999999999,-1.7075000000000002,-1.6799999999999997,-1.5445,-1.4609999999999999,-1.6545,-1.721,-1.638,-1.5215,-1.557,-1.448,-1.5590000000000002
-13,-1.4745000000000001,-1.464,-1.4485,-1.7075,-1.7,-1.537,-1.4175,-1.6535,-1.7220000000000002,-1.6800000000000002,-1.5835000000000001,-1.5560000000000003,-1.448,-1.5590000000000002
-12,-1.4945,-1.484,-1.5070000000000001,-1.7245000000000001,-1.7,-1.584,-1.4175,-1.6335000000000002,-1.7220000000000002,-1.7419999999999998,-1.627,-1.509,-1.447,-1.5510000000000002
-11,-1.4545000000000001,-1.474,-1.5270000000000001,-1.7715,-1.7165,-1.6199999999999999,-1.4375,-1.6504999999999999,-1.723,-1.7690000000000001,-1.6670000000000003,-1.5175,-1.467,-1.5939999999999999
-10,-1.4345,-1.4949999999999999,-1.544,-1.7605,-1.7165,-1.6199999999999999,-1.471,-1.6575,-1.7064999999999997,-1.7689999999999997,-1.682,-1.576,-1.502,-1.6420000000000001
-9,-1.418,-1.4979999999999998,-1.566,-1.7455000000000003,-1.7,-1.6199999999999999,-1.493,-1.6495000000000002,-1.6865,-1.7690000000000001,-1.6600000000000001,-1.596,-1.501,-1.6880000000000002
-8,-1.401,-1.456,-1.5719999999999998,-1.7175,-1.7,-1.6670000000000003,-1.492,-1.6844999999999999,-1.6700000000000004,-1.741,-1.6130000000000002,-1.559,-1.501,-1.688
-7,-1.373,-1.446,-1.593,-1.6975000000000002,-1.7200000000000002,-1.687,-1.5255,-1.6759999999999997,-1.6300000000000001,-1.6990000000000003,-1.5965,-1.56,-1.49,-1.6480000000000001
-6,-1.416,-1.4769999999999999,-1.593,-1.714,-1.7630000000000003,-1.7079999999999997,-1.5675000000000001,-1.6760000000000002,-1.616,-1.691,-1.5565000000000002,-1.608,-1.454,-1.5895000000000001
-5,-1.4780000000000002,-1.4854999999999998,-1.5845,-1.6974999999999998,-1.7690000000000001,-1.707,-1.57,-1.6324999999999998,-1.616,-1.6919999999999997,-1.5365,-1.58,-1.406,-1.5414999999999999
-4,-1.5260000000000002,-1.5135,-1.5565000000000002,-1.6775000000000002,-1.7470000000000003,-1.7035,-1.5785,-1.5845,-1.576,-1.6484999999999999,-1.5835000000000001,-1.5215,-1.364,-1.5414999999999999
-3,-1.526,-1.5335,-1.5145,-1.6495000000000002,-1.6990000000000003,-1.6835,-1.5925,-1.5365,-1.584,-1.6085,-1.627,-1.4995,-1.302,-1.5685000000000002
-2,-1.498,-1.55,-1.456,-1.6460000000000001,-1.671,-1.6555,-1.5924999999999998,-1.5530000000000002,-1.5950000000000002,-1.5665,-1.6469999999999998,-1.4995,-1.2600000000000002,-1.6105
-1,-1.471,-1.553,-1.4140000000000001,-1.6740000000000002,-1.6510000000000002,-1.611,-1.5924999999999998,-1.536,-1.568,-1.5080000000000002,-1.6640000000000001,-1.5005000000000002,-1.2449999999999999,-1.6300000000000001
0,-1.429,-1.547,-1.3659999999999999,-1.716,-1.6580000000000001,-1.549,-1.5924999999999998,-1.5,-1.575,-1.46,-1.6780000000000002,-1.5010000000000001,-1.23,-1.6300000000000001
1,-1.429,-1.5470000000000002,-1.393,-1.7269999999999999,-1.643,-1.5070000000000001,-1.5924999999999998,-1.5335,-1.5525,-1.459,-1.685,-1.4529999999999998,-1.205,-1.6465
2,-1.471,-1.567,-1.441,-1.691,-1.581,-1.4929999999999999,-1.549,-1.5645,-1.5080000000000002,-1.481,-1.685,-1.433,-1.2189999999999999,-1.6745
3,-1.518,-1.5699999999999998,-1.442,-1.6629999999999998,-1.5365,-1.493,-1.5465,-1.565,-1.5245,-1.528,-1.6880000000000002,-1.4165,-1.233,-1.6745
4,-1.491,-1.528,-1.3775,-1.6010000000000002,-1.4895,-1.4929999999999999,-1.5735,-1.5379999999999998,-1.5245,-1.5614999999999999,-1.6809999999999998,-1.4535,-1.239,-1.6545
5,-1.4885,-1.4885,-1.3695,-1.609,-1.4755,-1.4929999999999999,-1.5735,-1.49,-1.5445,-1.581,-1.698,-1.4685,-1.196,-1.6344999999999998
6,-1.5095,-1.533,-1.3705,-1.6200000000000003,-1.4685000000000001,-1.51,-1.5635,-1.4420000000000002,-1.4975,-1.5845,-1.7449999999999999,-1.4685000000000001,-1.1480000000000001,-1.6344999999999998
7,-1.4815,-1.573,-1.3285,-1.5765,-1.4315000000000002,-1.52,-1.5635,-1.4700000000000002,-1.5050000000000001,-1.5565000000000002,-1.7414999999999998,-1.4765000000000001,-1.108,-1.6344999999999998
8,-1.4395,-1.553,-1.2925,-1.5765,-1.4120000000000001,-1.473,-1.5465,-1.462,-1.52,-1.5165,-1.7079999999999997,-1.4835,-1.136,-1.6425
9,-1.4395,-1.5965,-1.2645,-1.5394999999999999,-1.3955,-1.4565,-1.4994999999999998,-1.434,-1.5275,-1.4994999999999998,-1.6400000000000001,-1.44,-1.164,-1.6425
10,-1.4425000000000001,-1.6435000000000002,-1.2015,-1.5405000000000002,-1.3955,-1.4395,-1.483,-1.4705000000000001,-1.544,-1.4575,-1.6470000000000002,-1.3965,-1.192,-1.6425
11,-1.423,-1.6605,-1.1735000000000002,-1.5655000000000001,-1.3685,-1.42,-1.483,-1.4815,-1.564,-1.4155,-1.689,-1.4165,-1.22,-1.6595000000000002
12,-1.4120000000000001,-1.719,-1.1875,-1.5515,-1.349,-1.373,-1.448,-1.49,-1.5805,-1.424,-1.6989999999999998,-1.4055,-1.2,-1.7065000000000001
13,-1.44,-1.7259999999999998,-1.2295000000000003,-1.5245000000000002,-1.3655,-1.374,-1.3895,-1.5345,-1.6204999999999998,-1.466,-1.672,-1.4045,-1.186,-1.6995
14,-1.4600000000000002,-1.6799999999999997,-1.2445,-1.491,-1.3684999999999998,-1.399,-1.3475,-1.5175,-1.6355,-1.467,-1.6920000000000002,-1.3575000000000002,-1.221,-1.7220000000000002
15,-1.44,-1.6575,-1.2530000000000001,-1.443,-1.391,-1.3850000000000002,-1.345,-1.5175,-1.6285,-1.452,-1.732,-1.3585,-1.269,-1.75
16,-1.42,-1.6305,-1.253,-1.435,-1.406,-1.349,-1.3375,-1.5655,-1.6684999999999999,-1.4595,-1.7120000000000002,-1.3835000000000002,-1.2840000000000003,-1.722
17,-1.4200000000000002,-1.6305,-1.275,-1.4795,-1.392,-1.342,-1.3385,-1.5735000000000001,-1.6885,-1.4525,-1.7119999999999997,-1.3775,-1.278,-1.7020000000000004
18,-1.421,-1.5939999999999999,-1.297,-1.483,-1.4005,-1.322,-1.3865000000000003,-1.529,-1.6785,-1.4525,-1.675,-1.3855,-1.3000000000000003,-1.702
19,-1.4,-1.548,-1.311,-1.483,-1.3924999999999998,-1.33,-1.3865,-1.5625,-1.6785,-1.4674999999999998,-1.6480000000000001,-1.4125,-1.325,-1.682
20,-1.4,-1.5690000000000002,-1.3555000000000001,-1.483,-1.3925,-1.355,-1.3865,-1.565,-1.7185,-1.5155,-1.6960000000000002,-1.412,-1.319,-1.654
21,-1.399,-1.569,-1.3755000000000002,-1.5165000000000002,-1.4144999999999999,-1.3699999999999999,-1.379,-1.5215,-1.7335,-1.5165000000000002,-1.689,-1.3770000000000002,-1.3190000000000002,-1.6095000000000002
22,-1.399,-1.541,-1.3485,-1.519,-1.4365,-1.432,-1.3860000000000001,-1.5215,-1.7195,-1.4945,-1.6470000000000002,-1.37,-1.3050000000000002,-1.5895000000000001
23,-1.379,-1.5310000000000001,-1.3335000000000001,-1.52,-1.4475,-1.433,-1.3855,-1.499,-1.6835,-1.455,-1.6445,-1.3530000000000002,-1.3050000000000002,-1.6295000000000002
24,-1.379,-1.5310000000000001,-1.3619999999999999,-1.5450000000000002,-1.4475,-1.419,-1.3855,-1.499,-1.6565,-1.4385,-1.6445,-1.3059999999999998,-1.319,-1.666
25,-1.3715,-1.5235,-1.3900000000000001,-1.5230000000000001,-1.4895,-1.4120000000000001,-1.4055,-1.567,-1.5945,-1.4385,-1.6175000000000002,-1.3530000000000002,-1.354,-1.6489999999999998
26,-1.3984999999999999,-1.527,-1.389,-1.5205,-1.4994999999999998,-1.432,-1.4055000000000002,-1.5950000000000002,-1.5795,-1.4185,-1.6175000000000002,-1.374,-1.402,-1.607
27,-1.4295000000000002,-1.479,-1.389,-1.5195,-1.4895,-1.4220000000000002,-1.4055000000000002,-1.595,-1.572,-1.4195,-1.6175000000000002,-1.3745,-1.395,-1.559
28,-1.4235000000000002,-1.459,-1.3665,-1.4994999999999998,-1.492,-1.407,-1.4425000000000001,-1.596,-1.6190000000000002,-1.3975000000000002,-1.6545,-1.3945,-1.3530000000000002,-1.5510000000000002
29,-1.4155000000000002,-1.4255,-1.3745,-1.5165,-1.45,-1.3875,-1.4425000000000001,-1.576,-1.655,-1.3875000000000002,-1.7025,-1.4575,-1.3335000000000001,-1.5875
30,-1.4055,-1.386,-1.4575,-1.5265,-1.4304999999999999,-1.3765,-1.4155000000000002,-1.5315,-1.6385,-1.4125,-1.739,-1.5010000000000001,-1.3335000000000001,-1.5705
31,-1.3980000000000001,-1.3860000000000001,-1.4785,-1.4955,-1.4575,-1.376,-1.4155,-1.5650000000000002,-1.6385,-1.4275,-1.7189999999999999,-1.481,-1.3065,-1.5435
32,-1.4060000000000001,-1.3695,-1.4795,-1.5174999999999998,-1.4769999999999999,-1.386,-1.4585000000000001,-1.5675000000000001,-1.6220000000000003,-1.447,-1.716,-1.5290000000000001,-1.307,-1.5234999999999999
33,-1.406,-1.3895000000000002,-1.4625,-1.5645,-1.4605000000000001,-1.3935,-1.4835,-1.509,-1.575,-1.467,-1.7429999999999999,-1.5290000000000001,-1.3210000000000002,-1.5705000000000002
34,-1.426,-1.4689999999999999,-1.4700000000000002,-1.5815,-1.4505000000000001,-1.3824999999999998,-1.4835,-1.4780000000000002,-1.5539999999999998,-1.4940000000000002,-1.7259999999999998,-1.536,-1.329,-1.59
35,-1.4425,-1.494,-1.4895,-1.6295000000000002,-1.422,-1.4045,-1.461,-1.4849999999999999,-1.5530000000000002,-1.5090000000000001,-1.6790000000000003,-1.543,-1.3119999999999998,-1.6065
36,-1.4825000000000002,-1.4789999999999999,-1.534,-1.6305,-1.429,-1.4040000000000001,-1.461,-1.4849999999999999,-1.533,-1.4865,-1.6620000000000001,-1.518,-1.3119999999999998,-1.6345000000000003
37,-1.5105,-1.4369999999999998,-1.574,-1.5945,-1.4540000000000002,-1.3679999999999999,-1.471,-1.5050000000000001,-1.5495,-1.4865000000000002,-1.6035,-1.5030000000000001,-1.3800000000000001,-1.6344999999999998
38,-1.5095,-1.4300000000000002,-1.566,-1.591,-1.454,-1.3679999999999999,-1.409,-1.5330000000000001,-1.5595,-1.5485000000000002,-1.5935000000000001,-1.481,-1.3719999999999999,-1.6145
39,-1.5155,-1.4929999999999999,-1.566,-1.591,-1.482,-1.3679999999999999,-1.4165,-1.5365,-1.567,-1.592,-1.6405,-1.4615,-1.369,-1.6545
40,-1.5375,-1.52,-1.566,-1.611,-1.502,-1.405,-1.4305,-1.5265,-1.5635000000000001,-1.592,-1.6205000000000003,-1.4815,-1.417,-1.6825000000000003
41,-1.5485,-1.56,-1.5290000000000001,-1.5675000000000001,-1.495,-1.4485000000000001,-1.4375,-1.5115,-1.5905,-1.6355,-1.6475000000000002,-1.561,-1.442,-1.7269999999999999
42,-1.5065,-1.5610000000000002,-1.5365,-1.5365,-1.4955,-1.4285,-1.4575,-1.5015,-1.6524999999999999,-1.6575,-1.6625,-1.588,-1.442,-1.7470000000000003
43,-1.4795,-1.561,-1.5515,-1.5355,-1.4855,-1.4754999999999998,-1.4575,-1.5635,-1.6440000000000001,-1.657,-1.634,-1.605,-1.443,-1.7269999999999999
44,-1.4865,-1.623,-1.5515,-1.569,-1.4929999999999999,-1.534,-1.4375000000000002,-1.5905,-1.629,-1.657,-1.641,-1.6520000000000004,-1.491,-1.7105000000000001
45,-1.4505000000000001,-1.6664999999999999,-1.5245000000000002,-1.5939999999999999,-1.4929999999999999,-1.541,-1.4375,-1.5705,-1.629,-1.6400000000000001,-1.6510000000000002,-1.6484999999999999,-1.5190000000000001,-1.7274999999999998
46,-1.4025,-1.6664999999999999,-1.5255,-1.5865,-1.51,-1.501,-1.4645,-1.5425,-1.608,-1.613,-1.6040000000000003,-1.6755,-1.492,-1.7894999999999999
47,-1.3915,-1.6945000000000001,-1.5675000000000001,-1.6145,-1.51,-1.528,-1.4914999999999998,-1.5225000000000002,-1.6155000000000002,-1.623,-1.5705,-1.6750000000000003,-1.471,-1.8094999999999999
48,-1.4395,-1.6865,-1.5925,-1.6145,-1.4849999999999999,-1.553,-1.4435,-1.5495,-1.612,-1.623,-1.5025,-1.6469999999999998,-1.4849999999999999,-1.8175000000000001
