,TTS_1::NC_022970.1:10161-10261(+),TTS_2::NC_022970.1:11219-11319(+),TTS_3::NC_022970.1:18324-18424(+),TTS_4::NC_022970.1:23698-23798(+),TTS_5::NC_022970.1:25974-26074(+),TTS_6::NC_022970.1:27886-27986(+),TTS_7::NC_022970.1:31260-31360(+),TTS_8::NC_022970.1:37460-37560(+),TTS_9::NC_022970.1:41370-41470(+),TTS_10::NC_022970.1:45561-45661(+),TTS_11::NC_022970.1:50229-50329(+),TTS_12::NC_022970.1:50575-50675(+),TTS_13::NC_022970.1:51997-52097(+),TTS_14::NC_022970.1:53096-53196(+),TTS_15::NC_022970.1:53699-53799(+),TTS_16::NC_022970.1:55154-55254(+),TTS_17::NC_022970.1:58558-58658(+),TTS_18::NC_022970.1:61922-62022(+),TTS_19::NC_022970.1:72339-72439(+),TTS_20::NC_022970.1:73190-73290(+),TTS_21::NC_022970.1:85408-85508(+),TTS_22::NC_022970.1:85967-86067(+),TTS_23::NC_022970.1:86376-86476(+),TTS_24::NC_022970.1:86448-86548(+),TTS_25::NC_022970.1:86619-86719(+),TTS_1::NC_022970.1:2577-2677(-),TTS_2::NC_022970.1:5623-5723(-),TTS_3::NC_022970.1:78278-78378(-),TTS_4::NC_022970.1:83180-83280(-),TTS_5::NC_022970.1:83641-83741(-)
-25,4.34,5.045,4.92,5.904999999999999,5.9399999999999995,5.605,5.835,5.635,5.8950000000000005,5.24,5.5200000000000005,5.515,5.48,5.7,5.25,5.35,6.025,6.02,6.154999999999999,5.4,5.59,5.73,5.869999999999999,6.380000000000001,6.180000000000001,5.35,3.5149999999999997,4.995,5.720000000000001,4.994999999999999
-24,4.17,4.915,5.205,5.63,6.005,5.734999999999999,5.885,5.61,5.915,5.09,5.244999999999999,5.49,5.284999999999999,5.47,5.005,5.46,6.045,6.25,5.955,5.26,5.664999999999999,5.7299999999999995,5.845,6.14,5.83,5.255000000000001,3.5149999999999997,4.994999999999999,5.97,4.915
-23,4.0600000000000005,5.119999999999999,5.284999999999999,5.805000000000001,5.955,5.819999999999999,5.815,5.8149999999999995,6.1,5.29,5.4799999999999995,5.56,5.194999999999999,5.265,5.45,5.385,6.005000000000001,6.035,5.555,5.3549999999999995,5.6899999999999995,5.54,5.890000000000001,6.165000000000001,5.76,5.455,3.5900000000000007,4.775,5.81,5.09
-22,4.195,5.225,5.24,5.79,5.955,5.465,5.85,5.970000000000001,5.795,5.265,5.76,5.734999999999999,5.345000000000001,5.1049999999999995,5.2,5.475,5.959999999999999,5.845000000000001,5.485,5.34,5.9,5.325,5.805,5.835,5.65,5.505,3.87,5.005,5.7700000000000005,5.305
-21,4.220000000000001,5.015,5.24,5.71,5.955,5.624999999999999,5.819999999999999,6.055,6.1,5.27,5.79,5.765,5.28,5.3549999999999995,5.225,5.66,5.93,5.705,5.695,5.335,5.739999999999999,5.404999999999999,5.835,5.525,5.6850000000000005,5.515000000000001,4.15,4.97,6.174999999999999,5.1049999999999995
-20,4.16,5.095000000000001,5.26,5.705,5.955,5.65,5.575,5.95,6.075,5.58,5.91,5.48,5.25,5.545,5.095000000000001,5.555,5.59,5.635,5.805,5.470000000000001,5.885,5.505,5.975,5.32,5.654999999999999,5.2700000000000005,4.305,4.665,6.25,5.045
-19,4.075,5.065,5.505,5.95,5.93,5.749999999999999,6.02,5.819999999999999,5.9,5.51,6.17,5.075,5.155,5.4799999999999995,5.17,5.385,5.59,5.694999999999999,5.765,5.494999999999999,5.64,5.505,5.9399999999999995,5.015,5.735,5.04,4.39,4.459999999999999,5.97,4.9399999999999995
-18,4.57,4.970000000000001,5.46,6.025,5.675,5.575,6.109999999999999,5.82,5.735,5.709999999999999,6.119999999999999,4.865,5.1000000000000005,5.6850000000000005,5.390000000000001,5.3100000000000005,5.590000000000001,5.72,5.765,5.595,5.425,5.619999999999999,5.625,4.7700000000000005,5.720000000000001,5.14,4.345000000000001,4.215,6.135,5.1049999999999995
-17,4.84,5.345000000000001,5.390000000000001,6.01,5.65,5.955,6.075,5.75,5.555,5.635,6.04,4.86,5.105,5.76,4.9799999999999995,5.1450000000000005,5.59,5.62,5.8100000000000005,5.825,5.255,5.29,5.4,4.75,5.43,5.29,4.205,4.22,5.755,5.01
-16,4.975,5.15,5.22,5.68,5.635,5.85,5.815,5.76,5.665,5.4799999999999995,6.034999999999999,5.04,5.51,5.455,5.0,5.375,5.590000000000001,5.735,5.7299999999999995,5.615,5.27,5.26,5.21,4.46,5.405,5.255,4.345000000000001,4.045,5.595,5.35
-15,4.8950000000000005,5.335,5.47,5.795,5.545,5.76,5.805,5.65,5.49,5.3950000000000005,5.93,5.015,5.654999999999999,5.325,5.115,5.404999999999999,5.75,5.97,5.7,5.52,4.959999999999999,5.1450000000000005,5.115,4.4399999999999995,5.4350000000000005,5.215,4.3149999999999995,4.119999999999999,5.705,5.52
-14,5.2,5.279999999999999,5.470000000000001,5.795,5.47,5.795,5.475,5.784999999999999,5.295,5.0649999999999995,5.575,5.0649999999999995,5.44,5.1899999999999995,5.1899999999999995,5.35,5.42,6.119999999999999,5.975,5.545,5.089999999999999,4.79,5.13,4.209999999999999,5.365,5.18,4.215,3.915,5.5600000000000005,5.75
-13,5.4399999999999995,5.48,5.335,5.82,5.589999999999999,6.014999999999999,5.68,5.76,5.055000000000001,5.25,5.7299999999999995,4.98,5.334999999999999,5.385,5.1899999999999995,5.54,5.205,5.985,5.73,5.4350000000000005,5.249999999999999,4.975,5.255,3.9550000000000005,5.444999999999999,5.13,4.17,3.7299999999999995,5.23,5.85
-12,5.38,5.65,5.2,5.74,5.665,6.014999999999999,5.83,5.915,5.115,5.34,5.865,5.01,5.385,5.135,4.9399999999999995,5.735,5.235,5.9,5.895,5.470000000000001,4.975,4.970000000000001,5.255000000000001,3.715,5.715,5.085,4.32,3.8,5.56,5.715
-11,5.6049999999999995,5.694999999999999,5.2,5.75,5.39,6.115,5.955,6.245,4.86,5.385,5.79,5.02,5.385,5.135,5.185,5.465,5.4399999999999995,5.975,5.52,5.525,5.034999999999999,4.9,5.255,3.585,5.385,5.055,4.694999999999999,4.085,5.515,5.74
-10,5.605,5.775,5.2,5.75,5.369999999999999,6.4449999999999985,6.005,6.27,4.805000000000001,5.665,5.59,5.015000000000001,5.535,5.135,5.029999999999999,5.25,5.56,6.0200000000000005,5.5200000000000005,5.720000000000001,5.035,4.625,5.255,3.72,5.279999999999999,5.1049999999999995,4.67,4.05,5.430000000000001,6.09
-9,5.445,5.970000000000001,5.1899999999999995,5.525,5.345000000000001,6.4399999999999995,5.85,6.22,4.925,5.945,5.875,5.130000000000001,5.83,5.385,4.95,5.455,5.535,6.015,5.5200000000000005,5.81,4.95,4.65,5.115,3.7299999999999995,5.25,4.8100000000000005,4.95,4.075,5.324999999999999,5.9799999999999995
-8,5.4799999999999995,6.0600000000000005,5.42,5.475,5.26,6.244999999999999,5.694999999999999,6.194999999999999,4.930000000000001,6.1,6.0200000000000005,5.015,6.0,5.1899999999999995,5.205,5.48,5.455,5.964999999999999,5.895,6.185,4.89,4.58,5.17,3.665,5.25,4.86,5.23,4.415,5.369999999999999,6.159999999999999
-7,5.8100000000000005,6.125,5.654999999999999,5.665,5.275,6.045,5.49,5.869999999999999,5.255,6.02,5.925,5.135,5.9399999999999995,4.99,5.205,5.605,5.15,5.9350000000000005,5.7299999999999995,6.11,5.295,4.69,5.34,3.6800000000000006,5.279999999999999,4.885,5.375,4.345000000000001,5.475,6.529999999999999
-6,5.73,6.235,5.555000000000001,5.865,5.3,6.194999999999999,5.26,5.625,5.37,5.795,5.835,5.13,5.845000000000001,4.99,4.949999999999999,5.885,5.194999999999999,5.709999999999999,5.705,6.3149999999999995,5.36,4.665,5.324999999999999,3.7700000000000005,5.205,4.915,5.63,4.529999999999999,5.369999999999999,6.765000000000001
-5,5.5,6.1850000000000005,5.575,5.5649999999999995,5.245,5.909999999999999,4.9799999999999995,5.470000000000001,5.265,5.795,5.865,4.885,5.77,4.8149999999999995,5.03,5.785,5.205,5.72,5.4,6.109999999999999,5.2,4.534999999999999,5.5,3.825,5.06,4.880000000000001,5.5,4.685,4.965,6.984999999999999
-4,5.6049999999999995,6.085,5.545,6.029999999999999,5.205,5.505,5.06,5.445,4.86,5.674999999999999,5.89,4.904999999999999,5.795,5.1,5.115,5.58,5.005,5.64,5.43,5.880000000000001,4.97,4.49,5.525,3.775,4.915,4.744999999999999,5.27,4.585,4.6850000000000005,7.25
-3,5.745,5.8549999999999995,5.4350000000000005,6.1,5.045,5.35,5.135,5.165,4.83,5.445,5.865,4.635,5.9350000000000005,5.359999999999999,4.895,5.2700000000000005,4.725,5.68,5.62,5.475,5.0649999999999995,4.655,5.7299999999999995,3.725,4.51,4.4350000000000005,4.99,4.86,4.54,7.1899999999999995
-2,5.75,5.99,5.7,6.109999999999999,5.4,5.64,4.725,4.76,5.295,5.470000000000001,5.944999999999999,4.545,5.865,5.52,5.15,5.17,4.445,5.859999999999999,5.6899999999999995,5.1049999999999995,5.08,4.76,5.51,4.01,4.659999999999999,4.615,4.959999999999999,4.84,4.33,7.140000000000001
-1,5.720000000000001,6.22,5.779999999999999,6.154999999999999,5.284999999999999,5.369999999999999,4.75,4.715000000000001,5.39,5.6850000000000005,5.9799999999999995,4.625,6.0649999999999995,5.225,5.095000000000001,5.175,4.165,6.209999999999999,5.67,4.99,5.109999999999999,4.865,5.529999999999999,4.325,4.6899999999999995,4.65,5.0,4.665,4.23,7.305
0,5.465000000000001,6.17,5.6,5.904999999999999,5.17,5.06,4.89,4.75,5.615,5.529999999999999,5.859999999999999,4.944999999999999,6.1450000000000005,5.035,4.82,4.970000000000001,4.385,6.235,5.43,5.159999999999999,4.985,4.585,5.245,4.61,4.61,4.6049999999999995,4.8,4.915,4.32,7.3
1,5.265,6.345000000000001,5.755000000000001,5.585,5.2299999999999995,4.654999999999999,4.785,4.615,5.865,5.125,5.885,5.26,6.2299999999999995,4.68,4.74,4.825,4.26,6.345000000000001,5.470000000000001,4.845000000000001,5.45,4.275,5.069999999999999,4.915,4.64,4.78,4.755,5.235,4.5,7.135
2,5.025,6.385,5.92,5.255,5.54,4.93,4.765000000000001,4.735,5.834999999999999,5.1,5.65,5.355,5.975,4.455,4.63,4.92,4.494999999999999,6.3950000000000005,5.665,4.765,5.444999999999999,4.130000000000001,5.1499999999999995,4.659999999999999,4.319999999999999,5.180000000000001,4.859999999999999,5.484999999999999,4.235,6.9799999999999995
3,4.78,6.1850000000000005,6.075,5.125,5.8100000000000005,4.95,4.909999999999999,4.79,5.904999999999999,5.125,5.324999999999999,5.43,5.76,4.305,4.81,4.9799999999999995,4.52,6.339999999999999,5.365,4.654999999999999,5.425,4.235,4.994999999999999,4.53,4.365,5.284999999999999,4.944999999999999,5.515,4.545,6.92
4,4.875,6.225,5.915000000000001,5.265,5.785,4.97,5.165,4.535,6.005,5.180000000000001,5.0200000000000005,5.22,5.53,4.675,4.99,5.0600000000000005,4.52,6.17,5.59,5.0649999999999995,5.4350000000000005,4.45,5.165,4.995,4.4350000000000005,5.175,5.0649999999999995,5.74,4.44,6.625
5,5.115,6.195,5.92,5.404999999999999,5.455,4.77,5.0649999999999995,4.694999999999999,6.175,5.22,5.1,5.17,5.6899999999999995,4.935,5.04,4.985,4.55,6.1850000000000005,5.5200000000000005,5.345000000000001,5.595000000000001,4.625,5.305,5.165,4.475,5.175,5.220000000000001,5.51,4.63,6.435
6,5.085,5.99,5.965,5.4,5.529999999999999,4.6899999999999995,5.265000000000001,4.415,6.18,5.395,5.43,5.1899999999999995,5.575,4.935,5.025,5.2299999999999995,4.880000000000001,6.01,5.465,5.215,5.465,5.029999999999999,5.29,5.3950000000000005,4.76,5.07,5.159999999999999,5.6850000000000005,4.79,6.51
7,4.665,6.015,6.14,5.38,5.7,4.52,5.29,4.34,6.2299999999999995,5.4399999999999995,5.16,5.33,5.630000000000001,4.9350000000000005,5.045,5.25,4.83,6.17,5.7299999999999995,5.034999999999999,5.5649999999999995,5.055000000000001,5.119999999999999,5.8,4.755000000000001,5.1450000000000005,5.14,6.085,5.01,6.205
8,4.6450000000000005,5.7700000000000005,6.17,5.529999999999999,5.57,4.8149999999999995,5.21,4.165,6.1,5.355,5.159999999999999,5.5200000000000005,5.445,5.4,5.335,5.130000000000001,4.83,6.275,5.6850000000000005,4.725,5.744999999999999,5.05,5.119999999999999,5.9350000000000005,4.3549999999999995,5.17,5.045,6.04,4.605,6.025
9,4.42,5.875,6.345,5.4399999999999995,6.0200000000000005,4.64,4.9,4.0649999999999995,6.3,5.125,5.16,5.290000000000001,5.49,5.319999999999999,5.245,4.92,4.955,6.069999999999999,5.83,4.415,5.665,5.2,5.075,5.9350000000000005,4.58,5.1899999999999995,4.845000000000001,5.72,4.39,5.59
10,4.445,5.595000000000001,6.5,5.52,6.029999999999999,4.54,4.9350000000000005,4.11,6.324999999999999,4.84,5.025,5.055,5.39,5.1450000000000005,5.4,4.7700000000000005,4.86,5.92,5.869999999999999,3.94,5.725,5.449999999999999,5.265,6.04,4.58,5.14,4.5649999999999995,5.83,4.725,5.4
11,4.295,5.425,6.1850000000000005,5.734999999999999,5.92,4.435,5.090000000000001,4.11,6.245,4.865,4.89,4.845,5.165,5.1450000000000005,5.4399999999999995,4.970000000000001,4.755,5.64,5.914999999999999,3.8200000000000003,5.8950000000000005,5.29,5.159999999999999,6.0,4.445,5.3950000000000005,4.59,5.61,4.805000000000001,5.720000000000001
12,4.1850000000000005,5.18,6.029999999999999,5.935,6.075,4.585,5.115,4.21,6.255,4.92,5.15,4.635,4.945,5.12,5.359999999999999,5.05,4.855,5.864999999999999,5.83,3.91,5.845000000000001,5.5,5.279999999999999,6.015,4.295,5.29,4.68,5.45,4.6049999999999995,5.54
13,4.18,4.9799999999999995,6.295,5.47,5.779999999999999,4.925,5.42,4.535,6.18,5.05,5.345000000000001,4.2299999999999995,4.95,5.404999999999999,5.715,4.645,5.35,6.295,5.845000000000001,4.154999999999999,5.915,5.52,5.175,5.72,4.3,5.49,4.9399999999999995,5.3,4.390000000000001,5.17
14,4.56,5.01,6.395,5.345,5.955,4.865,5.67,4.6049999999999995,5.8549999999999995,5.295,5.22,3.9500000000000006,5.025,5.459999999999999,6.0,4.54,5.375,6.540000000000001,5.96,4.26,6.04,5.525,5.34,5.63,4.455,5.665,4.914999999999999,5.095000000000001,4.26,4.86
15,4.8549999999999995,5.2299999999999995,6.09,5.495,5.959999999999999,5.3,5.875,4.46,5.645,5.3,5.22,4.28,5.05,5.46,5.715,4.43,5.3100000000000005,6.470000000000001,6.284999999999999,4.665,5.955,5.8549999999999995,5.029999999999999,5.505,4.45,5.59,5.045,4.865,4.5649999999999995,4.385
16,4.975,5.385,5.8,5.3100000000000005,6.159999999999999,5.7299999999999995,5.61,4.685,5.8950000000000005,5.405,5.220000000000001,4.29,5.05,5.46,5.76,4.765,5.335,6.145,6.475,4.944999999999999,5.9350000000000005,5.955,4.825,5.694999999999999,4.88,5.82,5.045,4.965,5.0600000000000005,4.095
17,5.025,5.39,5.5200000000000005,5.205,6.435,5.51,5.465000000000001,5.18,6.140000000000001,5.615,5.49,4.37,5.005,5.46,5.82,5.05,5.8100000000000005,6.029999999999999,6.495,5.175,5.895,6.015,4.795,5.74,4.91,5.87,5.295,5.154999999999999,5.335,4.0
18,4.994999999999999,5.17,5.275,5.359999999999999,6.455,5.494999999999999,5.840000000000001,5.505000000000001,5.98,5.5649999999999995,5.625,4.615,4.92,5.49,5.79,4.82,5.84,5.8,6.295,5.65,5.909999999999999,5.935,5.26,5.38,4.855,5.8,5.54,5.195,5.619999999999999,3.995
19,5.0,5.36,5.26,5.43,6.375,5.540000000000001,5.845000000000001,5.465,5.805,5.385,5.585,4.68,4.865,5.765,5.819999999999999,4.84,6.245,5.38,6.295,5.659999999999999,5.96,5.779999999999999,5.43,5.0649999999999995,4.865,5.555000000000001,5.555,5.44,5.79,3.95
20,5.3149999999999995,5.63,5.37,5.755,6.4,5.615,5.95,5.4,5.535,5.615,5.3950000000000005,4.6899999999999995,4.96,5.535,6.05,5.26,6.3999999999999995,5.2,6.345,5.49,5.8,6.015,5.739999999999999,4.984999999999999,5.0,5.35,5.6049999999999995,5.515,5.74,3.965
21,5.720000000000001,5.63,5.145,6.0649999999999995,6.565,5.9,6.075,5.3,5.425,5.61,5.29,4.694999999999999,4.96,5.745,6.319999999999999,5.535,6.375,5.215000000000001,6.029999999999999,5.699999999999999,5.5600000000000005,6.3,6.05,4.91,5.05,5.459999999999999,5.529999999999999,5.425,5.8549999999999995,4.085
22,5.895,5.705,5.06,6.475,6.284999999999999,6.025,5.775,5.404999999999999,5.68,5.404999999999999,5.79,4.875,5.035,5.92,6.369999999999999,5.515,6.425,5.305,5.545,5.3950000000000005,5.359999999999999,6.555,6.36,5.17,5.125,5.325,5.42,5.380000000000001,5.955,4.085
23,6.034999999999999,5.82,4.8,6.529999999999999,6.0649999999999995,6.01,5.45,5.130000000000001,5.79,5.4799999999999995,6.125,4.835,5.325,6.14,6.565,5.4799999999999995,6.32,5.3950000000000005,5.85,5.33,5.074999999999999,6.62,6.65,5.069999999999999,5.18,4.970000000000001,5.444999999999999,5.4,5.92,4.085
24,5.92,5.775,5.0600000000000005,6.720000000000001,5.8549999999999995,6.12,5.505,5.404999999999999,5.9,5.459999999999999,6.38,5.025,5.485,5.8,6.44,5.17,6.235,5.265,5.915,5.42,5.1,6.51,6.404999999999999,4.575,5.2299999999999995,5.05,5.069999999999999,5.32,6.165,4.005
25,5.71,5.779999999999999,5.084999999999999,6.464999999999999,6.139999999999999,5.915,5.33,5.35,5.76,5.21,6.165,4.97,5.435,5.72,6.145,5.325,6.275,5.115,5.9399999999999995,5.3149999999999995,5.205,6.175,6.4399999999999995,4.46,5.275,4.91,5.139999999999999,5.675,5.92,4.15
26,5.7299999999999995,5.85,5.145,6.594999999999999,6.220000000000001,5.89,5.380000000000001,5.555000000000001,5.65,5.195,6.21,4.95,5.69,5.9,6.09,5.33,6.119999999999999,5.17,5.994999999999999,5.26,5.055,5.7700000000000005,6.4399999999999995,4.59,5.085,4.91,5.089999999999999,5.92,5.7299999999999995,4.34
27,5.75,5.805,5.14,6.62,6.035,5.895,5.380000000000001,5.67,5.84,5.365,6.409999999999999,4.9799999999999995,5.529999999999999,5.92,6.045,5.3149999999999995,6.095000000000001,5.01,5.825,5.36,5.130000000000001,5.635,6.5,4.26,4.779999999999999,4.9350000000000005,4.955,5.6,5.805000000000001,4.59
28,5.8100000000000005,5.9799999999999995,5.25,6.35,6.265,5.779999999999999,5.305,5.615,6.0649999999999995,5.295,6.33,4.985,5.865,5.7299999999999995,6.005,5.449999999999999,6.0649999999999995,5.015,5.625,5.59,5.234999999999999,5.63,6.58,4.305,4.7,4.93,4.95,5.345,6.125,4.59
29,6.165,5.735,5.075,6.369999999999999,5.8149999999999995,5.805,5.415,5.305,6.264999999999999,5.119999999999999,6.4,5.0649999999999995,6.035,5.61,5.65,5.68,5.965,5.215,5.7299999999999995,5.915,5.235,5.455,6.779999999999999,4.26,4.875,4.7299999999999995,5.115,5.475,6.455,5.025
30,6.18,6.029999999999999,4.595,6.284999999999999,5.805,5.575,5.195,5.34,6.455,5.33,6.285,5.485,5.9799999999999995,5.475,5.6,6.09,5.885,5.455,5.665,6.2,5.2,5.65,6.709999999999999,4.295,5.09,4.73,5.325,5.470000000000001,6.07,5.215
31,6.51,6.22,4.805,6.3,5.915,5.705,4.885,5.425,6.455,5.334999999999999,6.42,5.79,5.91,5.27,5.5649999999999995,6.015,6.154999999999999,5.8999999999999995,5.654999999999999,6.205,5.115,5.875,6.789999999999999,4.345000000000001,5.220000000000001,4.92,5.165,5.49,5.984999999999999,4.994999999999999
32,6.6450000000000005,6.275,4.875,6.1450000000000005,5.749999999999999,5.305,4.905,5.375,6.445,5.42,6.27,5.79,5.9399999999999995,5.265,5.82,5.9350000000000005,6.135,5.78,5.65,5.985,5.345,5.8,6.589999999999999,4.105,5.22,4.84,5.075,5.755,6.1,4.84
33,6.635,6.275,4.555000000000001,6.590000000000001,6.09,5.24,4.885,5.305,6.404999999999999,5.42,5.9399999999999995,5.79,5.96,5.235,5.385,6.165,5.955,5.720000000000001,5.61,5.815,5.175,5.67,6.525,4.55,5.16,4.435,4.925,5.529999999999999,6.4799999999999995,5.3149999999999995
34,6.365,6.244999999999999,4.425,6.3149999999999995,6.16,5.119999999999999,4.845,5.32,6.695,5.18,6.0200000000000005,5.994999999999999,5.67,5.16,5.1,6.165,6.0649999999999995,5.654999999999999,5.720000000000001,5.784999999999999,4.71,5.665,6.545,4.175,4.875000000000001,4.26,5.01,5.86,6.69,5.8100000000000005
35,6.245,6.055,4.709999999999999,6.295,6.16,4.895,5.045,5.174999999999999,6.975,4.885,6.125,5.955,5.915,5.334999999999999,5.33,6.32,6.13,5.885,5.825,5.41,4.795,5.47,6.775,4.2700000000000005,5.130000000000001,4.58,5.12,6.265000000000001,6.720000000000001,6.135
36,6.195,6.075,4.97,6.31,5.895,4.694999999999999,5.180000000000001,5.0,6.9799999999999995,5.05,6.125,5.89,5.895,5.255,5.465,6.29,6.15,6.2,5.825,5.465,4.975,5.5649999999999995,7.0200000000000005,4.26,5.005000000000001,4.6,5.404999999999999,6.1049999999999995,6.51,6.25
37,6.0649999999999995,6.0249999999999995,5.249999999999999,6.17,5.8100000000000005,4.92,5.32,4.840000000000001,6.715000000000001,4.935,5.930000000000001,5.680000000000001,5.645,5.24,5.475,6.235,5.67,6.249999999999999,5.7700000000000005,5.5200000000000005,4.975,5.6,7.095000000000001,4.1049999999999995,5.005,4.685,5.585,5.865,6.55,6.27
38,6.0600000000000005,5.845,5.305,6.1,5.58,4.95,5.235,5.01,6.8549999999999995,4.755,5.715,5.3,5.575,5.28,5.45,6.635,6.069999999999999,6.435,5.695,5.475,4.89,5.325000000000001,6.830000000000001,4.3100000000000005,5.005,4.6850000000000005,5.265,5.615,6.65,5.965
39,6.3,5.6850000000000005,5.215,6.185,5.779999999999999,4.985,5.26,4.865,6.970000000000001,4.8,5.744999999999999,5.455,5.895,5.295,5.425,6.614999999999999,6.034999999999999,6.590000000000001,5.409999999999999,5.1,4.84,5.595000000000001,6.609999999999999,4.3100000000000005,4.675,4.925,5.425,5.6,6.404999999999999,5.845000000000001
40,6.459999999999999,5.24,5.484999999999999,5.89,5.9350000000000005,4.985,5.07,4.79,7.0699999999999985,4.635,5.975,5.625,5.72,5.395,5.27,6.435,5.840000000000001,6.815,5.105,4.790000000000001,5.015,5.595000000000001,6.615,4.41,4.4399999999999995,5.24,5.6450000000000005,5.305,6.39,5.835
41,6.3,5.325,5.7299999999999995,6.055,5.7700000000000005,5.0600000000000005,4.85,5.29,7.025,4.8950000000000005,5.970000000000001,5.58,5.359999999999999,5.1049999999999995,4.795,6.545,5.7700000000000005,6.35,5.1049999999999995,4.835,5.01,5.595000000000001,6.6899999999999995,4.675,4.4350000000000005,5.135,5.59,5.38,6.24,5.88
42,6.1450000000000005,5.31,5.720000000000001,5.96,6.1450000000000005,4.99,4.98,5.165,6.88,5.040000000000001,5.725,5.59,5.285,4.9799999999999995,4.785,6.58,5.86,6.18,5.1049999999999995,5.14,4.9350000000000005,5.595,6.4,4.694999999999999,4.855,4.805,5.619999999999999,5.425,6.36,5.865
