,TSS_POS_1::NC_011703.1:18629-18729(+),TSS_POS_2::NC_011703.1:23777-23877(+),TSS_POS_3::NC_011703.1:28248-28348(+),TSS_POS_4::NC_011703.1:53027-53127(+),TSS_POS_5::NC_011703.1:53093-53193(+),TSS_NEG_1::NC_011703.1:677-777(-),TSS_NEG_2::NC_011703.1:4449-4549(-),TSS_NEG_3::NC_011703.1:6607-6707(-),TSS_NEG_4::NC_011703.1:8654-8754(-),TSS_NEG_5::NC_011703.1:9086-9186(-),TSS_NEG_6::NC_011703.1:39451-39551(-),TSS_NEG_7::NC_011703.1:40165-40265(-),TSS_NEG_8::NC_011703.1:49204-49304(-),TSS_NEG_9::NC_011703.1:51287-51387(-),TSS_NEG_10::NC_011703.1:53043-53143(-),TSS_NEG_11::NC_011703.1:61270-61370(-),TSS_NEG_12::NC_011703.1:62387-62487(-),TSS_NEG_13::NC_011703.1:65210-65310(-)
-37,0.20689431027146837,0.11204026036849565,0.2268198259781328,0.12326892078977061,0.17938923889353217,0.14506078783275336,0.24725636687162894,0.163354429799432,0.32483734391055286,0.11047308675903304,0.23472065795336144,0.15815329993415178,0.1742849960892579,0.12873985817283326,0.30693435103171174,0.22573908413676022,0.14109122357565063,0.1442656990156185
-36,0.20357562664252682,0.11597968014637913,0.20939740263792922,0.13079982413845376,0.17071226709995396,0.13587431656618842,0.24530745225556752,0.1595114675765629,0.32393588386419475,0.0983273975392003,0.23606635118806302,0.14368086992269258,0.190462502847429,0.11700261628668654,0.3075790434597099,0.2120426707950172,0.1402563557912691,0.15477099395621027
-35,0.1992084318368877,0.12168090247364556,0.18654895671817867,0.13790218608181215,0.16438323614659003,0.1299597860271898,0.23993254257801278,0.15288855572569343,0.3173376752672992,0.08797564301932573,0.2304291920024078,0.13138247586670057,0.20665116199034425,0.10650596125889275,0.3038488896479118,0.19628082904340188,0.13829283320675984,0.16363243742902292
-34,0.19386422162849742,0.12984660014208882,0.16367024679195546,0.14312755118515538,0.16080748192287508,0.1270281618424406,0.231409784027312,0.14257557553959815,0.3029573966053015,0.07809388568374527,0.21935614889498173,0.12404524926724272,0.21617278534057957,0.09847435369690337,0.2988241679776096,0.17987154491243945,0.13578545952127982,0.16918401182544648
-33,0.18731098765070064,0.1397949345541244,0.14530510382035994,0.14459700105245762,0.1602139730888622,0.1262847220353023,0.21929812984283586,0.13079472525669306,0.2825041623338718,0.069999623726032,0.20486671106698456,0.1199483360600587,0.2157035482997732,0.09438846732197767,0.2949398464290284,0.16453101526011646,0.133400446285659,0.1697679174051463
-32,0.18028633951431183,0.15183163261582694,0.13168552703069777,0.14235452946172883,0.16219466630815543,0.1260123487143895,0.20416119857223225,0.12137249860979023,0.25869285816470194,0.06523029539322188,0.18607339927280284,0.11634447073354584,0.2072171096664624,0.09342846829720478,0.29100898790344754,0.15103361197963788,0.13341172537905713,0.16447250810222794
-31,0.174462877585711,0.16806223095314357,0.12223195039154963,0.1371140793863016,0.1674177070324701,0.12454010354786087,0.18886946625061718,0.11463022978178543,0.2329134803545033,0.06400961878445996,0.16331480673002213,0.11313350035316924,0.1924347434242795,0.09565600886290011,0.2860843309622376,0.13943637048841392,0.1361092833941217,0.15347282326267186
-30,0.16910497211489012,0.18808782322054068,0.1177276532997837,0.1296518833451446,0.1735989073278042,0.12057308898219947,0.17413049943621364,0.11007079148118129,0.207666794362566,0.06691997881683863,0.13970345305712709,0.11157659983537696,0.17120119236975656,0.10014512126321243,0.2803356277234796,0.12903221663869086,0.14043421376666712,0.13693991592822827
-29,0.16462739633629422,0.21092718975892139,0.11887846776104158,0.12242905948485645,0.18119382539868614,0.11404912411760948,0.15908824859002818,0.10981543658443467,0.18590917404182106,0.07340331371890277,0.11668207585854148,0.11103071704717941,0.14537852393897063,0.10484075529754558,0.2730992628943197,0.11855759548117492,0.14503406893223283,0.11892400678289028
-28,0.1613113728344892,0.23507825268131932,0.12590755963782768,0.11679415753981719,0.18801300709902974,0.1051156195001686,0.14489559381477538,0.11272586808613569,0.16900746429647795,0.0843759021526018,0.09498259400006105,0.11045539536925572,0.11986512716183004,0.10684355111672048,0.2640158207685901,0.1086286776967365,0.1491862480422666,0.10160232280462267
-27,0.15925633851126933,0.2575760593584898,0.13880209314657274,0.11382545380323446,0.19431775544304775,0.09442318259187935,0.1316918915611594,0.11577003217414084,0.1578487327077726,0.09979010862754632,0.0752822641621049,0.10933108834776395,0.09640724790779179,0.10571915677012075,0.2517523245834573,0.09976236079448755,0.15238127436303625,0.08548403653476885
-26,0.15873366900932234,0.2786168074084109,0.15699358115630674,0.11223490669889455,0.20202456847720937,0.08205871260003583,0.1199246791668342,0.11794538456835606,0.15041544319695554,0.11551633831381962,0.05888788255671625,0.10675669319440975,0.07554296189782156,0.1022021541561138,0.2374833323097289,0.09449695750800491,0.1544491689906867,0.07100400519169199
-25,0.1582101232178337,0.298991755522317,0.1782325928129099,0.1112065138512078,0.21240452575337473,0.06875766175179299,0.1088511321854013,0.11951605183579939,0.14673755737256414,0.13038778687317149,0.04722844086782718,0.10209539788631758,0.0571663645816153,0.09934892385051027,0.22181503548604864,0.09344402442628116,0.15326199176312866,0.05802323532538446
-24,0.15603606099987005,0.3191495245496379,0.19689339770619319,0.11097565145210113,0.22448193647445197,0.05654395767983764,0.09870480983888082,0.1243042825751989,0.1460699697550527,0.14712922653762842,0.04036286320179773,0.09529571843670083,0.04280449992234869,0.09777745071373559,0.20447503195635855,0.09597905834120157,0.1481744518079543,0.04737100995016151
-23,0.15224060787398563,0.3401242555811522,0.20982511919747954,0.11193830357447561,0.23665150020912,0.04640689441844795,0.08859276748970835,0.13216785332577644,0.14701384148030924,0.16467588752976225,0.03609103490846221,0.08856456844383534,0.033462078745243394,0.09550700799528396,0.1865790813624297,0.10139807210340626,0.13827172303379456,0.040068698443314746
-22,0.14682678061597793,0.35900541178500067,0.21857605534730795,0.1140739399892349,0.246771624981793,0.03893298073984301,0.07915501094229324,0.14202446406590563,0.14853758975983494,0.1820457072290613,0.03337372248280519,0.08379012237405101,0.029534107794229925,0.09171938101338659,0.1703824666364797,0.1087280259946756,0.12770643876948887,0.03584305307146336
-21,0.13912061561708197,0.3741613083346297,0.22506285728576417,0.11639394657174898,0.2546938822561688,0.03397434525865628,0.07189545731106164,0.1537429025454279,0.14971341582416778,0.1996028515181027,0.03158636370407948,0.08094586837195437,0.031147014838172504,0.08721093269808405,0.15553843639402865,0.11708422506245456,0.12047749846980371,0.033858097512264804
-20,0.13106788112425902,0.3851215301367247,0.22802265917272302,0.11768211378883811,0.2617435177191883,0.03248157055454233,0.06811112225044666,0.16643416466359398,0.14950555326851447,0.21665342025475015,0.02934202493403017,0.08067245117711426,0.03965933909207113,0.08328547552245648,0.1406529431990041,0.12670015763697864,0.11712480465570238,0.03420702916756398
-19,0.12386829969947924,0.39082450721517725,0.22751466341609303,0.11664550669440146,0.267359426187541,0.03523846148920627,0.06850335016318272,0.17956930598732035,0.14699999807674605,0.23488965048238702,0.03014903449718148,0.08330400860954996,0.0548254940546901,0.07936001448942628,0.12756262532220736,0.13846632320864524,0.1183127984747961,0.034599437127469185
-18,0.1173724772808656,0.3916530505024386,0.22403231868091206,0.112753494825699,0.2740365663144987,0.042723220153719196,0.07336669468445782,0.19309284141038538,0.14291467537014252,0.2511675574831455,0.03324965578168081,0.09048245624051089,0.07355807895153037,0.07712586603185265,0.11672484015106939,0.15234447458686162,0.12309294912534852,0.035293442464864266
-17,0.11175982994343599,0.38960935323800105,0.21847508607211225,0.10599854044573827,0.2787989422832756,0.054886794922651735,0.08308387029759698,0.20890507494550697,0.1371671057209647,0.26457774219588753,0.03775954347910926,0.10243034590066191,0.09525004142577158,0.07591413073396416,0.10908289677749124,0.16697087692106766,0.13238822917391266,0.03702518979179008
-16,0.10694224557717444,0.38374165891924733,0.2112820138051402,0.09745743069455144,0.2790798568513924,0.07117971025208172,0.09839107834804031,0.22817463788898767,0.13202264678104075,0.2748022808950993,0.04295659340105924,0.11897753888375281,0.11978366739442343,0.07507981562600716,0.10405352442953224,0.179211106970551,0.1466274974457636,0.039348983563656334
-15,0.10455379344639604,0.37573030787372846,0.2040681788114446,0.0900761929569601,0.27554646863187304,0.09011649559618037,0.11964881271188484,0.24829587642035506,0.12981779199543664,0.28136035156250305,0.047795941406244644,0.1374506783838232,0.14448557977449852,0.07412274349382163,0.10065168806851565,0.18941518641738803,0.16676346099744227,0.04198933258053297
-14,0.10613263985331178,0.36535367977330524,0.19776268915349454,0.08444551355146876,0.26934826527290767,0.11157375712063404,0.14635017938163003,0.264949550194526,0.13168525642082568,0.2835280958250266,0.05136219823196234,0.15645837238455185,0.16858018008599246,0.07342598534039968,0.09928417654626759,0.19676620246809154,0.19303592397584785,0.04586326321271087
-13,0.11184955844959647,0.35219506581982424,0.19221780394393545,0.08052943083986189,0.26209893016451274,0.13325053972656908,0.17713501271276444,0.27641082152558716,0.1363112606387164,0.2820920799674752,0.055514077562349905,0.17258379575568542,0.19204471131402862,0.07334485069608178,0.09757903186439333,0.20038525254600376,0.22397581206616585,0.05071550959641448
-12,0.12079685659358663,0.3384276203654758,0.18578275642610803,0.07781050086464528,0.2560622784224504,0.15479177326235155,0.2101851639102163,0.28104051462131796,0.14233521665763704,0.27868177367501473,0.06178671300187586,0.18667997123784216,0.2141623172940962,0.0756628036247812,0.09419460333448931,0.20139332526280196,0.2529255611532572,0.056969757428469436
-11,0.13198292080945892,0.3255377089595401,0.17599048210013818,0.07783147807137047,0.2502252954429343,0.17621964347479202,0.24289376833758797,0.2785056264388851,0.14795159899204663,0.27318699520202894,0.07061754574645593,0.19988240931208565,0.23394313438940798,0.08148391496894017,0.0897829796685918,0.20105588556249887,0.27567591566861127,0.0645277191122309
-10,0.14216113334099406,0.31398348016897654,0.16507558950094176,0.07997627955199042,0.2456965458666355,0.196137195136226,0.2731805606474481,0.2698025467067288,0.15153424878974947,0.26653983787338764,0.08146975100410592,0.21122705789137286,0.24846361114623342,0.09033306435114138,0.08630787004489929,0.1988431122692942,0.29187115531997576,0.07199610953432954
-9,0.14917932430069672,0.3030309653044472,0.15408055383854907,0.0830442308254748,0.2413092679023531,0.2116696720699304,0.3009280565065525,0.2542103620473114,0.15162053074879678,0.25828296157565983,0.09052093233275174,0.2198462260181088,0.25683311204537923,0.09980659517332593,0.08287632677328106,0.19297659672123735,0.30087064341180275,0.07746095342499834
-8,0.15371364706030613,0.2930408626358749,0.14448595182352764,0.08646521250391351,0.23467329428946862,0.21968071187013555,0.3229465256029168,0.2318281465189786,0.14637056106371577,0.251536921467118,0.09869667641410215,0.22367197954138907,0.2581711752986704,0.10514900611599307,0.07980824723177635,0.18341676724000638,0.3038771070074594,0.08069073196901239
-7,0.15675439855947487,0.2829572616828871,0.13767643696962426,0.08985730294483674,0.2272860919287118,0.21979497426321076,0.33818645481359233,0.2032523373022229,0.13506630256919905,0.24647098123300104,0.1065133300539675,0.22249925554481517,0.2517569108655658,0.10799825951087771,0.07767405140944204,0.17110593142665348,0.29980802912549437,0.08186663394066933
-6,0.15938454118918116,0.27260394200964005,0.13493815748425503,0.09419460333448956,0.2213365161420322,0.21247591489154766,0.34622467639732185,0.1724137915491884,0.1216809456192964,0.24367672007285432,0.1139427108432566,0.2162615580893028,0.23869899126240757,0.10828921870058257,0.07778031934723982,0.1570916117379625,0.2889142241298538,0.08175969837692608
-5,0.1625940085249709,0.2588839976669843,0.1365403114056118,0.09757903186439384,0.21523063701918313,0.20002800220457168,0.3467340657734059,0.14631520711996984,0.1088136727984644,0.24336496525259274,0.12176179017181318,0.20634847356961128,0.22304844288442402,0.1064320310031949,0.08072753534942048,0.14348859333808126,0.27235405987992767,0.08215706046051645
-4,0.166389552146776,0.2412867348726674,0.14145031963396187,0.09928417654626787,0.2074716973165936,0.1845084489340154,0.3387165852264019,0.12634615886007164,0.09708314971535156,0.24414073134317546,0.13094546336781415,0.192944314727628,0.2068815761178752,0.10183617712750057,0.08501839433034572,0.1321481223036972,0.25009800669495913,0.08399223535817998
-3,0.17135251766039644,0.21937136846219066,0.1493981041519964,0.10065168806851563,0.19864049824285873,0.17045358497471524,0.3252961981187788,0.11272308508339268,0.08692638536039746,0.24538874589152443,0.1411481654632683,0.17998530654039824,0.1917819153405015,0.09642538133964305,0.09113714841227087,0.12230578724497165,0.22490254791049483,0.08766881715209328
-2,0.17697499150232626,0.19318294069875766,0.1604177588535271,0.10405352442953184,0.1884059597657088,0.15877261430784012,0.30801340856105425,0.10555175144801494,0.07884185415145381,0.2463022540490937,0.1518272338418163,0.16803861076755505,0.17881885933433245,0.09134306553086252,0.09907638461652238,0.11244601090243148,0.19985121438814052,0.09328615822352246
-1,0.182257582863651,0.1689709553045123,0.17412278850000223,0.10908289677749057,0.17650985179199336,0.15020225834461615,0.2878193488659124,0.10408186468136957,0.07378339949836593,0.24608374124190532,0.1626642286047288,0.15701396403643844,0.16866746229186205,0.0886796898572749,0.10800649070410066,0.103848620649899,0.17454890328806835,0.10148770747669848
0,0.18832515241664452,0.14931435174450947,0.18931926131096694,0.11672484015106874,0.16458247894099629,0.14483073486393588,0.26704736872887447,0.1070284866593004,0.07117458741416426,0.24413457134255592,0.17275641836283764,0.14687473651680716,0.16223828335068793,0.09002651027905785,0.11481579009441642,0.0976672298412766,0.14886086558834608,0.11259538297955171
1,0.19654089111227124,0.1334718585174655,0.20476957967369808,0.12756262532220652,0.1552401516113615,0.14283452618213327,0.24645200673073528,0.11459501424621502,0.07182780018411211,0.2405560327666906,0.18140721789475164,0.13806426890297535,0.15905230408998397,0.0965089771401142,0.11830695122600739,0.09653073800229654,0.12418405575419578,0.12621526992912405
2,0.20525619081861404,0.12150920021982743,0.21778277042765143,0.14065294319900346,0.1489808833735841,0.14449209126801532,0.22905578590460002,0.12598689159910217,0.07653049787466906,0.23458778715768278,0.1880456259473747,0.13246578095404857,0.1584219944350714,0.10902473121853733,0.1186244243636894,0.10161401138674415,0.10121274640509677,0.14030120192720857
3,0.21276849796531297,0.11392788785441361,0.22685439710954944,0.1555384363940279,0.14639104168331257,0.15078609489837216,0.2166437001035202,0.1404490196711334,0.08639324833349163,0.226533428563323,0.19332158237607971,0.12881236709934202,0.16243345267707293,0.1275602785819178,0.11616596769533043,0.11289969797456936,0.08081511672166403,0.15522812184564616
4,0.21805841007562118,0.11138611463435291,0.23244497351360832,0.1703824666364792,0.1469027403187118,0.1617703784603129,0.2088731240281156,0.15513101278154853,0.09764611178466628,0.21545491659923952,0.19741507988208973,0.12707829658492348,0.17076665982324507,0.15023754879317275,0.11227979325239412,0.12979575219729803,0.06366450564845477,0.1709807006902118
5,0.21988141499574482,0.11533358240761922,0.23489592714208044,0.18657908136242943,0.1507073916031373,0.17406111062278778,0.20483992629438216,0.1648488432703485,0.10847615988320088,0.20052593684662717,0.20091029011306222,0.12649515438533265,0.18026085549577636,0.1758497865294812,0.10860615186787989,0.14900219223293829,0.05047032036332927,0.18431228857075901
6,0.2180713785806619,0.1258709097848834,0.2349536634967802,0.20447503195635833,0.15681599210575595,0.18599556000751444,0.20577317987447002,0.1698358662242545,0.11843747488797607,0.18337399674960914,0.20357644384774018,0.12657445758465716,0.18950386613428752,0.2046570874610012,0.1060743908557988,0.16809653106812877,0.041075601346830186,0.19439860656025945
7,0.21348632535841028,0.14160078840506876,0.23331594902164365,0.22181503548604886,0.16392905050258716,0.19618934967664853,0.21076778322600181,0.1706672208554897,0.12775464799596647,0.16639988380723483,0.20508305790114761,0.12492325649190254,0.19763874299774448,0.23594763041131733,0.1047156585411531,0.1864401936302257,0.034612170262864464,0.2017394708352888
8,0.20888602976745124,0.16026451605101075,0.23108155252528526,0.23748333230972962,0.17243095192398136,0.20336234343335252,0.21687624217669535,0.16671887034408353,0.13472439878585107,0.15134988606703384,0.20424107872396688,0.12107237392561747,0.20303956303056808,0.26655043385603433,0.10418968587019331,0.20437514461370804,0.030440444708467674,0.20605690271304286
9,0.20759104919655397,0.17518763284916208,0.231256155394177,0.2517523245834581,0.18347345626790262,0.2062793840453187,0.22242130460902487,0.15935637695402827,0.1399952913270598,0.13975040083336165,0.19879376168716256,0.11499215386410395,0.20493027523265628,0.29308955688975813,0.10444317431805364,0.22099050042699445,0.029284737581642118,0.20717068086516913
10,0.20977395420447512,0.1842394002625108,0.2314738024103496,0.264015820768591,0.19371834483595438,0.20516409998037083,0.22582400899959582,0.1509503232570592,0.1451061009926739,0.1313065023075359,0.18971561242678361,0.10713955972702008,0.20365577783379604,0.31346973419177365,0.10632617882673315,0.23607131968930709,0.03093713196709927,0.20551157766537081
11,0.21322051406672546,0.1890620159194452,0.23110091147587286,0.2730992628943206,0.20050048701546425,0.20214039648457996,0.22730321098907108,0.14184266766377335,0.1500657800276894,0.12690950557943206,0.17812173693300098,0.09739269976036889,0.2008758700808173,0.3279650344018536,0.11119655129069965,0.24822407585545264,0.035130970636158276,0.20326557846165824
12,0.2165421504559132,0.189111626735898,0.23185135640601331,0.2803356277234804,0.20559381398177812,0.19796682318434053,0.22456322601044937,0.13276279789871767,0.1551198608395114,0.12675122057888863,0.16379573467060696,0.08509642800816504,0.19636757840657693,0.33636936039278537,0.11781681223699707,0.2538394203712194,0.04088743440539233,0.20136707338404616
13,0.22116830237431356,0.1847455343299262,0.23334083831714714,0.28608433096223873,0.20874092310457854,0.19189456362279744,0.2163496710086444,0.12202020712010184,0.15960109113711426,0.13118359066137025,0.1504933640398762,0.07288937407827067,0.18853191532249142,0.3358276990324931,0.1252445855317546,0.2527333216504552,0.04756734440767023,0.20033011682077784
14,0.22729867057846462,0.17609142389036553,0.234380498462298,0.2910089879034485,0.21026100881263407,0.18521504207417594,0.20430219077112072,0.10939507627191988,0.16320626041644787,0.14065510179757376,0.1417862559541093,0.060748329038226544,0.17848631571072482,0.328463416589332,0.1308825235653763,0.2467288953570646,0.05453296757318441,0.20067031389360027
15,0.23547766294127487,0.1643599588492143,0.23496582222599685,0.29493984642902904,0.21066540658222999,0.1792448692200206,0.1901325211172678,0.09810583291290416,0.16599820612737898,0.15521298583942095,0.1381699410378249,0.048761543049273215,0.1676047821930282,0.3153430762581312,0.13356599244608164,0.23742132956268952,0.0611569945686259,0.2034485450511711
16,0.24604362391737472,0.15065168649852387,0.23507993598137594,0.2988241679776102,0.2123796934544208,0.17224699077338992,0.1726988583703814,0.09047392298591074,0.1693157798598472,0.1733211140159936,0.13974757258981954,0.0378881203317844,0.1545835249093464,0.2965332099095771,0.13260392613201083,0.22738996733729316,0.06708522239863539,0.20800554589071055
