,TTS_2::NC_011703.1:128-228(-),TTS_3::NC_011703.1:3462-3562(-),TTS_4::NC_011703.1:3531-3631(-),TTS_5::NC_011703.1:5569-5669(-),TTS_6::NC_011703.1:35770-35870(-),TTS_7::NC_011703.1:37239-37339(-),TTS_8::NC_011703.1:38449-38549(-),TTS_9::NC_011703.1:50273-50373(-),TTS_10::NC_011703.1:51039-51139(-),TTS_11::NC_011703.1:51304-51404(-),TTS_12::NC_011703.1:60533-60633(-),TTS_13::NC_011703.1:62419-62519(-)
-23,0.06299168240563355,0.16104178138142716,0.14585833209592738,0.18515909559148272,0.3515779652110965,0.3384279840855132,0.2847344567756503,0.0679786615072554,0.12055927211521984,0.08571591182562889,0.1397858356074223,0.14027119265586457
-22,0.06261030986081442,0.16936223139332826,0.15518272628234672,0.2025895779580492,0.3617695491553076,0.34489814621729054,0.2960980236567669,0.07216873537618107,0.1196496658982366,0.08170613607854371,0.12476108780201667,0.14544245750119972
-21,0.06612812804968042,0.17667577522820177,0.16020641080822812,0.2183345379162293,0.3639467922059994,0.347452364693572,0.30668893681956616,0.08086224386198859,0.12202071150495737,0.07894898233356476,0.11296880524326494,0.1458198967292524
-20,0.07468355555035046,0.1811947017660453,0.16025658842134527,0.22949436222331143,0.35816753580495875,0.3437987210773191,0.3155865709557511,0.09436361007258828,0.12892860572510714,0.07615432266531577,0.10469196780866788,0.14281659397096572
-19,0.08804233945173322,0.1843255257466801,0.15541328878912297,0.23563221878862514,0.3481432874343859,0.33386648336327934,0.3223895001892625,0.11229761000541386,0.13983537426385198,0.07387121185708832,0.09862746612111233,0.13652294276800217
-18,0.10448086183112619,0.18695323006242762,0.1475304172107547,0.23993162279302319,0.33752908024674216,0.3205366153427307,0.32692099403890007,0.1346809697044274,0.15484201943279596,0.07300546181213602,0.09128588658092868,0.12636851445887154
-17,0.12121790713082843,0.18887906812231373,0.13940999537930635,0.24284039187398315,0.32854626161438827,0.3036507536408365,0.33041860125451417,0.1614523863715835,0.16944965557615793,0.07484335250448729,0.08284912887710036,0.11292299989243323
-16,0.1370383905054749,0.18935109706185044,0.1309385623134755,0.24465018853459647,0.3192462035279406,0.2827268913350517,0.3333144227008328,0.19277570161846774,0.1786913809050701,0.08034147101814405,0.07439216485386659,0.09979817859785622
-15,0.15151673775340851,0.1867410160863106,0.12352959630682132,0.24519153730662868,0.31064850506023695,0.2599907200303362,0.33751177215157285,0.2230623613690516,0.1824871739242019,0.0884604094753438,0.06669988143172172,0.09094636674592242
-14,0.16415693557794225,0.18150567495799663,0.11773342182944264,0.24569516734512736,0.3053751760923076,0.2378165950184617,0.3412871238040315,0.24719564385758774,0.18181777636385432,0.09614908313146263,0.06390084467098878,0.0847762172577763
-13,0.1743127524707616,0.17356532954141118,0.11237086336494581,0.24539982738399746,0.3054207627482901,0.2170654278542949,0.34453891189272035,0.2641611723797867,0.17790259839430242,0.10303881944363033,0.06589311555164504,0.0799383140223561
-12,0.18355867422255107,0.16297405453457833,0.10818939962896042,0.24410938953840183,0.30889487758769507,0.19678471060722527,0.3482525899133405,0.27483665449672057,0.17169461206185582,0.11100970029861698,0.07146201493072989,0.07734113208530868
-11,0.19207719960775577,0.15151552125789564,0.10565560753505517,0.24173726750444174,0.3153853909518973,0.17450953201427355,0.3508918890510222,0.2793295704547746,0.16428946928686114,0.12118560745400804,0.08003588520780296,0.07815207808489624
-10,0.19881500446775152,0.14075266669247868,0.1042323852268762,0.23936070838734652,0.3248978751476884,0.15491720742416867,0.3517575670367903,0.27773516957387206,0.15605573683513735,0.1336497099892458,0.09140089647621072,0.08178671882493924
-9,0.20474752175298275,0.13110933536580746,0.10374971044100068,0.23859102480141797,0.33409189150672874,0.14167225126739483,0.3506465796364032,0.27127658937633636,0.14819933583921635,0.14794717892100187,0.10589928875403294,0.08808661785038777
-8,0.21122354603114918,0.12277019306570161,0.1044226683565536,0.2356103696903084,0.3404635540119833,0.1347396421931822,0.3460471722528319,0.2616451455207408,0.14172227649251776,0.16162303451719665,0.12341972057978012,0.09878534818316395
-7,0.21682009808610467,0.11433902142384636,0.10591743857843161,0.2292022283803568,0.34321963415826906,0.1321072903165607,0.33788262174093214,0.2511844475411746,0.13693775635628808,0.17285425653897554,0.1437323727868379,0.11344457253353449
-6,0.22062428622273336,0.10584331773458819,0.10661701701087056,0.21915415225180745,0.34424848363842864,0.13353012551605997,0.32672145643668277,0.2408923815579241,0.1318202328546414,0.17990804338632446,0.16715741501451342,0.12751444711189733
-5,0.22154797691133168,0.09839184038831664,0.10713323059508158,0.2059142095555056,0.34168245791373275,0.1380786152916896,0.31147850756931555,0.2334360154372293,0.12564966284031098,0.18322079754243242,0.19178802921736388,0.13856485105405833
-4,0.22111893093397153,0.09043632799262405,0.10762990188012696,0.18927597085528627,0.33463856094851746,0.14547013230905803,0.2945936973492862,0.23127380295399996,0.11735205480169061,0.18004808917559975,0.21219073506587205,0.14809119857607542
-3,0.22152660056214102,0.08269402221066328,0.10761836878699109,0.17012496625171017,0.3228166077157114,0.15564654345114098,0.2759772777191112,0.2346111085429224,0.10779659235552297,0.1696240864706216,0.22874210437431025,0.1557327348468094
-2,0.22030036927231378,0.07509199069087474,0.10550605568538325,0.1489769390496815,0.30669145611729576,0.16991815526700488,0.25710332177320727,0.2407314209962103,0.09936190022419213,0.15536934065399255,0.24163566277601073,0.15999557816758087
-1,0.21689141169624637,0.06663381582174205,0.10175917145836955,0.1275609453210474,0.2881047401346466,0.18732775126120127,0.23732736153906714,0.2475987619076399,0.09263495255629642,0.1416272286997012,0.2505842613215779,0.15884278076236635
0,0.21180284422544124,0.05777000628891453,0.09935269930836418,0.10897091542058066,0.26713769355171857,0.20264073683433156,0.2160095710009,0.2541470496804106,0.08773758609041475,0.12873985817283312,0.2553736353953181,0.15264272028601472
1,0.20474439989619234,0.049615702964084414,0.09982714950251241,0.09341418545001574,0.24687721686173475,0.2112743011942133,0.19397718959317917,0.25912053080994185,0.083357588582442,0.11700261628668637,0.256688942544682,0.14413276014282284
2,0.19552594315428973,0.04247649012746749,0.10320541119992721,0.08278568642158898,0.22944599224207635,0.21220647722442906,0.1736617451626733,0.2613803008489596,0.07881390835453157,0.1065059612588927,0.25684937846195954,0.13577626290155434
3,0.18608353646579887,0.03798644811287055,0.10834023683010582,0.07815318056914164,0.21443956518784613,0.20813897149523491,0.15629307207969775,0.258265237510505,0.07495636901252976,0.09847435369690324,0.2556909419328709,0.1283598986440038
4,0.1781538556298028,0.03704354773767203,0.11468284240479114,0.07891655191553633,0.20098789798995434,0.19958129884828502,0.1434813340777614,0.24929968135643915,0.07284003631297041,0.09438846732197743,0.25282939215138295,0.12196438315856795
5,0.17398452903379705,0.03944503446422111,0.12169498363921911,0.08318228642799744,0.18911036868515566,0.18762954696728446,0.136097838354117,0.2333320337382702,0.07221971799529293,0.09342846829720457,0.25094062044135557,0.11653592397094303
6,0.17364620055020238,0.04596296200363376,0.1280072775392699,0.09066455006367133,0.17979701488253705,0.17170646756835184,0.13290878264374878,0.21090872562650143,0.07393667653324187,0.09565600886290006,0.2506645516055245,0.11201107322552298
7,0.17582508475873054,0.05612995788208095,0.1352641963318134,0.1007101588431872,0.17324634447905402,0.15241904110801902,0.13341626084425814,0.18654326467520538,0.07760039794487131,0.10014512126321229,0.25145745339353504,0.10974682821115944
8,0.18225694804875428,0.06973103675980606,0.1442958729601193,0.11315997513587187,0.16840874078799165,0.13034481234108802,0.1360506730594273,0.16407030807810527,0.07977897813752458,0.10484075529754555,0.25304170022964345,0.11158259369087245
9,0.19182079481740213,0.08575611802964792,0.1523711100451177,0.12660478765452507,0.16074607906812893,0.1101086061371395,0.14111926175855066,0.14503358348855272,0.07875878015368512,0.10684355111671975,0.2558895707688951,0.11770485460930769
10,0.2019078984145944,0.10313433460373216,0.1568213318068708,0.13753804690960522,0.15104932088154932,0.09401799322913444,0.15005192323677735,0.13108579484036517,0.07459870845655739,0.10571915677012018,0.25954959110645087,0.12585362949967718
11,0.21214723527955254,0.11851911861156164,0.15602847730110803,0.14470575886193135,0.13866938567673603,0.08221137758227756,0.16267279339587376,0.12287569703348677,0.06838485526219576,0.1022021541561134,0.26424018667487426,0.13356704157921828
12,0.222269511713931,0.1314463090925755,0.14864829235075155,0.14765137659784466,0.12380498886663242,0.07422470380072302,0.1762457043101381,0.12050020161577313,0.06172589077939172,0.09934892385050953,0.2694891474761104,0.1384860153587381
13,0.23135472647624294,0.14153701964222926,0.13578161539061567,0.14659449540339667,0.11028545936997539,0.06990502678529176,0.1885272426534551,0.1239984742258828,0.05580366344424546,0.09777745071373466,0.2754460907398047,0.14013939514952423
14,0.23756122013990377,0.14919861134155185,0.12073681296640895,0.1425037382460589,0.09926131136856166,0.07031909115848996,0.19795639110458785,0.13181621260098272,0.05263947894663916,0.09550700799528286,0.28072896181546847,0.14084101677758246
15,0.2389485366962826,0.15282526431235635,0.1039188186655714,0.13728531981413084,0.09293861354530755,0.07453476813856844,0.20392203583951357,0.14280709037580278,0.0531305602336276,0.09171938101338546,0.28397294841179754,0.1410912235756506
16,0.23433373538166133,0.15055078668128924,0.087816915638413,0.13130113518900333,0.09150191917232268,0.08273429433687725,0.20672320346683581,0.15570690147432756,0.05613469460778159,0.08721093269808299,0.2850964904151684,0.14025635579126938
17,0.2240594673861774,0.14103996409228095,0.07345959359344477,0.12494072941022023,0.09446018017857818,0.09433021615233103,0.2065289094571237,0.1668483690963531,0.06075808690947031,0.08328547552245533,0.2843847870744283,0.1382928332067602
18,0.20903136939597095,0.12602353850092993,0.0620132529659861,0.11751216034759811,0.10115238745083624,0.10620075126446664,0.2031067152395556,0.1747189334787959,0.06811157131099396,0.07936001448942544,0.28180712180850237,0.13578545952127993
19,0.1923487659708983,0.11396964021679053,0.05504321200212721,0.10936424117645668,0.11106360025657844,0.11586537812481397,0.19846803728225612,0.1802649573122092,0.07876541727224592,0.07712586603185223,0.2769676221778045,0.13340044628565914
20,0.17714683919465046,0.10470715619631735,0.053262468805738886,0.10153655895199906,0.12399810732818253,0.12312433379123004,0.19264922379855534,0.182724108467696,0.09257998282514082,0.07591413073396366,0.27130458852791073,0.13341172537905716
21,0.16431123669878064,0.09861032365821742,0.05590018485661184,0.09567510628296055,0.14010974491923947,0.12805697516020925,0.18554528668096368,0.18111210343907677,0.10846591971364294,0.07507981562600656,0.2632297429743281,0.13610928339412137
22,0.15429352320851814,0.09546125338841775,0.061602057057263605,0.09231838035184277,0.15837866061275196,0.1311805363603471,0.178986529383875,0.1750028781802372,0.12482770884044884,0.07412274349382099,0.25265001531416986,0.14043421376666662
23,0.14545154317155443,0.0958040420897518,0.07043019924765202,0.09253088442383589,0.175528302371932,0.13153141490232528,0.17276970865842006,0.1647307865225977,0.1407241631165544,0.07342598534039915,0.2401147314188227,0.14503406893223264
24,0.13869024898096738,0.09908963750049746,0.08146127907919005,0.09615590288569395,0.1903869632166183,0.12774077841726472,0.16678701332123383,0.15227411626137483,0.15541644519381564,0.07334485069608135,0.2274278921581705,0.14918624804226605
25,0.13505665599272865,0.1056205099233225,0.0928414476103063,0.10316781556593549,0.1995869392986369,0.11965231355616894,0.16092862900206314,0.1401676494172362,0.16833818609740694,0.07566280362478062,0.2154235951968957,0.15238127436303578
26,0.13458237194365938,0.11449005234316986,0.10280009852308962,0.11422205856102736,0.20222294669000695,0.10635492524223902,0.1544263399422399,0.1283262642041739,0.18077297258236907,0.08148391496893947,0.20533935162889166,0.15444916899068573
27,0.13610911556500457,0.12538774358239005,0.1105684842997566,0.12778125365624554,0.19897294017567435,0.0920383104187389,0.14660103634374397,0.11558189958616738,0.19359633014982303,0.09033306435114054,0.19700186707279715,0.15326199176312755
28,0.13890167855131502,0.1368425078625459,0.1150706256411083,0.14212427548796996,0.19164074221401606,0.08191401450047434,0.13678274574653843,0.10307300098606306,0.2055007793684706,0.09980659517332495,0.1910052267449197,0.14817445180795344
29,0.14143810457793832,0.14134393504923762,0.11589196062923705,0.1556646196583224,0.18428615090491549,0.07761439352774137,0.12503610468960333,0.09186234294433074,0.2152449762835603,0.10514900611599236,0.18791210023205535,0.1382717230337937
30,0.1430672913419654,0.1401912505085126,0.11363101077458027,0.16734294083563286,0.17555854711103505,0.07959279334449962,0.11153229645853631,0.08248658605801727,0.22348187034444722,0.10799825951087687,0.18706704302872118,0.12770643876948792
31,0.14340579875603904,0.13398789505646366,0.10902664860080154,0.1756387691645857,0.16508298079330075,0.08769860789450476,0.09695926767906786,0.07513855767541432,0.23099678271160543,0.10828921870058186,0.18982281082459415,0.12047749846980309
32,0.14286075921005117,0.12405954082717932,0.1028333096376461,0.18098763504831114,0.15258133775453023,0.10196065772124148,0.08328653076486259,0.0697551108859699,0.2368107160370692,0.10643203100319447,0.19716689155060005,0.11712480465570199
33,0.14198145647536167,0.11134407912954503,0.09625542110236554,0.17948857380030223,0.1405249993558833,0.12176445012199189,0.07276146231833805,0.06690623410052626,0.24076151368902582,0.1018361771275003,0.20926201159600324,0.1183127984747955
34,0.1388180038576738,0.09880016879580887,0.09071977403543488,0.17130373869361654,0.12861295234505601,0.14710096070252765,0.06505344414339836,0.06662098376160965,0.2442032799515684,0.09642538133964271,0.22453800209243613,0.12309294912534789
35,0.13357342896076532,0.0898486006670771,0.08739875766223765,0.1576455235771509,0.11853667684416988,0.17812940422001883,0.061006962696734765,0.06872433070493558,0.24887382570682565,0.09134306553086226,0.24012690404458842,0.1323882291739118
36,0.12717073886285593,0.08801261129724014,0.08629844186696194,0.1423820880320945,0.11065314744664985,0.2141110034230957,0.060433989641898264,0.07326349362595796,0.2546683105931294,0.08867968985727473,0.25419036997894195,0.14662749744576278
37,0.1211370248633566,0.09453872108484847,0.08740809896049948,0.12884705438416275,0.10453580983817212,0.2500962953965614,0.0624368199153582,0.08063581211354086,0.2615362926773641,0.09002651027905764,0.2661511881274223,0.16676346099744138
38,0.11565934301239648,0.10953650203779257,0.0909157885677276,0.11834009491166013,0.0996397457879776,0.2806861165501148,0.06771197909125563,0.08989222192776364,0.2699024956389372,0.09650897714011393,0.27559310191619824,0.19303592397584676
39,0.11135570788669984,0.13015070832385678,0.09595941475746494,0.11015176714838075,0.0952942389545894,0.30407496543430435,0.07712052657788619,0.09806562025645728,0.2816015314185526,0.10878962632119712,0.2826244324227214,0.22268813094456466
40,0.09888545079032317,0.12269211561684212,0.08744375494244043,0.09130578888854665,0.08392471526641988,0.2887920501153392,0.073968565291911,0.09138660421843857,0.2563532250536323,0.09875762052310451,0.26018716052165813,0.2183771188165618
41,0.08602793891655654,0.1179253189998682,0.0796027839918223,0.0744766127541834,0.0739415317745323,0.26879448168249276,0.07242365738773529,0.08435108947167325,0.2303838014579466,0.0900689565685744,0.2357112900629299,0.20943148229992703
42,0.0718806836442618,0.11465640855745521,0.07341526525541733,0.05962526000058105,0.06556698955175634,0.2439772413692634,0.07026171029333586,0.07730986327733083,0.20481894780307783,0.08267124436239799,0.20878005418140638,0.19536086382237966
43,0.05753527676770835,0.11180309756107472,0.06718083237750982,0.049196565683016905,0.05600874046043125,0.21519041817620574,0.06619303273408005,0.06964264779692224,0.18004684821064085,0.07667321992767473,0.1790523067829899,0.17666671416745333
44,0.044852233541820524,0.10616541395210106,0.05962828265687801,0.04279756830880614,0.04590380106162044,0.18277775096011362,0.06010838871320774,0.06097244617528792,0.1552632709141701,0.07128149368124657,0.14734644021396912,0.15481493695805942
45,0.03366964500259921,0.0955333432935338,0.05065671775065894,0.03908899182070653,0.035818845259011314,0.14679460754115678,0.05113859438958942,0.05091646396667473,0.12881025897923676,0.06518907239449538,0.11591293560772194,0.12919766596742735
46,0.024055392596843937,0.07934920568073364,0.040115505371079545,0.033478504107757205,0.02620577093744757,0.10894358681779573,0.039877731558310966,0.039710263447728475,0.1003586811057648,0.056132413928150715,0.08526859695732969,0.09993582142503557
47,0.015756935646285452,0.05768890134428937,0.027817050381609375,0.02426587873862824,0.01703019745461056,0.07038782957714218,0.027849907209540992,0.02746708193658688,0.06950120547457377,0.042116389217222404,0.055879930331947526,0.06808385725704864
48,0.008123182158961833,0.030226104350065213,0.014074598179060626,0.012461490117115654,0.008382129460194657,0.033771490125974045,0.014902041810938519,0.01375312758510507,0.036396636106303434,0.023185620966973096,0.02755736860570075,0.033598433436343035
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
