,TTS_POS_1::NC_013691.1:415-515(+),TTS_POS_2::NC_013691.1:1484-1584(+),TTS_POS_3::NC_013691.1:2651-2751(+),TTS_POS_4::NC_013691.1:4049-4149(+),TTS_POS_5::NC_013691.1:4353-4453(+),TTS_POS_6::NC_013691.1:5568-5668(+),TTS_POS_7::NC_013691.1:6895-6995(+),TTS_POS_8::NC_013691.1:8773-8873(+),TTS_POS_9::NC_013691.1:9914-10014(+),TTS_POS_10::NC_013691.1:10461-10561(+),TTS_POS_11::NC_013691.1:11433-11533(+),TTS_POS_12::NC_013691.1:12691-12791(+),TTS_POS_13::NC_013691.1:17317-17417(+),TTS_POS_14::NC_013691.1:20134-20234(+),TTS_POS_15::NC_013691.1:21004-21104(+),TTS_POS_16::NC_013691.1:21152-21252(+),TTS_POS_17::NC_013691.1:22038-22138(+),TTS_POS_18::NC_013691.1:26268-26368(+),TTS_POS_19::NC_013691.1:26946-27046(+),TTS_POS_20::NC_013691.1:27806-27906(+),TTS_POS_21::NC_013691.1:28895-28995(+),TTS_POS_22::NC_013691.1:35254-35354(+),TTS_POS_23::NC_013691.1:39324-39424(+),TTS_POS_24::NC_013691.1:40088-40188(+),TTS_POS_25::NC_013691.1:40975-41075(+),TTS_POS_26::NC_013691.1:42179-42279(+),TTS_POS_27::NC_013691.1:42691-42791(+),TTS_POS_28::NC_013691.1:42861-42961(+),TTS_POS_29::NC_013691.1:42960-43060(+),TTS_POS_30::NC_013691.1:43576-43676(+),TTS_POS_31::NC_013691.1:43754-43854(+),TTS_POS_32::NC_013691.1:44836-44936(+),TTS_POS_33::NC_013691.1:47860-47960(+),TTS_POS_34::NC_013691.1:59924-60024(+),TTS_POS_35::NC_013691.1:65396-65496(+),TTS_NEG_1::NC_013691.1:3299-3399(-),TTS_NEG_2::NC_013691.1:11384-11484(-),TTS_NEG_3::NC_013691.1:12555-12655(-),TTS_NEG_4::NC_013691.1:12619-12719(-),TTS_NEG_5::NC_013691.1:27766-27866(-),TTS_NEG_6::NC_013691.1:28175-28275(-),TTS_NEG_7::NC_013691.1:33525-33625(-),TTS_NEG_8::NC_013691.1:36571-36671(-),TTS_NEG_9::NC_013691.1:38624-38724(-),TTS_NEG_10::NC_013691.1:40906-41006(-),TTS_NEG_11::NC_013691.1:53890-53990(-),TTS_NEG_12::NC_013691.1:55368-55468(-),TTS_NEG_13::NC_013691.1:55451-55551(-),TTS_NEG_14::NC_013691.1:59058-59158(-),TTS_NEG_15::NC_013691.1:59893-59993(-),TTS_NEG_16::NC_013691.1:61283-61383(-),TTS_NEG_17::NC_013691.1:62256-62356(-),TTS_NEG_18::NC_013691.1:65400-65500(-)
-31,6.125,5.39,6.3100000000000005,5.79,4.944999999999999,6.1850000000000005,5.84,6.455,5.515,5.265,5.569999999999999,4.68,5.135,5.409999999999999,5.515,6.435,6.265,5.1899999999999995,5.5649999999999995,4.6049999999999995,5.2299999999999995,5.88,5.5600000000000005,6.495,6.0,5.04,4.395,5.41,5.255,5.165,4.595,5.8100000000000005,5.345,4.59,5.52,5.895,6.0649999999999995,4.945,4.955,5.5600000000000005,5.0649999999999995,6.3149999999999995,6.14,5.68,5.525,5.11,6.425,5.035,4.845000000000001,6.095000000000001,5.985,5.205,6.085
-30,6.3549999999999995,5.47,6.295,5.8100000000000005,4.6899999999999995,6.17,5.835,6.09,5.59,5.67,5.625,4.930000000000001,4.88,5.659999999999999,5.54,6.285,6.37,5.25,5.57,4.85,5.055000000000001,5.85,5.4399999999999995,6.495,5.875,5.279999999999999,4.444999999999999,5.405,5.255,5.235,4.37,5.805,5.47,4.595000000000001,5.42,5.875,6.045,4.845000000000001,4.795,5.625000000000001,5.319999999999999,5.99,6.445,5.4799999999999995,5.625,5.015,6.465000000000001,5.375,4.569999999999999,6.244999999999999,6.045,5.029999999999999,6.055
-29,6.525,5.725,6.445,5.6,4.87,6.275,5.71,5.9799999999999995,5.53,5.34,5.83,4.875,4.85,5.51,5.4,6.2299999999999995,6.32,4.944999999999999,5.470000000000001,4.825,5.0,5.615,5.17,6.305000000000001,6.1850000000000005,5.365,4.76,5.470000000000001,5.125,5.61,4.34,6.27,5.675,4.345000000000001,5.42,6.205,6.19,4.91,4.765,5.415000000000001,5.265,5.92,6.045,5.4799999999999995,5.805,4.93,6.3549999999999995,5.595,5.015,6.24,6.029999999999999,5.085,5.955
-28,6.540000000000001,5.665,6.285,5.58,4.9799999999999995,5.9,5.795,6.27,5.4,5.36,5.944999999999999,4.59,4.77,5.485,5.4,6.21,6.3549999999999995,5.029999999999999,5.42,4.765,5.09,5.285,5.17,5.975,6.08,5.365,4.869999999999999,5.38,5.1,5.839999999999999,4.14,6.315,5.779999999999999,4.245,5.2,6.29,6.01,5.15,4.59,5.46,5.265,5.765,6.305000000000001,5.205,5.869999999999999,4.76,6.355,5.3549999999999995,4.9399999999999995,6.33,6.2,5.205,5.86
-27,6.31,5.665,6.145,5.555,4.869999999999999,5.925,5.715,6.284999999999999,5.404999999999999,5.36,5.8999999999999995,4.765,5.015,5.825,5.375,5.99,6.57,5.16,5.17,4.6,4.970000000000001,5.2299999999999995,5.095,5.875,6.045,5.404999999999999,4.545,5.205,5.15,5.8149999999999995,4.0,6.195,5.63,4.245,5.04,6.194999999999999,5.930000000000001,5.35,4.875,5.515,5.265,5.72,6.22,5.33,5.935,5.055,6.290000000000001,5.32,5.244999999999999,6.05,6.0,5.125,5.909999999999999
-26,6.3149999999999995,5.54,6.319999999999999,5.65,4.8,6.02,5.694999999999999,6.129999999999999,5.245,5.359999999999999,5.819999999999999,4.795,5.1899999999999995,5.755,5.6049999999999995,6.15,6.3549999999999995,5.109999999999999,5.415,4.505,4.665,5.58,5.369999999999999,5.775,5.935,5.4,4.7700000000000005,5.055,5.08,6.015,3.975,6.1049999999999995,5.66,4.2,4.82,6.049999999999999,5.69,5.244999999999999,4.93,5.615,4.8,5.635,6.0249999999999995,5.074999999999999,6.045,4.9799999999999995,5.89,5.32,5.365,5.95,5.78,5.0600000000000005,5.785
-25,6.235,5.755,6.375,5.4799999999999995,4.45,5.8549999999999995,5.63,6.519999999999999,5.495,5.359999999999999,5.595,4.955,4.88,5.7,5.799999999999999,6.37,6.415000000000001,5.159999999999999,5.26,4.455,4.825,5.74,5.435,5.8549999999999995,5.87,5.180000000000001,4.8,5.4399999999999995,5.05,5.924999999999999,4.255,6.075,5.9,4.16,5.1,6.03,5.68,5.244999999999999,4.68,5.955,4.779999999999999,5.99,5.880000000000001,5.055,6.08,5.21,6.119999999999999,5.325,5.23,5.995,5.83,4.91,5.779999999999999
-24,5.984999999999999,5.635,6.175,5.425,4.485,5.765,5.720000000000001,6.404999999999999,5.465000000000001,5.51,5.475,4.904999999999999,5.1,5.66,5.8149999999999995,6.39,6.015,4.965,5.015,4.665000000000001,5.175,5.665,5.415,5.8,5.805,5.1049999999999995,5.055,5.749999999999999,5.075,6.055,4.485,6.045,5.96,3.9899999999999998,5.279999999999999,6.0649999999999995,5.665,5.215,4.885,6.08,4.874999999999999,5.83,5.87,5.0600000000000005,6.1850000000000005,5.09,6.03,5.575,5.29,6.08,6.125,4.9,5.555
-23,6.015,5.635,5.965,5.435,4.585,5.635,5.67,6.319999999999999,5.485,5.720000000000001,5.390000000000001,4.805,5.34,5.34,5.715,6.425,5.865,5.215,4.8149999999999995,4.95,5.095000000000001,5.705,5.49,5.51,5.625,5.4350000000000005,5.13,5.8100000000000005,4.825,5.75,4.555000000000001,5.83,5.8950000000000005,4.284999999999999,5.1,6.215,5.5,5.295,5.13,6.4350000000000005,4.7,5.855,5.65,4.98,5.875,5.194999999999999,5.87,5.6049999999999995,5.33,6.15,6.075,4.995,5.6
-22,5.96,5.635,5.8950000000000005,5.395,4.325,5.56,5.880000000000001,6.345000000000001,5.485,5.825,5.585,4.84,5.4799999999999995,5.085,5.664999999999999,6.33,5.775,5.215,4.975,5.225,4.955,5.75,5.585,5.674999999999999,5.525,5.465,4.77,5.72,5.2700000000000005,5.630000000000001,4.655,5.705,5.565,4.235,5.319999999999999,6.035,5.4,5.265,5.15,6.465000000000001,4.795,5.745,5.470000000000001,4.825,6.0,5.015,5.92,5.715,5.3,6.025,6.1,5.215,5.575
-21,6.425,5.609999999999999,5.92,5.525,4.045,5.66,5.65,6.124999999999999,5.784999999999999,5.545,5.725,4.845000000000001,5.545,5.41,6.1,6.38,5.904999999999999,5.215,4.93,5.51,4.89,5.575,5.68,5.63,5.505,5.459999999999999,4.6899999999999995,5.415,5.255,5.63,4.654999999999999,5.450000000000001,5.680000000000001,4.085,5.13,5.935,5.49,5.615,5.125,6.51,4.995,5.615,5.465000000000001,5.115,6.0,4.985,5.945,5.535,5.3,6.1,6.255000000000001,5.39,5.2
-20,6.425,5.55,5.895,5.545,4.265,5.865,5.619999999999999,6.069999999999999,5.45,5.3149999999999995,5.71,4.73,5.214999999999999,5.485,6.22,6.484999999999999,5.68,5.35,4.904999999999999,5.9399999999999995,5.119999999999999,5.545,5.5,5.7299999999999995,5.654999999999999,5.595,4.41,5.635,5.275,5.4799999999999995,4.654999999999999,5.34,5.805,3.95,5.18,5.86,5.5200000000000005,5.805000000000001,4.99,6.470000000000001,4.834999999999999,5.6,5.65,5.244999999999999,6.084999999999999,4.994999999999999,5.605,5.470000000000001,5.3,5.95,6.025,5.385,5.465
-19,6.244999999999999,5.74,5.825,5.24,4.12,5.725,5.51,6.18,5.355,5.275,5.63,4.625,5.115,5.295,6.305,6.725,5.775,5.48,5.1049999999999995,6.295,5.1049999999999995,5.619999999999999,5.425,5.6850000000000005,5.8549999999999995,5.334999999999999,4.409999999999999,5.665,5.319999999999999,5.39,4.654999999999999,5.76,5.895,3.8050000000000006,5.16,6.14,5.445,5.779999999999999,5.1,6.1850000000000005,5.015,5.465,5.35,5.295,6.165,4.96,5.705,5.395,5.4,5.895,5.845,5.275,5.44
-18,6.244999999999999,5.635,5.755,5.265,3.925,5.55,5.6850000000000005,6.0,5.2700000000000005,5.654999999999999,5.595,4.845000000000001,4.865,5.135,6.0600000000000005,6.625,5.61,5.545,5.0,6.409999999999999,5.279999999999999,5.595,5.59,5.63,5.665,5.27,4.6899999999999995,5.945,4.945,5.589999999999999,4.765,5.9399999999999995,6.09,3.75,5.1899999999999995,5.975,5.55,5.755,5.29,6.1899999999999995,5.139999999999999,5.225,5.495,5.24,6.1899999999999995,4.86,5.839999999999999,5.6049999999999995,5.255,5.86,5.825,5.01,5.43
-17,6.045,5.5200000000000005,5.915,5.515,3.84,5.6899999999999995,5.52,5.825,5.3149999999999995,5.61,5.65,4.73,5.14,5.205,6.505,6.734999999999999,5.41,5.62,5.145,6.534999999999999,5.25,5.404999999999999,5.515,5.514999999999999,5.715,5.38,4.42,5.8149999999999995,5.14,5.4399999999999995,4.654999999999999,5.62,6.13,3.7300000000000004,5.29,5.9799999999999995,5.725,6.005000000000001,5.404999999999999,6.5,5.115,5.034999999999999,5.465,5.3100000000000005,5.85,5.17,5.84,5.525,5.234999999999999,5.805000000000001,5.5600000000000005,5.285,5.345000000000001
-16,6.025,5.6450000000000005,5.8100000000000005,5.365,4.125,5.555,5.534999999999999,6.0600000000000005,5.569999999999999,5.585,5.725,4.84,4.984999999999999,5.205,6.469999999999999,6.44,5.185,5.3100000000000005,5.029999999999999,6.484999999999999,5.3,5.4799999999999995,5.485,5.25,5.41,5.2,4.6850000000000005,5.56,5.18,5.404999999999999,4.66,5.64,6.05,3.915,5.0600000000000005,6.15,5.65,6.25,5.4399999999999995,6.5600000000000005,4.895,5.084999999999999,5.3549999999999995,5.3100000000000005,5.7700000000000005,5.234999999999999,5.615,5.674999999999999,5.215,5.85,5.7,5.4,5.3950000000000005
-15,6.029999999999999,5.42,5.83,5.1899999999999995,4.3950000000000005,5.425,5.6850000000000005,6.534999999999999,5.305000000000001,5.720000000000001,5.55,4.8950000000000005,4.8100000000000005,5.25,6.435,6.2,5.1450000000000005,5.045,4.8950000000000005,6.68,5.015,5.715,5.535,5.15,5.32,5.375,4.925,5.64,5.36,5.515,4.97,5.975,5.89,4.07,5.1450000000000005,6.3149999999999995,5.595,6.28,5.405,6.534999999999999,5.2,5.115,5.3549999999999995,5.37,5.76,5.575,5.3,5.89,5.47,5.62,5.975,5.555,5.3100000000000005
-14,5.65,5.45,5.74,4.895,4.62,5.4,5.68,6.459999999999999,5.385,5.87,5.445,4.985,4.925,5.33,6.625,6.1049999999999995,5.195,5.295,4.795,6.734999999999999,4.965,5.5649999999999995,5.49,5.085,5.29,5.3,4.959999999999999,5.89,5.46,5.34,5.295,6.33,5.7,4.035,5.205,6.220000000000001,5.63,6.390000000000001,5.35,6.484999999999999,4.994999999999999,4.779999999999999,5.285,5.545,5.59,5.605,5.36,5.885,5.340000000000001,5.4399999999999995,5.9,5.675,5.284999999999999
-13,5.615,5.470000000000001,5.89,4.795,4.4799999999999995,5.425,5.505,6.255000000000001,5.555,5.865,5.5200000000000005,4.9399999999999995,4.8,5.17,6.465000000000001,6.6049999999999995,4.994999999999999,5.505,4.71,6.664999999999999,4.91,5.535,5.965,5.135,5.49,5.15,5.115,6.115,5.46,5.584999999999999,5.6,6.3100000000000005,5.654999999999999,3.9800000000000004,5.125,6.4,5.71,6.165000000000001,5.17,6.68,4.6850000000000005,4.8100000000000005,5.279999999999999,5.865,5.39,5.584999999999999,5.425,5.835,5.2700000000000005,5.38,5.970000000000001,5.909999999999999,5.105
-12,5.24,5.42,5.765,4.545,4.115,5.755000000000001,5.555,6.2700000000000005,5.775,5.865,5.49,5.075,4.675,5.545,6.514999999999999,6.475,4.995,5.46,4.709999999999999,6.734999999999999,4.93,5.535,5.97,5.135,5.449999999999999,5.5600000000000005,5.0200000000000005,6.484999999999999,5.49,5.5649999999999995,5.675,6.3549999999999995,5.725,4.26,4.775,6.35,5.725,6.1850000000000005,5.01,6.735000000000001,4.485,4.74,5.4399999999999995,5.944999999999999,5.585,5.359999999999999,5.625,6.165,5.3149999999999995,5.225,6.26,5.98,5.02
-11,5.29,5.5,5.765,4.795,4.115,5.715,5.535,6.265,5.795,5.87,5.4,5.48,4.7,5.575,6.55,6.154999999999999,5.0600000000000005,5.42,4.785,6.68,4.880000000000001,5.07,5.685,4.91,5.45,5.225,5.040000000000001,6.544999999999999,5.51,5.534999999999999,5.635,6.404999999999999,6.19,4.54,4.67,6.42,5.585,5.96,5.01,6.665000000000001,4.569999999999999,4.84,5.215,5.785,5.375,5.625,5.45,6.13,5.385,5.319999999999999,5.88,6.14,4.83
-10,5.245,5.45,5.889999999999999,4.8950000000000005,4.37,5.54,5.555,6.589999999999999,5.765,5.72,5.5,5.46,4.995,5.7700000000000005,6.769999999999999,6.15,5.095,5.495,5.015,6.484999999999999,5.11,5.125,5.58,5.06,5.5649999999999995,4.985,5.0600000000000005,6.7,5.58,5.51,5.615,6.415000000000001,6.095000000000001,4.77,4.87,6.685,5.39,5.8149999999999995,5.1450000000000005,6.734999999999999,4.6899999999999995,4.985,5.215,6.04,5.515000000000001,5.725,5.2700000000000005,6.165,5.675,5.220000000000001,5.845,6.225,4.86
-9,5.154999999999999,5.5,5.74,5.03,4.4799999999999995,5.32,5.505,6.515000000000001,5.659999999999999,5.834999999999999,5.665,5.63,5.0,5.984999999999999,6.464999999999999,6.244999999999999,5.154999999999999,5.525,5.220000000000001,6.534999999999999,4.89,5.404999999999999,5.779999999999999,5.25,5.39,5.035,4.84,6.345,5.74,5.35,5.82,6.195,5.87,5.095000000000001,5.01,6.709999999999999,5.475,5.8,5.305000000000001,6.6800000000000015,4.6499999999999995,4.88,5.4399999999999995,5.839999999999999,5.445,5.984999999999999,5.205,5.835,5.525,5.19,5.904999999999999,6.3950000000000005,4.9350000000000005
-8,5.130000000000001,5.72,5.74,5.029999999999999,4.34,5.365,5.53,6.5,5.84,5.805,5.68,5.630000000000001,5.165,5.904999999999999,6.739999999999999,6.275,5.095000000000001,5.5,5.244999999999999,6.56,4.975,5.665,5.77,5.3549999999999995,5.514999999999999,5.06,4.805,6.365,5.49,5.2,5.865,6.025,5.654999999999999,5.194999999999999,5.0600000000000005,6.335,5.595,5.41,5.3,6.484999999999999,4.799999999999999,4.8149999999999995,5.465,5.999999999999999,5.15,5.909999999999999,5.364999999999999,5.885,5.6,4.994999999999999,5.64,6.4399999999999995,4.935
-7,5.24,5.6850000000000005,5.95,5.135,4.535,5.31,5.4,6.525,5.92,5.959999999999999,5.69,5.505000000000001,5.32,5.63,6.635000000000001,6.255,5.015,5.21,5.47,6.5,5.14,5.695,5.92,5.145,5.64,5.025,5.13,6.3549999999999995,5.545,5.195,5.955,5.859999999999999,5.9399999999999995,4.994999999999999,4.725,6.36,5.819999999999999,5.105,4.985,6.534999999999999,4.775,4.805000000000001,5.335,5.694999999999999,5.195,5.79,5.220000000000001,5.83,5.4399999999999995,5.194999999999999,5.755,6.5200000000000005,4.86
-6,5.275,5.68,5.835,5.095000000000001,4.34,5.305,5.345000000000001,6.635,6.0600000000000005,5.84,5.930000000000001,5.505,5.24,5.369999999999999,6.225,6.075,5.3,5.305,5.07,6.1899999999999995,5.445,5.4799999999999995,5.76,4.93,5.5249999999999995,4.965,4.904999999999999,6.385,5.545,5.285,5.88,5.74,6.02,5.19,4.9,6.390000000000001,5.9,5.235,4.83,6.409999999999999,5.055,4.87,5.335,6.14,5.085,5.81,5.505,5.764999999999999,5.325,5.095000000000001,5.904999999999999,6.69,4.58
-5,5.284999999999999,5.465,5.6450000000000005,4.865,4.4799999999999995,5.470000000000001,5.619999999999999,6.345,6.115,5.615,6.01,5.195,5.32,5.365,6.215,5.915000000000001,5.15,5.345000000000001,4.75,6.1850000000000005,5.345000000000001,5.404999999999999,5.58,5.125,5.8100000000000005,4.785,4.874999999999999,5.904999999999999,5.55,5.375,5.85,5.87,5.8,5.220000000000001,4.93,6.17,5.945,5.16,5.15,6.295,5.225,4.795,5.324999999999999,6.1450000000000005,5.025,5.6899999999999995,5.415,5.7299999999999995,5.6,4.77,5.9399999999999995,6.395,4.275
-4,5.3100000000000005,5.575,5.575,4.885,4.5200000000000005,5.4350000000000005,5.444999999999999,6.345000000000001,6.18,5.215,6.1899999999999995,5.325,5.375,5.365,6.194999999999999,5.970000000000001,5.15,5.2700000000000005,4.5,6.469999999999999,5.16,5.404999999999999,5.35,5.26,5.68,4.825,4.62,5.7700000000000005,5.475,5.385,5.865,5.82,5.959999999999999,5.32,5.08,6.005,5.83,5.220000000000001,5.12,5.9399999999999995,5.3950000000000005,4.79,5.305,6.13,4.715,5.665,5.295,5.5,5.76,4.54,6.045,6.34,4.025
-3,5.335,5.585,5.29,4.880000000000001,4.574999999999999,5.695,5.34,6.375,6.115,4.97,6.045,5.4350000000000005,5.25,5.445,6.165,5.995,5.205,4.99,4.425,6.51,5.39,5.085,5.319999999999999,5.494999999999999,5.749999999999999,4.74,4.545,5.779999999999999,5.65,5.79,5.744999999999999,5.745,6.18,5.225,5.235,5.8549999999999995,5.625,5.325,5.23,5.51,5.4399999999999995,4.74,5.24,6.24,4.87,5.365,5.625,5.6,5.675,4.26,5.83,6.045,4.2
-2,5.29,5.65,5.34,4.765,4.885,5.63,5.135,6.324999999999999,6.085,5.005,6.0649999999999995,5.33,4.985,5.545,6.014999999999999,6.215,5.084999999999999,4.9350000000000005,4.17,6.465000000000001,5.245,5.12,5.199999999999999,5.32,6.15,4.845,4.904999999999999,5.58,5.535,5.8149999999999995,5.435,5.6899999999999995,6.265,5.38,5.37,6.1,5.569999999999999,5.365,4.984999999999999,5.2250000000000005,5.29,4.845,5.465,6.215,4.84,5.51,5.68,5.66,5.675,3.9800000000000004,5.5200000000000005,5.569999999999999,4.265
-1,4.795,5.57,5.375,4.5600000000000005,5.135,5.4350000000000005,4.885,6.375,5.924999999999999,5.26,6.029999999999999,5.295,5.035,5.72,5.615,6.455,5.11,5.1049999999999995,4.25,6.435,5.4,5.37,5.08,5.33,6.15,4.880000000000001,4.915,5.909999999999999,5.529999999999999,5.91,5.425,5.819999999999999,6.525,5.4399999999999995,5.445,6.290000000000001,5.484999999999999,5.155,5.135,4.95,5.17,5.194999999999999,5.334999999999999,6.18,4.835,5.56,5.555,5.839999999999999,5.845,4.035,5.52,5.555,4.44
0,4.365,5.695,5.3,4.5600000000000005,4.885,5.56,4.96,6.1450000000000005,6.215000000000001,5.52,5.975,5.27,5.365,5.869999999999999,5.55,6.37,5.075,5.35,4.45,6.08,5.305000000000001,5.569999999999999,5.109999999999999,5.555,5.994999999999999,4.8549999999999995,4.9799999999999995,5.915,5.51,5.975,5.3100000000000005,5.675,6.33,5.62,5.3,6.56,5.43,5.154999999999999,5.2,4.665,5.275,5.225,5.159999999999999,6.005,4.6450000000000005,5.455,5.779999999999999,5.734999999999999,6.02,4.07,5.88,5.59,3.965
1,4.62,5.555,5.27,4.8149999999999995,4.6,5.645,5.175,5.76,6.25,5.265,6.055,5.245,5.430000000000001,5.885,5.14,5.87,4.7700000000000005,5.175,4.215,5.955,5.390000000000001,5.7700000000000005,4.895,5.42,5.85,4.99,5.05,6.034999999999999,5.535,5.865,5.6,5.515,6.245,5.85,5.045,6.5600000000000005,5.299999999999999,5.155,5.154999999999999,4.455,5.0649999999999995,5.069999999999999,5.31,6.025,4.615,5.375,5.71,5.595000000000001,5.92,3.915,5.8,5.66,3.7349999999999994
2,4.8100000000000005,5.58,5.279999999999999,4.87,4.39,5.775,4.975,5.444999999999999,6.3,5.095000000000001,6.08,5.0200000000000005,5.83,6.015,5.39,6.125,4.8149999999999995,5.109999999999999,4.195,5.615,5.555,5.970000000000001,4.944999999999999,5.1049999999999995,5.85,4.875,5.025,6.01,5.785,5.635,5.715,5.369999999999999,6.045,5.805000000000001,4.9350000000000005,6.459999999999999,5.3549999999999995,4.955,5.130000000000001,4.505000000000001,4.659999999999999,5.380000000000001,5.185,5.825,4.615,5.55,5.995,5.5649999999999995,5.92,3.7299999999999995,5.975,5.885,3.7900000000000005
3,5.085,5.355,5.335,4.96,4.37,5.9399999999999995,4.76,5.1899999999999995,6.3100000000000005,5.1899999999999995,5.87,5.484999999999999,5.7,6.125,5.275,5.98,5.08,5.13,4.16,5.515,5.779999999999999,6.1450000000000005,5.1,4.845000000000001,5.6899999999999995,4.925,4.8950000000000005,6.08,5.455,5.944999999999999,5.5600000000000005,5.529999999999999,5.819999999999999,5.86,4.87,6.42,5.529999999999999,5.06,5.085,4.6,4.455,5.765,5.13,5.85,4.955,5.565,5.959999999999999,5.725,5.655,3.75,6.115,6.084999999999999,3.9
