,TSS_POS_1::Phage_LUZ100_full_genome:335-435(+),TSS_POS_2::Phage_LUZ100_full_genome:536-636(+),TSS_POS_3::Phage_LUZ100_full_genome:2203-2303(+),TSS_POS_4::Phage_LUZ100_full_genome:4030-4130(+),TSS_POS_5::Phage_LUZ100_full_genome:6686-6786(+),TSS_POS_6::Phage_LUZ100_full_genome:6731-6831(+),TSS_POS_7::Phage_LUZ100_full_genome:8298-8398(+),TSS_POS_8::Phage_LUZ100_full_genome:8574-8674(+),TSS_POS_9::Phage_LUZ100_full_genome:8716-8816(+),TSS_POS_10::Phage_LUZ100_full_genome:8867-8967(+),TSS_POS_11::Phage_LUZ100_full_genome:16340-16440(+),TSS_POS_12::Phage_LUZ100_full_genome:36729-36829(+)
7,5.9799999999999995,5.819999999999999,4.930000000000001,5.725,5.63,5.925,5.795,5.865,5.84,5.8,5.755000000000001,5.135
8,6.234999999999999,5.8549999999999995,4.95,5.619999999999999,5.7700000000000005,5.869999999999999,5.75,5.8100000000000005,6.1049999999999995,5.84,5.725,5.155
9,5.9799999999999995,5.709999999999999,5.14,5.59,5.515,5.615,5.529999999999999,5.67,5.965,5.735,5.6899999999999995,5.069999999999999
10,5.93,5.59,5.095,5.45,5.444999999999999,5.615,5.455,5.340000000000001,5.725,5.66,5.3549999999999995,4.784999999999999
11,6.1049999999999995,5.38,4.984999999999999,5.85,5.525,5.585,5.584999999999999,5.365,5.83,5.555,5.07,4.3100000000000005
12,6.279999999999999,5.375,4.9350000000000005,5.85,5.595,5.39,5.295,5.425,5.43,5.67,4.595,4.215
13,6.22,5.3149999999999995,5.159999999999999,5.785,5.585,5.1899999999999995,5.125,5.59,5.875,5.75,4.5,4.345
14,5.955,5.244999999999999,5.155,5.8100000000000005,5.135,5.27,5.17,5.54,5.779999999999999,5.59,4.3,4.415
15,5.789999999999999,4.965,5.3950000000000005,5.83,5.04,5.21,5.02,5.48,5.68,5.52,4.075,4.345
16,5.79,4.865,5.489999999999999,6.1049999999999995,5.265,4.76,4.76,5.8549999999999995,5.415,5.5,4.194999999999999,3.8649999999999998
17,6.165,4.91,5.685,5.944999999999999,5.24,4.805,4.869999999999999,5.83,5.695,5.235,4.385,4.3149999999999995
18,5.965,4.86,5.83,5.904999999999999,5.27,5.095000000000001,5.040000000000001,5.61,5.615,5.11,4.785,4.395
19,5.739999999999999,4.885,5.975,5.92,5.345,4.965,5.1450000000000005,5.88,5.494999999999999,5.289999999999999,4.96,4.3
20,5.96,4.89,5.975,5.78,5.055,4.89,5.015,5.87,5.61,5.77,5.02,4.35
21,5.96,5.0600000000000005,5.68,5.85,5.085,5.180000000000001,5.215000000000001,5.805000000000001,5.680000000000001,5.924999999999999,5.0200000000000005,4.35
22,5.714999999999999,5.165,5.755,6.0,5.034999999999999,5.195,5.365,5.76,5.8,5.819999999999999,4.995,4.35
23,5.9350000000000005,5.14,5.5,6.0,5.119999999999999,5.175,5.455,5.925,5.744999999999999,5.645,5.025,4.35
24,6.1,4.9799999999999995,5.63,5.859999999999999,5.3149999999999995,5.205,5.12,6.19,5.72,5.67,4.915,4.1450000000000005
25,6.25,5.015,5.7,5.79,5.3149999999999995,5.385,5.2299999999999995,6.154999999999999,5.909999999999999,5.965,4.92,3.915
26,6.255000000000001,5.085,5.645,5.545,5.39,5.404999999999999,5.2700000000000005,6.279999999999999,6.2299999999999995,5.72,5.05,3.71
27,5.789999999999999,5.029999999999999,5.615,5.470000000000001,5.255000000000001,5.305000000000001,5.305000000000001,6.145,6.2299999999999995,5.805,4.845,3.525
