,TSS_POS_1::NC_013691.1:20-120(+),TSS_POS_2::NC_013691.1:731-831(+),TSS_POS_3::NC_013691.1:3602-3702(+),TSS_POS_4::NC_013691.1:8180-8280(+),TSS_POS_5::NC_013691.1:9464-9564(+),TSS_POS_6::NC_013691.1:9559-9659(+),TSS_POS_7::NC_013691.1:18051-18151(+),TSS_POS_8::NC_013691.1:35194-35294(+),TSS_POS_9::NC_013691.1:39296-39396(+),TSS_POS_10::NC_013691.1:66521-66621(+),TSS_POS_11::NC_013691.1:12047-12147(+),TSS_POS_12::NC_013691.1:23595-23695(+),TSS_POS_13::NC_013691.1:24066-24166(+),TSS_POS_14::NC_013691.1:26562-26662(+),TSS_POS_15::NC_013691.1:28756-28856(+),TSS_POS_16::NC_013691.1:28780-28880(+),TSS_POS_17::NC_013691.1:29126-29226(+),TSS_POS_18::NC_013691.1:35317-35417(+),TSS_POS_19::NC_013691.1:38763-38863(+),TSS_POS_20::NC_013691.1:42916-43016(+),TSS_POS_21::NC_013691.1:59681-59781(+),TSS_POS_22::NC_013691.1:60055-60155(+),TSS_POS_23::NC_013691.1:60211-60311(+),TSS_POS_24::NC_013691.1:62774-62874(+),TSS_POS_25::NC_013691.1:68409-68509(+),TSS_POS_26::NC_013691.1:68706-68806(+),TSS_POS_27::NC_013691.1:69104-69204(+),TSS_NEG_1::NC_013691.1:1913-2013(-),TSS_NEG_2::NC_013691.1:4676-4776(-),TSS_NEG_3::NC_013691.1:11324-11424(-),TSS_NEG_4::NC_013691.1:12456-12556(-),TSS_NEG_5::NC_013691.1:12974-13074(-),TSS_NEG_6::NC_013691.1:13026-13126(-),TSS_NEG_7::NC_013691.1:16339-16439(-),TSS_NEG_8::NC_013691.1:17052-17152(-),TSS_NEG_9::NC_013691.1:22314-22414(-),TSS_NEG_10::NC_013691.1:24691-24791(-),TSS_NEG_11::NC_013691.1:27872-27972(-),TSS_NEG_12::NC_013691.1:29025-29125(-),TSS_NEG_13::NC_013691.1:29667-29767(-),TSS_NEG_14::NC_013691.1:30970-31070(-),TSS_NEG_15::NC_013691.1:32636-32736(-),TSS_NEG_16::NC_013691.1:34403-34503(-),TSS_NEG_17::NC_013691.1:34427-34527(-),TSS_NEG_18::NC_013691.1:34916-35016(-),TSS_NEG_19::NC_013691.1:34959-35059(-),TSS_NEG_20::NC_013691.1:36525-36625(-),TSS_NEG_21::NC_013691.1:36951-37051(-),TSS_NEG_22::NC_013691.1:37009-37109(-),TSS_NEG_23::NC_013691.1:37304-37404(-),TSS_NEG_24::NC_013691.1:38390-38490(-),TSS_NEG_25::NC_013691.1:38887-38987(-),TSS_NEG_26::NC_013691.1:39220-39320(-),TSS_NEG_27::NC_013691.1:39458-39558(-),TSS_NEG_28::NC_013691.1:41097-41197(-),TSS_NEG_29::NC_013691.1:46686-46786(-),TSS_NEG_30::NC_013691.1:50259-50359(-),TSS_NEG_31::NC_013691.1:53044-53144(-),TSS_NEG_32::NC_013691.1:53212-53312(-),TSS_NEG_33::NC_013691.1:53424-53524(-),TSS_NEG_34::NC_013691.1:54009-54109(-),TSS_NEG_35::NC_013691.1:54033-54133(-),TSS_NEG_36::NC_013691.1:55012-55112(-),TSS_NEG_37::NC_013691.1:55791-55891(-),TSS_NEG_38::NC_013691.1:56112-56212(-),TSS_NEG_39::NC_013691.1:56256-56356(-),TSS_NEG_40::NC_013691.1:56349-56449(-),TSS_NEG_41::NC_013691.1:57285-57385(-),TSS_NEG_42::NC_013691.1:58238-58338(-),TSS_NEG_43::NC_013691.1:58260-58360(-),TSS_NEG_44::NC_013691.1:61240-61340(-),TSS_NEG_45::NC_013691.1:62480-62580(-),TSS_NEG_46::NC_013691.1:62798-62898(-),TSS_NEG_47::NC_013691.1:63998-64098(-),TSS_NEG_48::NC_013691.1:64715-64815(-),TSS_NEG_49::NC_013691.1:65024-65124(-),TSS_NEG_50::NC_013691.1:65649-65749(-),TSS_NEG_51::NC_013691.1:65694-65794(-),TSS_NEG_52::NC_013691.1:65869-65969(-),TSS_NEG_53::NC_013691.1:66013-66113(-),TSS_NEG_54::NC_013691.1:67269-67369(-),TSS_NEG_55::NC_013691.1:67420-67520(-),TSS_NEG_56::NC_013691.1:67983-68083(-),TSS_NEG_57::NC_013691.1:68635-68735(-),TSS_NEG_58::NC_013691.1:68846-68946(-),TSS_NEG_59::NC_013691.1:70272-70372(-)
-59,0.0128101467216031,0.017510025809064154,0.0398375664189655,0.013451283337794665,0.008328550118205135,0.011254245266726646,0.012420117407899564,0.016002336334231416,0.0282548514002398,0.02695058496853726,0.029270497903993185,0.004629080906563186,0.020789881398554665,0.02904864809496166,0.0044690053432473505,0.02472446749947177,0.026018444301467415,0.05630944885126225,0.04547555623672852,0.01459016767044578,0.03375177119790902,0.03407217999271063,0.02620711652804004,0.02076072293106948,0.017317581066413894,0.022049164824496092,0.018230534019190187,0.028000141755269558,0.015368154182776256,0.031083626110222105,0.01564977171344861,0.022355757763238625,0.018333147172216346,0.01769523717362247,0.013973804110788019,0.012934914057454162,0.0339409118160156,0.02281623139831785,0.017620747712527647,0.01156997892139609,0.027551277526403555,0.04269475668825766,0.006669019423290115,0.01342235639513607,0.02378951246065485,0.015008663209234673,0.011624236323459273,0.029426449627763685,0.005692756328144329,0.009446670328519934,0.001803942298226699,0.03920343179722041,0.028254851400240484,0.02196268342319308,0.016902816590530775,0.0209787500220416,0.028781005147342675,0.038788994601468826,0.009968562580589865,0.010012350561902186,0.01045812039671721,0.048962241492227575,0.029994474628301217,0.038746464262289934,0.02264482030869772,0.03769028066924145,0.021631523216206785,0.02117525300461077,0.016823799755860937,0.018856169427568844,0.060312770165087126,0.013440524538825088,0.02906339318140148,0.06927188209035792,0.03338196038726331,0.023656191100347397,0.019881251631491435,0.038378771933552484,0.012037220092037268,0.004130364055554605,0.007385128561336521,0.014953574673920889,0.02916678552469224,0.007954222513961844,0.010736816706577362,0.007118981824142034
-58,0.017815019106019174,0.02849575293385706,0.059267310922214524,0.020128434122839614,0.01332159512663537,0.018203489834520813,0.019641742405792896,0.025290753437341783,0.04235495224648571,0.043096576788907257,0.045393394155529135,0.006892269338079208,0.031198795939909575,0.04379663654106757,0.009522879683183272,0.03848203700281801,0.03767369313591641,0.08799575110374772,0.06885950292748914,0.019197445870399645,0.055102140304968,0.053235230446867655,0.03901731192140171,0.031208964953734562,0.027775853205231606,0.030950481695640693,0.026617661014366682,0.044069167327906535,0.02254624998578124,0.048137050401071815,0.02562419068689631,0.03294230556860262,0.03147043021725988,0.02881768635430223,0.02110545657304925,0.01801279860442302,0.05458818389602423,0.027731626750561268,0.023550184028084214,0.02064511553836042,0.03808811967633529,0.06401685179692258,0.012592133169872007,0.017630925878917025,0.034695593299420575,0.023266067019790365,0.017201422437834755,0.042904661273943615,0.006384679647285271,0.015963393345414946,0.003984455363826149,0.05829905120185219,0.04224982051642275,0.03302063657334376,0.029526954635998526,0.03290917508772556,0.04315650712413223,0.05654670553764644,0.013650460306418399,0.018747928212030383,0.016771462022510657,0.06985969722582441,0.04812525908104305,0.058770616708602674,0.032362489627566264,0.055977329872328466,0.03224577380660452,0.03240794551758275,0.02360932240275615,0.027454007988720698,0.0906093618986662,0.019704838499504156,0.04835342265472563,0.1009504138517495,0.05243426847796926,0.03602481673920642,0.0282750535382029,0.05889284719459085,0.015986449113758208,0.009731550126984508,0.011037666109729727,0.021158532630065986,0.045058950063405566,0.01387144875923459,0.01820578913668689,0.00997479563452348
-57,0.022038078430772635,0.04078114619717324,0.0788871089797453,0.026573075173943805,0.018685383086542297,0.02588448306427523,0.027034399923800644,0.03579633887092627,0.05676692995855938,0.06061024741152461,0.062370156700270615,0.010976914263730504,0.04149403699525178,0.05935153169501789,0.016379431120814053,0.051236059191885744,0.049744792393049284,0.11949888057403975,0.09068504534707286,0.021952803741948558,0.07688804095144772,0.07436662904499403,0.051460267621195335,0.041823907615541486,0.03758839794315118,0.03830405361576937,0.03494498183899304,0.06186551150658308,0.02842715473478718,0.0655453602832862,0.03616034855441976,0.04340477245636527,0.04602443466294158,0.040909730127256363,0.029825747657820773,0.02395223839285242,0.0768502316357809,0.03025203143217973,0.027710280887387424,0.03141453644504085,0.047157136732685234,0.08323357595665823,0.01997250731501373,0.02030094741775727,0.04497090358400763,0.03200161817454707,0.024314480861191506,0.05568667851778527,0.008448530225079586,0.023198811596279675,0.006310617830391166,0.0770238826870713,0.05466622061481981,0.043609298678243744,0.041183829546385387,0.045833289603926616,0.0560405393522842,0.0736293964236607,0.01686011352121098,0.03022523998904838,0.02451177680585842,0.08814908269878871,0.06616153001009724,0.07917358963619295,0.040642431967359956,0.074549656566309,0.04257595762932126,0.04343405469646826,0.029764505323363794,0.03609389577547921,0.12128359941179263,0.02515214734587879,0.07015263038636359,0.12901462154392024,0.0724753694060836,0.04850606799446737,0.03528955901675115,0.08040170861764899,0.02015864342226247,0.019262828876703338,0.014903720146282834,0.026725423322230723,0.06100033458706729,0.02122502067936348,0.027009724876752794,0.012241539008428958
-56,0.027513766570395524,0.054427934884702475,0.09844061826236782,0.03235142227452771,0.023427421787210505,0.03577457101061262,0.035597929442434596,0.04759977848144072,0.07184911205268,0.079444752732242,0.07792552097816803,0.016190951945310828,0.05117671745316652,0.07514159633103763,0.024668703017874938,0.06255186973894596,0.062111615421283,0.14906841899153433,0.1104371342925496,0.02395723781134564,0.0981115337667113,0.09645551712655094,0.06352519356940056,0.05280838848916407,0.04692844852373504,0.04422127986104231,0.04345776866178638,0.08176799824054541,0.03345530848136825,0.0817462386114238,0.046440267599632976,0.05352281283950779,0.05973428766875074,0.05382933518697173,0.04083166072758965,0.031195937687678386,0.09954362675147618,0.03596811027155835,0.031286662688161694,0.0423238260645317,0.05641588575025408,0.10028328131802537,0.027678941380066012,0.023056852556289267,0.05419883445687167,0.041102985488157176,0.03335179798322416,0.0679681242517639,0.01281671354439314,0.031598456341576375,0.00884614054994096,0.09578983039590316,0.06636177743537597,0.05370256350300501,0.05067850586595305,0.06029950738255062,0.06732178903836482,0.08911280135353213,0.020132204116696816,0.04378454016846286,0.031995107181598224,0.10471745018068541,0.08267997163821533,0.09915986186226375,0.04608743730370271,0.09401383023681929,0.05185142676874109,0.05325565646060783,0.03498853281969937,0.04366883226862016,0.15103634526589668,0.029360888599931044,0.09311138103532722,0.15423539424138952,0.09128426082901366,0.06237417230875353,0.04124815299623005,0.1010533370543383,0.0265954538582016,0.030107294640077165,0.01850714321668729,0.031037153807163993,0.07644972241225272,0.030126337550507826,0.03666372476525209,0.015004375057690788
-55,0.03539919199708455,0.06997413515389038,0.11848979852624184,0.03782592251701739,0.027544404039630425,0.04891683389886039,0.04547946562538709,0.06101597694300263,0.08700775023494219,0.09867867556731653,0.09173482152507619,0.022532503743232048,0.05972509351333895,0.09130919211488954,0.03352645617247224,0.0727622986978216,0.07464443308889065,0.1750629577545329,0.12798325413548323,0.02710333497176709,0.11903450628033393,0.11856216980830017,0.07515676554365061,0.06492830801558261,0.05587980251461784,0.048752961982990645,0.053205361800099785,0.1023891894796958,0.0377206379289558,0.09528958298094699,0.05597439205908925,0.0636508110964581,0.07219977388858846,0.06751808312304268,0.053845992188253276,0.040139777666682364,0.12261770644934541,0.04534191877839471,0.03448990494537661,0.05254689936300834,0.06601126564363319,0.11523623408550951,0.03554061776350967,0.02673987196214985,0.06221826033355121,0.05020913266290768,0.04413103827379934,0.07992966777657731,0.019702707928913495,0.041410364710207544,0.01244819257463626,0.11385649665287578,0.07749369585512753,0.06363919689059357,0.058197970432102175,0.07523662005786103,0.07704232559460308,0.1031103554782798,0.023675880139097404,0.058374535686666465,0.040515017204611446,0.11907077386450586,0.09601191230503772,0.1165423608843307,0.049853734788156176,0.11434122631361598,0.05989059508750368,0.06242050886910725,0.039235889981654094,0.051227017263553574,0.17929606865958375,0.03108884845835022,0.11438669281225869,0.17683147282794692,0.10885399735788899,0.07773045933705555,0.04558418268729163,0.1212301604497598,0.03575405619702351,0.041681517373810165,0.02210420800534057,0.0334891644352124,0.09139132850956055,0.04094950258455119,0.04743474377653044,0.018324772999763473
-54,0.0459040641533963,0.08512156307796706,0.13852192623874124,0.04326678711873337,0.03198797057673965,0.06554725508771339,0.05606573363905702,0.07593945887205768,0.10150585238756298,0.11645351207664634,0.10442329758290829,0.029788201645755734,0.06626313463370744,0.10808590818868632,0.0431414791905099,0.08173460367022933,0.08729323210054593,0.1973678886028855,0.14408650425563987,0.03204634549144415,0.13909946331495543,0.13897160269551329,0.08649609443423072,0.07774940367437018,0.06453888128462289,0.05217550237500448,0.06454141669555713,0.12259756693498565,0.041144684754644334,0.10438866880051587,0.06541815492563233,0.07432853376041285,0.08404896067492855,0.08162531798574162,0.0667549968870556,0.051051907842906794,0.14612141270595663,0.05821141767549663,0.039112198455217295,0.06138404453204023,0.07611478789618764,0.12814746073215572,0.04325533251040303,0.031056276561974083,0.06944921597880499,0.058799745207826645,0.05670312575872767,0.09179937496815252,0.027809103139209878,0.052533049043580096,0.01710875699917873,0.13083629433398508,0.08829970075764844,0.07242444734702373,0.06342950853853258,0.0903917020340285,0.08564866207753734,0.11591670361793822,0.027665717537506435,0.0742914159362161,0.05196929010923908,0.13311710451852016,0.10626014486828353,0.13045551103079187,0.05504858539952264,0.13527483748200708,0.06706975850934374,0.07076113358847701,0.04270490274742894,0.05991349573364899,0.2062477629952884,0.03352077222535797,0.13425088519490969,0.19712863109738293,0.1253163393209209,0.09479718425210573,0.048064711175324834,0.1409763094778516,0.047860329602542,0.054257291538167274,0.025973533564885,0.03509987163930613,0.10610751242522798,0.05217550237500381,0.05963385995222996,0.02259689304651093
-53,0.05857450152275717,0.09834364049103599,0.15755803587758332,0.04865193379677565,0.037000666380044615,0.08616910588946945,0.06619700393145375,0.0922800948472712,0.1144754690361591,0.13277087915121666,0.11604143417002284,0.03786012047694183,0.07165418523245544,0.1240895043283438,0.05361041826775863,0.08968166105845356,0.09905042348173518,0.21636221943134726,0.15714319200254503,0.0375852116196161,0.1584935859791549,0.15821215668077965,0.09780359758714556,0.09049171866662128,0.07156550227212348,0.055196245044421346,0.07781454498613852,0.14269671931491942,0.04402187114718622,0.10926588598237977,0.07501129986205976,0.08554652147418804,0.09590130581277254,0.09521255697150455,0.07933620830011305,0.06252639727882611,0.17026364999777077,0.0739660090443827,0.04450916836465375,0.06872271963711415,0.08711589427279812,0.13843927554252627,0.05086088814797425,0.034509003046147804,0.07749460292352668,0.06739797262297578,0.06937916607204957,0.10287027437809723,0.036995312196214734,0.06523333741474456,0.02320502622319985,0.146757999085185,0.09906305492784638,0.07942687317663899,0.06615414385939275,0.10558611871906595,0.09375431772314546,0.1278522965409635,0.03150172204379097,0.09157954532554431,0.06616124404638103,0.14781810853333946,0.11343636552475678,0.1410049949907221,0.0634666411957632,0.15504706454566203,0.07337448607242597,0.07758233680777679,0.04571969020769534,0.0704382284709203,0.23162504660484223,0.03962545665053689,0.1523971321141515,0.21345886538395997,0.14145454947725383,0.11260543393423525,0.0502318374865975,0.15776743953332745,0.0625044137845,0.06763338110726766,0.029397295011241532,0.03850284235048703,0.11998526819163417,0.06268739930453918,0.0734517327799958,0.02787090226616008
-52,0.07256421894114314,0.10954931940674598,0.17553618422602285,0.054619964849471035,0.042992613503981605,0.10999679011863965,0.07508696099467031,0.11037109725459533,0.12589767275423563,0.14783899198928951,0.12710293458674757,0.04654352132879795,0.07686663259415195,0.13801387768431844,0.06498914358433058,0.09576048840850718,0.10936312352427964,0.23246395956514437,0.16722694431241014,0.04353513162839447,0.17553898946321744,0.1763066038690156,0.10892049011526603,0.10314542396848099,0.07708316305851899,0.05895026519180654,0.09209069920328436,0.16246834786791745,0.046449343211032765,0.11034809353957183,0.08506942859785438,0.09730003061027626,0.1083280784696754,0.10854467696098066,0.09139322082419252,0.07295801396575957,0.19549885668718736,0.09177691553299525,0.05019493047264286,0.07454478582556909,0.09914944302387527,0.14656576137623997,0.05834443616226483,0.03726678031749262,0.08647872011777571,0.07450409729198566,0.08084751818334354,0.11227398585717538,0.04723112929203378,0.07951593557250641,0.030980260655558554,0.16146172795813504,0.11088042381553653,0.08416179562266729,0.06740994083498816,0.12116217750113852,0.10052900163825258,0.13882563563336253,0.035286776066055583,0.10904281193345285,0.08295001481605348,0.16309770045838776,0.11813587162118147,0.14869287649654211,0.07420614600330787,0.1736288176262044,0.07923002625007734,0.08336210781089783,0.04886665464121069,0.08339628846954517,0.2540698138479137,0.04936709874946811,0.16919634132239775,0.22622937607182333,0.15732742272046113,0.13126213195765501,0.05440845793948308,0.17302291261226332,0.07866323277215959,0.08182906305621691,0.03236329016232327,0.044581903573109996,0.13256583329007293,0.07259937702677628,0.08868974628099283,0.03355725029917829
-51,0.08792771802426091,0.11903869973105255,0.1919928053815298,0.062287858368650716,0.05041042345471654,0.1363071105603993,0.08190455944496822,0.1293210793997321,0.13578072853840226,0.16215156259532437,0.13764487916032592,0.055493988721786444,0.0831260794553893,0.15016956174787316,0.07704532517322296,0.09929484784473562,0.11815880453083724,0.245520873740975,0.1749459807463281,0.050238549262093604,0.19007773100035757,0.19276129344736176,0.11869900730557423,0.11588895809617364,0.08342778450830445,0.06367874236839947,0.1061291079840225,0.1817638214465849,0.049268289735269546,0.11575132809865389,0.09510594863390769,0.10891922846107605,0.1225112820286379,0.12182852100708996,0.10285892240529408,0.08168336656324379,0.21946325731514832,0.1118696228237716,0.05579651764238007,0.07920896427453354,0.11184531848660104,0.1531110429564066,0.06576644969275144,0.03936531333946682,0.09695938146652125,0.08012826645588111,0.09137149701677182,0.12000545637528177,0.05851509785880128,0.09555855235205815,0.04026249875470996,0.17546122820986065,0.12356691377753896,0.0868506436159366,0.07087131452318862,0.13771487502036178,0.10663645835791227,0.14953552097830625,0.0395826271982568,0.12600682765451862,0.1017370797822057,0.17836285939104202,0.12089088746571308,0.15441337971095515,0.08686508191023617,0.19078906139657414,0.08445434091927669,0.08859816084069108,0.05067066225527219,0.09868026050844818,0.27363044344241716,0.06189975572191638,0.18474204248332463,0.23657961752064977,0.1716622762708393,0.15083519464710826,0.06084013762425731,0.1875324720581502,0.09579772887995477,0.0963327253294888,0.036148191844147845,0.05286894701388785,0.14317033875952406,0.08223441961479641,0.10551338193856623,0.03930535109342509
-50,0.09700857376072528,0.11814045219573724,0.18679079524497327,0.06350270012120404,0.05480307106779864,0.15793249339322477,0.08078239127742302,0.14081829540599194,0.12987224582585077,0.16394648827480984,0.1337146673452911,0.06090576434134833,0.08066048351737364,0.14665672383288508,0.08862107191859248,0.08983202712064309,0.11194885513420849,0.2295415125963442,0.1586314768029347,0.04992228765033333,0.18735113729727432,0.18871396241766575,0.11357125721701773,0.11800417284334808,0.08455823727069045,0.0581808438178739,0.10952301525739665,0.18544424611865457,0.04443815792172496,0.11053902966779613,0.09790713238071803,0.10903875221752934,0.1306872088646687,0.12489125840914825,0.10635926868934567,0.08246260961581736,0.2258855271028759,0.11960449868483658,0.051809753298790395,0.07746206254680842,0.11020532103510902,0.1361834856784237,0.07022946358838553,0.03380595511272166,0.09635835329703527,0.07718101489038225,0.09479135586025042,0.11160688794145088,0.0666920762100944,0.10887242849000019,0.05014072839537405,0.16873379017450058,0.12191340342170183,0.07753836604298667,0.07026017552526984,0.14424433370632664,0.09727177659125247,0.14116912083816144,0.03899862353146869,0.1389939366993091,0.11740428825987617,0.16819571174940057,0.1108881996379542,0.1407184418907751,0.08930492940170928,0.18712696965643433,0.07871887589329735,0.0829537400643895,0.042333229013178666,0.10543183305606647,0.25969847278499725,0.0679773033282324,0.1846811320511156,0.20858135494537158,0.16845049708563603,0.15993029732743544,0.05932699156649444,0.18225961975903301,0.10686451993640622,0.10779173575648807,0.03683512096754703,0.05361666633543767,0.13751056838275452,0.08794734605822659,0.11921161164906195,0.041252425642895184
-49,0.10713431712817396,0.11336093153757269,0.18195441683734703,0.06420510628210162,0.05920798350399237,0.17857807756559624,0.07716333790764199,0.1506003886485449,0.12194562537904623,0.16475119471810432,0.12852764634882632,0.0675197273340155,0.0799404480257761,0.14309589412171758,0.0986584368184397,0.08103550374706771,0.1058385055464276,0.20965087311013422,0.14040857221989697,0.05194266646326107,0.17981200119775084,0.17831645435824242,0.10693681642007377,0.12045052413259297,0.08493037302278349,0.05161229350483101,0.11270170645639935,0.1857208649161058,0.04041300847846478,0.1073610968443132,0.09933934150481229,0.10959261138486771,0.13646200892671817,0.1237678020705121,0.1097219255119726,0.08617726921831084,0.2298171227776614,0.1289702718367272,0.050297972145876224,0.07216552352584564,0.11050002966685064,0.11633549153651893,0.0729248166713325,0.031507962044696206,0.09709030402078164,0.07242419497395952,0.09828319809869115,0.10344070474694504,0.07598175597443454,0.12317277127182528,0.06147305869902373,0.16133499051851177,0.11989738276966762,0.06887872434187911,0.07054793116256106,0.15025124792085298,0.08597073669705561,0.1346162580551063,0.04010333122629943,0.14941699720913817,0.13506587551390342,0.16040939213920585,0.1019590276638688,0.12759482356912769,0.09461499529548381,0.1830989348831694,0.07249503439754489,0.07673560304958522,0.03739293542393087,0.11239517835191888,0.24277972209357662,0.0746705564302567,0.18009228150921358,0.1791855692204874,0.1625425218936823,0.16951845184679698,0.05893346518787338,0.17586367797024874,0.12043949721220315,0.1188502748785947,0.039182189350809506,0.055788591714197255,0.13055478972277051,0.09265571258557548,0.1319491599441486,0.043191389954164
-48,0.11831464208184421,0.10637112039909966,0.17639032736988008,0.06535889622034106,0.0643291772738001,0.1984647027414755,0.07226773454841227,0.1594420994166123,0.11138957514565784,0.16510045567131276,0.12161705682203106,0.0729712680977235,0.0811537575513009,0.13906514818033214,0.10647547208652948,0.07388474308887953,0.09967343720638626,0.18815021447182606,0.12310808956160395,0.05672135576634567,0.16823066016456406,0.16227069348713946,0.09812649335993577,0.12321432768535154,0.08534517241464183,0.0458055847995677,0.1144105901501296,0.1819271702029061,0.03692438849988521,0.10672888567781566,0.09910230415882569,0.11042572284738086,0.1396477109404072,0.11910026075739163,0.11115281979879951,0.09116068136778449,0.22884636072628523,0.1393482906806432,0.04971725608599645,0.06677182180630362,0.11324010600590803,0.09628957271167246,0.07216747006776192,0.0324603138480972,0.09884437879063376,0.06613207423302052,0.09998144598312719,0.09746126284211888,0.08646706592430906,0.13619244275764814,0.074763665471835,0.15288594343721634,0.11799238032166308,0.06165313723177648,0.07112661663130875,0.15563210082023346,0.07391191634975555,0.1293396824798348,0.04259067320396935,0.1565828871028263,0.1526047040759184,0.15510525363747033,0.09442426623150744,0.1157751996075489,0.10325047852158101,0.17789041163429514,0.066717633047326,0.07171281053815996,0.03533258432190011,0.11894045033093434,0.22237157756499554,0.08132454144846689,0.17196210110989468,0.14989510549540133,0.15299700310836675,0.18004314108259767,0.05985262121880865,0.16755797335959705,0.1347354424102051,0.12509539639332048,0.04319386069643012,0.05898863953714071,0.12158505917645375,0.09644139081487516,0.1429616567620341,0.04547982143455849
-47,0.12779251280088907,0.09829287710064503,0.1704271306588458,0.0669031383050871,0.07012519304523777,0.21663567778862003,0.06844100458679765,0.16667357672011912,0.09756187398678501,0.16458075083835064,0.11405506455934804,0.07745919630631116,0.08452085060669302,0.13438866288315027,0.11216103157374942,0.06875601848065556,0.0913991669810043,0.16767405872248292,0.10794313579476875,0.06417710040193672,0.15622961184755538,0.1422737375823115,0.08847176457173037,0.12662650967568362,0.08722394150871013,0.04135500708517365,0.11480005477362418,0.1738202323157634,0.0360452428403477,0.10845448504329522,0.09795004233200258,0.11112319219016187,0.1409871051296022,0.11184303376768252,0.11022280349345885,0.096466523862194,0.224952826985671,0.14871807092309794,0.050846853761112434,0.06235276520461649,0.11724899348648503,0.08062056703386204,0.06824651797471543,0.037065443491191674,0.10153774298846496,0.05875744470525657,0.0980574121654641,0.09364000649255738,0.09495864494117101,0.147641954502977,0.08955313375327427,0.14442159521692366,0.11904000214929486,0.056144969502123034,0.07228850777333506,0.16036299630235623,0.06273701315782684,0.12493903990046644,0.04572938986230534,0.1604616448481407,0.16834346077966883,0.15162820505633298,0.08967653138081674,0.1051721616794917,0.11485053367985618,0.17102139059325322,0.062303705694763144,0.06796090681199053,0.036897171872149234,0.1250484492085338,0.1980429170246644,0.08833746621063426,0.16117690635543697,0.12433094165887479,0.1413222187659166,0.19119082253108044,0.062106235631211384,0.15868951498082132,0.14670789706914397,0.12548603469296998,0.05013038784718229,0.06352140380324206,0.11270995162354436,0.09933592933212554,0.15268822266649185,0.04688967906418071
-46,0.13271545912998509,0.0905758875477444,0.1649868515568224,0.06793492828803022,0.07788844712180423,0.23171737025521316,0.06542786885649757,0.1720063609359786,0.08498480294746982,0.1626546036953132,0.10918473042192497,0.08190690623361646,0.09048733755585428,0.12982248233881893,0.11641967737374803,0.06538624598954354,0.08245845936747401,0.15012582773404914,0.09409365149857578,0.07256391009655823,0.14507287117234552,0.12502740068885448,0.07909202677990221,0.13082718440732258,0.09022484015850124,0.038851190230046184,0.11374273689557617,0.16105412823739762,0.03859548692619549,0.1129006222090307,0.09668203510968536,0.11203246711914902,0.14258640119381527,0.10432084104209442,0.10612973468427378,0.10212652159377669,0.21962186500486952,0.15153525541463755,0.052550272606612713,0.06062627873921025,0.11854071025093627,0.07000670520717141,0.06159637896617518,0.043684799449672226,0.10556874525150892,0.051786001588089624,0.09211322944083328,0.09165700328773678,0.10087511770157417,0.15666298205016368,0.10515322410521921,0.1351569954531681,0.12113968593529931,0.05202703324916834,0.07540372188722039,0.16334591584037608,0.05367132157008449,0.1226629445613796,0.04887126362121323,0.161575248270707,0.18566550469994775,0.14937906349511182,0.08746957909948218,0.09681427074003021,0.12963089651752235,0.1613961485904855,0.0599815664830608,0.06613227302849677,0.042606616381263715,0.1310901504152902,0.17108586113264496,0.09577654680608581,0.14949571095968242,0.10365024675260463,0.1304198745342843,0.20047075304285006,0.0656448338661816,0.15219747978299936,0.15431609611416394,0.12366449597239418,0.05985063523648659,0.0689166888908071,0.10447498217602949,0.10019081868313304,0.1614533235081837,0.04783033499493011
-45,0.1320933397739699,0.08308459939142568,0.1589942697557903,0.06784086900967784,0.08669055735512982,0.2416538282979837,0.06351041513321845,0.17507797646754475,0.07515297898330432,0.15863602201394095,0.10701377259185041,0.08657623011227475,0.09838368764035282,0.12400521104205084,0.11987135148738703,0.06392455227451017,0.07320185644045055,0.1373689278763443,0.08134783689945718,0.07995028823863672,0.13377205276373294,0.1110208780506928,0.07157736503919351,0.1349930489191103,0.09395586521464513,0.03912313018578891,0.1091662557955498,0.14576719839367236,0.04482166051811115,0.121247249564388,0.09664018964771157,0.11126419548057216,0.145602432335754,0.09813575701221595,0.0987896131801032,0.10859298169704087,0.21357081284274565,0.14740922352018176,0.05361449173935988,0.06196927056293762,0.11701863150394395,0.06470154785543067,0.05524338540286964,0.05158611375683527,0.11114743096893025,0.04633240423536876,0.0822931145218799,0.09160041168744966,0.10484135559332683,0.1629864636908827,0.12073183992836874,0.12565882457219643,0.12422536936437419,0.049925479216968285,0.08059196259272464,0.1666665025341911,0.04755598198091521,0.12307638482302181,0.05211374939017187,0.16151954470606256,0.20474940239320172,0.14883973324135022,0.08760745509039207,0.09268529321090849,0.14657105275016785,0.1491811459325021,0.05981640641717005,0.06638953366513287,0.052242564831087204,0.13636289568895427,0.14555454735632053,0.10434723064862188,0.1403991100787436,0.08853819798372467,0.12036203114319965,0.2078112008439351,0.0703465491871673,0.14779646781504446,0.1581716393295855,0.11965530921054054,0.07225127287434266,0.07566835244079485,0.0961141462390945,0.09780898667415265,0.16925490611416164,0.04988453702352283
