,TTS_1::Pseudomonas_phage_phiKZ:5490-5590(+),TTS_2::Pseudomonas_phage_phiKZ:19983-20083(+),TTS_3::Pseudomonas_phage_phiKZ:22385-22485(+),TTS_4::Pseudomonas_phage_phiKZ:23502-23602(+),TTS_5::Pseudomonas_phage_phiKZ:25192-25292(+),TTS_6::Pseudomonas_phage_phiKZ:27634-27734(+),TTS_7::Pseudomonas_phage_phiKZ:29324-29424(+),TTS_8::Pseudomonas_phage_phiKZ:33511-33611(+),TTS_9::Pseudomonas_phage_phiKZ:34892-34992(+),TTS_10::Pseudomonas_phage_phiKZ:39495-39595(+),TTS_11::Pseudomonas_phage_phiKZ:40356-40456(+),TTS_12::Pseudomonas_phage_phiKZ:42756-42856(+),TTS_13::Pseudomonas_phage_phiKZ:45794-45894(+),TTS_14::Pseudomonas_phage_phiKZ:47838-47938(+),TTS_15::Pseudomonas_phage_phiKZ:50149-50249(+),TTS_16::Pseudomonas_phage_phiKZ:50489-50589(+),TTS_17::Pseudomonas_phage_phiKZ:52600-52700(+),TTS_18::Pseudomonas_phage_phiKZ:53464-53564(+),TTS_19::Pseudomonas_phage_phiKZ:55119-55219(+),TTS_20::Pseudomonas_phage_phiKZ:57889-57989(+),TTS_21::Pseudomonas_phage_phiKZ:65621-65721(+),TTS_22::Pseudomonas_phage_phiKZ:68659-68759(+),TTS_23::Pseudomonas_phage_phiKZ:70248-70348(+),TTS_24::Pseudomonas_phage_phiKZ:76360-76460(+),TTS_25::Pseudomonas_phage_phiKZ:91673-91773(+),TTS_26::Pseudomonas_phage_phiKZ:97602-97702(+),TTS_27::Pseudomonas_phage_phiKZ:101320-101420(+),TTS_28::Pseudomonas_phage_phiKZ:101981-102081(+),TTS_29::Pseudomonas_phage_phiKZ:108929-109029(+),TTS_30::Pseudomonas_phage_phiKZ:114189-114289(+),TTS_31::Pseudomonas_phage_phiKZ:120579-120679(+),TTS_32::Pseudomonas_phage_phiKZ:133049-133149(+),TTS_33::Pseudomonas_phage_phiKZ:137140-137240(+),TTS_34::Pseudomonas_phage_phiKZ:142897-142997(+),TTS_35::Pseudomonas_phage_phiKZ:147129-147229(+),TTS_36::Pseudomonas_phage_phiKZ:149711-149811(+),TTS_37::Pseudomonas_phage_phiKZ:152913-153013(+),TTS_38::Pseudomonas_phage_phiKZ:158192-158292(+),TTS_39::Pseudomonas_phage_phiKZ:162400-162500(+),TTS_40::Pseudomonas_phage_phiKZ:166793-166893(+),TTS_41::Pseudomonas_phage_phiKZ:167818-167918(+),TTS_42::Pseudomonas_phage_phiKZ:172989-173089(+),TTS_43::Pseudomonas_phage_phiKZ:173100-173200(+),TTS_44::Pseudomonas_phage_phiKZ:177156-177256(+),TTS_45::Pseudomonas_phage_phiKZ:196037-196137(+),TTS_46::Pseudomonas_phage_phiKZ:199143-199243(+),TTS_47::Pseudomonas_phage_phiKZ:200511-200611(+),TTS_48::Pseudomonas_phage_phiKZ:202244-202344(+),TTS_49::Pseudomonas_phage_phiKZ:202294-202394(+),TTS_50::Pseudomonas_phage_phiKZ:206961-207061(+),TTS_51::Pseudomonas_phage_phiKZ:212951-213051(+),TTS_52::Pseudomonas_phage_phiKZ:221285-221385(+),TTS_53::Pseudomonas_phage_phiKZ:223881-223981(+),TTS_54::Pseudomonas_phage_phiKZ:224682-224782(+),TTS_55::Pseudomonas_phage_phiKZ:225743-225843(+),TTS_56::Pseudomonas_phage_phiKZ:227872-227972(+),TTS_57::Pseudomonas_phage_phiKZ:233251-233351(+),TTS_58::Pseudomonas_phage_phiKZ:235778-235878(+),TTS_59::Pseudomonas_phage_phiKZ:239082-239182(+),TTS_60::Pseudomonas_phage_phiKZ:243751-243851(+),TTS_61::Pseudomonas_phage_phiKZ:248180-248280(+),TTS_62::Pseudomonas_phage_phiKZ:248958-249058(+),TTS_63::Pseudomonas_phage_phiKZ:262710-262810(+),TTS_64::Pseudomonas_phage_phiKZ:263206-263306(+),TTS_65::Pseudomonas_phage_phiKZ:263242-263342(+),TTS_66::Pseudomonas_phage_phiKZ:267069-267169(+),TTS_1::Pseudomonas_phage_phiKZ:11961-12061(-),TTS_2::Pseudomonas_phage_phiKZ:12118-12218(-),TTS_3::Pseudomonas_phage_phiKZ:12536-12636(-),TTS_4::Pseudomonas_phage_phiKZ:34861-34961(-),TTS_5::Pseudomonas_phage_phiKZ:80263-80363(-),TTS_6::Pseudomonas_phage_phiKZ:114157-114257(-),TTS_7::Pseudomonas_phage_phiKZ:114216-114316(-),TTS_8::Pseudomonas_phage_phiKZ:114675-114775(-),TTS_9::Pseudomonas_phage_phiKZ:115893-115993(-),TTS_10::Pseudomonas_phage_phiKZ:117884-117984(-),TTS_11::Pseudomonas_phage_phiKZ:133015-133115(-),TTS_12::Pseudomonas_phage_phiKZ:158160-158260(-),TTS_13::Pseudomonas_phage_phiKZ:161541-161641(-),TTS_14::Pseudomonas_phage_phiKZ:171547-171647(-),TTS_15::Pseudomonas_phage_phiKZ:173747-173847(-),TTS_16::Pseudomonas_phage_phiKZ:178302-178402(-),TTS_17::Pseudomonas_phage_phiKZ:179921-180021(-),TTS_18::Pseudomonas_phage_phiKZ:181405-181505(-),TTS_19::Pseudomonas_phage_phiKZ:186296-186396(-),TTS_20::Pseudomonas_phage_phiKZ:209981-210081(-),TTS_21::Pseudomonas_phage_phiKZ:214041-214141(-),TTS_22::Pseudomonas_phage_phiKZ:265388-265488(-),TTS_23::Pseudomonas_phage_phiKZ:265434-265534(-),TTS_24::Pseudomonas_phage_phiKZ:266566-266666(-),TTS_25::Pseudomonas_phage_phiKZ:267040-267140(-),TTS_26::Pseudomonas_phage_phiKZ:267092-267192(-),TTS_27::Pseudomonas_phage_phiKZ:268718-268818(-),TTS_28::Pseudomonas_phage_phiKZ:269422-269522(-),TTS_29::Pseudomonas_phage_phiKZ:270435-270535(-),TTS_30::Pseudomonas_phage_phiKZ:271655-271755(-),TTS_31::Pseudomonas_phage_phiKZ:271690-271790(-),TTS_32::Pseudomonas_phage_phiKZ:271772-271872(-),TTS_33::Pseudomonas_phage_phiKZ:272819-272919(-),TTS_34::Pseudomonas_phage_phiKZ:273217-273317(-),TTS_35::Pseudomonas_phage_phiKZ:273957-274057(-),TTS_36::Pseudomonas_phage_phiKZ:276107-276207(-),TTS_37::Pseudomonas_phage_phiKZ:277779-277879(-)
-19,0.1350765025253941,0.1783457520331722,0.0784102346481052,0.15267633663649352,0.10542251597674875,0.16922700079025965,0.15574880870395613,0.05490299194339433,0.10006936058803095,0.1323990177580263,0.25039455222289897,0.19104313466552397,0.08502186463813075,0.18597847909433907,0.07065248129901505,0.23544798915840065,0.09946009105860973,0.19794460703620922,0.13007264099049023,0.16829952142790713,0.07436845118390376,0.03946238147405587,0.0794232505873223,0.07705501704700166,0.13856845730200992,0.14143680342888348,0.12461346254354069,0.07997404012988803,0.18261985676733328,0.11988982590779326,0.14011388436788932,0.1308791696336264,0.20022113940643962,0.19107312289175818,0.1172431653884359,0.09602462351224272,0.16602345750441178,0.10400060585150253,0.1448212384286363,0.13860970612543594,0.08586134036411786,0.14403259561993634,0.0656698877474271,0.08423239343156573,0.18560530015557383,0.20300632038372307,0.0799498641527242,0.08932779627039265,0.1494209433872127,0.11565514245071307,0.1130605051275055,0.1347670068814064,0.09396283377434757,0.15324617815136915,0.14682914653642595,0.15380208076192817,0.23824859152145086,0.1514391963515,0.21501371891965076,0.11222144459660836,0.11809627710787787,0.2670353166254542,0.051332668263313674,0.0953957146142725,0.14631896736329433,0.14984399274287613,0.15813110785977813,0.1494053662841595,0.14308575672090362,0.15430210627273702,0.18278775333417055,0.17199999061673574,0.14864700752923593,0.2613576790798599,0.15111212961064385,0.14400179540171892,0.12431255910155874,0.195621643034724,0.10799723701740305,0.19043273614392534,0.17206053898617035,0.14380442074094485,0.17522566952052893,0.13565403091888703,0.22975850775308215,0.08886215344689191,0.15680425933987935,0.1660595331881798,0.0790358705278207,0.15775000307267148,0.1311567510641313,0.08873599262047428,0.2468741575599788,0.15346988837257491,0.19986636792115234,0.05298096653253973,0.10380642076715378,0.06589876949998302,0.0708200397148229,0.13620803437389006,0.20514248602810553,0.10959246719255471,0.12561193554363403
-18,0.132517184018432,0.16387436135312808,0.08466798580163899,0.13898876274410815,0.09342364868927469,0.1504819774105094,0.14720173017452637,0.04986966586963604,0.0891906393210896,0.13060740235893403,0.26600697581354044,0.1784593055152666,0.09202286817539437,0.17187993828226852,0.06286659070924853,0.23253697489140296,0.09624556697212679,0.21149383651964587,0.12145237421104997,0.1656301187936454,0.07787348695583911,0.035418206526338744,0.07397181402668798,0.0801764336653578,0.13468009131125477,0.1521852121895436,0.1332921994259933,0.10070218537299958,0.18689370571528818,0.10537296638104385,0.12305307011068742,0.12132636141942232,0.22244601462032992,0.1672048428027934,0.0998202582956674,0.10817558213759833,0.14642560780835506,0.10455742251970405,0.16677570243867884,0.1415183993707392,0.0725722351785283,0.15992752333581536,0.07437531260159717,0.09261906494978181,0.18084554655789353,0.17777726003911415,0.09353698338627055,0.09031461537865264,0.1506851882329104,0.11555238057857446,0.12043883600083179,0.12843764138856115,0.09002563504296879,0.1568011739395897,0.13626783279921537,0.16336346729702367,0.2271061818436865,0.1660878930804091,0.2205423967527441,0.10192191220308637,0.10200783919210943,0.2666639902876622,0.04993485074608285,0.0886487593923633,0.13097092648083972,0.16760877605567254,0.17861033222582784,0.13458214240526015,0.12552509652717708,0.14307805470675,0.17042023872960418,0.14810020995935186,0.1406744608349955,0.2733655121305897,0.14447714173070264,0.15501499886068454,0.11888624870757032,0.17706621021711336,0.10656103653241558,0.17753482025086265,0.15720576320084234,0.14542406100733646,0.1671192797944023,0.13066717431261682,0.23544798915840232,0.07682511013515994,0.16395664031173543,0.16797024175600678,0.08428570623705949,0.1426407243660412,0.14957665363042408,0.07709252080064058,0.25786050091411145,0.15949887712717467,0.1949242015702291,0.054701575226577,0.11130075285192016,0.07228892297860165,0.06298150234458448,0.13560379754463897,0.18253375757610507,0.11481518240550784,0.13594251212419442
-17,0.13020157042822972,0.1531286484792036,0.09357140618622548,0.12059224718414718,0.08010641043556722,0.1303114619386605,0.13712703466709886,0.04770353297830576,0.08003413754206315,0.12162530752887332,0.27900685650984336,0.16343254996862022,0.10232697525308634,0.15910192471289358,0.05723286102548877,0.2215314560111253,0.09475698280043965,0.22598982029546755,0.1130533721473627,0.162881778939304,0.08381066030161792,0.03471146092945582,0.07259515387983137,0.08710710784185323,0.13204005889404205,0.16221903704871363,0.14203900925783425,0.124002749457964,0.19355551535058146,0.09406318145056952,0.10794268356064392,0.11163936307971281,0.24005699080782583,0.14536418308890872,0.08495609746375515,0.11969944032668385,0.12764025360531,0.10671545782838772,0.19115725290517313,0.1450446592598182,0.059931748097878865,0.17919412774394733,0.08536841783952065,0.10617802836496618,0.17681584691104346,0.15216724836648196,0.10921377048836725,0.09552098650090597,0.15256651336464847,0.11599567296443596,0.12515917389061676,0.12070456423668763,0.08832519280670278,0.1585486241712736,0.1281479909126443,0.1722570160619147,0.21455402690474626,0.1815953806670874,0.2212955272951175,0.0896830217215616,0.08946963022192508,0.26466929780464926,0.04932390313426951,0.08387707769575212,0.11385352480810444,0.19001918814965324,0.20139808037275192,0.12211072444388657,0.10910267513920247,0.129363828673343,0.1596498998679013,0.1271983103479773,0.13348455894884925,0.27798509598131804,0.13538795360694592,0.16621742007481896,0.11287621906936467,0.16041271183276168,0.10671738002915743,0.16307451882812113,0.14467143596800844,0.14700821659929736,0.15733586157560014,0.1274066656681138,0.23253697489140449,0.06460702355749967,0.17391045910443287,0.1658242978509544,0.0915095696182333,0.125614969449866,0.17122027409733054,0.06655357407065032,0.26413048518124804,0.1649174113810292,0.19321277852365565,0.05876167448316645,0.11643787823191407,0.07719672202824963,0.05727452124182629,0.13238298133852286,0.15792579973648058,0.12326883590583329,0.14890821997486675
-16,0.12798398217636361,0.14578679561630994,0.1013718463910944,0.1033355713159286,0.06910641421800205,0.10796061335068527,0.12763917237099093,0.04759169776846244,0.07186353355348155,0.10959039505587462,0.2890494468998145,0.14553411223139393,0.11460190641107078,0.1482410289454596,0.05251278510773087,0.20462359029836313,0.09528032219556734,0.24271962623637808,0.10583790807002184,0.16102534180701214,0.09117472870727109,0.036803515544441855,0.07406548897306547,0.09645912353789302,0.12690866775341725,0.1684707519078486,0.1510844297699755,0.14892278683126028,0.19991737377934155,0.08658582621504587,0.09646238533032185,0.10363375149598782,0.25206219046458966,0.1266935358559224,0.07179583504130657,0.12857036565597535,0.10972435189161385,0.11256415186265697,0.2136722695670934,0.15082901129497123,0.051758320192977936,0.2017778574870154,0.09929146284312348,0.12393418002356796,0.17273417434735744,0.126117704603165,0.12308961729830789,0.1054380273630725,0.15361491954461098,0.1164685116624515,0.12689869437717483,0.11281833645207714,0.08908868466642539,0.15801415620506293,0.12211072742958462,0.17827649823993358,0.2000173161101384,0.19657540244737443,0.21839197420177267,0.07980015511751218,0.07849932734118374,0.2619877960108871,0.04933582859464302,0.08316252336534856,0.09848843173316812,0.21416298855963195,0.22627230135161386,0.11250706609163721,0.09572026982096281,0.11338751731370625,0.151831059426039,0.10943466612762442,0.1248666195654956,0.2761120392143162,0.12543217439457663,0.17809157336149062,0.10673387964996614,0.14808275269750595,0.1079977754679318,0.14942468831967376,0.1340624204070117,0.1490589538270201,0.145850485221931,0.12535329625399166,0.22153145601112617,0.05581857893047516,0.18514372342400376,0.16265248516175662,0.10096121223915175,0.1076977727080021,0.19615509674940837,0.057775135366444776,0.2669946315385795,0.16934821899619878,0.192058803206919,0.06382626139711273,0.11955010454869015,0.08031396338659438,0.05275325026653288,0.12720300587001931,0.13199603183318923,0.1342949355330032,0.16301678197431915
-15,0.12527302970076698,0.14118129157392548,0.10589553120854855,0.09131520970186695,0.06380029348386337,0.0856188781090873,0.12014952569667234,0.049869179633409304,0.06520838454598718,0.09807913816336382,0.2981571831799831,0.12708889036848264,0.12796579609278344,0.14246661260647245,0.04919888715196182,0.1858614500534841,0.09700691256596682,0.2604749326290078,0.09994177017127547,0.1596857063038516,0.09710606353818232,0.04248104444689317,0.0781899773013052,0.10572315008735153,0.11948764349568544,0.17028569044750572,0.15940264783696573,0.1725907990848697,0.20404490259512817,0.0816874943426149,0.09034199502192192,0.09892820501941853,0.2583665519717349,0.1100795019102806,0.06043032189730663,0.13396861373926938,0.09515535959112313,0.11842895442053311,0.23238790229455972,0.16066453684509763,0.04932496373295875,0.22439830163064137,0.11614074862475224,0.1450203372051287,0.16851844156644444,0.10385651951053425,0.13466692990986398,0.11962742862841617,0.15365475290746816,0.11632221273934698,0.1269989605465983,0.10593542870036736,0.09174978092839983,0.15560327635703428,0.11803394885350202,0.18131964496357328,0.18408083426606728,0.2089959340509616,0.21349054296623357,0.07192830353344817,0.06810631215933152,0.2593488625355262,0.05025374165971036,0.08612408486321647,0.08728628130248493,0.2365078491044251,0.2513187522699423,0.10565940952697098,0.0869179366415814,0.09760754948620927,0.14619084799547566,0.09587796753596745,0.1157870735969071,0.26902609430488156,0.11529320000703813,0.1896783218294082,0.10178341187546283,0.1395941911616438,0.11177854706085104,0.1340519460792104,0.12405648264125671,0.1515331212387133,0.13247221183224372,0.12419353502108403,0.2046578059652858,0.05058091841494814,0.19584980269703717,0.1595161947273611,0.11147078617868791,0.09289486992792673,0.22399783654532865,0.051866112394892805,0.2670244004113588,0.17235887330888994,0.18965278672015112,0.06755775778863024,0.12076330041272532,0.08218989783546735,0.050405135568394474,0.11926814012098327,0.10983309908668581,0.14769898173108414,0.17694785300706053
-14,0.12170036141546256,0.14019076810814615,0.10662591401581398,0.08457155844755468,0.06376152692314688,0.06789686941701237,0.11690743201198144,0.05439998686395851,0.061638426730706096,0.0879883430213661,0.30577052892085754,0.11125899265369119,0.1427306988922219,0.14272510911602668,0.04666885176627564,0.16640177532446274,0.10020235629691158,0.27504635071710476,0.09528070360593155,0.16006655319722288,0.09888243839610694,0.051257410357500664,0.08459637234594891,0.11213447801930647,0.11019456007008392,0.1662186040036915,0.16394296455517007,0.19422064961304472,0.20563639840921452,0.08019326812545391,0.08915961784117044,0.0981991406179453,0.25713659196618666,0.09588070438278465,0.04964165880769929,0.1356249879662047,0.0848085505868581,0.12335177579127823,0.24427365327079803,0.17319035688277612,0.05234893539319805,0.24640676297660907,0.13599595236731674,0.1663122261436957,0.16180286875478236,0.08829164751035401,0.14252831004271163,0.13675140331628094,0.1527338249287314,0.11469486295549558,0.12667552548998234,0.10004439031877962,0.09635068739666129,0.1503662848379975,0.11495765306115105,0.18236202206649132,0.16872939858203814,0.21756509282738795,0.2073498712089406,0.06424734842795192,0.060142305077615685,0.25436502369499736,0.050184579524255625,0.09179030103988617,0.08208391384843108,0.2542657086180501,0.2719320583432178,0.10111896379673979,0.0825977383661319,0.08192718292127761,0.14249120519045957,0.08662699053140607,0.10867258340994664,0.2603671421100866,0.10553724515471966,0.19870442586512554,0.0991072018533784,0.13326561307926024,0.1182339842631263,0.11629195840449384,0.11473447545216353,0.15273303634479457,0.11773074150728213,0.12564688980744337,0.1854678828281974,0.048942392735580084,0.204420909560643,0.15551259536918066,0.12183289022165393,0.08338478581967476,0.24744956485261524,0.04986689392781265,0.2650844649825065,0.17233408895351573,0.18433637724541224,0.06962198818565624,0.11877274413065868,0.08357933497435913,0.05282327921139712,0.11039197861719918,0.09436768804912656,0.16307595694155247,0.18869410196582245
-13,0.1181508239336743,0.142794705159796,0.10501350297700966,0.08325446177069677,0.068805581411114,0.056397134868615736,0.11803760886269592,0.0609259496629523,0.06219213839612851,0.08008563471280242,0.3123989240571218,0.09974185504203384,0.1518070635555005,0.147329495552062,0.044916292251124756,0.14735428347859897,0.10559629322521764,0.2848599827855918,0.0907046287846108,0.16156067359317236,0.09619983685496798,0.06277139011903277,0.09051158640893203,0.11345910415937455,0.10057434270183185,0.15640680850965288,0.16520303807625653,0.2120284227386257,0.20537754938176503,0.0811538481289851,0.0934962093038251,0.10112011521030648,0.2479459611638656,0.08453568824874647,0.041917086253241885,0.13346640641571306,0.08029112049214816,0.12822012448545086,0.24888291561386638,0.18617977497546334,0.0605886753886694,0.26723610686047755,0.1587834904159296,0.18837153064638962,0.15050889633425457,0.0805647572001785,0.14645363777230608,0.15653354956938278,0.14934266629612952,0.11235732468684352,0.12566112477763444,0.09564057347161241,0.10226740418163045,0.14252830217834914,0.11170551157903841,0.18103198305827733,0.15736429551316283,0.22180908846168612,0.203716638977188,0.05626600241661681,0.05648480058612151,0.24775836028764348,0.04830376291139594,0.0999581642257142,0.08365577530112542,0.26661355084186444,0.2839714691406072,0.0995454206263115,0.0820059941980211,0.0702097735777967,0.14140971838864771,0.08194959878095184,0.1035380916123689,0.2497908317264002,0.09637027182523054,0.20418902112111695,0.09987361012932773,0.12789639247550594,0.12597937385949948,0.09913636646475141,0.1063848113267573,0.1479869603762722,0.1032882555771314,0.12976696975280905,0.1648829739869025,0.05025642438732762,0.2097399017473204,0.1506757083658908,0.13366874906802342,0.0789857447056178,0.2635855705624585,0.05239373556789236,0.26156780337350943,0.16828747523045834,0.17526852738089943,0.07335019178911378,0.11384304667005567,0.08521205018246722,0.05935717148369929,0.1008924810798236,0.08615949998138347,0.1802572111542165,0.1958926159760768
-12,0.11528251241970955,0.14787279247536889,0.09985083946692805,0.08728809122973451,0.07774985909931195,0.051203664267407675,0.12396445919019232,0.06929528322990672,0.06802408569568896,0.07443970271108236,0.31774726606194653,0.0935656873319877,0.1533684613954846,0.1540479821564592,0.04527212716893582,0.12870196943169174,0.11303674182621926,0.2894516863928566,0.08633504971696432,0.16237100096946158,0.0895132077159065,0.07663811426076314,0.09488854295360138,0.11058053222289062,0.0929805776594731,0.1436820999272856,0.16681502790451286,0.2237593250365125,0.203297708318815,0.08534981283219002,0.10324075155034393,0.1063731008745914,0.2319515053290812,0.07647953503073963,0.038139691192408565,0.12828096434289182,0.08242595835603614,0.13305875853076157,0.24667710257792685,0.2010730639921116,0.07265281524415516,0.2841939309898538,0.1846693239937308,0.21091662455292798,0.13379515106229178,0.08124218660507834,0.14527932762015477,0.17833511200431218,0.14249566013678033,0.11009452975962708,0.12424403303522065,0.0933852401165757,0.11018408401362985,0.1341165915397561,0.10827515068129538,0.18013136515305095,0.151030247063317,0.22163431641726122,0.20245697263434495,0.04885520223363702,0.059281086173905796,0.240866106538276,0.045854951153439155,0.1099858541453124,0.09276944826226055,0.2722679786392249,0.28628138233282824,0.10107561664283134,0.08442874648076851,0.06392173217449251,0.14203024165231723,0.08059780751433498,0.10170322677403305,0.23613920772082633,0.08766278651082589,0.20677506674440066,0.10444027942710483,0.12263249885201828,0.1312154547091649,0.08239377016452254,0.10033452312141784,0.13933013037650918,0.09189779193857664,0.13608720479299838,0.1437767258416382,0.05390091585317462,0.2104204856122303,0.14524470306170342,0.1465031193790926,0.07980109947988424,0.27158030177372344,0.059506305097242494,0.25923275730466133,0.1616052181125301,0.16161571920618387,0.08036892339469033,0.10593617638937128,0.08792912243497711,0.07000900354349056,0.0914918842649449,0.08541265456082403,0.1972724046792783,0.19660960217081871
-11,0.11410347423478498,0.15365607852724938,0.0918031609571596,0.09631271713606838,0.08789496035482557,0.0525340316584297,0.1344803770155906,0.07948541361477787,0.07938317947426614,0.07097522117669228,0.3198758011726642,0.0930279804673548,0.14918732173501864,0.16280600468044987,0.0487257650485979,0.11122040787229519,0.12138114918062826,0.286333988375914,0.08646141825908309,0.16270127961538866,0.08138185523955109,0.09104147982116736,0.09763422875726249,0.10723083325474443,0.08862932341136254,0.13036634744242392,0.17055925681708825,0.23043736033485493,0.20025797250638475,0.0940517072360471,0.1173422311406167,0.11275302093392385,0.21119513130912707,0.07167569767558855,0.0380506367962941,0.12028199981139617,0.09203685542390208,0.1387416806312027,0.23821549903473427,0.21721352383285067,0.08613765143912822,0.29604848806347583,0.21182324664191216,0.23127445073428426,0.11831284902667297,0.09007458615835783,0.1387146580870879,0.20040570348161207,0.13337610560292246,0.10759894884256208,0.12209520223032881,0.09226954331479971,0.12114541677727027,0.12675558971169149,0.10531972714389,0.17992255049930464,0.15080215390512447,0.2166709745701175,0.20285557150338568,0.04498004975184796,0.06798665231398202,0.23441980913822785,0.047882547651189336,0.12016942257844865,0.10829330365907067,0.27158030177372317,0.2794413019610743,0.10641820027803606,0.08961124544520131,0.06290382052000106,0.14403393672249482,0.08182252000466475,0.10384688529836258,0.21969551129015336,0.08116092215442253,0.20554573378188107,0.1121502375643911,0.11746908439023893,0.13304307160708725,0.07020977357779709,0.09830586965884762,0.12716114407930745,0.08438753685121142,0.1432631078661542,0.12232381967726817,0.05883909019650204,0.20645087673057172,0.14158439266972728,0.16006359861159622,0.08594793956973643,0.27226797863922536,0.07012317410587589,0.2591797074828267,0.1537403783026285,0.14360578713881375,0.08795528481942058,0.09751768010938436,0.09128443211335409,0.08407321039666485,0.08580640102618203,0.09148653577302865,0.21078526188424443,0.19267138918073629
-10,0.11447569966355346,0.15914532436431977,0.08628397565072823,0.10875469118356944,0.09826188117009406,0.05881311436288541,0.14898650890550016,0.08939920390482695,0.0954447840996762,0.07008491971660484,0.3186625114879212,0.09772888843581252,0.14137545507442645,0.17271911936221562,0.052562868752827195,0.09835281963020961,0.1277984056497113,0.2745041416032757,0.08997585944094619,0.16118943000719269,0.07343562793762162,0.10434769818586638,0.10098970926504844,0.1053082464069098,0.08686440201848497,0.11757634782623742,0.176523684781075,0.23132033626502974,0.19974428288774007,0.10700856069213419,0.1341850248902612,0.11888624870757111,0.18943203052423607,0.0692071819769796,0.04058030067825804,0.11031183298387329,0.10798592874552937,0.14653306655749104,0.22244016229097835,0.2332590526809304,0.09979475936686111,0.3024081801958771,0.23903243082464506,0.2469309158161927,0.10676608622928525,0.10671091858701476,0.13016372819686825,0.22231406071110618,0.12250481786599139,0.10542218728182604,0.11896476513944125,0.09310218704722348,0.1331577472538942,0.12101481933769838,0.10325200690818274,0.1807218640517994,0.15629058656583777,0.20915015107011675,0.20410533999818573,0.04527463477614163,0.07776948025147637,0.22818962050285757,0.05424910649139525,0.12768082477203208,0.12975861495624616,0.2635855705624587,0.26598441337091006,0.11487986523647717,0.09757808385624414,0.066023629052584,0.14813738889108058,0.08658582621504587,0.11214284469240206,0.20079575532599248,0.07649895636421263,0.2042284617444569,0.1213806429505793,0.11155946692005551,0.13180991991411353,0.06392173217449304,0.10063618239390751,0.11239129567446568,0.08072269552685989,0.14936459963400744,0.10092636310763145,0.06461037773730408,0.19855924669366662,0.13915686799546997,0.17297364802580414,0.09633469403037345,0.2666135508418649,0.0794782373951595,0.26091605735970735,0.14713534757731472,0.12616248380892184,0.09578984285428513,0.09036553301841056,0.09726596885874157,0.0982982279638256,0.08474776313869946,0.10268087663181094,0.2191935472409976,0.18566526697233318
-9,0.11633744010164633,0.1609723998009025,0.08378880225712335,0.12396917699772292,0.1089586420609678,0.06974040131706528,0.16483245755113832,0.09807146082888159,0.11096603307282649,0.07123624265855003,0.3166546334086615,0.10725679917400985,0.1314177631782359,0.1842235375141114,0.05752012277583814,0.09176473861223246,0.13113816305050502,0.25537382886148924,0.09562818793548641,0.15852641954569993,0.06614931155429234,0.11739296444307268,0.10541602646388293,0.10495870191955554,0.08763467167140197,0.10559949870709191,0.1860541934266978,0.22545541672160643,0.20221620756541978,0.12408801182862497,0.1518857707259087,0.12431255910155954,0.17049768795351544,0.06793504701295378,0.0434386882924991,0.1004640696825104,0.12975861495624658,0.158182436682563,0.20102154286961277,0.24785042433893456,0.11468402822475607,0.30335446550263223,0.2647894267321041,0.2577734811482858,0.10010521464840372,0.12895209472137784,0.12472070560969159,0.24438294245212627,0.11083714814841768,0.10453900353503931,0.11458226352378391,0.09440235352433345,0.144353747942448,0.11662005524144943,0.10225797020640456,0.1817208901412708,0.1672410572207888,0.2003886443706447,0.203949631962008,0.05136629565211972,0.08475945894216456,0.22091154739869778,0.06459024335108524,0.1326030410630301,0.15588578052758967,0.24744956485261524,0.2503919703040355,0.1264000735285993,0.10839344832815753,0.07231962424549783,0.15478532827477773,0.09406318145056941,0.12534082818205022,0.18062210859913605,0.07384494395398618,0.20499643726432507,0.13031479133600612,0.10596575452939601,0.12645865054522593,0.06305338463243176,0.10646173478380146,0.09845356775368916,0.0805253558383295,0.15450620029273696,0.08164075363163861,0.07056828711425273,0.18838826497193817,0.13844762662009416,0.18466662074575504,0.10975098945798796,0.2542657086180503,0.08654831785999613,0.2631282545190376,0.1428126526421966,0.11158596951249833,0.1040430406383166,0.08547768552327897,0.10638671377212358,0.10926110895946683,0.08854254771908601,0.11626528223255465,0.22449229528866638,0.17723051038222423
